InstrumentName, Welch
StartTime, 2019-02-01 00:00:00
EndTime, 2019-02-28 23:59:59
Date,O3
02/01/2019 00:00:00.000000,6.0
02/01/2019 01:00:00.000000,8.0
02/01/2019 02:00:00.000000,16.0
02/01/2019 03:00:00.000000,24.0
02/01/2019 04:00:00.000000,28.0
02/01/2019 05:00:00.000000,32.0
02/01/2019 06:00:00.000000,32.0
02/01/2019 07:00:00.000000,33.0
02/01/2019 08:00:00.000000,36.0
02/01/2019 09:00:00.000000,40.0
02/01/2019 10:00:00.000000,38.0
02/01/2019 11:00:00.000000,39.0
02/01/2019 12:00:00.000000,39.0
02/01/2019 13:00:00.000000,40.0
02/01/2019 14:00:00.000000,35.0
02/01/2019 15:00:00.000000,34.0
02/01/2019 16:00:00.000000,33.0
02/01/2019 17:00:00.000000,33.0
02/01/2019 18:00:00.000000,30.0
02/01/2019 19:00:00.000000,36.0
02/01/2019 20:00:00.000000,40.0
02/01/2019 21:00:00.000000,41.0
02/01/2019 22:00:00.000000,45.0
02/01/2019 23:00:00.000000,45.0
02/02/2019 00:00:00.000000,37.0
02/02/2019 01:00:00.000000,35.0
02/02/2019 02:00:00.000000,31.0
02/02/2019 03:00:00.000000,34.0
02/02/2019 04:00:00.000000,34.0
02/02/2019 05:00:00.000000,35.0
02/02/2019 06:00:00.000000,37.0
02/02/2019 07:00:00.000000,39.0
02/02/2019 08:00:00.000000,39.0
02/02/2019 09:00:00.000000,41.0
02/02/2019 10:00:00.000000,40.0
02/02/2019 11:00:00.000000,41.0
02/02/2019 12:00:00.000000,41.0
02/02/2019 13:00:00.000000,42.0
02/02/2019 14:00:00.000000,42.0
02/02/2019 15:00:00.000000,40.0
02/02/2019 16:00:00.000000,39.0
02/02/2019 17:00:00.000000,38.0
02/02/2019 18:00:00.000000,37.0
02/02/2019 19:00:00.000000,38.0
02/02/2019 20:00:00.000000,39.0
02/02/2019 21:00:00.000000,40.0
02/02/2019 22:00:00.000000,40.0
02/02/2019 23:00:00.000000,40.0
02/03/2019 00:00:00.000000,29.0
02/03/2019 01:00:00.000000,29.0
02/03/2019 02:00:00.000000,26.0
02/03/2019 03:00:00.000000,30.0
02/03/2019 04:00:00.000000,30.0
02/03/2019 05:00:00.000000,30.0
02/03/2019 06:00:00.000000,34.0
02/03/2019 07:00:00.000000,34.0
02/03/2019 08:00:00.000000,36.0
02/03/2019 09:00:00.000000,37.0
02/03/2019 10:00:00.000000,37.0
02/03/2019 11:00:00.000000,37.0
02/03/2019 12:00:00.000000,37.0
02/03/2019 13:00:00.000000,36.0
02/03/2019 14:00:00.000000,36.0
02/03/2019 15:00:00.000000,34.0
02/03/2019 16:00:00.000000,34.0
02/03/2019 17:00:00.000000,35.0
02/03/2019 18:00:00.000000,35.0
02/03/2019 19:00:00.000000,37.0
02/03/2019 20:00:00.000000,40.0
02/03/2019 21:00:00.000000,41.0
02/03/2019 22:00:00.000000,42.0
02/03/2019 23:00:00.000000,42.0
02/04/2019 00:00:00.000000,43.0
02/04/2019 01:00:00.000000,43.0
02/04/2019 03:00:00.000000,42.0
02/04/2019 04:00:00.000000,41.0
02/04/2019 05:00:00.000000,41.0
02/04/2019 06:00:00.000000,41.0
02/04/2019 07:00:00.000000,42.0
02/04/2019 08:00:00.000000,42.0
02/04/2019 09:00:00.000000,43.0
02/04/2019 10:00:00.000000,43.0
02/04/2019 11:00:00.000000,45.0
02/04/2019 12:00:00.000000,45.0
02/04/2019 13:00:00.000000,46.0
02/04/2019 14:00:00.000000,45.0
02/04/2019 15:00:00.000000,45.0
02/04/2019 16:00:00.000000,40.0
02/04/2019 17:00:00.000000,41.0
02/04/2019 18:00:00.000000,41.0
02/04/2019 19:00:00.000000,44.0
02/04/2019 20:00:00.000000,44.0
02/04/2019 21:00:00.000000,44.0
02/04/2019 22:00:00.000000,41.0
02/04/2019 23:00:00.000000,26.0
02/05/2019 01:00:00.000000,9.0
02/05/2019 02:00:00.000000,9.0
02/05/2019 04:00:00.000000,11.0
02/05/2019 05:00:00.000000,10.0
02/05/2019 06:00:00.000000,10.0
02/05/2019 07:00:00.000000,10.0
02/05/2019 08:00:00.000000,6.0
02/05/2019 09:00:00.000000,4.0
02/05/2019 10:00:00.000000,4.0
02/05/2019 11:00:00.000000,3.0
02/05/2019 12:00:00.000000,1.0
02/05/2019 13:00:00.000000,1.0
02/05/2019 15:00:00.000000,5.0
02/05/2019 16:00:00.000000,9.0
02/05/2019 17:00:00.000000,12.0
02/05/2019 18:00:00.000000,12.0
02/05/2019 19:00:00.000000,17.0
02/05/2019 20:00:00.000000,44.0
02/05/2019 21:00:00.000000,40.0
02/05/2019 22:00:00.000000,49.0
02/05/2019 23:00:00.000000,49.0
