InstrumentName, I-25 Denver,,
StartTime, 2019-02-01 00:00:00,,
EndTime, 2019-02-28 23:59:59,,
Date,CO,NO2,PM2.5
02/01/2019 00:00:00.000000,1.5,58.0,12.8
02/01/2019 01:00:00.000000,1.8,56.0,12.8
02/01/2019 02:00:00.000000,1.4,54.0,16.2
02/01/2019 03:00:00.000000,0.9,51.0,16.2
02/01/2019 04:00:00.000000,0.7,,13.3
02/01/2019 05:00:00.000000,0.6,48.0,13.3
02/01/2019 06:00:00.000000,0.5,49.0,10.3
02/01/2019 07:00:00.000000,0.8,48.0,9.9
02/01/2019 08:00:00.000000,,,9.9
02/01/2019 09:00:00.000000,0.9,46.0,8.9
02/01/2019 10:00:00.000000,1.1,48.0,8.9
02/01/2019 11:00:00.000000,1.1,50.0,8.9
02/01/2019 12:00:00.000000,1.6,54.0,8.6
02/01/2019 13:00:00.000000,1.9,57.0,9.6
02/01/2019 14:00:00.000000,0.8,47.0,10.3
02/01/2019 15:00:00.000000,0.4,30.0,9.5
02/01/2019 16:00:00.000000,0.3,23.0,7.3
02/01/2019 17:00:00.000000,0.4,27.0,6.1
02/01/2019 18:00:00.000000,0.4,26.0,6.1
02/01/2019 19:00:00.000000,0.3,18.0,6.0
02/01/2019 20:00:00.000000,0.3,14.0,4.9
02/01/2019 21:00:00.000000,0.2,12.0,4.3
02/01/2019 22:00:00.000000,0.3,19.0,4.3
02/01/2019 23:00:00.000000,0.5,42.0,3.9
02/02/2019 00:00:00.000000,1.4,58.0,6.1
02/02/2019 01:00:00.000000,1.9,57.0,9.9
02/02/2019 02:00:00.000000,1.2,51.0,14.7
02/02/2019 03:00:00.000000,0.6,45.0,15.1
02/02/2019 04:00:00.000000,0.7,,10.2
02/02/2019 05:00:00.000000,0.6,48.0,8.3
02/02/2019 06:00:00.000000,0.5,44.0,6.8
02/02/2019 07:00:00.000000,0.4,44.0,6.8
02/02/2019 08:00:00.000000,,,5.8
02/02/2019 09:00:00.000000,0.4,46.0,5.2
02/02/2019 10:00:00.000000,0.8,44.0,5.2
02/02/2019 11:00:00.000000,0.8,47.0,6.0
02/02/2019 12:00:00.000000,0.5,48.0,6.1
02/02/2019 13:00:00.000000,1.0,48.0,6.2
02/02/2019 14:00:00.000000,1.0,48.0,6.2
02/02/2019 15:00:00.000000,0.5,35.0,7.1
02/02/2019 16:00:00.000000,0.3,18.0,5.0
02/02/2019 17:00:00.000000,0.2,15.0,5.0
02/02/2019 18:00:00.000000,0.3,15.0,3.4
02/02/2019 19:00:00.000000,0.4,19.0,3.4
02/02/2019 20:00:00.000000,0.2,12.0,2.4
02/02/2019 21:00:00.000000,0.2,13.0,2.4
02/02/2019 22:00:00.000000,0.2,9.0,2.3
02/02/2019 23:00:00.000000,0.5,33.0,2.3
02/03/2019 00:00:00.000000,1.0,53.0,3.3
02/03/2019 01:00:00.000000,1.3,52.0,11.7
02/03/2019 02:00:00.000000,0.9,45.0,10.8
02/03/2019 03:00:00.000000,1.2,44.0,10.8
02/03/2019 04:00:00.000000,0.6,,10.2
02/03/2019 05:00:00.000000,1.1,44.0,10.2
02/03/2019 06:00:00.000000,0.9,46.0,10.0
02/03/2019 07:00:00.000000,0.9,43.0,9.4
02/03/2019 08:00:00.000000,,,9.4
02/03/2019 09:00:00.000000,0.9,39.0,8.5
02/03/2019 10:00:00.000000,0.8,38.0,8.5
02/03/2019 11:00:00.000000,0.7,38.0,6.0
02/03/2019 12:00:00.000000,0.9,39.0,5.2
02/03/2019 13:00:00.000000,0.9,38.0,4.9
02/03/2019 14:00:00.000000,0.6,30.0,4.9
02/03/2019 15:00:00.000000,0.2,11.0,3.0
02/03/2019 16:00:00.000000,0.3,10.0,2.2
02/03/2019 17:00:00.000000,0.3,9.0,1.8
02/03/2019 18:00:00.000000,0.3,10.0,1.8
02/03/2019 19:00:00.000000,0.3,9.0,1.5
02/03/2019 20:00:00.000000,0.3,12.0,2.1
02/03/2019 21:00:00.000000,0.6,17.0,2.1
02/03/2019 22:00:00.000000,0.6,17.0,1.7
02/03/2019 23:00:00.000000,0.4,22.0,1.9
02/04/2019 00:00:00.000000,0.7,38.0,4.4
02/04/2019 01:00:00.000000,0.6,43.0,4.4
02/04/2019 03:00:00.000000,0.8,39.0,5.5
02/04/2019 04:00:00.000000,1.0,,5.9
02/04/2019 05:00:00.000000,0.3,18.0,4.6
02/04/2019 06:00:00.000000,0.2,14.0,4.6
02/04/2019 07:00:00.000000,0.4,23.0,2.2
02/04/2019 08:00:00.000000,,,2.2
02/04/2019 09:00:00.000000,0.4,44.0,2.8
02/04/2019 10:00:00.000000,0.5,40.0,2.9
02/04/2019 11:00:00.000000,0.6,47.0,2.9
02/04/2019 12:00:00.000000,1.1,54.0,5.1
