InstrumentName, I25 Denver,,
StartTime, 2019-02-01 00:00:00,,
EndTime, 2019-02-28 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 Total Atmospheric
02/01/2019 00:00:00.000000,1.069061,58.526977,14.483333
02/01/2019 00:01:00.000000,0.992795,48.42095,12.7
02/01/2019 00:02:00.000000,0.976973,57.257202,9.033333
02/01/2019 00:03:00.000000,0.902669,75.193823,8.4
02/01/2019 00:04:00.000000,1.059902,67.727165,9.583333
02/01/2019 00:05:00.000000,1.252176,57.589148,10.45
02/01/2019 00:06:00.000000,1.287809,48.845278,10.283333
02/01/2019 00:07:00.000000,1.088754,54.535932,10.483333
02/01/2019 00:08:00.000000,0.891678,54.1868,9.466667
02/01/2019 00:09:00.000000,0.960776,63.681868,10.583333
02/01/2019 00:10:00.000000,0.950077,55.280131,13.85
02/01/2019 00:11:00.000000,1.004891,50.746361,10.35
02/01/2019 00:12:00.000000,1.039888,52.463728,9.116667
02/01/2019 00:13:00.000000,1.33956,54.713303,9.416667
02/01/2019 00:14:00.000000,1.063568,59.489581,11.2
02/01/2019 00:15:00.000000,0.924281,39.388007,14.183333
02/01/2019 00:16:00.000000,0.849577,69.643954,11.033333
02/01/2019 00:17:00.000000,0.974199,72.849224,8.433333
02/01/2019 00:18:00.000000,0.943265,58.690385,9.15
02/01/2019 00:19:00.000000,0.946803,55.772511,8.283333
02/01/2019 00:20:00.000000,0.874065,57.116451,14.583333
02/01/2019 00:21:00.000000,0.847351,54.704161,11.233333
02/01/2019 00:22:00.000000,1.015054,56.763723,10.716667
02/01/2019 00:23:00.000000,1.206461,55.162892,14.05
02/01/2019 00:24:00.000000,1.272836,61.916263,10.733333
02/01/2019 00:25:00.000000,1.083668,63.491009,12.9
02/01/2019 00:26:00.000000,0.979395,62.576375,13.083333
02/01/2019 00:27:00.000000,1.078417,58.317169,13.533333
02/01/2019 00:28:00.000000,1.041059,57.739699,10.683333
02/01/2019 00:29:00.000000,0.955489,56.70666,7.633333
02/01/2019 00:30:00.000000,0.851547,55.483347,6.633333
02/01/2019 00:31:00.000000,0.836952,54.15077,12.816667
02/01/2019 00:32:00.000000,0.900329,53.654897,10.066667
02/01/2019 00:33:00.000000,0.898176,58.176686,8.683333
02/01/2019 00:34:00.000000,0.842358,55.414304,10.066667
02/01/2019 00:35:00.000000,0.902584,53.746934,10.133333
02/01/2019 00:36:00.000000,0.989427,59.882548,10.5
02/01/2019 00:37:00.000000,1.108567,67.797653,7.7
02/01/2019 00:38:00.000000,1.816367,63.749147,13.666667
02/01/2019 00:39:00.000000,1.882445,59.295406,12.583333
02/01/2019 00:40:00.000000,1.355101,54.821021,9.0
02/01/2019 00:41:00.000000,1.363899,58.916264,14.033333
02/01/2019 00:42:00.000000,1.428689,61.885712,13.683333
02/01/2019 00:43:00.000000,1.153933,49.055204,11.1
02/01/2019 00:44:00.000000,1.109738,66.444099,11.733333
02/01/2019 00:45:00.000000,1.240201,56.87672,13.883333
02/01/2019 00:46:00.000000,1.130286,41.765786,9.133333
02/01/2019 00:47:00.000000,1.059686,50.566872,10.466667
02/01/2019 00:48:00.000000,1.140347,61.719331,8.6
02/01/2019 00:49:00.000000,1.18477,57.21268,7.9
02/01/2019 00:50:00.000000,1.142003,58.436726,9.95
02/01/2019 00:51:00.000000,1.154742,48.283408,12.3
02/01/2019 00:52:00.000000,1.219794,52.514683,10.183333
02/01/2019 00:53:00.000000,1.127985,56.336365,10.233333
02/01/2019 00:54:00.000000,1.175226,62.630785,13.616667
02/01/2019 00:55:00.000000,1.282873,54.567447,14.016667
02/01/2019 00:56:00.000000,1.52003,62.103917,10.75
02/01/2019 00:57:00.000000,1.389139,53.169492,12.183333
02/01/2019 00:58:00.000000,1.189462,58.669086,14.283333
02/01/2019 00:59:00.000000,1.191462,54.154118,8.633333
02/01/2019 01:00:00.000000,1.09935,60.502857,12.433333
02/01/2019 01:01:00.000000,1.253854,60.380374,8.066667
02/01/2019 01:02:00.000000,1.168118,65.14823,9.25
02/01/2019 01:03:00.000000,1.147333,66.50715,14.766667
02/01/2019 01:04:00.000000,1.314603,51.131732,9.733333
02/01/2019 01:05:00.000000,1.298911,58.165457,15.066667
02/01/2019 01:06:00.000000,1.477778,59.141134,13.3
02/01/2019 01:07:00.000000,1.726251,48.20282,12.666667
02/01/2019 01:08:00.000000,1.565506,65.308061,11.716667
02/01/2019 01:09:00.000000,1.343784,59.569451,11.216667
02/01/2019 01:10:00.000000,1.170053,71.402892,14.866667
02/01/2019 01:11:00.000000,1.185891,55.223302,10.15
02/01/2019 01:12:00.000000,1.316608,58.430776,10.8
02/01/2019 01:13:00.000000,1.53542,52.594071,14.966667
