InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-02-01 00:00:00,,,,
EndTime, 2019-02-28 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
02/07/2019 16:29:54.421000,0.0,0.470588,0.0,25.766388,7.727169
02/07/2019 16:32:43.402000,0.0,0.470588,0.0,27.240402,6.967269
02/07/2019 16:35:32.274000,0.0,0.235294,0.0,28.463417,6.350805
02/07/2019 16:38:21.202000,0.0,0.235294,0.0,29.46479,5.934234
02/07/2019 16:41:10.110000,0.0,0.235294,0.0,30.305946,5.650416
02/07/2019 16:43:58.933000,0.0,0.235294,0.0,31.024261,5.465782
02/07/2019 16:46:47.779000,0.0,0.235294,0.0,31.657127,5.101091
02/07/2019 16:49:36.576000,0.0,0.235294,0.0,32.16449,4.998856
02/07/2019 16:52:25.352000,0.0,0.470588,0.0,32.642479,4.806592
02/07/2019 16:55:14.219000,0.0,0.470588,0.0,33.010986,4.660105
02/07/2019 16:58:03.022000,0.0,0.235294,0.0,33.360802,4.565499
02/07/2019 17:00:51.884000,0.0,0.235294,0.0,33.641182,4.469368
02/07/2019 17:03:40.728000,0.0,0.235294,0.0,33.92424,4.39002
02/07/2019 17:06:29.511000,0.0,0.470588,0.0,34.135193,4.327458
02/07/2019 17:09:18.332000,0.0,0.470588,0.0,34.362175,4.318303
02/07/2019 17:12:07.099000,0.0,0.235294,0.0,34.557106,4.412909
02/07/2019 17:14:55.944000,0.0,0.235294,0.0,34.725334,4.345769
02/07/2019 17:17:44.823000,0.0,0.470588,0.0,34.869537,4.266423
02/07/2019 17:20:22.151000,0.0,0.235294,0.0,35.021744,4.252689
02/07/2019 17:22:59.355000,0.0,0.235294,0.0,35.163269,4.17029
02/07/2019 17:25:36.494000,0.0,0.470588,0.0,35.304802,4.139772
02/07/2019 17:28:13.699000,0.0,0.470588,0.0,35.443657,4.052796
02/07/2019 17:30:50.950000,0.0,0.470588,0.0,35.529106,4.112307
02/07/2019 17:33:28.118000,0.0,0.235294,0.0,35.611885,3.988708
02/07/2019 17:36:05.296000,0.0,0.235294,0.0,35.686653,3.920043
02/07/2019 17:38:42.467000,0.0,0.235294,0.0,35.726707,4.011597
02/07/2019 17:41:19.660000,0.0,0.235294,0.0,35.812164,3.891051
02/07/2019 17:43:56.867000,0.0,0.235294,0.0,35.812164,3.854429
02/07/2019 17:46:34.119000,0.0,0.235294,0.0,35.894943,3.877317
02/07/2019 17:49:11.243000,0.0,0.470588,0.0,35.881592,3.717098
02/07/2019 17:51:48.395000,0.0,0.235294,0.0,35.908295,3.753719
02/07/2019 17:54:25.623000,0.0,0.235294,0.0,35.924316,3.717098
02/07/2019 17:57:02.801000,0.0,0.470588,0.0,35.924316,3.717098
02/07/2019 17:59:37.113000,0.0,0.470588,0.0,35.924316,3.630121
02/07/2019 18:02:11.403000,0.0,0.470588,0.0,35.908295,3.700313
02/07/2019 18:04:45.739000,0.0,0.235294,0.0,35.881592,3.700313
02/07/2019 18:07:20.134000,0.0,0.470588,0.0,35.908295,3.717098
02/07/2019 18:09:54.420000,0.0,0.235294,0.0,35.924316,3.808652
02/07/2019 18:12:28.723000,0.0,0.235294,0.0,35.894943,3.717098
02/07/2019 18:15:03.091000,0.0,0.235294,0.0,35.937668,3.823911
02/07/2019 18:17:37.431000,0.0,0.235294,0.0,35.951019,3.736934
02/07/2019 18:20:11.728000,0.0,0.235294,0.0,35.980392,3.808652
02/07/2019 18:22:46.024000,0.0,0.235294,0.0,35.993744,3.773556
02/07/2019 18:25:20.299000,0.0,0.235294,0.0,36.007095,3.810178
02/07/2019 18:27:54.563000,0.0,0.235294,0.0,36.036469,3.739986
02/07/2019 18:30:28.924000,0.0,0.470588,0.0,36.076523,3.758297
02/07/2019 18:33:03.213000,0.0,0.705882,0.0,36.092545,3.723201
02/07/2019 18:35:37.456000,0.0,0.470588,0.0,36.092545,3.741512
02/07/2019 18:38:11.890000,0.0,0.470588,0.0,36.076523,3.723201
02/07/2019 18:40:46.206000,0.0,0.235294,0.0,36.076523,3.68658
02/07/2019 18:43:20.449000,0.0,0.470588,0.0,36.04982,3.68658
02/07/2019 18:45:54.738000,0.0,0.235294,0.0,36.036469,3.70489
02/07/2019 18:48:29.021000,0.0,0.470588,0.0,36.04982,3.721675
02/07/2019 18:51:04.223000,0.0,0.235294,0.0,36.020447,3.649958
02/07/2019 18:53:38.551000,0.0,0.470588,0.0,36.020447,3.739986
02/07/2019 18:56:12.836000,0.0,0.470588,0.0,36.063171,3.741512
02/07/2019 18:58:47.087000,0.0,0.235294,0.0,36.036469,3.755245
02/07/2019 19:01:21.400000,0.0,0.470588,0.0,36.036469,3.791867
