InstrumentName, Wash Park West B,,
StartTime, 2019-02-01 00:00:00,,
EndTime, 2019-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2019 00:00:47.165000,12.57,25.0,52.0
02/01/2019 00:03:26.040000,12.89,26.0,52.0
02/01/2019 00:04:46.055000,13.3,26.0,52.0
02/01/2019 00:07:27.644000,13.82,26.0,51.0
02/01/2019 00:08:46.045000,12.28,26.0,51.0
02/01/2019 00:12:47.242000,22.35,26.0,51.0
02/01/2019 00:19:28.218000,11.39,27.0,51.0
02/01/2019 00:20:46.052000,11.07,27.0,51.0
02/01/2019 00:23:27.235000,11.91,27.0,51.0
02/01/2019 00:24:49.036000,11.33,27.0,51.0
02/01/2019 00:27:29.017000,11.77,27.0,50.0
02/01/2019 00:34:08.114000,12.07,29.0,50.0
02/01/2019 00:36:48.624000,11.94,29.0,49.0
02/01/2019 00:39:27.331000,11.91,29.0,49.0
02/01/2019 00:40:47.262000,11.57,29.0,49.0
02/01/2019 00:42:08.549000,12.18,29.0,49.0
02/01/2019 00:44:46.251000,12.11,29.0,49.0
02/01/2019 00:46:06.434000,12.22,29.0,49.0
02/01/2019 00:48:48.333000,12.22,29.0,49.0
02/01/2019 00:50:07.060000,11.7,29.0,49.0
02/01/2019 00:54:07.121000,13.26,30.0,49.0
02/01/2019 01:03:27.066000,11.63,29.0,48.0
02/01/2019 01:07:29.131000,12.65,30.0,48.0
02/01/2019 01:10:08.912000,12.68,31.0,48.0
02/01/2019 01:19:28.332000,14.3,33.0,47.0
02/01/2019 01:23:26.237000,14.41,33.0,47.0
02/01/2019 01:27:32.692000,15.93,34.0,47.0
02/01/2019 01:28:50.077000,15.44,34.0,46.0
02/01/2019 01:32:47.939000,16.22,35.0,46.0
02/01/2019 01:35:14.899000,18.73,36.0,46.0
02/01/2019 01:39:16.222000,17.04,36.0,46.0
02/01/2019 01:41:56.448000,17.49,36.0,46.0
02/01/2019 01:43:18.550000,17.2,36.0,46.0
02/01/2019 01:44:36.144000,18.42,36.0,46.0
02/01/2019 01:47:16.261000,19.11,37.0,45.0
02/01/2019 01:48:38.426000,19.33,37.0,45.0
02/01/2019 01:55:16.346000,25.43,37.0,45.0
02/01/2019 01:56:38.136000,25.38,37.0,45.0
02/01/2019 01:59:19.248000,26.39,38.0,45.0
02/01/2019 02:07:16.689000,25.67,39.0,44.0
02/01/2019 02:08:36.246000,29.56,39.0,44.0
02/01/2019 02:11:16.310000,27.21,39.0,44.0
02/01/2019 02:13:56.157000,24.35,40.0,44.0
02/01/2019 02:15:16.166000,26.52,40.0,44.0
02/01/2019 02:17:56.160000,23.69,40.0,44.0
02/01/2019 02:19:17.387000,22.61,40.0,44.0
02/01/2019 02:20:36.724000,23.74,40.0,43.0
02/01/2019 02:23:20.979000,23.38,40.0,43.0
02/01/2019 02:25:57.357000,25.11,40.0,43.0
02/01/2019 02:29:57.205000,26.07,40.0,43.0
02/01/2019 02:31:16.172000,26.33,40.0,43.0
02/01/2019 02:35:16.175000,27.87,41.0,43.0
02/01/2019 02:37:56.940000,28.09,41.0,43.0
02/01/2019 02:39:15.702000,27.5,41.0,43.0
02/01/2019 02:41:57.358000,28.7,41.0,43.0
02/01/2019 02:43:19.823000,29.34,41.0,43.0
02/01/2019 02:47:16.190000,30.54,41.0,43.0
02/01/2019 02:49:55.889000,32.83,41.0,42.0
02/01/2019 02:51:16.214000,33.02,41.0,42.0
02/01/2019 02:52:36.229000,33.64,41.0,42.0
02/01/2019 02:53:56.185000,33.28,41.0,42.0
02/01/2019 02:57:56.195000,33.57,40.0,42.0
02/01/2019 03:00:35.649000,33.7,40.0,42.0
02/01/2019 03:03:16.217000,32.72,40.0,42.0
02/01/2019 03:05:57.157000,34.37,41.0,42.0
02/01/2019 03:07:17.165000,32.93,40.0,42.0
02/01/2019 03:09:57.229000,31.04,41.0,42.0
02/01/2019 03:11:15.789000,30.83,41.0,42.0
02/01/2019 03:13:57.379000,28.28,40.0,42.0
02/01/2019 03:15:16.476000,28.73,40.0,42.0
02/01/2019 03:17:57.286000,28.04,40.0,42.0
02/01/2019 03:19:17.167000,29.53,41.0,42.0
02/01/2019 03:21:55.258000,28.87,40.0,42.0
02/01/2019 03:23:19.191000,28.49,41.0,42.0
02/01/2019 03:25:56.211000,27.1,40.0,42.0
02/01/2019 03:29:57.176000,28.43,41.0,41.0
02/01/2019 03:31:17.244000,27.77,41.0,41.0
02/01/2019 03:33:57.209000,28.13,41.0,41.0
02/01/2019 03:35:16.200000,27.53,41.0,41.0
02/01/2019 03:37:57.420000,27.66,42.0,41.0
02/01/2019 03:39:16.241000,27.65,42.0,41.0
02/01/2019 03:41:57.223000,27.82,42.0,41.0
