"","X.1","date","X","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks.x","val.humidity","val.pm10","val.pm25_p","val.pm25_r","val.temperature","flag"
"1",1,"2022-04-30 17:00:00",4371,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,14.9,1.97,14.2,1.72,66.6,0
"2",2,"2022-04-30 17:00:00",4372,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,14.9,1.97,14.2,1.72,66.6,0
"3",3,"2022-04-30 17:00:00",4373,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,14.9,1.97,14.2,1.72,66.6,0
"4",4,"2022-04-30 17:00:00",4374,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,14.9,1.97,14.2,1.72,66.6,0
"5",5,"2022-04-30 17:00:00",4375,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,14.9,1.97,14.2,1.72,66.6,0
"6",6,"2022-04-30 18:00:00",4376,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,17.9,2.52,14.4,2.23,62.2,0
"7",7,"2022-04-30 18:00:00",4377,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,17.9,2.52,14.4,2.23,62.2,0
"8",8,"2022-04-30 18:00:00",4378,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,17.9,2.52,14.4,2.23,62.2,0
"9",9,"2022-04-30 18:00:00",4379,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,17.9,2.52,14.4,2.23,62.2,0
"10",10,"2022-04-30 18:00:00",4380,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,17.9,2.52,14.4,2.23,62.2,0
"11",11,"2022-04-30 19:00:00",4381,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,21.7,2.79,13.9,2.37,57,0
"12",12,"2022-04-30 19:00:00",4382,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,21.7,2.79,13.9,2.37,57,0
"13",13,"2022-04-30 19:00:00",4383,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,21.7,2.79,13.9,2.37,57,0
"14",14,"2022-04-30 19:00:00",4384,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,21.7,2.79,13.9,2.37,57,0
"15",15,"2022-04-30 19:00:00",4385,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,21.7,2.79,13.9,2.37,57,0
"16",16,"2022-04-30 20:00:00",4386,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,26.3,3.06,13.9,2.69,52.3,0
"17",17,"2022-04-30 20:00:00",4387,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,26.3,3.06,13.9,2.69,52.3,0
"18",18,"2022-04-30 20:00:00",4388,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,26.3,3.06,13.9,2.69,52.3,0
"19",19,"2022-04-30 20:00:00",4389,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,26.3,3.06,13.9,2.69,52.3,0
"20",20,"2022-04-30 20:00:00",4390,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,26.3,3.06,13.9,2.69,52.3,0
"21",21,"2022-04-30 21:00:00",4391,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,29.4,3.35,13.7,2.81,49.7,0
"22",22,"2022-04-30 21:00:00",4392,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,29.4,3.35,13.7,2.81,49.7,0
"23",23,"2022-04-30 21:00:00",4393,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,29.4,3.35,13.7,2.81,49.7,0
"24",24,"2022-04-30 21:00:00",4394,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,29.4,3.35,13.7,2.81,49.7,0
"25",25,"2022-04-30 21:00:00",4395,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,29.4,3.35,13.7,2.81,49.7,0
"26",26,"2022-04-30 22:00:00",4396,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,32.4,2.93,12.9,2.48,47.2,0
"27",27,"2022-04-30 22:00:00",4397,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,32.4,2.93,12.9,2.48,47.2,0
"28",28,"2022-04-30 22:00:00",4398,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,32.4,2.93,12.9,2.48,47.2,0
"29",29,"2022-04-30 22:00:00",4399,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,32.4,2.93,12.9,2.48,47.2,0
"30",30,"2022-04-30 22:00:00",4400,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,32.4,2.93,12.9,2.48,47.2,0
"31",31,"2022-04-30 23:00:00",4401,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,33.8,3.12,13.2,2.69,46.6,0
"32",32,"2022-04-30 23:00:00",4402,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,33.8,3.12,13.2,2.69,46.6,0
"33",33,"2022-04-30 23:00:00",4403,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,33.8,3.12,13.2,2.69,46.6,0
"34",34,"2022-04-30 23:00:00",4404,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,33.8,3.12,13.2,2.69,46.6,0
"35",35,"2022-04-30 23:00:00",4405,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-04-30",36,5,33.8,3.12,13.2,2.69,46.6,0
"36",36,"2022-05-01 00:00:00",4406,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,37.2,3.36,13.3,2.94,44.6,0
"37",37,"2022-05-01 00:00:00",4407,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,37.2,3.36,13.3,2.94,44.6,0
"38",38,"2022-05-01 00:00:00",4408,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,37.2,3.36,13.3,2.94,44.6,0
"39",39,"2022-05-01 00:00:00",4409,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,37.2,3.36,13.3,2.94,44.6,0
"40",40,"2022-05-01 00:00:00",4410,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,37.2,3.36,13.3,2.94,44.6,0
"41",41,"2022-05-01 01:00:00",4411,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,42.5,3.63,13.5,3.23,42.3,0
"42",42,"2022-05-01 01:00:00",4412,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,42.5,3.63,13.5,3.23,42.3,0
"43",43,"2022-05-01 01:00:00",4413,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,42.5,3.63,13.5,3.23,42.3,0
"44",44,"2022-05-01 01:00:00",4414,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,42.5,3.63,13.5,3.23,42.3,0
"45",45,"2022-05-01 01:00:00",4415,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,42.5,3.63,13.5,3.23,42.3,0
"46",46,"2022-05-01 02:00:00",4416,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.75,15.1,4.32,40.7,0
"47",47,"2022-05-01 02:00:00",4417,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.75,15.1,4.32,40.7,0
"48",48,"2022-05-01 02:00:00",4418,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.75,15.1,4.32,40.7,0
"49",49,"2022-05-01 02:00:00",4419,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.75,15.1,4.32,40.7,0
"50",50,"2022-05-01 02:00:00",4420,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.75,15.1,4.32,40.7,0
"51",51,"2022-05-01 03:00:00",4421,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,46.4,4.5,14.7,4.12,40.2,0
"52",52,"2022-05-01 03:00:00",4422,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,46.4,4.5,14.7,4.12,40.2,0
"53",53,"2022-05-01 03:00:00",4423,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,46.4,4.5,14.7,4.12,40.2,0
"54",54,"2022-05-01 03:00:00",4424,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,46.4,4.5,14.7,4.12,40.2,0
"55",55,"2022-05-01 03:00:00",4425,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,46.4,4.5,14.7,4.12,40.2,0
"56",56,"2022-05-01 04:00:00",4426,"Sandra Todd-Williams Academy (CJ_004)","Lunar",39.78662,-104.76536,"2022-03-25","2022-05-01",37,5,48.7,4.52,14.9,4.16,40.8,0
