InstrumentName, Purina
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
07/01/2021 00:01:00,,25.94,86.9,843.79,6.48,4.83,6.23,,-1.0,-1.0
07/01/2021 00:02:00,,26.14,86.81,843.8,7.38,5.38,7.33,,-1.0,-1.0
07/01/2021 00:03:00,,26.42,86.66,843.82,9.18,5.78,7.95,,-1.0,-1.0
07/01/2021 00:04:00,,25.85,86.53,843.82,8.05,5.38,7.38,,-1.0,-1.0
07/01/2021 00:05:00,,25.73,86.4,843.84,7.85,5.23,7.16,,-1.0,-1.0
07/01/2021 00:06:00,,25.82,86.2,843.82,7.67,4.98,7.12,,-1.0,-1.0
07/01/2021 00:07:00,,26.32,86.01,843.8,7.87,4.82,6.38,,-1.0,-1.0
07/01/2021 00:08:00,,26.56,85.97,843.8,6.86,4.9,6.42,,-1.0,-1.0
07/01/2021 00:09:00,,26.77,85.95,843.8,7.49,4.82,6.7,,-1.0,-1.0
07/01/2021 00:10:00,,26.74,85.94,843.79,6.61,4.73,6.49,,-1.0,-1.0
07/01/2021 00:11:00,,27.09,85.94,843.79,6.65,4.98,6.49,,-1.0,-1.0
07/01/2021 00:12:00,,26.9,85.92,843.78,7.81,5.07,6.73,,-1.0,-1.0
07/01/2021 00:13:00,,26.81,85.94,843.79,7.21,4.39,6.77,,-1.0,-1.0
07/01/2021 00:14:00,,27.08,85.9,843.79,7.16,4.98,7.04,,-1.0,-1.0
07/01/2021 00:15:00,,26.95,85.92,843.8,7.31,5.07,6.92,,-1.0,-1.0
07/01/2021 00:16:00,,26.64,85.93,843.8,7.34,4.94,6.69,,-1.0,-1.0
07/01/2021 00:17:00,,26.34,85.83,843.81,7.12,5.42,6.88,,-1.0,-1.0
07/01/2021 00:18:01,,26.65,85.75,843.82,6.74,5.17,6.56,,-1.0,-1.0
07/01/2021 00:19:00,,26.7,85.73,843.84,7.89,5.22,7.05,,-1.0,-1.0
07/01/2021 00:20:00,,26.54,85.71,843.83,6.53,4.72,6.32,,-1.0,-1.0
07/01/2021 00:21:00,,26.69,85.68,843.84,6.61,5.04,6.37,,-1.0,-1.0
07/01/2021 00:22:00,,26.79,85.64,843.82,7.02,4.63,6.32,,-1.0,-1.0
07/01/2021 00:23:00,,26.96,85.61,843.81,7.23,5.01,6.88,,-1.0,-1.0
