InstrumentName, Welby
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,NO2,O3,PM10,SO2
07/01/2021 00:00:00,5.0,71.0,,0.0
07/01/2021 01:00:00,6.0,61.0,44.0,0.0
07/01/2021 02:00:00,12.0,48.0,83.6,0.0
07/01/2021 03:00:00,9.0,36.0,95.6,0.0
07/01/2021 04:00:00,,35.0,21.6,1.0
07/01/2021 05:00:00,7.0,33.0,35.2,0.0
07/01/2021 06:00:00,3.0,41.0,27.0,0.0
07/01/2021 07:00:00,3.0,41.0,19.6,0.0
07/01/2021 08:00:00,3.0,39.0,31.7,0.0
07/01/2021 09:00:00,3.0,34.0,108.1,0.0
07/01/2021 10:00:00,7.0,23.0,37.7,0.0
07/01/2021 11:00:00,11.0,21.0,31.9,0.0
07/01/2021 12:00:00,11.0,22.0,36.7,0.0
07/01/2021 13:00:00,9.0,24.0,54.6,0.0
07/01/2021 14:00:00,7.0,27.0,28.1,0.0
07/01/2021 15:00:00,6.0,31.0,41.5,0.0
07/01/2021 16:00:00,5.0,40.0,62.7,0.0
07/01/2021 17:00:00,3.0,54.0,,0.0
07/01/2021 18:00:00,4.0,62.0,88.0,0.0
07/01/2021 19:00:00,5.0,56.0,106.6,0.0
07/01/2021 20:00:00,3.0,47.0,,0.0
07/01/2021 21:00:00,6.0,47.0,,0.0
07/01/2021 22:00:00,8.0,45.0,,0.0
07/01/2021 23:00:00,9.0,39.0,117.0,0.0
07/02/2021 00:00:00,10.0,36.0,50.8,0.0
07/02/2021 01:00:00,7.0,39.0,,0.0
07/02/2021 02:00:00,7.0,34.0,54.9,0.0
07/02/2021 03:00:00,18.0,26.0,14.0,0.0
07/02/2021 04:00:00,,27.0,,0.0
07/02/2021 05:00:00,15.0,28.0,29.8,0.0
07/02/2021 06:00:00,10.0,33.0,40.9,0.0
07/02/2021 07:00:00,8.0,23.0,27.6,0.0
07/02/2021 08:00:00,13.0,13.0,9.0,0.0
07/02/2021 09:00:00,14.0,8.0,10.3,0.0
07/02/2021 10:00:00,11.0,11.0,11.4,0.0
07/02/2021 11:00:00,14.0,12.0,21.2,0.0
07/02/2021 12:00:00,12.0,11.0,59.0,0.0
07/02/2021 13:00:00,13.0,12.0,47.4,0.0
07/02/2021 14:00:00,8.0,23.0,23.9,0.0
07/02/2021 15:00:00,8.0,30.0,49.6,0.0
