InstrumentName, I-25 Globeville
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,NO2,PM2.5
07/01/2021 00:00:00,36.0,6.9
07/01/2021 01:00:00,32.0,5.6
07/01/2021 02:00:00,29.0,5.9
07/01/2021 03:00:00,,3.5
07/01/2021 04:00:00,,3.6
07/01/2021 05:00:00,18.0,4.3
07/01/2021 06:00:00,12.0,5.1
07/01/2021 07:00:00,14.0,4.3
07/01/2021 08:00:00,15.0,4.6
07/01/2021 09:00:00,19.0,9.4
07/01/2021 10:00:00,24.0,7.7
07/01/2021 11:00:00,23.0,7.3
07/01/2021 12:00:00,33.0,9.8
07/01/2021 13:00:00,32.0,11.6
07/01/2021 14:00:00,26.0,11.4
07/01/2021 15:00:00,27.0,13.0
07/01/2021 16:00:00,14.0,10.6
07/01/2021 17:00:00,27.0,12.5
07/01/2021 18:00:00,30.0,10.1
07/01/2021 19:00:00,28.0,10.9
07/01/2021 20:00:00,6.0,5.4
07/01/2021 21:00:00,7.0,2.9
07/01/2021 22:00:00,20.0,6.7
07/01/2021 23:00:00,28.0,18.6
07/02/2021 00:00:00,29.0,14.6
07/02/2021 01:00:00,26.0,6.3
07/02/2021 02:00:00,14.0,3.7
07/02/2021 03:00:00,19.0,4.1
07/02/2021 04:00:00,,4.4
07/02/2021 05:00:00,17.0,5.2
07/02/2021 06:00:00,14.0,5.2
07/02/2021 07:00:00,18.0,4.6
07/02/2021 08:00:00,19.0,4.8
07/02/2021 09:00:00,25.0,5.6
07/02/2021 10:00:00,20.0,5.9
07/02/2021 11:00:00,25.0,8.0
07/02/2021 12:00:00,26.0,15.3
07/02/2021 13:00:00,25.0,16.6
07/02/2021 14:00:00,24.0,13.6
07/02/2021 15:00:00,24.0,12.4
07/02/2021 16:00:00,28.0,13.2
07/02/2021 17:00:00,20.0,11.1
07/02/2021 18:00:00,23.0,8.8
07/02/2021 19:00:00,19.0,5.9
07/02/2021 20:00:00,31.0,8.1
07/02/2021 21:00:00,34.0,6.8
07/02/2021 22:00:00,17.0,4.1
07/02/2021 23:00:00,34.0,6.6
07/03/2021 00:00:00,31.0,5.9
07/03/2021 01:00:00,24.0,3.2
07/03/2021 02:00:00,22.0,3.6
07/03/2021 03:00:00,29.0,5.0
07/03/2021 04:00:00,,4.0
07/03/2021 05:00:00,21.0,4.0
07/03/2021 06:00:00,22.0,3.5
07/03/2021 07:00:00,15.0,3.6
07/03/2021 08:00:00,11.0,4.5
