InstrumentName, La Casa
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
07/01/2021 00:00:00,0.208,8.0,69.0,24.5,6.6,0.0
07/01/2021 01:00:00,0.192,6.0,69.0,24.6,6.5,0.0
07/01/2021 02:00:00,0.233,11.0,57.0,26.7,7.1,0.0
07/01/2021 03:00:00,0.196,8.0,43.0,17.6,5.6,0.0
07/01/2021 04:00:00,0.18,6.0,39.0,11.8,4.2,0.0
07/01/2021 05:00:00,0.171,,38.0,12.4,4.4,0.0
07/01/2021 06:00:00,0.137,3.0,44.0,26.7,4.8,0.0
07/01/2021 07:00:00,0.139,3.0,45.0,18.2,4.2,
07/01/2021 08:00:00,0.137,3.0,43.0,14.0,3.9,0.0
07/01/2021 09:00:00,0.141,3.0,35.0,11.2,4.2,0.0
07/01/2021 10:00:00,0.149,7.0,26.0,16.1,4.5,0.0
07/01/2021 11:00:00,0.189,19.0,18.0,17.6,4.8,0.0
07/01/2021 12:00:00,0.277,18.0,15.0,19.6,5.0,0.0
07/01/2021 13:00:00,0.201,11.0,26.0,17.8,5.2,0.0
07/01/2021 14:00:00,0.187,7.0,32.0,15.7,5.3,0.0
07/01/2021 15:00:00,0.173,6.0,37.0,16.6,5.6,0.0
07/01/2021 16:00:00,0.164,7.0,43.0,22.1,6.8,0.0
07/01/2021 17:00:00,0.153,7.0,54.0,24.3,8.1,0.0
07/01/2021 18:00:00,0.16,4.0,62.0,21.3,7.9,0.0
07/01/2021 19:00:00,0.203,5.0,62.0,25.1,7.5,0.0
07/01/2021 20:00:00,0.15,6.0,46.0,32.6,5.2,0.0
07/01/2021 21:00:00,0.145,7.0,47.0,16.1,2.9,0.0
07/01/2021 22:00:00,0.224,8.0,47.0,13.7,3.0,0.0
07/01/2021 23:00:00,0.265,9.0,41.0,12.9,4.4,0.0
07/02/2021 00:00:00,0.285,10.0,40.0,13.2,4.6,0.0
07/02/2021 01:00:00,0.239,7.0,44.0,9.4,3.3,0.0
07/02/2021 02:00:00,0.251,9.0,37.0,9.4,3.2,0.0
07/02/2021 03:00:00,0.296,13.0,34.0,13.0,5.1,0.0
07/02/2021 04:00:00,0.238,16.0,34.0,10.4,4.2,0.0
07/02/2021 05:00:00,0.264,,29.0,12.2,4.5,0.0
07/02/2021 06:00:00,0.223,13.0,22.0,11.4,4.6,0.0
07/02/2021 07:00:00,0.224,9.0,21.0,9.7,4.0,
07/02/2021 08:00:00,0.212,10.0,16.0,9.2,4.1,0.0
07/02/2021 09:00:00,0.199,9.0,11.0,10.4,4.2,0.0
07/02/2021 10:00:00,0.177,12.0,9.0,12.0,4.6,0.0
07/02/2021 11:00:00,0.205,12.0,9.0,12.8,4.8,0.0
07/02/2021 12:00:00,0.226,12.0,12.0,18.1,8.9,0.0
07/02/2021 13:00:00,0.25,12.0,15.0,19.4,9.6,0.0
07/02/2021 14:00:00,0.568,7.0,28.0,18.1,8.3,0.0
07/02/2021 15:00:00,0.168,6.0,37.0,16.2,7.7,0.0
07/02/2021 16:00:00,0.26,9.0,43.0,18.1,8.5,0.0
07/02/2021 17:00:00,0.292,12.0,48.0,24.4,9.6,0.0
07/02/2021 18:00:00,0.267,7.0,64.0,20.1,7.8,0.0
07/02/2021 19:00:00,0.277,5.0,72.0,17.9,6.6,0.0
07/02/2021 20:00:00,0.272,6.0,87.0,22.6,6.7,0.0
07/02/2021 21:00:00,0.275,6.0,98.0,26.4,7.1,0.0
07/02/2021 22:00:00,0.248,7.0,75.0,21.2,5.3,0.0
07/02/2021 23:00:00,0.362,9.0,82.0,21.1,7.0,0.0
07/03/2021 00:00:00,0.293,6.0,77.0,18.2,6.9,0.0
07/03/2021 01:00:00,0.205,4.0,50.0,12.0,4.2,0.0
07/03/2021 02:00:00,0.226,5.0,44.0,10.3,4.3,0.0
07/03/2021 03:00:00,0.246,9.0,39.0,12.7,4.8,0.0
07/03/2021 04:00:00,0.166,6.0,42.0,11.9,4.5,0.0
07/03/2021 05:00:00,0.172,,38.0,10.2,4.2,0.0
07/03/2021 06:00:00,0.153,6.0,36.0,9.1,3.8,0.0
07/03/2021 07:00:00,0.15,7.0,32.0,8.8,3.8,
07/03/2021 08:00:00,0.151,4.0,30.0,9.4,4.2,0.0
07/03/2021 09:00:00,0.175,6.0,23.0,10.7,4.9,0.0
07/03/2021 10:00:00,0.192,7.0,19.0,12.3,5.0,0.0
07/03/2021 11:00:00,0.206,8.0,14.0,13.0,5.4,0.0
07/03/2021 12:00:00,0.228,12.0,14.0,13.6,5.3,0.0
07/03/2021 13:00:00,0.271,12.0,21.0,13.6,5.3,0.0
07/03/2021 14:00:00,0.273,13.0,29.0,14.9,5.5,0.0
07/03/2021 15:00:00,0.251,17.0,35.0,14.7,5.5,0.0
07/03/2021 16:00:00,0.23,13.0,51.0,19.9,6.2,0.0
07/03/2021 17:00:00,0.206,5.0,64.0,15.0,5.6,0.0
07/03/2021 18:00:00,0.201,3.0,69.0,13.2,4.8,0.0
07/03/2021 19:00:00,0.169,2.0,71.0,13.1,4.5,0.0
07/03/2021 20:00:00,0.199,3.0,69.0,15.6,4.9,0.0
07/03/2021 21:00:00,0.217,8.0,58.0,22.7,5.8,0.0
07/03/2021 22:00:00,0.166,7.0,63.0,14.1,4.4,0.0
07/03/2021 23:00:00,0.213,6.0,67.0,20.2,5.2,0.0
07/04/2021 00:00:00,0.168,6.0,64.0,21.1,5.6,0.0
07/04/2021 01:00:00,0.16,6.0,59.0,18.9,4.9,0.0
07/04/2021 02:00:00,0.203,10.0,52.0,17.7,5.4,0.0
07/04/2021 03:00:00,0.261,10.0,44.0,19.5,7.5,0.0
07/04/2021 04:00:00,0.311,14.0,32.0,39.6,18.2,0.0
07/04/2021 05:00:00,0.391,,26.0,36.3,17.4,1.0
07/04/2021 06:00:00,0.297,15.0,33.0,22.3,10.0,0.0
07/04/2021 07:00:00,0.292,12.0,29.0,18.6,8.4,
07/04/2021 08:00:00,0.32,12.0,23.0,19.7,9.3,0.0
07/04/2021 09:00:00,0.323,11.0,20.0,21.3,10.5,0.0
07/04/2021 10:00:00,0.244,9.0,19.0,19.6,9.2,0.0
07/04/2021 11:00:00,0.255,10.0,16.0,20.5,9.5,0.0
07/04/2021 12:00:00,0.294,10.0,16.0,18.6,9.1,0.0
07/04/2021 13:00:00,0.223,8.0,28.0,17.2,7.2,0.0
07/04/2021 14:00:00,0.24,11.0,35.0,17.5,7.4,0.0
07/04/2021 15:00:00,0.183,5.0,53.0,17.9,7.2,0.0
07/04/2021 16:00:00,0.192,5.0,64.0,19.1,7.4,0.0
07/04/2021 17:00:00,0.182,6.0,69.0,18.7,6.9,0.0
07/04/2021 18:00:00,0.186,4.0,77.0,18.9,7.2,0.0
07/04/2021 19:00:00,0.179,3.0,80.0,17.1,6.4,0.0
07/04/2021 20:00:00,0.176,2.0,72.0,18.7,6.5,0.0
07/04/2021 21:00:00,0.181,2.0,69.0,18.4,6.6,0.0
07/04/2021 22:00:00,0.19,3.0,61.0,21.5,5.2,0.0
07/04/2021 23:00:00,0.198,3.0,63.0,11.0,4.0,0.0
07/05/2021 00:00:00,0.205,4.0,65.0,23.5,7.0,0.0
07/05/2021 01:00:00,0.211,4.0,64.0,23.3,7.1,0.0
07/05/2021 02:00:00,0.235,5.0,60.0,20.1,8.7,0.0
07/05/2021 03:00:00,0.293,11.0,49.0,63.2,36.9,1.0
07/05/2021 05:00:00,0.42,,25.0,208.3,,4.0
07/05/2021 06:00:00,0.279,15.0,31.0,,,3.0
07/05/2021 07:00:00,0.269,13.0,28.0,42.5,22.9,
07/05/2021 08:00:00,0.27,10.0,27.0,38.9,21.6,0.0
07/05/2021 09:00:00,0.254,10.0,25.0,30.9,16.2,0.0
07/05/2021 10:00:00,0.142,6.0,30.0,22.2,11.6,0.0
07/05/2021 11:00:00,0.146,14.0,20.0,18.6,9.3,0.0
07/05/2021 12:00:00,0.171,12.0,19.0,19.3,9.3,0.0
07/05/2021 13:00:00,0.15,7.0,31.0,18.9,9.3,0.0
07/05/2021 14:00:00,0.182,6.0,40.0,26.8,12.6,0.0
07/05/2021 15:00:00,0.176,6.0,50.0,29.1,11.8,0.0
07/05/2021 16:00:00,0.195,9.0,60.0,26.1,11.2,0.0
07/05/2021 17:00:00,0.191,5.0,75.0,22.0,9.6,0.0
