InstrumentName, Chatfield Park
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,O3,PM2.5
07/01/2021 00:00:00,82.0,7.5
07/01/2021 01:00:00,48.0,4.2
07/01/2021 02:00:00,43.0,5.0
07/01/2021 03:00:00,40.0,4.8
07/01/2021 04:00:00,37.0,4.4
07/01/2021 17:00:00,60.0,
07/01/2021 18:00:00,66.0,8.3
07/01/2021 19:00:00,70.0,8.4
07/01/2021 20:00:00,57.0,5.5
07/01/2021 21:00:00,47.0,3.4
07/01/2021 22:00:00,48.0,3.4
07/01/2021 23:00:00,49.0,3.3
07/02/2021 00:00:00,45.0,3.1
07/02/2021 01:00:00,41.0,2.6
07/02/2021 02:00:00,38.0,2.9
07/02/2021 03:00:00,33.0,3.0
07/02/2021 04:00:00,30.0,3.4
07/02/2021 05:00:00,31.0,2.9
07/02/2021 06:00:00,22.0,3.2
07/02/2021 07:00:00,29.0,3.2
07/02/2021 08:00:00,34.0,3.2
07/02/2021 09:00:00,26.0,3.4
07/02/2021 10:00:00,23.0,3.3
07/02/2021 11:00:00,17.0,4.0
07/02/2021 12:00:00,16.0,4.0
07/02/2021 13:00:00,22.0,4.5
07/02/2021 14:00:00,32.0,7.2
07/02/2021 15:00:00,36.0,6.9
07/02/2021 16:00:00,41.0,5.6
07/02/2021 17:00:00,50.0,5.4
07/02/2021 18:00:00,58.0,5.4
07/02/2021 19:00:00,64.0,5.6
07/02/2021 20:00:00,72.0,5.9
07/02/2021 21:00:00,72.0,5.9
07/02/2021 22:00:00,71.0,5.8
07/02/2021 23:00:00,62.0,5.9
07/03/2021 00:00:00,51.0,4.8
07/03/2021 01:00:00,52.0,3.4
07/03/2021 02:00:00,44.0,5.5
07/03/2021 03:00:00,41.0,3.7
07/03/2021 04:00:00,39.0,3.8
07/03/2021 05:00:00,41.0,3.9
07/03/2021 06:00:00,39.0,4.2
07/03/2021 07:00:00,34.0,4.3
07/03/2021 08:00:00,30.0,4.3
07/03/2021 09:00:00,28.0,4.4
07/03/2021 10:00:00,25.0,4.6
07/03/2021 11:00:00,27.0,4.6
07/03/2021 12:00:00,24.0,4.7
07/03/2021 13:00:00,28.0,4.6
07/03/2021 14:00:00,32.0,5.0
07/03/2021 15:00:00,37.0,5.2
