InstrumentName, NJH
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,81102,PM2.5 - Local Conditions,PM2.5 Total Atmospheric
07/02/2021 19:05:00,13.031713,5.623707,
07/02/2021 19:06:00,13.897576,5.614547,
07/02/2021 19:07:00,13.19641,5.576646,
07/02/2021 19:08:00,12.836659,5.576803,
07/02/2021 19:09:00,13.151262,5.626497,
07/02/2021 20:50:00,15.212811,5.895335,
07/02/2021 20:51:00,15.298714,5.913549,
07/02/2021 20:52:00,14.922094,5.90918,
07/02/2021 20:53:00,14.279256,5.884754,
07/02/2021 20:54:00,13.629499,5.847326,
07/02/2021 20:55:00,13.129514,5.823006,
07/02/2021 20:56:00,11.765137,5.75173,
07/02/2021 20:57:00,10.81656,5.694772,
07/02/2021 20:58:00,10.621981,5.633024,
07/02/2021 20:59:00,10.461268,5.601229,
07/02/2021 21:00:00,10.615884,5.59149,
07/02/2021 21:01:00,11.154455,5.601387,
07/02/2021 21:02:00,12.043344,5.594543,
07/02/2021 21:03:00,12.275566,5.626444,
07/02/2021 21:04:00,13.480017,5.647185,
07/02/2021 21:05:00,13.574037,5.644921,
07/02/2021 21:06:00,14.009268,5.626812,
07/02/2021 21:07:00,14.887052,5.639341,
07/02/2021 21:08:00,14.937659,5.636499,
07/02/2021 21:09:00,15.207902,5.629602,
07/02/2021 21:10:00,16.393818,5.601018,
07/02/2021 21:11:00,17.687727,5.605756,
07/02/2021 21:12:00,17.371899,5.58112,
07/02/2021 21:13:00,16.434625,5.521162,
07/02/2021 21:14:00,16.238689,5.411194,
07/02/2021 21:15:00,14.929401,5.310071,
07/02/2021 21:16:00,14.524823,5.219633,
07/02/2021 21:17:00,13.952598,5.171361,
07/02/2021 21:18:00,13.190263,5.140671,
07/02/2021 21:19:00,13.189313,5.130985,
07/02/2021 21:20:00,13.121242,5.098717,
07/02/2021 21:21:00,12.031196,5.088346,
07/02/2021 21:22:00,11.181859,5.039127,
07/02/2021 21:23:00,11.650989,5.003489,
07/02/2021 21:24:00,11.437823,4.984327,
07/02/2021 21:25:00,11.84661,4.99196,
07/02/2021 21:26:00,13.02999,5.012227,
07/02/2021 21:27:00,13.081158,5.028704,
07/02/2021 21:28:00,13.139298,5.04776,
07/02/2021 21:29:00,13.525743,5.058393,
07/02/2021 21:30:00,14.025988,5.043812,
07/02/2021 21:31:00,14.219871,5.085135,
07/02/2021 21:32:00,14.059357,5.083398,
07/02/2021 21:33:00,13.537091,5.084714,
07/02/2021 21:34:00,13.59638,5.115878,
07/02/2021 21:35:00,13.972854,5.14404,
07/02/2021 21:36:00,13.75853,5.149989,
07/02/2021 21:37:00,13.2174,5.178257,
07/02/2021 21:38:00,14.563863,5.230267,
07/02/2021 21:39:00,15.349346,5.241111,
07/02/2021 21:40:00,15.39449,5.290594,
07/02/2021 21:41:00,15.175441,5.350236,
07/02/2021 21:42:00,15.010577,5.325494,
07/02/2021 21:43:00,15.492561,5.356553,
07/02/2021 21:44:00,15.57171,5.395507,
07/02/2021 21:45:00,14.582589,5.374819,
07/02/2021 21:46:00,14.825691,5.33197,
07/02/2021 21:47:00,15.061911,5.314124,
07/02/2021 21:48:00,14.278754,5.300016,
07/02/2021 21:49:00,13.230775,5.253745,
07/02/2021 21:50:00,12.810893,5.206526,
07/02/2021 21:51:00,12.397665,5.119247,
07/02/2021 21:52:00,12.495235,5.020755,
07/02/2021 21:53:00,12.190378,4.965798,
07/02/2021 21:54:00,11.738838,4.920684,
07/02/2021 21:55:00,11.712553,4.871623,
07/02/2021 21:56:00,12.572078,4.830878,
07/02/2021 21:57:00,12.333986,4.839406,
07/02/2021 21:58:00,11.974066,4.839564,
07/02/2021 21:59:00,11.908313,4.795714,
07/02/2021 22:00:00,11.994312,4.76534,
07/02/2021 22:01:00,11.796057,4.779343,
07/02/2021 22:02:00,12.013664,4.816034,
07/02/2021 22:03:00,11.647757,4.842986,
07/02/2021 22:04:00,11.76308,4.872202,
07/02/2021 22:05:00,11.758703,4.871096,
07/02/2021 22:06:00,11.696121,4.867622,
07/02/2021 22:07:00,10.738182,4.882467,
07/02/2021 22:08:00,10.442716,4.88831,
07/02/2021 22:09:00,10.410597,4.884678,
07/02/2021 22:10:00,10.996698,4.934634,
07/02/2021 22:11:00,11.403452,5.003541,
07/02/2021 22:12:00,12.256058,5.031915,
07/02/2021 22:13:00,12.080073,5.056498,
07/02/2021 22:14:00,12.437214,5.177257,
07/02/2021 22:15:00,12.658322,5.270642,
07/02/2021 22:16:00,12.939848,5.310702,
07/02/2021 22:17:00,13.576105,5.338707,
07/02/2021 22:18:00,13.688518,5.392086,
07/02/2021 22:19:00,13.654115,5.409826,
07/02/2021 22:20:00,13.660059,5.415932,
07/02/2021 22:21:00,13.104199,5.415406,
07/02/2021 22:22:00,12.344918,5.410931,
07/02/2021 22:23:00,11.359868,5.443148,
07/02/2021 22:24:00,11.287673,5.441832,
07/02/2021 22:25:00,11.356234,5.38619,
07/02/2021 22:26:00,11.405549,5.320231,
07/02/2021 22:27:00,12.089134,5.293541,
07/02/2021 22:28:00,12.570544,5.296437,
07/02/2021 22:29:00,13.526709,5.312703,
07/02/2021 22:30:00,13.693815,5.339234,
07/02/2021 22:31:00,13.776472,5.365502,
07/02/2021 22:32:00,13.718111,5.343024,
07/02/2021 22:33:00,15.014253,5.345024,
07/02/2021 22:34:00,16.238066,5.319072,
07/02/2021 22:35:00,16.334231,5.294436,
07/02/2021 22:36:00,16.161068,5.275801,
07/02/2021 22:37:00,16.796869,5.253429,
07/02/2021 22:38:00,16.488932,5.294963,
07/02/2021 22:39:00,15.671375,5.32581,
07/02/2021 22:40:00,14.256253,5.298595,
07/02/2021 22:41:00,14.230252,5.276907,
07/02/2021 22:42:00,15.278708,5.258482,
07/02/2021 22:43:00,15.600974,5.292015,
07/02/2021 22:44:00,15.494169,5.293962,
07/02/2021 22:45:00,13.599867,5.28075,
07/02/2021 22:46:00,13.502118,5.269011,
07/02/2021 22:47:00,15.08447,5.245217,
07/02/2021 22:48:00,14.395385,5.251639,
07/02/2021 22:49:00,14.380998,5.262957,
07/02/2021 22:50:00,15.338436,5.247744,
07/02/2021 22:51:00,15.49012,5.231477,
07/02/2021 22:52:00,15.485867,5.203841,
07/02/2021 22:53:00,14.361653,5.191839,
07/02/2021 22:54:00,14.066257,5.190207,
07/02/2021 22:55:00,13.865628,5.21379,
07/02/2021 22:56:00,14.22001,5.213158,
07/02/2021 22:57:00,14.601316,5.216212,
07/02/2021 22:58:00,13.249012,5.229846,
07/02/2021 22:59:00,13.548302,5.226477,
07/02/2021 23:00:00,13.361254,5.206894,
07/02/2021 23:01:00,12.406579,5.18568,
07/02/2021 23:02:00,12.180529,5.178415,
07/02/2021 23:03:00,12.06612,5.156411,
07/02/2021 23:04:00,11.991887,5.159991,
07/02/2021 23:05:00,12.680612,5.132828,
07/02/2021 23:06:00,13.756367,5.108508,
07/02/2021 23:07:00,13.708621,5.126722,
07/02/2021 23:08:00,13.592345,5.131301,
07/02/2021 23:09:00,13.411848,5.120141,
07/02/2021 23:10:00,14.096728,5.096664,
07/02/2021 23:11:00,14.739408,5.058499,
07/02/2021 23:12:00,14.680666,5.031599,
07/02/2021 23:13:00,14.597909,4.991276,
07/02/2021 23:14:00,16.092111,4.996329,
07/02/2021 23:15:00,16.379246,4.950058,
07/02/2021 23:16:00,15.5717,4.929475,
07/02/2021 23:17:00,14.329265,4.919737,
07/02/2021 23:18:00,14.26444,4.885783,
07/02/2021 23:19:00,14.351382,4.865779,
07/02/2021 23:20:00,15.729593,4.880677,
07/02/2021 23:21:00,15.023447,4.896996,
07/02/2021 23:22:00,15.639601,4.907629,
07/02/2021 23:23:00,16.097502,4.920789,
07/02/2021 23:24:00,17.498743,4.998014,
07/02/2021 23:25:00,16.411141,5.082661,
07/02/2021 23:26:00,16.954269,5.307491,
07/02/2021 23:27:00,18.502868,5.548535,
07/02/2021 23:28:00,19.406347,5.782736,
07/02/2021 23:29:00,19.736401,5.994511,
07/02/2021 23:30:00,20.371754,6.270245,
07/02/2021 23:31:00,19.981931,6.510342,
07/02/2021 23:32:00,20.581238,6.732593,
07/02/2021 23:33:00,19.599578,6.952948,
07/02/2021 23:34:00,19.563587,7.219734,
07/02/2021 23:35:00,18.979916,7.472885,
07/02/2021 23:36:00,20.443924,7.64718,
07/02/2021 23:37:00,21.188046,7.708402,
07/02/2021 23:38:00,23.038264,7.673711,
07/02/2021 23:39:00,22.730543,7.64639,
07/02/2021 23:40:00,22.827359,7.703137,
07/02/2021 23:41:00,23.259967,7.655445,
07/02/2021 23:42:00,24.417521,7.607909,
07/02/2021 23:43:00,24.989894,7.562533,
07/02/2021 23:44:00,25.770068,7.55411,
07/02/2021 23:45:00,26.224903,7.496047,
07/02/2021 23:46:00,26.479677,7.422771,
07/02/2021 23:47:00,26.935316,7.309171,
07/02/2021 23:48:00,27.841592,7.233526,
07/02/2021 23:49:00,25.659934,7.227156,
07/02/2021 23:50:00,26.34334,7.184411,
07/02/2021 23:51:00,26.985132,7.14751,
07/02/2021 23:52:00,25.924431,7.164355,
07/02/2021 23:53:00,24.566906,7.125296,
07/02/2021 23:54:00,23.337072,7.124559,
07/02/2021 23:55:00,23.136739,7.14093,
07/02/2021 23:56:00,23.069018,7.149353,
07/02/2021 23:57:00,22.927586,7.202099,
07/02/2021 23:58:00,21.441373,7.314646,
07/02/2021 23:59:00,20.220869,7.437773,
07/03/2021 00:00:00,20.147561,7.620333,
07/03/2021 00:01:00,19.495287,7.737354,
07/03/2021 00:02:00,19.510116,7.830792,
07/03/2021 00:03:00,20.599826,7.92802,
07/03/2021 00:04:00,22.025999,8.069415,
07/03/2021 00:05:00,23.001976,8.230549,
07/03/2021 00:06:00,23.978284,8.361204,
07/03/2021 00:07:00,24.946255,8.509547,
07/03/2021 00:08:00,25.900623,8.604143,
07/03/2021 00:09:00,26.683521,8.672998,
07/03/2021 00:10:00,26.504507,8.713005,
07/03/2021 00:11:00,26.828998,8.666628,
07/03/2021 00:12:00,28.908661,8.746222,
07/03/2021 00:13:00,28.724953,8.752486,
07/03/2021 00:14:00,29.194253,8.734272,
07/03/2021 00:15:00,28.863981,8.767594,
07/03/2021 00:16:00,28.184702,8.743747,
07/03/2021 00:17:00,27.075416,8.780386,
07/03/2021 00:18:00,26.074269,8.799021,
07/03/2021 00:19:00,25.24117,8.871086,
07/03/2021 00:20:00,24.533579,8.938625,
07/03/2021 00:21:00,25.602121,9.001742,
07/03/2021 00:22:00,25.041464,9.067806,
07/03/2021 00:23:00,23.648001,9.052751,
07/03/2021 00:24:00,23.457839,9.131871,
07/03/2021 00:25:00,21.643352,9.192566,
07/03/2021 00:26:00,21.157613,9.206937,
07/03/2021 00:27:00,21.37558,9.23031,
07/03/2021 00:28:00,21.354549,9.184933,
07/03/2021 00:29:00,21.233267,9.164561,
07/03/2021 00:30:00,21.104711,9.1155,
07/03/2021 00:31:00,21.751797,9.110235,
07/03/2021 00:32:00,20.820803,9.143662,
07/03/2021 00:33:00,21.591605,9.118816,
07/03/2021 00:34:00,21.190325,9.118395,
07/03/2021 00:35:00,21.235267,9.147084,
07/03/2021 00:36:00,22.236415,9.14282,
07/03/2021 00:37:00,22.392978,9.224151,
07/03/2021 00:38:00,22.585295,9.310588,
07/03/2021 00:39:00,23.054427,9.330591,
07/03/2021 00:40:00,24.229244,9.28174,
07/03/2021 00:41:00,25.676571,9.230573,
07/03/2021 00:42:00,25.084283,9.139293,
07/03/2021 00:43:00,24.755421,9.064701,
07/03/2021 00:44:00,23.713488,9.00569,
07/03/2021 00:45:00,23.299496,8.923938,
07/03/2021 00:46:00,22.776598,8.788861,
07/03/2021 00:47:00,21.722259,8.664628,
07/03/2021 00:48:00,21.180381,8.448062,
07/03/2021 00:49:00,20.198382,8.229865,
07/03/2021 01:16:00,19.997136,6.947211,
07/03/2021 01:17:00,20.009915,6.917784,
07/03/2021 01:18:00,19.603071,6.839612,
07/03/2021 01:19:00,18.243928,6.718906,
07/03/2021 01:20:00,18.822004,6.672371,
07/03/2021 01:21:00,18.783226,6.640944,
07/03/2021 01:22:00,19.117867,6.654368,
07/03/2021 01:23:00,18.332357,6.569773,
07/03/2021 01:24:00,17.504776,6.479336,
07/03/2021 01:25:00,18.509775,6.4248,
07/03/2021 01:26:00,17.434112,6.340942,
07/03/2021 01:27:00,16.126795,6.262928,
07/03/2021 01:28:00,16.130641,6.193494,
07/03/2021 01:29:00,17.05071,6.172859,
07/03/2021 01:30:00,18.373072,6.185598,
07/03/2021 01:31:00,18.877072,6.099425,
07/03/2021 01:32:00,19.650909,6.023358,
07/03/2021 01:33:00,20.75548,5.913549,
07/03/2021 01:34:00,21.208275,5.84043,
07/03/2021 01:35:00,21.803251,5.795422,
07/03/2021 01:36:00,20.704126,5.731884,
07/03/2021 01:37:00,20.717647,5.700142,
07/03/2021 01:38:00,21.097483,5.648027,
07/03/2021 01:39:00,20.817239,5.56817,
07/03/2021 01:40:00,19.357939,5.443148,
07/03/2021 01:41:00,17.958162,5.314703,
07/03/2021 01:42:00,16.685438,5.27159,
07/03/2021 01:43:00,15.406784,5.172941,
07/03/2021 01:44:00,14.189704,5.089715,
07/03/2021 01:45:00,13.790949,5.060446,
07/03/2021 01:46:00,13.824459,5.049234,
07/03/2021 01:47:00,13.625839,5.052234,
07/03/2021 01:48:00,13.758338,5.088294,
07/03/2021 01:49:00,13.426519,5.140777,
07/03/2021 01:50:00,13.595796,5.248059,
07/03/2021 01:51:00,14.301809,5.346867,
07/03/2021 01:52:00,15.322294,5.479312,
07/03/2021 01:53:00,15.301362,5.571276,
07/03/2021 01:54:00,16.016686,5.639657,
07/03/2021 01:55:00,15.940576,5.752151,
07/03/2021 01:56:00,15.534914,5.793948,
07/03/2021 01:57:00,14.988388,5.82527,
07/03/2021 01:58:00,15.438093,5.86096,
07/03/2021 01:59:00,15.279357,5.832903,
07/03/2021 02:00:00,15.364959,5.81969,
07/03/2021 02:01:00,15.22228,5.830639,
07/03/2021 02:02:00,14.112971,5.832639,
07/03/2021 02:03:00,13.212795,5.758837,
07/03/2021 02:04:00,14.253006,5.739728,
07/03/2021 02:05:00,14.012242,5.727673,
07/03/2021 02:06:00,14.191162,5.684244,
07/03/2021 02:07:00,14.803346,5.676664,
07/03/2021 02:08:00,14.724882,5.668873,
07/03/2021 02:09:00,15.323426,5.652923,
07/03/2021 02:10:00,15.568558,5.690456,
07/03/2021 02:11:00,15.442695,5.706985,
07/03/2021 02:12:00,15.838763,5.663609,
07/03/2021 02:13:00,16.835893,5.657397,
07/03/2021 02:14:00,16.968756,5.706406,
07/03/2021 02:15:00,15.869075,5.694299,
07/03/2021 02:16:00,15.790754,5.757415,
07/03/2021 02:17:00,15.885026,5.770207,
