InstrumentName, SAMS
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
07/01/2021 00:00:00,10.2,0.808,13.918919,25.6,,0.18,0.7,9.5,17.535809,4.8,35.9,301.1,1.9
07/01/2021 00:01:00,10.0,0.808,29.712821,25.6,,0.17,0.6,9.3,39.321156,6.0,36.3,320.7,2.3
07/01/2021 00:02:00,9.9,0.808,37.341026,25.6,,0.17,0.6,9.3,43.467299,5.9,36.7,326.0,2.8
07/01/2021 00:03:00,9.8,0.808,14.905714,25.6,,0.17,0.6,9.1,19.789822,4.3,37.0,333.6,3.0
07/01/2021 00:04:00,8.9,0.808,16.483333,25.6,,0.18,0.5,8.3,19.417599,4.1,37.2,331.0,2.2
07/01/2021 00:05:00,8.0,0.808,7.821053,25.6,,0.17,0.4,7.6,9.853553,4.4,36.7,318.3,2.3
07/01/2021 00:06:00,7.6,0.808,11.015385,25.6,,0.17,0.4,7.1,13.989357,5.5,36.7,331.2,2.6
07/01/2021 00:07:00,7.4,0.808,14.813514,25.6,,0.17,0.4,7.0,18.590439,5.9,36.7,337.9,2.6
07/01/2021 00:08:00,9.5,0.808,15.937838,25.6,,0.17,0.7,8.8,19.645069,7.0,36.7,328.2,2.5
07/01/2021 00:09:00,18.5,0.808,17.771795,25.6,,0.18,1.5,16.9,22.622847,7.0,36.7,325.8,2.3
07/01/2021 00:10:00,12.4,0.808,22.397436,25.6,,0.18,0.7,11.6,27.689207,5.4,36.7,305.4,3.4
07/01/2021 00:11:00,8.5,0.808,17.825,25.6,,0.18,0.4,8.0,21.247693,6.8,36.7,311.8,2.2
07/01/2021 00:12:00,8.1,0.808,13.59,25.6,,0.17,0.5,7.6,17.473772,5.7,36.7,313.5,2.3
07/01/2021 00:13:00,8.2,0.808,16.246154,25.6,,0.17,0.5,7.6,19.727785,5.1,36.7,306.9,2.6
