InstrumentName, Manna Pro
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
07/01/2021 01:23:00,,23.02,88.2,843.76,6.88,5.35,6.88,,-1.0,-1.0
07/01/2021 01:24:00,,23.02,88.33,843.75,7.28,5.44,7.18,,-1.0,-1.0
07/01/2021 01:25:00,,23.07,88.3,843.75,7.19,4.71,6.68,,-1.0,-1.0
07/01/2021 01:26:00,,23.1,88.19,843.74,7.47,4.96,6.97,,-1.0,-1.0
07/01/2021 01:27:00,,23.16,88.07,843.73,6.45,4.79,6.16,,-1.0,-1.0
07/01/2021 01:28:00,,23.21,87.96,843.72,6.28,4.77,5.88,,-1.0,-1.0
07/01/2021 01:29:00,,23.41,87.87,843.72,6.46,4.83,6.12,,-1.0,-1.0
07/01/2021 01:30:00,,23.76,87.8,843.71,6.45,5.04,6.1,,-1.0,-1.0
07/01/2021 01:31:00,,23.56,87.65,843.69,7.29,4.68,6.57,,-1.0,-1.0
07/01/2021 01:32:00,,23.81,87.4,843.69,6.75,4.18,6.07,,-1.0,-1.0
07/01/2021 01:33:00,,23.97,87.36,843.7,7.58,5.2,6.86,,-1.0,-1.0
07/01/2021 01:34:00,,24.01,87.29,843.72,6.07,3.97,5.38,,-1.0,-1.0
07/01/2021 01:35:00,,23.96,87.17,843.73,5.87,4.57,5.78,,-1.0,-1.0
07/01/2021 01:36:00,,24.14,87.09,843.73,5.65,4.26,5.65,,-1.0,-1.0
07/01/2021 01:37:00,,24.29,87.04,843.74,6.4,4.45,5.87,,-1.0,-1.0
07/01/2021 01:38:00,,24.06,87.03,843.74,6.3,4.43,6.08,,-1.0,-1.0
07/01/2021 01:39:00,,24.08,86.98,843.75,6.58,4.62,6.15,,-1.0,-1.0
07/01/2021 01:40:00,,24.21,86.82,843.74,6.17,4.88,6.17,,-1.0,-1.0
07/01/2021 01:41:00,,24.36,86.63,843.73,6.66,4.92,6.32,,-1.0,-1.0
07/01/2021 01:42:00,,24.34,86.44,843.71,5.83,4.38,5.56,,-1.0,-1.0
07/01/2021 01:43:00,,24.47,86.14,843.71,6.96,4.49,6.68,,-1.0,-1.0
07/01/2021 01:44:00,,24.76,85.81,843.71,5.94,3.87,5.74,,-1.0,-1.0
07/01/2021 01:45:00,,25.08,85.53,843.73,6.03,4.76,5.95,,-1.0,-1.0
07/01/2021 01:46:00,,25.19,85.43,843.73,6.41,4.42,6.02,,-1.0,-1.0
07/01/2021 01:47:00,,24.99,85.35,843.72,5.15,3.91,5.15,,-1.0,-1.0
07/01/2021 01:48:00,,24.9,85.29,843.72,6.66,4.26,6.66,,-1.0,-1.0
07/01/2021 01:49:01,,24.97,85.18,843.73,6.49,4.99,6.4,,-1.0,-1.0
07/01/2021 01:50:00,,25.34,84.97,843.73,6.51,4.62,6.32,,-1.0,-1.0
07/01/2021 01:51:00,,25.56,84.73,843.73,4.6,3.21,4.49,,-1.0,-1.0
07/01/2021 01:52:00,,25.95,84.53,843.72,4.92,3.52,4.52,,-1.0,-1.0
07/01/2021 01:53:00,,26.12,84.38,843.7,5.47,3.96,5.47,,-1.0,-1.0
07/01/2021 01:54:00,,26.04,84.21,843.69,5.32,3.78,4.93,,-1.0,-1.0
07/01/2021 01:55:00,,26.17,84.07,843.68,6.57,4.63,6.32,,-1.0,-1.0
07/01/2021 01:56:01,,26.2,83.95,843.69,6.27,4.31,6.13,,-1.0,-1.0
07/01/2021 01:57:00,,26.13,83.86,843.7,7.07,5.14,7.07,,-1.0,-1.0
07/01/2021 01:58:00,,26.08,83.69,843.72,7.12,5.09,6.88,,-1.0,-1.0
07/01/2021 01:59:00,,26.12,83.56,843.76,6.64,5.1,6.64,,-1.0,-1.0
07/01/2021 02:00:00,,25.9,83.5,843.78,7.02,4.3,6.06,,-1.0,-1.0
07/01/2021 02:01:00,,25.9,83.34,843.77,6.06,4.22,5.78,,-1.0,-1.0
07/01/2021 02:02:00,,26.2,83.21,843.77,5.88,4.37,5.44,,-1.0,-1.0
07/01/2021 02:03:00,,26.28,83.13,843.75,6.54,4.39,6.53,,-1.0,-1.0
07/01/2021 02:04:00,,26.45,83.03,843.76,7.45,4.52,6.35,,-1.0,-1.0
07/01/2021 02:05:00,,26.69,82.99,843.76,8.02,5.13,7.25,,-1.0,-1.0
07/01/2021 02:06:00,,26.71,82.86,843.77,7.18,4.22,6.46,,-1.0,-1.0
07/01/2021 02:07:00,,26.93,82.72,843.76,7.22,5.03,6.85,,-1.0,-1.0
07/01/2021 02:08:00,,26.92,82.66,843.78,5.88,4.39,5.68,,-1.0,-1.0
07/01/2021 02:09:00,,26.98,82.55,843.78,7.88,4.58,7.4,,-1.0,-1.0
07/01/2021 02:10:00,,27.11,82.45,843.76,7.7,4.88,7.3,,-1.0,-1.0
07/01/2021 02:11:00,,27.34,82.37,843.75,7.67,5.07,7.05,,-1.0,-1.0
07/01/2021 02:12:00,,27.54,82.3,843.76,8.5,5.5,7.7,,-1.0,-1.0
07/01/2021 02:13:01,,27.69,82.3,843.78,7.83,4.99,7.12,,-1.0,-1.0
07/01/2021 02:14:00,,27.77,82.24,843.77,6.68,4.72,6.57,,-1.0,-1.0
07/01/2021 02:15:00,,27.68,82.18,843.79,8.07,5.63,7.82,,-1.0,-1.0
07/01/2021 02:16:00,,27.69,82.1,843.78,7.9,5.75,7.38,,-1.0,-1.0
07/01/2021 02:17:00,,27.89,81.97,843.79,8.98,6.34,8.35,,-1.0,-1.0
07/01/2021 02:18:01,,28.07,81.89,843.79,7.44,5.15,7.19,,-1.0,-1.0
07/01/2021 02:19:00,,28.31,81.83,843.8,7.08,5.29,6.73,,-1.0,-1.0
07/01/2021 02:20:00,,28.53,81.78,843.8,7.31,5.37,6.73,,-1.0,-1.0
07/01/2021 02:21:00,,28.85,81.74,843.8,9.81,6.43,9.27,,-1.0,-1.0
07/01/2021 02:22:00,,29.06,81.71,843.81,11.48,7.4,10.37,,-1.0,-1.0
07/01/2021 02:23:01,,29.22,81.65,843.81,9.89,6.95,9.43,,-1.0,-1.0
07/01/2021 02:24:00,,29.32,81.55,843.78,10.94,7.17,10.02,,-1.0,-1.0
07/01/2021 02:25:00,,29.34,81.48,843.78,11.54,7.05,10.82,,-1.0,-1.0
07/01/2021 02:26:00,,29.33,81.43,843.79,9.59,6.54,9.3,,-1.0,-1.0
07/01/2021 02:27:00,,29.47,81.34,843.78,9.73,6.3,9.25,,-1.0,-1.0
07/01/2021 02:28:00,,29.75,81.28,843.78,10.5,7.51,10.18,,-1.0,-1.0
07/01/2021 02:29:00,,29.67,81.21,843.78,8.98,6.88,8.84,,-1.0,-1.0
07/01/2021 02:30:00,,29.68,81.09,843.77,9.51,6.73,9.06,,-1.0,-1.0
07/01/2021 02:31:00,,29.97,81.0,843.76,8.96,6.28,8.92,,-1.0,-1.0
07/01/2021 02:32:00,,30.1,80.92,843.77,11.08,7.69,10.86,,-1.0,-1.0
07/01/2021 02:33:00,,30.18,80.89,843.79,11.11,8.01,10.35,,-1.0,-1.0
07/01/2021 02:34:00,,29.92,80.84,843.8,9.61,6.05,8.98,,-1.0,-1.0
07/01/2021 02:35:00,,29.94,80.8,843.79,8.52,6.08,8.18,,-1.0,-1.0
07/01/2021 02:36:00,,30.0,80.76,843.8,9.8,7.13,9.6,,-1.0,-1.0
07/01/2021 02:37:00,,30.13,80.75,843.79,10.16,6.44,8.92,,-1.0,-1.0
07/01/2021 02:38:00,,30.15,80.74,843.81,15.06,9.18,13.33,,-1.0,-1.0
07/01/2021 02:39:00,,31.29,80.65,843.8,11.07,5.82,10.03,,-1.0,-1.0
07/01/2021 02:40:00,,33.77,80.6,843.8,7.01,4.41,6.38,,-1.0,-1.0
07/01/2021 02:41:00,,33.8,80.47,843.79,5.73,3.74,5.38,,-1.0,-1.0
07/01/2021 02:42:00,,34.46,80.42,843.8,6.38,4.13,5.81,,-1.0,-1.0
07/01/2021 02:43:00,,34.96,80.35,843.79,4.82,3.33,4.82,,-1.0,-1.0
07/01/2021 02:44:00,,35.09,80.24,843.8,4.43,2.67,4.03,,-1.0,-1.0
07/01/2021 02:45:00,,35.3,80.14,843.81,3.32,2.17,3.14,,-1.0,-1.0
07/01/2021 02:46:00,,35.22,80.01,843.82,3.96,2.35,3.6,,-1.0,-1.0
07/01/2021 02:47:00,,34.9,79.91,843.82,4.42,2.79,3.9,,-1.0,-1.0
07/01/2021 02:48:00,,34.87,79.82,843.83,4.16,2.28,3.66,,-1.0,-1.0
07/01/2021 02:49:00,,35.07,79.77,843.84,4.47,3.33,4.47,,-1.0,-1.0
07/01/2021 02:50:00,,35.08,79.8,843.84,4.62,3.14,4.61,,-1.0,-1.0
07/01/2021 02:51:00,,35.26,79.88,843.82,4.07,2.49,3.86,,-1.0,-1.0
07/01/2021 02:52:00,,35.71,79.91,843.84,4.87,3.27,4.87,,-1.0,-1.0
07/01/2021 02:53:00,,35.71,79.91,843.82,4.38,2.7,4.03,,-1.0,-1.0
07/01/2021 02:54:00,,35.74,79.86,843.83,4.05,2.65,4.05,,-1.0,-1.0
07/01/2021 02:55:00,,35.88,79.68,843.85,3.87,2.59,3.87,,-1.0,-1.0
07/01/2021 02:56:00,,35.92,79.5,843.86,3.75,2.5,3.75,,-1.0,-1.0
07/01/2021 02:57:00,,36.01,79.5,843.87,3.77,2.33,3.62,,-1.0,-1.0
07/01/2021 02:58:00,,36.38,79.41,843.88,4.55,2.28,3.78,,-1.0,-1.0
07/01/2021 02:59:00,,36.6,79.35,843.93,6.63,4.07,6.39,,-1.0,-1.0
07/01/2021 03:00:00,,36.83,79.22,843.94,8.13,5.15,7.3,,-1.0,-1.0
07/01/2021 03:01:00,,37.02,79.13,843.94,4.11,3.03,4.09,,-1.0,-1.0
07/01/2021 03:02:00,,37.11,79.09,843.95,3.95,2.12,3.22,,-1.0,-1.0
07/01/2021 03:03:00,,37.32,79.02,843.96,3.04,1.87,2.96,,-1.0,-1.0
07/01/2021 03:04:00,,37.38,78.93,843.99,3.25,2.02,2.93,,-1.0,-1.0
07/01/2021 03:05:00,,37.45,78.88,844.0,2.62,1.76,2.62,,-1.0,-1.0
07/01/2021 03:06:01,,37.42,78.81,844.03,3.78,2.36,3.17,,-1.0,-1.0
07/01/2021 03:07:00,,37.61,78.79,844.05,5.65,3.43,5.22,,-1.0,-1.0
07/01/2021 03:08:00,,38.03,78.77,844.04,5.52,3.38,5.05,,-1.0,-1.0
07/01/2021 03:09:00,,38.46,78.61,844.06,3.49,2.38,3.31,,-1.0,-1.0
07/01/2021 03:10:00,,38.73,78.46,844.07,3.47,2.23,3.34,,-1.0,-1.0
07/01/2021 03:11:00,,39.03,78.37,844.08,3.34,1.74,3.09,,-1.0,-1.0
07/01/2021 03:12:00,,39.06,78.39,844.08,3.16,2.18,3.16,,-1.0,-1.0
07/01/2021 03:13:00,,39.32,78.32,844.09,3.46,2.17,3.13,,-1.0,-1.0
07/01/2021 03:14:01,,39.49,78.26,844.11,2.83,1.99,2.83,,-1.0,-1.0
07/01/2021 03:15:00,,39.74,78.11,844.12,2.56,1.43,2.56,,-1.0,-1.0
07/01/2021 03:16:00,,40.0,77.99,844.13,3.69,2.3,3.29,,-1.0,-1.0
07/01/2021 03:17:00,,40.19,77.93,844.14,2.48,2.09,2.48,,-1.0,-1.0
07/01/2021 03:18:00,,40.2,77.95,844.16,2.88,1.94,2.88,,-1.0,-1.0
07/01/2021 03:19:00,,40.3,77.95,844.15,3.08,2.25,3.08,,-1.0,-1.0
07/01/2021 03:20:00,,40.37,77.87,844.17,3.44,1.64,3.03,,-1.0,-1.0
07/01/2021 03:21:00,,40.38,77.79,844.19,2.83,1.42,2.83,,-1.0,-1.0
07/01/2021 03:22:00,,40.44,77.76,844.2,1.64,0.47,1.47,,-1.0,-1.0
07/01/2021 03:23:00,,40.35,77.7,844.21,2.44,1.38,2.12,,-1.0,-1.0
07/01/2021 03:24:00,,40.56,77.68,844.22,2.37,1.51,2.36,,-1.0,-1.0
07/01/2021 03:25:00,,40.74,77.69,844.22,2.26,1.23,2.26,,-1.0,-1.0
07/01/2021 03:26:00,,40.73,77.73,844.23,3.43,1.85,3.25,,-1.0,-1.0
07/01/2021 03:27:00,,40.88,77.69,844.23,3.2,2.09,3.14,,-1.0,-1.0
07/01/2021 03:28:00,,41.14,77.62,844.23,2.65,1.78,2.65,,-1.0,-1.0
07/01/2021 03:29:00,,41.03,77.59,844.25,2.71,1.86,2.71,,-1.0,-1.0
07/01/2021 03:30:00,,41.06,77.57,844.25,3.83,2.06,3.52,,-1.0,-1.0
07/01/2021 03:31:00,,41.12,77.58,844.26,3.59,1.92,3.09,,-1.0,-1.0
07/01/2021 03:32:00,,41.18,77.57,844.26,2.62,1.85,2.53,,-1.0,-1.0
07/01/2021 03:33:00,,41.5,77.58,844.27,3.62,1.98,3.16,,-1.0,-1.0
07/01/2021 03:34:00,,41.63,77.51,844.28,3.87,2.08,3.71,,-1.0,-1.0
07/01/2021 03:35:00,,41.72,77.44,844.29,4.18,2.35,3.47,,-1.0,-1.0
07/01/2021 03:36:00,,41.84,77.45,844.32,3.3,2.31,3.3,,-1.0,-1.0
07/01/2021 03:37:00,,41.85,77.41,844.32,3.68,2.62,3.68,,-1.0,-1.0
07/01/2021 03:38:00,,41.77,77.42,844.33,3.8,2.28,3.34,,-1.0,-1.0
07/01/2021 03:39:00,,41.86,77.41,844.34,3.44,2.57,3.43,,-1.0,-1.0
07/01/2021 03:40:00,,41.84,77.47,844.35,4.43,2.5,4.31,,-1.0,-1.0
07/01/2021 03:41:00,,41.79,77.45,844.36,4.31,2.6,3.84,,-1.0,-1.0
07/01/2021 03:42:00,,41.8,77.37,844.35,3.38,1.42,2.53,,-1.0,-1.0
07/01/2021 03:43:00,,42.07,77.25,844.35,4.5,1.93,3.68,,-1.0,-1.0
07/01/2021 03:44:00,,42.19,77.18,844.35,4.82,2.46,4.25,,-1.0,-1.0
07/01/2021 03:45:00,,42.28,77.17,844.36,3.57,2.12,3.31,,-1.0,-1.0
07/01/2021 03:46:00,,42.43,77.14,844.37,2.68,1.99,2.6,,-1.0,-1.0
07/01/2021 03:47:01,,42.4,77.16,844.37,3.41,2.35,3.24,,-1.0,-1.0
07/01/2021 03:48:00,,42.51,77.14,844.36,3.29,1.85,3.04,,-1.0,-1.0
07/01/2021 03:49:00,,42.63,77.12,844.38,3.29,1.83,2.78,,-1.0,-1.0
07/01/2021 03:50:00,,42.67,77.12,844.36,3.69,2.45,3.69,,-1.0,-1.0
07/01/2021 03:51:01,,42.65,77.07,844.37,3.18,2.36,3.18,,-1.0,-1.0
07/01/2021 03:52:00,,42.68,77.06,844.37,4.27,2.57,4.03,,-1.0,-1.0
07/01/2021 03:53:00,,42.6,77.01,844.38,4.42,2.47,3.96,,-1.0,-1.0
07/01/2021 03:54:00,,42.73,76.94,844.39,3.88,2.66,3.37,,-1.0,-1.0
07/01/2021 03:55:00,,42.87,76.88,844.42,3.85,2.36,3.32,,-1.0,-1.0
07/01/2021 03:56:00,,42.89,76.85,844.43,4.2,2.19,3.52,,-1.0,-1.0
07/01/2021 03:57:00,,42.91,76.8,844.46,3.23,2.32,3.16,,-1.0,-1.0
07/01/2021 03:58:00,,43.03,76.81,844.49,3.28,2.43,3.28,,-1.0,-1.0
07/01/2021 03:59:00,,43.13,76.79,844.52,3.73,2.35,3.45,,-1.0,-1.0
07/01/2021 04:00:00,,43.43,76.7,844.51,5.49,2.7,3.98,,-1.0,-1.0
07/01/2021 04:01:00,,43.43,76.66,844.53,4.24,2.37,3.67,,-1.0,-1.0
07/01/2021 04:02:00,,43.41,76.64,844.56,4.36,2.53,3.8,,-1.0,-1.0
07/01/2021 04:03:00,,43.51,76.58,844.58,3.96,2.48,3.75,,-1.0,-1.0
07/01/2021 04:04:00,,43.59,76.56,844.6,3.9,2.17,3.65,,-1.0,-1.0
07/01/2021 04:05:00,,43.63,76.51,844.6,2.98,2.16,2.93,,-1.0,-1.0
07/01/2021 04:06:00,,43.74,76.49,844.6,3.43,2.25,3.26,,-1.0,-1.0
07/01/2021 04:07:00,,43.89,76.5,844.61,3.73,2.04,3.62,,-1.0,-1.0
07/01/2021 04:08:00,,43.97,76.4,844.61,3.95,2.33,3.8,,-1.0,-1.0
07/01/2021 04:09:00,,44.21,76.3,844.61,3.23,2.24,3.23,,-1.0,-1.0
07/01/2021 04:10:00,,44.21,76.25,844.61,4.12,2.47,3.62,,-1.0,-1.0
07/01/2021 04:11:00,,44.2,76.21,844.62,3.99,2.43,3.82,,-1.0,-1.0
07/01/2021 04:12:00,,44.41,76.11,844.64,3.57,2.74,3.51,,-1.0,-1.0
07/01/2021 04:13:00,,44.45,76.1,844.63,2.97,2.08,2.97,,-1.0,-1.0
07/01/2021 04:14:00,,44.27,76.16,844.64,3.28,2.24,3.15,,-1.0,-1.0
07/01/2021 04:15:00,,44.21,76.16,844.66,3.95,2.52,3.78,,-1.0,-1.0
07/01/2021 04:16:00,,44.39,76.14,844.65,4.1,2.46,4.04,,-1.0,-1.0
07/01/2021 04:17:00,,44.39,76.12,844.66,3.88,2.62,3.78,,-1.0,-1.0
07/01/2021 04:18:00,,44.29,76.1,844.67,3.71,2.33,3.71,,-1.0,-1.0
07/01/2021 04:19:00,,44.26,76.11,844.68,4.29,2.33,4.12,,-1.0,-1.0
07/01/2021 04:20:00,,44.36,76.12,844.67,5.57,2.81,4.45,,-1.0,-1.0
07/01/2021 04:21:01,,44.52,76.04,844.66,5.0,2.55,4.58,,-1.0,-1.0
07/01/2021 04:22:00,,44.49,76.07,844.65,3.98,2.71,3.93,,-1.0,-1.0
07/01/2021 04:23:00,,44.69,75.96,844.65,3.52,2.2,3.38,,-1.0,-1.0
07/01/2021 04:24:00,,44.72,75.92,844.64,3.78,2.7,3.78,,-1.0,-1.0
07/01/2021 04:25:00,,44.74,75.86,844.64,3.87,2.47,3.87,,-1.0,-1.0
07/01/2021 04:26:00,,44.83,75.81,844.64,2.55,1.44,2.38,,-1.0,-1.0
07/01/2021 04:27:00,,44.79,75.8,844.64,3.01,1.72,2.55,,-1.0,-1.0
07/01/2021 04:28:00,,44.71,75.83,844.64,3.77,2.4,3.57,,-1.0,-1.0
07/01/2021 04:29:00,,44.62,75.82,844.65,3.91,2.09,3.28,,-1.0,-1.0
07/01/2021 04:30:00,,44.74,75.83,844.65,3.47,2.12,3.41,,-1.0,-1.0
07/01/2021 04:31:00,,44.98,75.8,844.65,3.61,2.61,3.55,,-1.0,-1.0
07/01/2021 04:32:00,,45.04,75.8,844.65,3.56,2.06,3.22,,-1.0,-1.0
07/01/2021 04:33:00,,44.96,75.73,844.64,2.89,1.83,2.89,,-1.0,-1.0
07/01/2021 04:34:00,,44.99,75.68,844.63,3.06,2.03,2.83,,-1.0,-1.0
07/01/2021 04:35:00,,45.03,75.68,844.61,2.91,2.22,2.91,,-1.0,-1.0
07/01/2021 04:36:00,,45.18,75.67,844.58,2.82,1.75,2.72,,-1.0,-1.0
07/01/2021 04:37:00,,45.29,75.65,844.57,4.62,2.04,3.84,,-1.0,-1.0
07/01/2021 04:38:00,,45.33,75.66,844.56,3.97,2.42,3.69,,-1.0,-1.0
07/01/2021 04:39:00,,45.42,75.59,844.53,4.0,2.69,3.96,,-1.0,-1.0
07/01/2021 04:40:00,,45.56,75.51,844.52,3.44,2.1,3.22,,-1.0,-1.0
07/01/2021 04:41:00,,45.63,75.51,844.52,3.94,3.04,3.94,,-1.0,-1.0
