InstrumentName, Denver Montessori High (CS27)
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,PM2_5_P,Sig,Temp,Time,Uncertainty,datetime,source_device
07/01/2021 00:33:05,,,,26.75,,,6.28,5.85,4.57,3.95,6.03,5.85,7.437,-73.0,84.65,,-1.0,,
07/01/2021 00:34:05,,,,27.09,,,5.77,5.48,4.7,3.45,5.77,4.78,7.281,-73.0,84.67,,-1.0,,
07/01/2021 00:35:05,,,,26.87,,,5.93,5.23,4.23,4.22,5.93,4.72,7.379,-73.0,84.72,,-1.0,,
07/01/2021 00:36:03,,,,27.0,,,5.55,5.65,3.68,4.45,5.1,5.65,6.896,-73.0,84.76,,-1.0,,
07/01/2021 00:37:03,,,,26.7,,,6.03,5.43,4.53,3.67,5.58,4.85,7.179,-73.0,84.79,,-1.0,,
07/01/2021 00:38:05,,,,27.45,,,5.92,4.2,4.77,3.42,5.92,4.2,7.365,-73.0,84.81,,-1.0,,
07/01/2021 00:39:05,,,,26.98,,,5.92,5.53,4.38,3.87,5.92,5.53,7.373,-73.0,84.81,,-1.0,,
07/01/2021 00:40:04,,,,26.76,,,5.93,6.7,4.2,4.1,5.93,6.48,7.382,-73.0,84.83,,-1.0,,
07/01/2021 00:41:03,,,,26.34,,,5.45,4.9,3.57,3.5,5.45,4.37,7.111,-73.0,84.85,,-1.0,,
07/01/2021 00:42:03,,,,26.38,,,5.25,4.83,4.1,3.25,5.25,4.15,6.994,-73.0,84.85,,-1.0,,
07/01/2021 00:43:04,,,,26.88,,,5.78,4.62,4.5,3.18,5.78,4.62,7.294,-73.0,84.85,,-1.0,,
07/01/2021 00:44:05,,,,26.6,,,6.47,5.65,4.62,3.95,6.47,5.65,7.698,-73.0,84.83,,-1.0,,
07/01/2021 00:45:05,,,,26.43,,,6.97,5.72,4.87,4.75,6.47,5.72,7.7,-73.0,84.81,,-1.0,,
07/01/2021 00:46:03,,,,26.65,,,5.88,5.78,4.88,3.45,5.88,5.02,7.354,-73.0,84.78,,-1.0,,
07/01/2021 00:47:04,,,,26.37,,,4.97,4.92,3.82,3.85,4.97,4.92,6.83,-75.0,84.78,,-1.0,,
07/01/2021 00:48:03,,,,26.4,,,5.65,6.72,4.3,3.73,5.65,6.0,7.224,-73.0,84.76,,-1.0,,
07/01/2021 00:49:06,,,,26.54,,,5.9,5.53,4.63,3.4,5.9,5.53,7.367,-73.0,84.74,,-1.0,,
07/01/2021 00:50:03,,,,26.42,,,5.7,5.73,4.3,4.13,5.55,5.73,7.165,-73.0,84.69,,-1.0,,
07/01/2021 00:51:03,,,,26.7,,,5.13,6.77,4.03,5.08,4.77,6.43,6.707,-73.0,84.65,,-1.0,,
07/01/2021 00:52:10,,,,26.42,,,5.4,6.18,4.4,4.02,5.4,5.57,7.076,-73.0,84.63,,-1.0,,
07/01/2021 00:53:03,,,,26.44,,,5.18,4.78,4.45,3.63,5.18,4.78,6.948,-73.0,84.61,,-1.0,,
07/01/2021 00:54:02,,,,26.53,,,5.02,6.25,3.92,3.97,5.02,5.8,6.855,-73.0,84.65,,-1.0,,
07/01/2021 00:55:04,,,,26.79,,,6.7,5.8,4.0,4.28,5.85,5.5,7.332,-73.0,84.65,,-1.0,,
07/01/2021 00:56:04,,,,26.03,,,6.5,5.38,4.47,3.83,6.5,5.38,7.72,-73.0,84.61,,-1.0,,
07/01/2021 00:57:02,,,,25.89,,,6.8,5.32,4.88,3.98,6.8,5.32,7.897,-73.0,84.61,,-1.0,,
07/01/2021 00:58:03,,,,25.83,,,5.9,5.92,4.37,4.5,5.9,5.92,7.375,-75.0,84.61,,-1.0,,
07/01/2021 00:59:03,,,,25.86,,,5.33,6.42,3.98,4.1,5.33,5.5,7.044,-73.0,84.61,,-1.0,,
07/01/2021 01:00:28,,,,25.91,,,7.18,5.8,4.62,3.82,6.78,5.08,7.885,-73.0,84.61,,-1.0,,
07/01/2021 01:01:05,,,,26.04,,,6.78,5.42,4.6,3.62,6.38,4.82,7.651,-73.0,84.61,,-1.0,,
07/01/2021 01:02:04,,,,25.92,,,5.63,5.33,4.52,3.35,5.63,5.08,7.22,-73.0,84.74,,-1.0,,
07/01/2021 01:03:04,,,,26.0,,,5.75,5.5,4.2,3.88,5.75,5.5,7.288,-73.0,84.74,,-1.0,,
07/01/2021 01:04:04,,,,26.13,,,5.4,6.18,4.1,4.4,5.4,6.18,7.083,-73.0,84.76,,-1.0,,
07/01/2021 01:05:06,,,,26.43,,,5.6,5.2,4.37,3.88,5.6,5.2,7.195,-73.0,84.79,,-1.0,,
07/01/2021 01:06:05,,,,26.6,,,6.35,5.75,4.95,3.85,6.35,5.75,7.627,-73.0,84.76,,-1.0,,
07/01/2021 01:07:05,,,,26.36,,,5.38,5.22,4.03,3.82,5.38,5.22,7.067,-73.0,84.69,,-1.0,,
07/01/2021 01:08:05,,,,26.41,,,6.57,6.52,4.62,3.67,6.57,6.37,7.755,-73.0,84.6,,-1.0,,
07/01/2021 01:09:05,,,,26.7,,,6.33,5.53,4.93,4.25,6.33,5.02,7.61,-73.0,84.54,,-1.0,,
07/01/2021 01:10:06,,,,26.99,,,6.52,5.37,4.45,4.4,6.52,5.37,7.716,-73.0,84.52,,-1.0,,
07/01/2021 01:11:05,,,,27.09,,,6.33,5.92,5.17,3.87,6.33,5.92,7.603,-73.0,84.49,,-1.0,,
07/01/2021 01:12:06,,,,27.21,,,5.33,5.07,4.68,3.37,5.33,4.67,7.021,-73.0,84.51,,-1.0,,
07/01/2021 01:13:06,,,,27.01,,,5.28,5.2,4.37,3.9,5.28,5.08,6.994,-73.0,84.45,,-1.0,,
07/01/2021 01:14:04,,,,27.08,,,6.38,5.63,5.2,4.4,5.93,5.63,7.37,-73.0,84.43,,-1.0,,
07/01/2021 01:15:05,,,,26.95,,,5.05,5.75,3.92,3.8,5.05,5.57,6.861,-73.0,84.4,,-1.0,,
07/01/2021 01:16:06,,,,26.94,,,6.5,6.55,4.25,4.0,5.82,5.97,7.307,-73.0,84.36,,-1.0,,
07/01/2021 01:17:04,,,,26.85,,,5.47,5.6,4.43,3.92,5.47,5.6,7.107,-75.0,84.42,,-1.0,,
07/01/2021 01:18:05,,,,26.44,,,7.2,4.72,4.5,3.55,6.7,4.72,7.828,-75.0,84.47,,-1.0,,
07/01/2021 01:19:04,,,,26.51,,,6.25,5.42,4.42,4.07,6.25,5.42,7.566,-73.0,84.49,,-1.0,,
07/01/2021 01:20:04,,,,26.46,,,5.42,5.08,4.62,4.13,5.42,5.08,7.085,-73.0,84.52,,-1.0,,
07/01/2021 01:21:06,,,,26.25,,,6.38,6.03,4.53,4.47,6.38,6.03,7.646,-73.0,84.52,,-1.0,,
07/01/2021 01:22:04,,,,26.25,,,5.52,5.68,4.55,4.65,5.52,5.68,7.147,-75.0,84.54,,-1.0,,
07/01/2021 01:23:04,,,,26.6,,,5.62,5.12,4.7,3.85,5.62,5.12,7.2,-75.0,84.56,,-1.0,,
07/01/2021 01:24:12,,,,26.47,,,5.38,5.38,4.0,3.62,5.38,4.92,7.062,-73.0,84.54,,-1.0,,
07/01/2021 01:25:06,,,,26.51,,,5.85,5.4,4.38,3.4,5.85,5.4,7.335,-73.0,84.54,,-1.0,,
07/01/2021 01:26:05,,,,26.04,,,6.18,5.38,3.48,3.63,4.93,5.38,6.807,-73.0,84.51,,-1.0,,
07/01/2021 01:27:04,,,,26.19,,,5.27,5.27,4.03,4.37,5.27,5.27,7.002,-73.0,84.51,,-1.0,,
07/01/2021 01:28:05,,,,26.29,,,5.47,5.08,3.98,4.2,5.02,5.08,6.855,-73.0,84.49,,-1.0,,
07/01/2021 01:29:05,,,,26.44,,,6.0,5.87,4.8,4.15,6.0,5.87,7.422,-73.0,84.51,,-1.0,,
07/01/2021 01:30:05,,,,26.72,,,6.2,4.97,4.8,3.53,6.2,4.97,7.533,-73.0,84.49,,-1.0,,
07/01/2021 01:31:05,,,,26.89,,,6.25,5.52,4.62,4.15,6.25,5.52,7.56,-73.0,84.47,,-1.0,,
07/01/2021 01:32:06,,,,27.19,,,6.55,5.1,4.98,4.1,6.55,5.1,7.729,-73.0,84.45,,-1.0,,
07/01/2021 01:33:06,,,,26.91,,,6.82,5.8,4.78,4.1,6.82,5.8,7.889,-73.0,84.43,,-1.0,,
07/01/2021 01:34:04,,,,26.51,,,7.05,6.08,5.08,3.97,7.05,5.27,8.028,-73.0,84.38,,-1.0,,
07/01/2021 01:35:05,,,,26.94,,,6.13,6.2,4.52,4.48,6.13,6.2,7.487,-73.0,84.33,,-1.0,,
07/01/2021 01:36:05,,,,26.67,,,5.78,5.77,4.27,4.25,5.78,5.77,7.286,-73.0,84.24,,-1.0,,
07/01/2021 01:37:04,,,,26.85,,,6.77,5.42,5.02,4.02,6.77,5.42,7.856,-73.0,84.16,,-1.0,,
07/01/2021 01:38:05,,,,26.55,,,5.73,6.07,4.72,3.97,5.73,5.62,7.256,-73.0,84.06,,-1.0,,
07/01/2021 01:39:05,,,,26.42,,,6.15,4.88,4.8,3.47,6.13,4.88,7.489,-73.0,84.0,,-1.0,,
07/01/2021 01:40:05,,,,26.6,,,7.42,6.3,4.57,4.97,6.43,6.3,7.659,-73.0,83.93,,-1.0,,
07/01/2021 01:41:04,,,,26.72,,,6.87,6.83,4.87,5.23,6.42,6.15,7.65,-73.0,83.89,,-1.0,,
07/01/2021 01:42:04,,,,27.06,,,5.63,4.7,4.25,3.87,5.45,4.7,7.082,-73.0,83.86,,-1.0,,
07/01/2021 01:43:05,,,,27.11,,,5.85,6.93,4.23,4.77,5.85,6.8,7.313,-73.0,83.84,,-1.0,,
07/01/2021 01:44:05,,,,27.3,,,5.43,5.62,4.25,3.53,5.43,4.73,7.066,-73.0,83.82,,-1.0,,
07/01/2021 01:45:05,,,,27.31,,,4.78,5.75,3.6,3.8,4.78,5.1,6.688,-73.0,83.8,,-1.0,,
07/01/2021 01:46:13,,,,27.27,,,5.95,6.07,4.55,4.28,5.95,5.67,7.367,-73.0,83.77,,-1.0,,
07/01/2021 01:47:04,,,,27.28,,,6.15,6.63,4.08,4.47,5.65,5.83,7.192,-73.0,83.75,,-1.0,,
07/01/2021 01:48:04,,,,27.32,,,5.83,5.6,4.13,4.18,5.8,5.6,7.278,-73.0,83.73,,-1.0,,
07/01/2021 01:49:04,,,,27.34,,,5.8,5.65,3.95,3.27,5.8,5.2,7.277,-73.0,83.68,,-1.0,,
07/01/2021 01:50:04,,,,27.35,,,5.32,4.12,4.3,3.22,5.32,4.12,6.998,-73.0,83.62,,-1.0,,
07/01/2021 01:51:06,,,,27.15,,,5.45,4.83,4.4,3.72,5.45,4.83,7.075,-73.0,83.57,,-1.0,,
07/01/2021 01:52:05,,,,27.27,,,5.85,5.05,3.92,3.6,5.85,5.05,7.304,-73.0,83.52,,-1.0,,
07/01/2021 01:53:05,,,,27.81,,,5.97,6.43,4.55,4.65,5.97,6.43,7.365,-73.0,83.46,,-1.0,,
07/01/2021 01:54:06,,,,27.64,,,5.77,5.75,4.23,3.75,5.77,5.75,7.25,-73.0,83.41,,-1.0,,
07/01/2021 01:55:05,,,,27.63,,,5.9,3.85,4.05,2.7,5.45,3.85,7.064,-73.0,83.37,,-1.0,,
07/01/2021 01:56:05,,,,27.55,,,5.37,5.12,4.23,3.7,5.17,4.95,6.902,-73.0,83.32,,-1.0,,
07/01/2021 01:57:04,,,,27.43,,,6.12,6.58,4.37,3.92,5.82,5.63,7.279,-73.0,83.23,,-1.0,,
07/01/2021 01:58:04,,,,27.51,,,6.48,4.83,5.0,2.75,6.48,4.28,7.66,-73.0,83.17,,-1.0,,
07/01/2021 01:59:05,,,,27.65,,,5.67,5.03,4.48,2.92,5.3,4.87,6.972,-73.0,83.12,,-1.0,,
07/01/2021 02:00:30,,,,27.96,,,6.72,5.22,4.65,3.15,5.83,5.22,7.274,-73.0,83.08,,-1.0,,
07/01/2021 02:01:04,,,,27.54,,,7.13,5.8,4.53,3.93,6.33,5.8,7.57,-73.0,83.05,,-1.0,,
07/01/2021 02:02:05,,,,27.49,,,6.78,5.62,5.12,3.77,6.55,5.62,7.7,-73.0,83.1,,-1.0,,
07/01/2021 02:03:06,,,,27.52,,,6.38,8.22,4.37,4.83,5.93,7.67,7.339,-73.0,83.1,,-1.0,,
07/01/2021 02:04:07,,,,27.65,,,5.27,6.62,4.22,4.27,5.27,6.4,6.954,-73.0,83.05,,-1.0,,
07/01/2021 02:05:05,,,,27.85,,,5.57,6.62,4.55,4.28,5.57,6.28,7.124,-73.0,82.99,,-1.0,,
07/01/2021 02:06:04,,,,27.88,,,5.48,4.97,4.25,3.65,5.48,4.97,7.07,-73.0,82.92,,-1.0,,
07/01/2021 02:07:04,,,,27.96,,,6.4,5.8,4.65,3.95,6.4,5.12,7.602,-73.0,82.89,,-1.0,,
07/01/2021 02:08:06,,,,28.2,,,6.07,6.03,4.8,3.85,6.07,6.03,7.406,-73.0,82.87,,-1.0,,
07/01/2021 02:09:05,,,,28.39,,,7.45,5.72,5.45,4.0,7.2,5.72,8.058,-73.0,82.8,,-1.0,,
07/01/2021 02:10:06,,,,28.35,,,6.42,6.12,4.63,4.52,6.42,6.12,7.604,-73.0,82.72,,-1.0,,
07/01/2021 02:11:06,,,,28.33,,,6.37,6.6,5.07,4.57,6.32,6.6,7.545,-73.0,82.65,,-1.0,,
07/01/2021 02:12:04,,,,28.5,,,6.43,7.05,4.93,5.1,5.8,7.0,7.24,-73.0,82.6,,-1.0,,
07/01/2021 02:13:05,,,,28.5,,,6.18,7.53,4.73,4.67,6.05,6.47,7.384,-73.0,82.54,,-1.0,,
07/01/2021 02:14:06,,,,28.48,,,6.93,5.28,4.72,3.93,6.57,5.25,7.685,-73.0,82.47,,-1.0,,
07/01/2021 02:15:05,,,,28.49,,,5.92,6.1,4.17,4.47,5.42,5.9,7.017,-73.0,82.44,,-1.0,,
07/01/2021 02:16:04,,,,28.33,,,7.47,5.47,4.97,4.0,6.73,5.15,7.778,-73.0,82.38,,-1.0,,
07/01/2021 02:17:05,,,,28.42,,,6.5,7.07,4.78,4.77,6.12,6.78,7.422,-73.0,82.33,,-1.0,,
07/01/2021 02:18:05,,,,28.48,,,6.52,5.78,5.27,3.95,6.45,5.78,7.611,-73.0,82.27,,-1.0,,
07/01/2021 02:19:05,,,,28.63,,,6.4,6.33,4.87,3.63,6.4,5.6,7.58,-73.0,82.24,,-1.0,,
07/01/2021 02:20:03,,,,28.54,,,6.53,5.6,5.1,3.53,6.53,5.05,7.656,-73.0,82.2,,-1.0,,
07/01/2021 02:21:05,,,,28.67,,,6.02,5.82,4.47,4.42,6.02,5.72,7.357,-73.0,82.15,,-1.0,,
07/01/2021 02:22:04,,,,28.75,,,6.85,6.53,4.32,4.07,6.28,6.18,7.506,-73.0,82.11,,-1.0,,
07/01/2021 02:23:06,,,,28.83,,,6.58,5.43,4.82,3.67,6.58,5.35,7.678,-73.0,82.08,,-1.0,,
07/01/2021 02:24:04,,,,28.87,,,6.0,6.45,4.32,4.02,6.0,5.82,7.34,-73.0,82.02,,-1.0,,
07/01/2021 02:25:05,,,,28.83,,,5.82,5.9,4.63,4.22,5.53,5.9,7.067,-73.0,81.99,,-1.0,,
07/01/2021 02:26:06,,,,28.9,,,6.55,4.12,4.98,3.32,6.35,4.12,7.541,-73.0,81.95,,-1.0,,
07/01/2021 02:27:04,,,,29.01,,,6.12,5.75,4.45,3.88,5.9,5.75,7.278,-73.0,81.91,,-1.0,,
07/01/2021 02:28:05,,,,29.28,,,5.32,6.65,4.1,4.12,5.05,6.08,6.78,-73.0,81.88,,-1.0,,
07/01/2021 02:29:05,,,,29.54,,,5.88,5.18,4.05,3.93,5.0,5.18,6.746,-73.0,81.82,,-1.0,,
07/01/2021 02:30:05,,,,29.49,,,6.3,6.05,4.43,4.32,6.3,6.05,7.5,-73.0,81.79,,-1.0,,
07/01/2021 02:31:05,,,,29.48,,,7.32,8.1,5.75,5.67,7.32,8.1,8.091,-73.0,81.75,,-1.0,,
07/01/2021 02:32:04,,,,29.64,,,8.65,8.77,6.1,6.52,7.75,8.77,8.338,-73.0,81.7,,-1.0,,
07/01/2021 02:33:05,,,,29.49,,,8.55,8.33,6.7,6.15,8.55,8.22,8.803,-73.0,81.66,,-1.0,,
07/01/2021 02:34:06,,,,29.56,,,8.45,9.32,6.67,6.28,8.45,7.92,8.744,-73.0,81.63,,-1.0,,
07/01/2021 02:35:06,,,,29.56,,,8.02,7.92,6.68,5.55,7.93,7.25,8.442,-73.0,81.61,,-1.0,,
07/01/2021 02:36:04,,,,29.56,,,9.05,6.95,5.93,4.85,7.42,6.95,8.145,-73.0,81.57,,-1.0,,
07/01/2021 02:37:21,,,,29.55,,,7.32,6.67,5.45,4.23,6.93,6.08,7.86,-73.0,81.54,,-1.0,,
07/01/2021 02:38:03,,,,29.6,,,7.07,7.77,5.5,4.43,7.07,6.52,7.941,-73.0,81.54,,-1.0,,
07/01/2021 02:39:03,,,,29.56,,,5.53,5.28,3.88,3.9,5.53,5.2,7.048,-73.0,81.57,,-1.0,,
07/01/2021 02:40:04,,,,29.55,,,6.32,5.05,4.62,3.5,5.87,5.05,7.245,-73.0,81.55,,-1.0,,
07/01/2021 02:41:05,,,,29.6,,,5.75,5.35,3.93,4.18,5.57,5.35,7.07,-73.0,81.52,,-1.0,,
07/01/2021 02:42:05,,,,29.63,,,6.15,5.63,4.37,4.15,5.48,5.63,7.017,-73.0,81.48,,-1.0,,
07/01/2021 02:43:05,,,,29.67,,,5.65,5.6,4.15,4.27,5.43,5.6,6.986,-73.0,81.43,,-1.0,,
07/01/2021 02:44:04,,,,29.87,,,5.85,5.38,4.27,3.97,5.85,5.38,7.226,-73.0,81.37,,-1.0,,
07/01/2021 02:45:05,,,,29.87,,,5.43,5.83,4.22,4.32,5.43,5.83,6.981,-73.0,81.34,,-1.0,,
07/01/2021 02:46:05,,,,29.89,,,5.32,4.47,3.98,2.97,5.0,3.97,6.73,-73.0,81.28,,-1.0,,
07/01/2021 02:47:05,,,,29.89,,,5.8,5.38,3.82,3.3,5.28,4.8,6.893,-73.0,81.27,,-1.0,,
07/01/2021 02:48:06,,,,30.18,,,6.1,4.72,4.65,3.67,5.83,4.72,7.206,-73.0,81.19,,-1.0,,
07/01/2021 02:49:05,,,,30.17,,,7.38,6.53,5.25,5.03,7.22,6.53,8.012,-73.0,81.14,,-1.0,,
07/01/2021 02:50:06,,,,30.18,,,6.52,7.32,4.95,4.58,6.52,6.5,7.605,-73.0,81.1,,-1.0,,
07/01/2021 02:51:05,,,,30.28,,,6.22,7.58,4.95,5.33,6.22,7.58,7.428,-73.0,81.05,,-1.0,,
07/01/2021 02:52:05,,,,30.44,,,6.5,5.92,5.12,4.3,6.5,5.87,7.587,-73.0,81.01,,-1.0,,
07/01/2021 02:53:04,,,,30.47,,,7.03,7.7,5.27,4.9,6.72,6.37,7.714,-73.0,81.0,,-1.0,,
07/01/2021 02:54:05,,,,30.52,,,8.08,5.35,5.32,4.58,8.08,5.35,8.502,-73.0,80.94,,-1.0,,
07/01/2021 02:55:03,,,,30.53,,,6.83,6.07,4.88,4.42,6.33,6.07,7.486,-73.0,80.92,,-1.0,,
07/01/2021 02:56:04,,,,30.62,,,7.38,5.93,5.55,3.37,7.38,5.93,8.093,-73.0,80.89,,-1.0,,
07/01/2021 02:57:04,,,,30.61,,,6.77,6.17,5.12,4.62,6.77,6.17,7.739,-71.0,80.85,,-1.0,,
07/01/2021 02:58:05,,,,30.65,,,7.35,7.07,5.12,5.12,6.98,7.07,7.859,-71.0,80.82,,-1.0,,
07/01/2021 02:59:07,,,,30.64,,,7.4,5.97,4.95,4.45,6.63,5.97,7.656,-71.0,80.8,,-1.0,,
07/01/2021 03:00:29,,,,30.72,,,7.23,6.12,4.97,4.38,6.18,6.12,7.393,-71.0,80.78,,-1.0,,
07/01/2021 03:01:04,,,,30.99,,,7.93,7.03,5.33,4.12,7.15,6.13,7.952,-71.0,80.8,,-1.0,,
07/01/2021 03:02:05,,,,31.06,,,7.48,7.87,5.35,5.47,7.12,7.37,7.936,-71.0,80.91,,-1.0,,
07/01/2021 03:03:05,,,,30.97,,,6.03,7.15,4.55,5.07,6.03,6.52,7.305,-71.0,80.92,,-1.0,,
07/01/2021 03:04:06,,,,30.92,,,6.3,6.7,4.55,3.87,6.17,5.42,7.386,-71.0,80.87,,-1.0,,
07/01/2021 03:05:06,,,,30.92,,,6.6,6.8,4.78,4.27,6.25,5.73,7.432,-71.0,80.82,,-1.0,,
07/01/2021 03:06:03,,,,30.93,,,5.82,4.8,4.05,2.98,5.2,4.15,6.821,-73.0,80.76,,-1.0,,
07/01/2021 03:07:05,,,,31.04,,,7.17,5.82,4.58,3.48,5.85,5.82,7.195,-73.0,80.69,,-1.0,,
07/01/2021 03:08:02,,,,31.16,,,4.83,5.08,3.65,3.45,4.82,5.08,6.595,-73.0,80.62,,-1.0,,
07/01/2021 03:09:05,,,,31.48,,,7.38,6.8,4.85,4.98,7.38,6.8,8.073,-73.0,80.53,,-1.0,,
07/01/2021 03:10:06,,,,31.9,,,12.88,12.55,8.9,7.75,12.53,11.72,11.055,-73.0,80.53,,-1.0,,
07/01/2021 03:11:04,,,,32.39,,,13.7,14.27,8.75,9.0,13.23,12.58,11.453,-73.0,80.51,,-1.0,,
07/01/2021 03:12:03,,,,32.1,,,9.4,9.13,6.97,6.07,9.15,7.93,9.09,-71.0,80.46,,-1.0,,
07/01/2021 03:13:03,,,,32.05,,,7.33,6.78,5.58,5.07,7.33,6.77,8.033,-71.0,80.38,,-1.0,,
07/01/2021 03:14:03,,,,33.21,,,6.67,7.0,5.57,5.0,6.67,6.55,7.631,-75.0,80.33,,-1.0,,
07/01/2021 03:15:04,,,,33.76,,,6.13,4.8,4.58,3.02,6.13,4.38,7.308,-75.0,80.29,,-1.0,,
07/01/2021 03:16:04,,,,34.54,,,4.77,4.62,3.33,2.55,4.77,3.8,6.506,-75.0,80.22,,-1.0,,
07/01/2021 03:17:05,,,,35.07,,,4.48,4.0,2.85,2.85,4.15,3.72,6.137,-75.0,80.17,,-1.0,,
07/01/2021 03:18:03,,,,35.56,,,4.63,3.92,2.82,1.9,4.25,3.38,6.186,-71.0,80.1,,-1.0,,
07/01/2021 03:19:03,,,,35.72,,,4.35,4.03,2.72,1.75,4.35,3.3,6.242,-73.0,80.08,,-1.0,,
07/01/2021 03:20:04,,,,36.09,,,4.13,2.85,2.32,2.23,3.65,2.85,5.829,-73.0,80.04,,-1.0,,
07/01/2021 03:21:03,,,,36.24,,,3.37,2.1,2.45,1.35,3.37,2.1,5.664,-73.0,80.02,,-1.0,,
07/01/2021 03:22:05,,,,36.54,,,3.27,3.78,2.08,1.7,3.27,3.33,5.601,-73.0,80.01,,-1.0,,
07/01/2021 03:23:04,,,,36.51,,,3.12,2.43,2.03,1.72,3.12,2.33,5.514,-73.0,79.99,,-1.0,,
07/01/2021 03:24:02,,,,36.41,,,4.03,3.43,2.33,2.13,3.8,2.93,5.909,-73.0,79.93,,-1.0,,
