InstrumentName, I-25 Denver
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,CO,NO2,PM2.5
01/06/2021 16:00:00,0.353,21.0,5.1
01/06/2021 17:00:00,0.295,15.0,4.5
01/06/2021 18:00:00,0.263,10.0,3.8
01/06/2021 19:00:00,0.318,16.0,4.4
01/06/2021 20:00:00,0.335,16.0,3.9
01/06/2021 21:00:00,0.595,25.0,5.3
01/06/2021 22:00:00,0.351,22.0,5.3
01/06/2021 23:00:00,0.436,28.0,6.1
01/07/2021 00:00:00,0.3,14.0,3.3
01/07/2021 01:00:00,0.585,30.0,5.7
01/07/2021 02:00:00,0.826,39.0,10.2
01/07/2021 03:00:00,1.171,39.0,14.7
01/07/2021 04:00:00,0.823,,11.4
01/07/2021 05:00:00,0.696,35.0,9.2
01/07/2021 06:00:00,0.515,33.0,6.6
01/07/2021 07:00:00,0.458,32.0,7.0
01/07/2021 08:00:00,0.516,32.0,7.9
01/07/2021 09:00:00,0.476,32.0,5.5
01/07/2021 10:00:00,0.728,33.0,8.2
01/07/2021 11:00:00,0.792,33.0,8.4
01/07/2021 12:00:00,1.025,34.0,8.5
01/07/2021 13:00:00,1.391,38.0,8.6
01/07/2021 14:00:00,1.744,43.0,13.2
01/07/2021 15:00:00,1.783,44.0,13.4
01/07/2021 16:00:00,0.736,35.0,8.3
01/07/2021 17:00:00,0.625,31.0,7.8
01/07/2021 18:00:00,0.387,20.0,6.0
01/07/2021 19:00:00,0.329,20.0,7.6
01/07/2021 20:00:00,0.413,22.0,8.2
01/07/2021 21:00:00,0.657,39.0,13.3
01/07/2021 22:00:00,0.878,38.0,13.3
01/07/2021 23:00:00,0.786,35.0,10.6
01/08/2021 00:00:00,0.942,36.0,13.1
01/08/2021 01:00:00,0.696,34.0,11.9
01/08/2021 02:00:00,0.688,35.0,12.5
01/08/2021 03:00:00,0.529,35.0,12.8
01/08/2021 04:00:00,0.825,,15.7
01/08/2021 05:00:00,0.95,36.0,17.8
01/08/2021 06:00:00,0.76,36.0,14.5
01/08/2021 07:00:00,0.631,33.0,11.8
01/08/2021 08:00:00,0.527,30.0,11.4
01/08/2021 09:00:00,0.629,31.0,10.4
01/08/2021 10:00:00,0.443,31.0,9.0
01/08/2021 11:00:00,0.462,31.0,6.8
01/08/2021 12:00:00,0.588,32.0,7.4
01/08/2021 13:00:00,0.925,35.0,8.5
01/08/2021 14:00:00,0.905,37.0,8.8
01/08/2021 15:00:00,0.856,34.0,7.7
01/08/2021 16:00:00,0.472,27.0,6.0
01/08/2021 17:00:00,0.392,21.0,8.1
01/08/2021 18:00:00,0.292,,4.8
01/08/2021 19:00:00,0.234,8.0,4.0
01/08/2021 20:00:00,0.204,5.0,3.0
01/08/2021 21:00:00,0.198,6.0,3.4
01/08/2021 22:00:00,0.195,7.0,4.4
01/08/2021 23:00:00,0.196,12.0,3.9
01/09/2021 00:00:00,0.225,14.0,4.4
01/09/2021 01:00:00,0.336,18.0,5.7
01/09/2021 02:00:00,0.781,36.0,10.4
01/09/2021 03:00:00,1.225,41.0,16.1
01/09/2021 04:00:00,1.262,,19.7
01/09/2021 05:00:00,1.244,39.0,15.9
01/09/2021 06:00:00,0.548,30.0,8.8
01/09/2021 07:00:00,0.445,25.0,7.2
01/09/2021 08:00:00,0.375,23.0,4.9
01/09/2021 09:00:00,0.402,23.0,5.1
01/09/2021 10:00:00,0.351,28.0,5.9
01/09/2021 11:00:00,0.273,21.0,5.3
01/09/2021 12:00:00,0.324,21.0,5.5
01/09/2021 13:00:00,0.329,18.0,6.1
01/09/2021 14:00:00,0.357,16.0,6.3
01/09/2021 15:00:00,0.264,14.0,7.4
01/09/2021 16:00:00,0.26,16.0,7.8
01/09/2021 17:00:00,0.315,19.0,9.0
01/09/2021 18:00:00,0.39,20.0,9.9
01/09/2021 19:00:00,0.507,22.0,10.9
01/09/2021 20:00:00,0.501,21.0,10.9
01/09/2021 21:00:00,0.418,17.0,9.3
01/09/2021 22:00:00,0.543,18.0,9.8
01/09/2021 23:00:00,0.535,20.0,11.3
01/10/2021 00:00:00,0.614,22.0,11.0
01/10/2021 01:00:00,0.529,22.0,12.5
01/10/2021 02:00:00,0.456,21.0,14.8
01/10/2021 03:00:00,0.417,18.0,16.2
01/10/2021 04:00:00,0.316,,15.9
01/10/2021 05:00:00,0.267,14.0,14.3
01/10/2021 06:00:00,0.228,11.0,11.2
01/10/2021 07:00:00,0.24,11.0,11.6
01/10/2021 08:00:00,0.196,9.0,11.8
01/10/2021 09:00:00,0.228,7.0,12.8
01/10/2021 10:00:00,0.212,9.0,14.2
01/10/2021 11:00:00,0.176,9.0,12.2
01/10/2021 12:00:00,0.21,10.0,13.1
01/10/2021 13:00:00,0.226,12.0,14.6
01/10/2021 14:00:00,0.262,15.0,16.1
01/10/2021 15:00:00,0.293,17.0,16.2
01/10/2021 16:00:00,0.362,15.0,18.3
01/10/2021 17:00:00,0.323,12.0,14.9
01/10/2021 18:00:00,0.243,8.0,11.1
01/10/2021 19:00:00,0.255,8.0,11.3
01/10/2021 20:00:00,0.255,9.0,12.7
01/10/2021 21:00:00,0.318,12.0,13.5
01/10/2021 22:00:00,0.379,19.0,12.6
01/10/2021 23:00:00,0.345,19.0,11.9
01/11/2021 00:00:00,0.279,25.0,13.7
01/11/2021 01:00:00,0.624,34.0,16.8
01/11/2021 02:00:00,1.047,36.0,20.7
01/11/2021 03:00:00,1.442,34.0,25.0
01/11/2021 04:00:00,0.669,,21.7
01/11/2021 05:00:00,0.364,25.0,12.9
01/11/2021 06:00:00,0.458,31.0,12.2
01/11/2021 07:00:00,0.476,32.0,11.7
01/11/2021 09:00:00,0.586,33.0,11.4
01/11/2021 10:00:00,0.946,33.0,17.8
01/11/2021 11:00:00,0.871,36.0,12.9
01/11/2021 12:00:00,0.684,37.0,8.6
01/11/2021 13:00:00,0.798,39.0,10.0
01/11/2021 14:00:00,0.862,43.0,10.7
01/11/2021 15:00:00,,37.0,10.7
01/11/2021 16:00:00,0.348,23.0,8.5
01/11/2021 17:00:00,0.364,21.0,7.6
01/11/2021 18:00:00,0.493,,11.9
01/11/2021 19:00:00,0.344,21.0,9.2
01/11/2021 20:00:00,0.252,14.0,6.0
01/11/2021 21:00:00,0.326,16.0,9.5
01/11/2021 22:00:00,0.572,31.0,8.0
01/11/2021 23:00:00,0.846,43.0,10.4
01/12/2021 00:00:00,1.477,50.0,17.2
01/12/2021 01:00:00,1.415,50.0,15.3
01/12/2021 02:00:00,0.92,44.0,14.5
01/12/2021 03:00:00,1.175,43.0,15.6
01/12/2021 04:00:00,0.563,,8.0
01/12/2021 05:00:00,0.472,35.0,5.5
01/12/2021 06:00:00,0.518,35.0,6.1
01/12/2021 07:00:00,0.577,36.0,7.3
01/12/2021 08:00:00,1.057,37.0,12.8
01/12/2021 09:00:00,1.054,37.0,12.8
01/12/2021 10:00:00,0.924,38.0,10.0
01/12/2021 11:00:00,0.982,40.0,8.4
01/12/2021 12:00:00,1.263,42.0,8.9
01/12/2021 13:00:00,1.717,50.0,11.2
01/12/2021 14:00:00,1.582,49.0,12.6
01/12/2021 15:00:00,0.757,37.0,8.1
01/12/2021 16:00:00,0.395,27.0,6.7
01/12/2021 17:00:00,0.423,24.0,6.2
01/12/2021 18:00:00,0.296,17.0,5.4
01/12/2021 19:00:00,0.399,,6.4
01/12/2021 20:00:00,0.377,,4.3
01/12/2021 21:00:00,0.514,,5.6
01/12/2021 22:00:00,0.75,34.0,6.9
01/12/2021 23:00:00,1.206,44.0,11.2
01/13/2021 00:00:00,1.717,51.0,21.3
01/13/2021 01:00:00,2.059,50.0,24.2
01/13/2021 02:00:00,1.776,47.0,18.6
01/13/2021 03:00:00,1.057,41.0,11.3
01/13/2021 04:00:00,0.704,,8.0
01/13/2021 05:00:00,0.876,39.0,10.4
01/13/2021 06:00:00,1.142,40.0,11.5
01/13/2021 07:00:00,1.179,40.0,12.1
01/13/2021 08:00:00,0.808,39.0,8.7
01/13/2021 09:00:00,0.404,38.0,3.8
01/13/2021 10:00:00,0.362,37.0,3.5
01/13/2021 11:00:00,0.315,29.0,2.7
01/13/2021 12:00:00,0.417,36.0,3.5
01/13/2021 13:00:00,0.593,33.0,3.6
01/13/2021 14:00:00,0.489,22.0,3.7
01/13/2021 15:00:00,0.59,36.0,
01/13/2021 16:00:00,0.534,28.0,6.2
01/13/2021 17:00:00,0.398,13.0,3.5
01/13/2021 18:00:00,0.343,14.0,2.8
01/13/2021 19:00:00,0.541,19.0,3.7
01/13/2021 20:00:00,0.508,25.0,5.2
01/13/2021 21:00:00,0.488,17.0,3.8
01/13/2021 22:00:00,0.435,15.0,1.8
01/13/2021 23:00:00,0.525,20.0,2.8
01/14/2021 00:00:00,0.451,15.0,2.1
01/14/2021 01:00:00,0.499,27.0,2.8
01/14/2021 02:00:00,0.625,36.0,4.6
01/14/2021 03:00:00,0.271,10.0,2.2
01/14/2021 04:00:00,0.247,,3.0
01/14/2021 05:00:00,0.237,4.0,1.4
01/14/2021 06:00:00,0.221,2.0,1.9
01/14/2021 07:00:00,0.15,0.0,10.8
01/14/2021 08:00:00,0.162,1.0,1.1
01/14/2021 09:00:00,0.128,1.0,0.8
01/14/2021 10:00:00,0.139,1.0,0.7
01/14/2021 11:00:00,0.187,5.0,1.6
01/14/2021 12:00:00,0.32,10.0,2.1
01/14/2021 13:00:00,0.585,26.0,4.1
01/14/2021 14:00:00,0.55,26.0,5.0
01/14/2021 15:00:00,0.408,14.0,2.8
01/14/2021 16:00:00,0.335,11.0,2.0
01/14/2021 17:00:00,0.289,11.0,2.2
01/14/2021 18:00:00,0.448,17.0,2.7
01/14/2021 19:00:00,0.454,18.0,3.3
01/14/2021 20:00:00,0.267,10.0,2.7
01/14/2021 21:00:00,0.197,8.0,3.4
01/14/2021 22:00:00,0.27,7.0,5.9
01/14/2021 23:00:00,0.273,9.0,7.9
01/15/2021 00:00:00,0.286,12.0,5.5
01/15/2021 01:00:00,0.223,7.0,5.0
01/15/2021 02:00:00,0.306,13.0,3.5
01/15/2021 03:00:00,0.562,30.0,6.1
01/15/2021 04:00:00,0.574,,7.2
01/15/2021 05:00:00,0.526,26.0,6.2
01/15/2021 06:00:00,0.412,29.0,5.4
01/15/2021 07:00:00,0.348,27.0,5.6
01/15/2021 08:00:00,0.319,25.0,4.1
01/15/2021 09:00:00,0.3,24.0,3.0
01/15/2021 10:00:00,0.254,23.0,2.6
01/15/2021 11:00:00,0.298,22.0,2.9
01/15/2021 12:00:00,0.36,26.0,2.9
01/15/2021 13:00:00,0.505,31.0,3.4
01/15/2021 14:00:00,0.617,32.0,4.8
01/15/2021 15:00:00,0.593,31.0,5.6
01/15/2021 16:00:00,0.451,25.0,4.1
01/15/2021 17:00:00,0.371,,3.6
01/15/2021 18:00:00,0.419,25.0,4.2
01/15/2021 19:00:00,0.364,20.0,3.4
01/15/2021 20:00:00,0.27,14.0,3.5
01/15/2021 21:00:00,0.341,18.0,3.7
01/15/2021 22:00:00,0.458,26.0,3.8
01/15/2021 23:00:00,0.657,34.0,4.6
01/16/2021 00:00:00,0.976,43.0,7.3
01/16/2021 01:00:00,1.073,46.0,9.7
01/16/2021 02:00:00,0.746,42.0,8.3
01/16/2021 03:00:00,0.648,37.0,7.8
01/16/2021 04:00:00,0.901,,11.8
01/16/2021 05:00:00,0.739,35.0,7.1
01/16/2021 06:00:00,0.93,36.0,6.8
01/16/2021 07:00:00,0.398,31.0,3.8
01/16/2021 08:00:00,0.307,22.0,2.3
01/16/2021 09:00:00,0.338,27.0,2.8
01/16/2021 10:00:00,0.235,16.0,2.2
01/16/2021 11:00:00,0.358,28.0,2.4
01/16/2021 12:00:00,0.306,20.0,2.1
01/16/2021 13:00:00,0.236,7.0,1.4
01/16/2021 14:00:00,0.225,15.0,2.2
01/16/2021 15:00:00,0.373,24.0,4.0
01/16/2021 16:00:00,0.276,15.0,3.4
01/16/2021 17:00:00,0.267,11.0,3.1
01/16/2021 18:00:00,0.187,5.0,2.1
01/16/2021 19:00:00,0.17,3.0,1.7
01/16/2021 20:00:00,0.246,7.0,2.3
01/16/2021 21:00:00,0.468,11.0,2.5
01/16/2021 22:00:00,0.248,8.0,2.9
01/16/2021 23:00:00,0.245,6.0,2.0
01/17/2021 00:00:00,0.259,5.0,1.6
01/17/2021 01:00:00,0.217,9.0,2.2
01/17/2021 02:00:00,0.302,11.0,2.4
01/17/2021 03:00:00,0.219,9.0,2.6
01/17/2021 04:00:00,0.177,,2.1
01/17/2021 05:00:00,0.17,7.0,1.2
01/17/2021 06:00:00,0.212,9.0,1.2
01/17/2021 07:00:00,0.256,17.0,1.8
01/17/2021 08:00:00,0.277,20.0,2.5
01/17/2021 09:00:00,0.267,17.0,1.6
01/17/2021 10:00:00,0.228,17.0,1.4
01/17/2021 11:00:00,0.21,16.0,1.8
01/17/2021 12:00:00,0.251,18.0,1.9
01/17/2021 13:00:00,0.21,17.0,1.2
01/17/2021 14:00:00,0.306,22.0,1.9
01/17/2021 15:00:00,0.374,19.0,2.4
01/17/2021 16:00:00,0.4,16.0,3.3
01/17/2021 17:00:00,0.308,13.0,3.4
01/17/2021 18:00:00,0.251,10.0,2.8
01/17/2021 19:00:00,0.297,12.0,2.4
01/17/2021 20:00:00,0.446,17.0,2.4
01/17/2021 21:00:00,0.423,8.0,1.5
01/17/2021 22:00:00,0.507,12.0,2.4
01/17/2021 23:00:00,0.361,7.0,1.4
01/18/2021 00:00:00,0.485,12.0,2.2
01/18/2021 01:00:00,0.544,19.0,2.4
01/18/2021 02:00:00,0.493,14.0,1.9
01/18/2021 03:00:00,0.715,33.0,4.2
01/18/2021 04:00:00,0.474,,5.3
01/18/2021 05:00:00,0.595,32.0,4.5
01/18/2021 06:00:00,0.633,30.0,2.5
01/18/2021 07:00:00,0.293,12.0,1.0
01/18/2021 08:00:00,0.245,15.0,1.3
01/18/2021 09:00:00,0.181,6.0,2.1
01/18/2021 10:00:00,0.156,3.0,1.0
01/18/2021 11:00:00,0.204,8.0,1.1
01/18/2021 12:00:00,0.249,13.0,1.4
01/18/2021 13:00:00,0.345,22.0,2.0
01/18/2021 14:00:00,0.501,31.0,3.1
01/18/2021 15:00:00,0.435,32.0,3.2
01/18/2021 16:00:00,0.289,18.0,2.4
01/18/2021 17:00:00,0.324,17.0,3.4
01/18/2021 18:00:00,0.271,13.0,2.6
01/18/2021 19:00:00,0.284,11.0,2.8
01/18/2021 20:00:00,0.249,11.0,3.6
01/18/2021 21:00:00,0.204,7.0,3.0
01/18/2021 22:00:00,0.368,15.0,3.2
01/18/2021 23:00:00,0.298,13.0,3.2
01/19/2021 07:00:00,0.171,6.0,1.1
01/19/2021 08:00:00,0.172,6.0,0.8
01/19/2021 09:00:00,0.177,8.0,1.2
01/19/2021 10:00:00,0.178,9.0,1.5
01/19/2021 11:00:00,0.187,10.0,1.6
01/19/2021 12:00:00,0.284,20.0,2.3
01/19/2021 13:00:00,0.718,31.0,4.0
01/19/2021 14:00:00,0.68,31.0,4.3
01/19/2021 15:00:00,,29.0,5.0
01/19/2021 16:00:00,0.484,23.0,4.9
01/19/2021 17:00:00,0.282,,3.6
01/19/2021 18:00:00,0.234,9.0,3.7
01/19/2021 19:00:00,0.236,10.0,3.4
01/19/2021 20:00:00,0.29,10.0,4.0
01/19/2021 21:00:00,0.451,14.0,4.3
01/19/2021 22:00:00,0.42,22.0,5.4
01/19/2021 23:00:00,0.62,29.0,5.9
01/20/2021 00:00:00,0.381,27.0,5.7
01/20/2021 01:00:00,0.287,19.0,4.8
01/20/2021 02:00:00,0.666,32.0,8.8
01/20/2021 03:00:00,1.076,40.0,15.1
01/20/2021 04:00:00,1.481,,19.2
01/20/2021 05:00:00,0.709,33.0,8.3
01/20/2021 06:00:00,0.449,30.0,8.1
01/20/2021 07:00:00,0.428,30.0,6.1
01/20/2021 08:00:00,0.292,22.0,5.0
01/20/2021 09:00:00,0.19,8.0,2.1
01/20/2021 10:00:00,0.214,12.0,1.7
01/20/2021 11:00:00,0.348,28.0,3.0
01/20/2021 12:00:00,0.468,38.0,3.3
01/20/2021 13:00:00,0.897,41.0,5.8
01/20/2021 14:00:00,1.425,47.0,11.4
01/20/2021 15:00:00,0.511,22.0,
01/20/2021 16:00:00,0.321,13.0,
01/20/2021 17:00:00,0.364,13.0,
01/20/2021 18:00:00,0.289,11.0,2.1
01/20/2021 19:00:00,0.445,15.0,3.4
01/20/2021 20:00:00,0.327,12.0,2.0
01/20/2021 21:00:00,0.431,13.0,2.7
01/20/2021 22:00:00,0.466,19.0,2.9
01/20/2021 23:00:00,0.425,19.0,2.4
01/21/2021 00:00:00,0.438,22.0,2.2
01/21/2021 01:00:00,0.262,12.0,2.8
01/21/2021 02:00:00,0.375,18.0,2.7
01/21/2021 03:00:00,0.409,18.0,3.4
01/21/2021 04:00:00,0.39,,5.5
01/21/2021 05:00:00,0.456,28.0,6.0
01/21/2021 06:00:00,0.411,31.0,5.1
01/21/2021 07:00:00,0.406,29.0,4.4
01/21/2021 08:00:00,0.345,30.0,4.5
01/21/2021 09:00:00,0.273,22.0,3.5
01/21/2021 10:00:00,0.305,28.0,3.3
01/21/2021 11:00:00,0.371,31.0,4.1
01/21/2021 12:00:00,0.571,36.0,4.4
01/21/2021 13:00:00,0.667,36.0,5.8
01/21/2021 14:00:00,0.872,37.0,7.1
01/21/2021 15:00:00,0.911,39.0,9.6
01/21/2021 16:00:00,0.837,42.0,10.3
01/21/2021 17:00:00,0.801,42.0,10.6
01/21/2021 18:00:00,0.443,26.0,6.9
01/21/2021 19:00:00,0.451,25.0,6.7
01/21/2021 20:00:00,0.537,25.0,5.6
01/21/2021 21:00:00,0.388,19.0,6.3
01/21/2021 22:00:00,0.204,14.0,5.4
01/21/2021 23:00:00,0.227,8.0,3.1
01/22/2021 00:00:00,0.237,11.0,3.8
01/22/2021 01:00:00,0.314,14.0,3.9
01/22/2021 02:00:00,0.243,14.0,4.6
01/22/2021 03:00:00,0.473,21.0,6.2
01/22/2021 04:00:00,0.567,,9.0
01/22/2021 05:00:00,0.486,25.0,7.9
01/22/2021 06:00:00,0.371,24.0,6.4
01/22/2021 07:00:00,0.67,34.0,9.7
01/22/2021 08:00:00,0.696,32.0,10.2
01/22/2021 09:00:00,0.742,31.0,12.4
01/22/2021 10:00:00,0.684,31.0,12.3
01/22/2021 11:00:00,0.728,32.0,10.3
01/22/2021 12:00:00,0.925,32.0,10.5
01/22/2021 13:00:00,1.319,35.0,12.1
01/22/2021 14:00:00,1.588,37.0,14.3
01/22/2021 15:00:00,1.619,40.0,14.8
01/22/2021 16:00:00,0.898,37.0,12.4
01/22/2021 17:00:00,0.493,,10.4
01/22/2021 18:00:00,0.556,33.0,11.7
01/22/2021 19:00:00,0.674,33.0,15.3
01/22/2021 20:00:00,0.479,24.0,9.9
01/22/2021 21:00:00,0.525,26.0,9.8
01/22/2021 22:00:00,0.492,24.0,8.2
01/22/2021 23:00:00,0.688,28.0,8.8
01/23/2021 00:00:00,0.697,30.0,8.9
01/23/2021 01:00:00,0.74,29.0,10.5
01/23/2021 02:00:00,0.793,33.0,13.1
01/23/2021 03:00:00,0.871,33.0,15.2
01/23/2021 04:00:00,0.899,,15.9
01/23/2021 05:00:00,0.833,33.0,14.9
01/23/2021 06:00:00,1.447,33.0,20.5
01/23/2021 07:00:00,1.154,33.0,19.8
01/23/2021 08:00:00,1.005,31.0,17.3
01/23/2021 09:00:00,0.964,31.0,15.1
01/23/2021 10:00:00,0.977,32.0,15.0
01/23/2021 11:00:00,0.966,29.0,13.7
01/23/2021 12:00:00,0.94,30.0,13.6
01/23/2021 13:00:00,0.998,30.0,13.5
01/23/2021 14:00:00,1.281,34.0,15.8
01/23/2021 15:00:00,0.967,33.0,15.6
01/23/2021 16:00:00,0.667,29.0,14.0
01/23/2021 17:00:00,0.52,24.0,13.1
01/23/2021 18:00:00,0.653,29.0,14.4
01/23/2021 19:00:00,0.712,34.0,15.8
01/23/2021 20:00:00,0.487,20.0,10.8
01/23/2021 21:00:00,0.371,14.0,10.7
01/23/2021 22:00:00,0.607,15.0,11.4
01/23/2021 23:00:00,0.547,17.0,12.0
01/24/2021 00:00:00,0.358,10.0,11.0
01/24/2021 01:00:00,0.287,9.0,9.0
01/24/2021 02:00:00,0.421,12.0,8.9
01/24/2021 03:00:00,0.313,11.0,7.8
01/24/2021 04:00:00,0.398,,7.2
01/24/2021 05:00:00,0.372,11.0,6.9
01/24/2021 06:00:00,0.312,14.0,6.9
01/24/2021 07:00:00,0.233,10.0,7.1
01/24/2021 08:00:00,0.184,11.0,7.3
01/24/2021 09:00:00,0.173,9.0,7.0
01/24/2021 10:00:00,0.205,9.0,9.7
01/24/2021 11:00:00,0.232,9.0,11.8
01/24/2021 12:00:00,0.239,13.0,10.8
01/24/2021 13:00:00,0.224,10.0,10.8
01/24/2021 14:00:00,0.307,16.0,11.3
