InstrumentName, Woods Park
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,PM1.0,PM10.0,PM2.5
01/01/2021 00:01:35,1.2,2.75,2.46
01/01/2021 00:03:35,1.31,2.49,2.27
01/01/2021 00:05:35,1.61,3.09,2.48
01/01/2021 00:07:35,2.18,3.49,3.05
01/01/2021 00:09:35,1.05,2.3,1.92
01/01/2021 00:11:35,1.49,2.25,2.25
01/01/2021 00:13:35,0.95,2.35,1.86
01/01/2021 00:15:35,0.75,1.64,1.38
01/01/2021 00:17:35,1.6,2.97,2.69
01/01/2021 00:19:35,1.59,2.42,2.42
01/01/2021 00:21:35,0.97,2.31,1.93
01/01/2021 00:23:35,0.81,1.7,1.54
01/01/2021 00:25:35,1.0,1.79,1.79
01/01/2021 00:27:35,1.66,2.83,2.34
01/01/2021 00:29:35,1.5,2.17,1.93
01/01/2021 00:31:35,1.8,3.02,2.75
01/01/2021 00:33:35,1.42,2.16,2.16
01/01/2021 00:35:35,2.62,4.12,3.57
01/01/2021 00:37:35,2.56,4.03,3.95
01/01/2021 00:39:35,2.18,3.32,3.32
01/01/2021 00:41:35,1.95,3.04,3.04
01/01/2021 00:43:35,1.57,3.07,2.67
01/01/2021 00:45:35,1.78,3.02,2.85
01/01/2021 00:47:35,1.42,2.58,2.49
01/01/2021 00:49:35,1.59,2.39,2.36
01/01/2021 00:51:35,1.37,2.53,2.15
01/01/2021 00:53:35,1.43,2.21,2.0
01/01/2021 00:55:35,1.57,2.34,2.22
01/01/2021 00:57:35,1.2,2.41,2.18
01/01/2021 00:59:35,1.19,2.24,2.14
01/01/2021 01:01:35,1.88,3.08,2.93
01/01/2021 01:03:35,1.54,1.98,1.93
01/01/2021 01:05:35,1.57,2.27,2.16
01/01/2021 01:07:35,1.72,2.67,2.3
01/01/2021 01:09:35,2.0,2.93,2.44
01/01/2021 01:11:35,1.58,2.69,2.41
01/01/2021 01:13:35,2.56,3.88,3.37
01/01/2021 01:15:35,2.38,3.61,3.41
01/01/2021 01:17:35,2.58,4.03,3.75
01/01/2021 01:19:35,11.14,16.73,15.42
01/01/2021 01:21:35,14.24,21.74,20.33
01/01/2021 01:23:35,13.12,17.75,17.19
01/01/2021 01:25:35,11.66,16.49,15.56
01/01/2021 01:27:35,18.05,26.46,24.76
01/01/2021 01:29:35,12.7,16.46,15.91
01/01/2021 01:31:35,6.81,9.54,8.95
01/01/2021 01:33:35,13.88,18.9,18.05
01/01/2021 01:35:35,4.85,7.12,6.83
01/01/2021 01:37:35,4.78,6.52,6.22
01/01/2021 01:39:35,6.61,9.14,9.05
01/01/2021 01:41:35,4.58,6.93,6.65
01/01/2021 01:43:35,5.15,6.71,6.49
01/01/2021 01:45:35,5.86,7.93,7.69
01/01/2021 01:47:35,3.84,4.86,4.7
01/01/2021 01:49:35,6.45,8.31,8.14
01/01/2021 01:51:35,9.34,12.14,11.64
