InstrumentName, CAMP
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
01/01/2021 00:00:00,0.525,45.0,3.0,30.8,15.0,0.0
01/01/2021 01:00:00,0.566,45.0,2.0,33.3,16.6,0.0
01/01/2021 02:00:00,0.672,50.0,1.0,34.6,17.2,0.0
01/01/2021 03:00:00,0.668,51.0,0.0,34.8,21.6,0.0
01/01/2021 04:00:00,0.569,,1.0,34.8,23.4,0.0
01/01/2021 05:00:00,0.608,47.0,2.0,32.0,21.8,0.0
01/01/2021 06:00:00,0.853,49.0,1.0,41.8,26.7,0.0
01/01/2021 07:00:00,0.926,49.0,0.0,42.3,29.0,0.0
01/01/2021 08:00:00,0.76,44.0,1.0,40.3,33.6,0.0
01/01/2021 09:00:00,0.761,42.0,0.0,40.0,31.4,0.0
01/01/2021 10:00:00,0.491,38.0,0.0,24.3,19.4,0.0
01/01/2021 11:00:00,0.526,38.0,0.0,21.9,17.0,0.0
01/01/2021 12:00:00,0.656,39.0,0.0,23.9,16.8,0.0
01/01/2021 13:00:00,0.563,41.0,0.0,20.6,14.7,0.0
01/01/2021 14:00:00,0.478,38.0,0.0,18.6,12.5,0.0
01/01/2021 15:00:00,0.383,30.0,10.0,11.4,7.7,0.0
01/01/2021 16:00:00,0.43,29.0,11.0,15.2,8.5,0.0
01/01/2021 17:00:00,0.446,27.0,13.0,19.1,9.9,0.0
01/01/2021 18:00:00,0.342,16.0,25.0,11.3,6.1,0.0
01/01/2021 19:00:00,0.284,12.0,30.0,6.8,4.2,0.0
01/01/2021 20:00:00,0.244,10.0,32.0,7.4,4.6,0.0
01/01/2021 21:00:00,0.283,7.0,35.0,5.0,2.3,0.0
01/01/2021 22:00:00,0.183,7.0,36.0,4.1,2.2,0.0
01/01/2021 23:00:00,0.205,7.0,34.0,4.5,2.2,0.0
01/02/2021 00:00:00,0.437,24.0,19.0,15.4,9.5,0.0
01/02/2021 01:00:00,0.479,29.0,13.0,18.6,8.7,0.0
01/02/2021 02:00:00,0.863,48.0,0.0,33.7,13.1,2.0
01/02/2021 03:00:00,0.782,45.0,0.0,25.6,13.2,1.0
01/02/2021 04:00:00,0.913,,0.0,28.9,17.5,1.0
01/02/2021 05:00:00,0.603,31.0,6.0,15.2,11.1,0.0
01/02/2021 06:00:00,0.296,18.0,16.0,7.8,6.7,0.0
01/02/2021 07:00:00,0.283,16.0,18.0,7.2,6.1,0.0
01/02/2021 08:00:00,0.27,15.0,20.0,6.0,5.5,0.0
01/02/2021 09:00:00,0.206,10.0,27.0,4.0,3.7,0.0
01/02/2021 10:00:00,0.179,10.0,27.0,3.3,3.2,0.0
01/02/2021 11:00:00,0.188,11.0,27.0,3.4,3.0,0.0
01/02/2021 12:00:00,0.204,13.0,24.0,4.3,3.0,0.0
01/02/2021 13:00:00,0.219,16.0,22.0,6.1,3.1,0.0
01/02/2021 14:00:00,0.223,15.0,24.0,4.4,2.7,0.0
01/02/2021 15:00:00,0.236,13.0,27.0,4.6,2.4,0.0
01/02/2021 16:00:00,0.194,10.0,30.0,5.7,2.5,0.0
01/02/2021 17:00:00,0.22,11.0,30.0,8.6,3.0,0.0
01/02/2021 18:00:00,0.219,10.0,32.0,7.0,2.7,0.0
01/02/2021 19:00:00,0.244,12.0,32.0,7.6,2.3,0.0
01/02/2021 20:00:00,0.241,9.0,36.0,10.2,2.2,0.0
01/02/2021 21:00:00,0.15,4.0,40.0,12.5,1.6,0.0
01/02/2021 22:00:00,0.189,6.0,38.0,6.5,1.6,0.0
01/02/2021 23:00:00,0.211,6.0,37.0,5.6,1.8,0.0
01/03/2021 00:00:00,0.179,5.0,39.0,14.3,1.8,0.0
01/03/2021 01:00:00,0.232,10.0,35.0,5.3,2.0,0.0
01/03/2021 02:00:00,0.212,10.0,34.0,3.2,1.9,0.0
01/03/2021 03:00:00,0.188,5.0,39.0,5.4,3.2,0.0
01/03/2021 04:00:00,0.194,,38.0,3.1,1.5,0.0
01/03/2021 05:00:00,0.225,7.0,38.0,5.8,1.5,0.0
01/03/2021 06:00:00,0.171,7.0,37.0,2.0,1.1,0.0
01/03/2021 07:00:00,0.176,6.0,38.0,1.8,0.9,0.0
01/03/2021 08:00:00,0.164,5.0,39.0,2.3,1.0,0.0
01/03/2021 09:00:00,0.262,27.0,20.0,2.9,1.9,0.0
01/03/2021 10:00:00,0.565,32.0,13.0,5.7,3.8,0.0
01/03/2021 11:00:00,0.242,25.0,19.0,2.6,1.9,0.0
01/03/2021 12:00:00,0.321,31.0,12.0,3.7,2.4,0.0
01/03/2021 13:00:00,0.379,37.0,10.0,4.8,2.5,0.0
01/03/2021 14:00:00,0.239,20.0,25.0,3.5,1.8,0.0
01/03/2021 15:00:00,0.267,17.0,26.0,4.5,2.0,0.0
01/03/2021 16:00:00,0.326,24.0,21.0,6.2,2.8,0.0
01/03/2021 17:00:00,0.422,25.0,21.0,8.2,3.3,0.0
01/03/2021 18:00:00,0.356,21.0,25.0,8.3,3.0,0.0
01/03/2021 19:00:00,0.288,11.0,34.0,6.8,2.6,0.0
01/03/2021 20:00:00,0.233,7.0,36.0,8.3,2.6,0.0
01/03/2021 21:00:00,0.21,7.0,37.0,4.7,1.9,0.0
