InstrumentName, Wash Park West B
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,PM2.5,humidity,temp_f
01/01/2021 00:00:53,28.36,,
01/01/2021 00:02:52,26.53,,
01/01/2021 00:04:52,27.59,,
01/01/2021 00:06:53,28.37,,
01/01/2021 00:08:52,27.51,,
01/01/2021 00:10:52,29.19,,
01/01/2021 00:12:53,28.45,,
01/01/2021 00:14:52,28.18,,
01/01/2021 00:16:52,28.51,,
01/01/2021 00:18:53,30.07,,
01/01/2021 00:20:52,28.45,,
01/01/2021 00:22:52,28.53,,
01/01/2021 00:24:53,28.89,,
01/01/2021 00:26:52,29.95,,
01/01/2021 00:28:52,29.07,,
01/01/2021 00:30:53,27.84,,
01/01/2021 00:32:53,27.61,,
01/01/2021 00:34:53,25.33,,
01/01/2021 00:36:53,24.79,,
01/01/2021 00:38:53,21.68,,
01/01/2021 00:40:52,22.25,,
01/01/2021 00:42:53,19.82,,
01/01/2021 00:44:52,20.8,,
01/01/2021 00:46:52,21.9,,
01/01/2021 00:48:53,21.96,,
01/01/2021 00:50:52,23.25,,
01/01/2021 00:52:52,23.11,,
01/01/2021 00:54:53,24.75,,
01/01/2021 00:56:52,24.63,,
01/01/2021 00:58:53,25.61,,
01/01/2021 01:00:52,24.53,,
01/01/2021 01:02:52,26.86,,
01/01/2021 01:04:53,25.8,,
01/01/2021 01:06:52,22.93,,
01/01/2021 01:08:52,21.46,,
01/01/2021 01:10:53,22.73,,
01/01/2021 01:12:52,21.91,,
01/01/2021 01:14:52,23.2,,
01/01/2021 01:16:53,22.75,,
01/01/2021 01:18:52,22.78,,
01/01/2021 01:20:52,21.21,,
01/01/2021 01:22:53,21.79,,
01/01/2021 01:24:52,23.43,,
01/01/2021 01:26:52,24.46,,
01/01/2021 01:28:53,23.68,,
01/01/2021 01:30:52,24.46,,
01/01/2021 01:32:53,24.18,,
01/01/2021 01:34:53,24.1,,
01/01/2021 01:36:52,22.45,,
01/01/2021 01:38:52,22.82,,
01/01/2021 01:40:53,22.39,,
01/01/2021 01:42:52,21.81,,
01/01/2021 01:44:53,22.78,,
01/01/2021 01:46:53,23.54,,
01/01/2021 01:48:52,22.78,,
01/01/2021 01:50:52,21.64,,
01/01/2021 01:52:53,21.91,,
01/01/2021 01:54:52,23.3,,
01/01/2021 01:56:52,23.62,,
01/01/2021 01:58:52,22.75,,
01/01/2021 02:00:52,22.84,,
01/01/2021 02:02:52,24.02,,
01/01/2021 02:04:53,23.49,,
01/01/2021 02:06:52,22.25,,
01/01/2021 02:08:52,24.95,,
01/01/2021 02:10:53,24.84,,
01/01/2021 02:12:52,24.39,,
01/01/2021 02:14:53,24.7,,
01/01/2021 02:16:53,23.8,,
01/01/2021 02:18:52,23.89,,
01/01/2021 02:20:53,25.81,,
01/01/2021 02:22:52,25.89,,
01/01/2021 02:24:52,25.02,,
