InstrumentName, CAMP
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
01/01/2021 00:00:00,,,37.039154,,,,,3.694855,3.421875
01/01/2021 00:01:00,,,37.082746,,,,,23.87142,3.7771
01/01/2021 00:02:00,,,37.027618,,,,,1.328919,5.101105
01/01/2021 00:03:00,,,36.959228,,,,,28.51354,3.123108
01/01/2021 00:04:00,,,36.901276,,,,,22.563377,7.496887
01/01/2021 00:05:00,,,36.873535,,,,,33.848199,6.964661
01/01/2021 00:06:00,,,36.847992,,,,,35.079357,7.459198
01/01/2021 00:07:00,,,36.836731,,,,,30.267731,6.027313
01/01/2021 00:08:00,,,36.847443,,,,,36.817715,5.211121
01/01/2021 00:10:00,,,36.811737,,,,,25.277593,3.65274
01/01/2021 00:11:00,,,36.745544,,,,,40.785372,4.428345
01/01/2021 00:12:00,,,36.732086,,,,,37.890175,6.27832
01/01/2021 00:13:00,,,36.71286,,,,,9.857101,3.775879
01/01/2021 00:14:00,,,36.733185,,,,,21.984446,2.1872860000000003
01/01/2021 00:15:00,,,36.677429,,,,,26.68243,4.295593
01/01/2021 00:16:00,,,36.671661,,,,,22.406054,4.640747
01/01/2021 00:17:00,,,36.657379,,,,,39.507434,3.964935
01/01/2021 00:18:00,,,36.582397,,,,,33.006786,2.236725
01/01/2021 00:19:00,,,36.590912,,,,,19.577058,4.159332
01/01/2021 00:20:00,,,36.555481,,,,,28.864697,5.243317
01/01/2021 00:21:00,,,36.523895,,,,,11.011746,3.100525
01/01/2021 00:22:00,,,36.43573,,,,,360.582217,2.558685
01/01/2021 00:23:00,,,36.406616,,,,,13.681361,4.311615
01/01/2021 00:24:00,,,36.403046,,,,,13.613955,3.176208
01/01/2021 00:25:00,,,36.335205,,,,,354.39003,4.045502
01/01/2021 00:26:00,,,36.324219,,,,,349.69393,4.92334
01/01/2021 00:27:00,,,36.233582,,,,,342.774052,2.2355039999999997
01/01/2021 00:28:00,,,36.171234,,,,,314.057507,2.8936159999999997
01/01/2021 00:29:00,,,36.264069,,,,,23.775745,1.966644
01/01/2021 00:30:00,,,36.233856,,,,,348.669173,3.325439
01/01/2021 00:31:00,,,36.183868,,,,,331.846977,2.8605039999999997
01/01/2021 00:32:00,,,36.096527,,,,,301.183609,1.9233090000000002
01/01/2021 00:33:00,,,36.1185,,,,,16.565904,2.11496
01/01/2021 00:34:00,,,36.207764,,,,,41.265057,2.930237
01/01/2021 00:35:00,,,36.278351,,,,,35.712823,4.499298
01/01/2021 00:36:00,,,36.285492,,,,,21.603125,2.5322880000000003
01/01/2021 00:37:00,,,36.21051,,,,,26.720385,2.311646
01/01/2021 00:38:00,,,36.264893,,,,,53.716736,2.072083
01/01/2021 00:39:00,,,36.279449,,,,,39.170062,3.108307
01/01/2021 00:40:00,,,36.252258,,,,,69.390118,3.494812
01/01/2021 00:41:00,,,36.203644,,,,,58.46857,2.639099
01/01/2021 00:42:00,,,36.197327,,,,,54.751998,1.881348
01/01/2021 00:43:00,,,36.224243,,,,,40.219523,1.616455
01/01/2021 00:44:00,,,36.216553,,,,,27.358351,1.7241819999999999
01/01/2021 00:45:00,,,36.180023,,,,,58.861683,2.066132
01/01/2021 00:46:00,,,36.161346,,,,,48.857467,2.184082
01/01/2021 00:47:00,,,36.203918,,,,,57.583193,1.631409
01/01/2021 00:48:00,,,36.175629,,,,,55.898951,1.616455
01/01/2021 00:49:00,,,36.133881,,,,,51.747342,1.616455
01/01/2021 00:50:00,,,36.094879,,,,,51.748079,1.616455
