InstrumentName, Chatfield Park
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,O3,PM2.5
01/01/2021 00:00:00,21.0,14.8
01/01/2021 01:00:00,7.0,24.4
01/01/2021 02:00:00,3.0,27.4
01/01/2021 03:00:00,2.0,27.7
01/01/2021 04:00:00,2.0,30.3
01/01/2021 05:00:00,3.0,24.6
01/01/2021 06:00:00,5.0,21.8
01/01/2021 07:00:00,7.0,19.4
01/01/2021 08:00:00,10.0,17.2
01/01/2021 09:00:00,13.0,12.9
01/01/2021 10:00:00,14.0,11.6
01/01/2021 11:00:00,18.0,8.8
01/01/2021 12:00:00,20.0,7.3
01/01/2021 13:00:00,18.0,7.3
01/01/2021 14:00:00,14.0,7.2
01/01/2021 15:00:00,17.0,7.6
01/01/2021 16:00:00,28.0,5.2
01/01/2021 17:00:00,31.0,5.4
01/01/2021 18:00:00,39.0,4.6
01/01/2021 19:00:00,42.0,4.2
01/01/2021 20:00:00,45.0,3.9
01/01/2021 21:00:00,45.0,3.6
01/01/2021 22:00:00,44.0,3.2
01/01/2021 23:00:00,41.0,2.7
01/02/2021 00:00:00,34.0,2.5
01/02/2021 01:00:00,32.0,3.0
01/02/2021 02:00:00,31.0,3.7
01/02/2021 03:00:00,28.0,3.2
01/02/2021 04:00:00,26.0,3.5
01/02/2021 05:00:00,26.0,3.7
01/02/2021 06:00:00,25.0,3.7
01/02/2021 07:00:00,22.0,7.5
01/02/2021 08:00:00,21.0,5.7
01/02/2021 09:00:00,24.0,4.2
01/02/2021 10:00:00,27.0,4.0
01/02/2021 11:00:00,29.0,3.7
01/02/2021 12:00:00,26.0,3.7
01/02/2021 13:00:00,31.0,3.2
01/02/2021 14:00:00,23.0,3.3
01/02/2021 15:00:00,32.0,2.7
01/02/2021 16:00:00,41.0,1.6
01/02/2021 17:00:00,44.0,1.1
01/02/2021 18:00:00,44.0,0.9
01/02/2021 19:00:00,45.0,0.9
01/02/2021 20:00:00,45.0,1.7
01/02/2021 21:00:00,46.0,2.5
01/02/2021 22:00:00,45.0,3.9
01/02/2021 23:00:00,47.0,1.2
01/03/2021 00:00:00,46.0,1.5
01/03/2021 01:00:00,45.0,1.2
01/03/2021 02:00:00,45.0,1.5
01/03/2021 03:00:00,45.0,1.7
01/03/2021 04:00:00,40.0,1.5
01/03/2021 05:00:00,38.0,1.8
01/03/2021 06:00:00,37.0,1.6
01/03/2021 07:00:00,36.0,1.8
01/03/2021 08:00:00,36.0,1.9
01/03/2021 09:00:00,38.0,1.5
01/03/2021 10:00:00,35.0,1.8
01/03/2021 11:00:00,32.0,1.3
01/03/2021 12:00:00,29.0,1.3
01/03/2021 13:00:00,35.0,1.3
01/03/2021 14:00:00,32.0,1.4
01/03/2021 15:00:00,32.0,1.7
01/03/2021 16:00:00,36.0,1.6
01/03/2021 17:00:00,44.0,1.1
01/03/2021 18:00:00,45.0,1.0
01/03/2021 19:00:00,46.0,1.2
01/03/2021 20:00:00,42.0,2.0
01/03/2021 21:00:00,36.0,2.2
01/03/2021 22:00:00,35.0,2.0
01/03/2021 23:00:00,33.0,3.0
01/04/2021 00:00:00,40.0,2.2
01/04/2021 01:00:00,47.0,1.1
01/04/2021 02:00:00,45.0,0.8
01/04/2021 03:00:00,44.0,0.6
01/04/2021 04:00:00,44.0,0.5
01/04/2021 05:00:00,43.0,0.5
01/04/2021 06:00:00,40.0,0.5
01/04/2021 07:00:00,38.0,0.5
01/04/2021 08:00:00,37.0,0.5
01/04/2021 09:00:00,35.0,0.4
01/04/2021 10:00:00,35.0,0.4
01/04/2021 11:00:00,33.0,0.5
01/04/2021 12:00:00,33.0,0.6
01/04/2021 13:00:00,22.0,0.8
01/04/2021 14:00:00,23.0,2.0
01/04/2021 15:00:00,,1.4
01/04/2021 16:00:00,38.0,1.3
01/04/2021 17:00:00,41.0,1.0
01/04/2021 18:00:00,43.0,0.6
01/04/2021 19:00:00,44.0,0.5
01/04/2021 20:00:00,43.0,0.7
01/04/2021 21:00:00,42.0,2.1
01/04/2021 22:00:00,38.0,2.3
01/04/2021 23:00:00,34.0,2.9
01/05/2021 00:00:00,33.0,2.1
01/05/2021 01:00:00,32.0,2.1
01/05/2021 02:00:00,27.0,2.4
01/05/2021 03:00:00,26.0,3.3
01/05/2021 04:00:00,31.0,2.0
01/05/2021 05:00:00,37.0,2.0
01/05/2021 06:00:00,43.0,1.1
01/05/2021 07:00:00,40.0,1.3
01/05/2021 08:00:00,40.0,1.3
01/05/2021 09:00:00,41.0,1.0
01/05/2021 10:00:00,40.0,1.1
