InstrumentName, I25 Denver
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
01/01/2021 00:00:00,,,,35.606537,,,44.984741,20.554114,5.503845
01/01/2021 00:01:00,,,,35.577096,,,44.889468,32.995263,5.433001
01/01/2021 00:02:00,,,,35.53183,,,44.489441,29.835335,6.24939
01/01/2021 00:03:00,,,,35.445587,,,44.417572,29.871588,6.034241
01/01/2021 00:04:00,,,,35.359894,,,44.300995,22.580338,6.501007
01/01/2021 00:05:00,,,,35.304688,,,44.259949,31.737899,6.019897
01/01/2021 00:06:00,,,,35.255798,,,44.423523,37.808486,4.942322
01/01/2021 00:07:00,,,,35.229156,,,44.490814,36.613969,6.99585
01/01/2021 00:08:00,,,,35.193451,,,44.294739,23.728387,4.962616
01/01/2021 00:09:00,,,,35.172028,,,44.125366,35.14776,4.81369
01/01/2021 00:10:00,,,,35.172028,,,44.185791,26.577011,4.841309
01/01/2021 00:11:00,,,,35.158844,,,44.212799,23.864652,4.253082
01/01/2021 00:12:00,,,,35.149231,,,44.086609,15.748598,5.980682
01/01/2021 00:13:00,,,,35.114349,,,44.060364,21.375656,4.768372
01/01/2021 00:14:00,,,,35.160492,,,44.104309,25.691301,4.779205
01/01/2021 00:15:00,,,,35.172302,,,44.104919,20.450517,4.229736
01/01/2021 00:16:00,,,,35.165161,,,44.210358,24.930989,4.403229
01/01/2021 00:17:00,,,,35.140991,,,44.198303,24.492032,4.078979
01/01/2021 00:18:00,,,,35.155548,,,44.172821,33.929668,5.527039
01/01/2021 00:19:00,,,,35.071503,,,44.148865,24.859085,4.446869
01/01/2021 00:20:00,,,,35.034973,,,44.23645,19.735802,4.308472
01/01/2021 00:21:00,,,,35.031403,,,44.263763,25.862255,4.259338
01/01/2021 00:22:00,,,,35.045685,,,44.372406,19.659815,3.222351
01/01/2021 00:23:00,,,,35.064361,,,44.414825,31.670049,4.512787
01/01/2021 00:24:00,,,,35.041565,,,44.259338,12.803973,6.090393
01/01/2021 00:25:00,,,,35.13028,,,44.313354,353.644626,4.346313
