InstrumentName, I-25 Globeville
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,NO2,PM2.5
01/01/2021 00:00:00,43.0,11.5
01/01/2021 01:00:00,42.0,14.5
01/01/2021 02:00:00,49.0,16.6
01/01/2021 03:00:00,51.0,23.6
01/01/2021 04:00:00,,28.5
01/01/2021 05:00:00,52.0,28.3
01/01/2021 06:00:00,51.0,29.4
01/01/2021 07:00:00,55.0,36.6
01/01/2021 08:00:00,54.0,42.1
01/01/2021 09:00:00,47.0,41.7
01/01/2021 10:00:00,41.0,28.5
01/01/2021 11:00:00,42.0,23.5
01/01/2021 12:00:00,44.0,18.1
01/01/2021 13:00:00,45.0,17.8
01/01/2021 14:00:00,43.0,13.9
01/01/2021 15:00:00,43.0,14.0
01/01/2021 16:00:00,43.0,14.6
01/01/2021 17:00:00,40.0,12.5
01/01/2021 18:00:00,21.0,4.8
01/01/2021 19:00:00,13.0,3.0
01/01/2021 20:00:00,12.0,23.6
01/01/2021 21:00:00,12.0,2.7
01/01/2021 22:00:00,8.0,2.2
01/01/2021 23:00:00,13.0,2.4
01/02/2021 00:00:00,24.0,4.7
01/02/2021 01:00:00,42.0,7.3
01/02/2021 02:00:00,42.0,8.3
01/02/2021 03:00:00,43.0,15.5
01/02/2021 04:00:00,,17.8
01/02/2021 05:00:00,43.0,16.5
01/02/2021 06:00:00,38.0,11.4
01/02/2021 07:00:00,40.0,9.9
01/02/2021 08:00:00,33.0,7.8
01/02/2021 09:00:00,28.0,5.6
01/02/2021 10:00:00,25.0,4.7
01/02/2021 11:00:00,48.0,8.9
01/02/2021 12:00:00,49.0,7.7
01/02/2021 13:00:00,54.0,9.4
01/02/2021 14:00:00,48.0,8.6
01/02/2021 15:00:00,37.0,7.1
01/02/2021 16:00:00,31.0,7.1
01/02/2021 17:00:00,27.0,6.0
01/02/2021 18:00:00,28.0,6.3
01/02/2021 19:00:00,26.0,3.4
01/02/2021 20:00:00,23.0,3.8
01/02/2021 21:00:00,15.0,2.0
01/02/2021 22:00:00,16.0,2.4
01/02/2021 23:00:00,19.0,2.9
01/03/2021 00:00:00,18.0,1.9
01/03/2021 01:00:00,22.0,1.9
01/03/2021 02:00:00,15.0,2.0
01/03/2021 03:00:00,20.0,1.4
01/03/2021 04:00:00,,1.5
01/03/2021 05:00:00,21.0,2.1
01/03/2021 06:00:00,23.0,1.5
01/03/2021 07:00:00,16.0,1.4
01/03/2021 08:00:00,8.0,1.3
01/03/2021 09:00:00,24.0,1.7
