InstrumentName, I-25 Globeville,
StartTime, 2018-08-01 00:00:00,
EndTime, 2018-08-31 23:59:59,
Date,NO2,PM2.5
08/01/2018 00:00:00.000000,15.0,4.8
08/01/2018 01:00:00.000000,8.0,4.7
08/01/2018 02:00:00.000000,14.0,4.6
08/01/2018 03:00:00.000000,17.0,4.6
08/01/2018 04:00:00.000000,30.0,4.7
08/01/2018 05:00:00.000000,,5.3
08/01/2018 06:00:00.000000,40.0,7.0
08/01/2018 07:00:00.000000,29.0,8.1
08/01/2018 08:00:00.000000,30.0,8.1
08/01/2018 09:00:00.000000,31.0,8.7
08/01/2018 10:00:00.000000,49.0,8.9
08/01/2018 11:00:00.000000,52.0,10.0
08/01/2018 12:00:00.000000,56.0,11.3
08/01/2018 13:00:00.000000,55.0,12.8
08/01/2018 14:00:00.000000,49.0,13.0
08/01/2018 15:00:00.000000,32.0,12.0
08/01/2018 16:00:00.000000,49.0,10.8
08/01/2018 17:00:00.000000,32.0,12.1
08/01/2018 18:00:00.000000,35.0,11.0
08/01/2018 19:00:00.000000,43.0,11.0
08/01/2018 20:00:00.000000,57.0,11.0
08/01/2018 21:00:00.000000,56.0,11.4
08/02/2018 00:00:00.000000,45.0,9.9
08/02/2018 01:00:00.000000,48.0,13.7
08/02/2018 02:00:00.000000,,19.8
08/02/2018 03:00:00.000000,20.0,15.5
08/02/2018 04:00:00.000000,22.0,13.9
08/02/2018 05:00:00.000000,,13.0
08/02/2018 06:00:00.000000,39.0,12.5
08/02/2018 07:00:00.000000,32.0,12.7
08/02/2018 08:00:00.000000,33.0,12.6
08/02/2018 09:00:00.000000,30.0,13.5
08/02/2018 10:00:00.000000,37.0,16.0
08/02/2018 11:00:00.000000,43.0,19.2
08/02/2018 12:00:00.000000,48.0,24.0
08/02/2018 13:00:00.000000,51.0,27.9
08/02/2018 14:00:00.000000,58.0,30.6
08/02/2018 15:00:00.000000,54.0,29.9
08/02/2018 16:00:00.000000,47.0,29.5
08/02/2018 17:00:00.000000,22.0,27.2
08/02/2018 18:00:00.000000,14.0,25.0
08/02/2018 19:00:00.000000,22.0,21.3
08/02/2018 20:00:00.000000,20.0,18.8
08/02/2018 21:00:00.000000,11.0,17.0
08/02/2018 22:00:00.000000,11.0,15.6
08/02/2018 23:00:00.000000,8.0,14.7
08/03/2018 00:00:00.000000,6.0,14.2
08/03/2018 01:00:00.000000,12.0,14.1
08/03/2018 02:00:00.000000,30.0,14.5
08/03/2018 03:00:00.000000,29.0,16.0
08/03/2018 04:00:00.000000,27.0,15.5
08/03/2018 05:00:00.000000,,14.2
08/03/2018 06:00:00.000000,20.0,13.8
08/03/2018 07:00:00.000000,23.0,13.3
08/03/2018 08:00:00.000000,20.0,13.3
08/03/2018 09:00:00.000000,29.0,11.5
08/03/2018 10:00:00.000000,39.0,11.8
08/03/2018 11:00:00.000000,51.0,12.5
08/03/2018 12:00:00.000000,60.0,13.8
08/03/2018 13:00:00.000000,59.0,18.5
08/03/2018 14:00:00.000000,62.0,20.4
08/03/2018 15:00:00.000000,39.0,21.8
08/03/2018 16:00:00.000000,26.0,19.9
08/03/2018 17:00:00.000000,29.0,17.8
08/03/2018 18:00:00.000000,29.0,16.5
08/03/2018 19:00:00.000000,,16.2
08/03/2018 20:00:00.000000,40.0,16.0
08/03/2018 21:00:00.000000,47.0,14.3
08/03/2018 22:00:00.000000,36.0,11.1
08/03/2018 23:00:00.000000,27.0,9.9
08/04/2018 00:00:00.000000,34.0,10.1
08/04/2018 01:00:00.000000,45.0,10.7
08/04/2018 02:00:00.000000,32.0,9.5
08/04/2018 03:00:00.000000,8.0,8.7
08/04/2018 04:00:00.000000,7.0,7.5
08/04/2018 05:00:00.000000,,6.3
08/04/2018 06:00:00.000000,24.0,6.0
08/04/2018 07:00:00.000000,41.0,6.1
08/04/2018 08:00:00.000000,50.0,6.1
08/04/2018 09:00:00.000000,47.0,6.9
08/04/2018 10:00:00.000000,46.0,7.6
08/04/2018 11:00:00.000000,46.0,8.4
08/04/2018 12:00:00.000000,43.0,9.4
08/04/2018 13:00:00.000000,39.0,9.9
08/04/2018 14:00:00.000000,39.0,10.3
08/04/2018 15:00:00.000000,38.0,11.2
08/04/2018 16:00:00.000000,10.0,11.4
08/04/2018 17:00:00.000000,11.0,11.0
08/04/2018 18:00:00.000000,6.0,11.0
08/04/2018 19:00:00.000000,17.0,10.2
08/04/2018 20:00:00.000000,10.0,9.3
08/04/2018 21:00:00.000000,10.0,8.7
08/04/2018 22:00:00.000000,6.0,8.3
08/04/2018 23:00:00.000000,5.0,7.3
08/05/2018 00:00:00.000000,7.0,7.0
08/05/2018 01:00:00.000000,10.0,6.8
08/05/2018 02:00:00.000000,19.0,6.7
08/05/2018 03:00:00.000000,13.0,6.9
08/05/2018 04:00:00.000000,20.0,6.0
08/05/2018 05:00:00.000000,,5.9
08/05/2018 06:00:00.000000,19.0,7.3
08/05/2018 07:00:00.000000,12.0,7.8
08/05/2018 08:00:00.000000,18.0,7.8
08/05/2018 09:00:00.000000,30.0,9.2
08/05/2018 10:00:00.000000,33.0,11.2
08/05/2018 11:00:00.000000,30.0,13.1
08/05/2018 12:00:00.000000,26.0,14.2
08/05/2018 13:00:00.000000,36.0,15.8
08/05/2018 14:00:00.000000,28.0,14.1
08/05/2018 15:00:00.000000,32.0,13.5
08/05/2018 16:00:00.000000,18.0,13.1
08/05/2018 17:00:00.000000,9.0,11.5
08/05/2018 18:00:00.000000,15.0,9.1
08/05/2018 19:00:00.000000,17.0,7.6
08/05/2018 20:00:00.000000,11.0,6.8
08/05/2018 21:00:00.000000,14.0,6.2
08/05/2018 22:00:00.000000,5.0,5.8
08/05/2018 23:00:00.000000,3.0,4.9
08/06/2018 00:00:00.000000,6.0,4.3
08/06/2018 01:00:00.000000,19.0,4.0
08/06/2018 02:00:00.000000,19.0,5.6
08/06/2018 03:00:00.000000,16.0,10.4
08/06/2018 04:00:00.000000,15.0,13.5
08/06/2018 05:00:00.000000,,13.3
08/06/2018 06:00:00.000000,9.0,11.4
08/06/2018 07:00:00.000000,11.0,11.3
08/06/2018 08:00:00.000000,10.0,11.3
08/06/2018 09:00:00.000000,8.0,8.8
08/06/2018 10:00:00.000000,15.0,8.2
08/06/2018 11:00:00.000000,18.0,8.3
08/06/2018 12:00:00.000000,45.0,10.2
08/06/2018 13:00:00.000000,43.0,12.4
08/06/2018 14:00:00.000000,26.0,12.5
08/06/2018 15:00:00.000000,15.0,12.4
08/06/2018 16:00:00.000000,16.0,12.5
08/06/2018 17:00:00.000000,19.0,12.8
08/06/2018 18:00:00.000000,31.0,14.0
08/06/2018 19:00:00.000000,29.0,13.4
08/06/2018 20:00:00.000000,30.0,12.4
08/06/2018 21:00:00.000000,13.0,11.8
08/06/2018 22:00:00.000000,7.0,10.0
08/06/2018 23:00:00.000000,7.0,8.5
08/07/2018 00:00:00.000000,7.0,7.5
08/07/2018 01:00:00.000000,6.0,10.0
08/07/2018 02:00:00.000000,8.0,11.3
08/07/2018 03:00:00.000000,5.0,11.2
08/07/2018 04:00:00.000000,13.0,11.4
08/07/2018 05:00:00.000000,,11.4
08/07/2018 06:00:00.000000,12.0,11.8
08/07/2018 07:00:00.000000,26.0,12.7
08/07/2018 08:00:00.000000,29.0,13.1
08/07/2018 09:00:00.000000,25.0,12.9
08/07/2018 10:00:00.000000,24.0,12.7
08/07/2018 11:00:00.000000,36.0,13.2
08/07/2018 12:00:00.000000,39.0,14.5
08/07/2018 13:00:00.000000,43.0,17.8
08/07/2018 14:00:00.000000,39.0,19.1
08/07/2018 15:00:00.000000,46.0,18.3
08/07/2018 16:00:00.000000,34.0,17.8
08/07/2018 17:00:00.000000,28.0,17.6
08/07/2018 18:00:00.000000,21.0,16.5
08/07/2018 19:00:00.000000,11.0,14.9
08/07/2018 20:00:00.000000,14.0,12.4
08/07/2018 21:00:00.000000,10.0,11.3
08/07/2018 22:00:00.000000,5.0,10.5
08/07/2018 23:00:00.000000,7.0,9.3
08/08/2018 00:00:00.000000,14.0,7.7
08/08/2018 01:00:00.000000,6.0,7.4
08/08/2018 02:00:00.000000,9.0,8.6
08/08/2018 03:00:00.000000,23.0,8.1
08/08/2018 04:00:00.000000,10.0,7.4
08/08/2018 05:00:00.000000,,8.6
08/08/2018 06:00:00.000000,39.0,9.3
08/08/2018 07:00:00.000000,33.0,11.0
08/08/2018 08:00:00.000000,29.0,11.4
08/08/2018 09:00:00.000000,30.0,12.5
08/08/2018 10:00:00.000000,28.0,13.6
08/08/2018 11:00:00.000000,31.0,15.4
08/08/2018 12:00:00.000000,42.0,18.3
08/08/2018 13:00:00.000000,38.0,19.0
08/08/2018 14:00:00.000000,33.0,18.2
08/08/2018 15:00:00.000000,16.0,18.3
08/08/2018 16:00:00.000000,20.0,16.7
08/08/2018 17:00:00.000000,38.0,11.7
08/08/2018 18:00:00.000000,32.0,9.8
08/08/2018 19:00:00.000000,37.0,8.9
08/08/2018 20:00:00.000000,31.0,8.7
08/08/2018 21:00:00.000000,16.0,8.4
08/08/2018 22:00:00.000000,12.0,7.7
08/08/2018 23:00:00.000000,14.0,7.2
