InstrumentName, APCD B,,
StartTime, 2018-08-01 00:00:00,,
EndTime, 2018-08-31 23:59:59,,
Date,PM2.5,humidity,temp_f
08/01/2018 00:01:12.430000,6.46,11.0,96.0
08/01/2018 00:03:52.523333,6.83,11.0,95.0
08/01/2018 00:05:12.673333,6.74,11.0,95.0
08/01/2018 00:07:52.493333,6.33,11.0,96.0
08/01/2018 00:09:12.500000,6.38,11.0,96.0
08/01/2018 00:11:52.643333,6.6,11.0,96.0
08/01/2018 00:13:12.503333,6.47,11.0,96.0
08/01/2018 00:15:52.470000,6.68,11.0,95.0
08/01/2018 00:17:12.466666,7.12,11.0,95.0
08/01/2018 00:19:52.530000,6.85,12.0,95.0
08/01/2018 00:21:12.463333,6.57,12.0,96.0
08/01/2018 00:23:53.260000,7.1,11.0,96.0
08/01/2018 00:25:12.496666,6.34,11.0,96.0
08/01/2018 00:27:52.416666,7.05,11.0,96.0
08/01/2018 00:29:12.406666,8.0,11.0,96.0
08/01/2018 00:31:52.820000,7.56,11.0,96.0
08/01/2018 00:33:12.783333,6.87,12.0,96.0
08/01/2018 00:35:52.456666,6.63,11.0,96.0
08/01/2018 00:37:12.580000,7.28,11.0,96.0
08/01/2018 00:39:52.413333,7.71,11.0,97.0
08/01/2018 00:41:12.476666,6.07,11.0,97.0
08/01/2018 00:43:52.563333,7.5,11.0,96.0
08/01/2018 00:45:12.566666,6.62,11.0,96.0
08/01/2018 00:47:52.460000,6.61,11.0,96.0
08/01/2018 00:49:12.480000,7.85,11.0,96.0
08/01/2018 00:51:52.476666,7.17,11.0,96.0
08/01/2018 00:53:13.073333,7.12,11.0,96.0
08/01/2018 00:55:52.616666,8.07,11.0,96.0
08/01/2018 00:57:12.476666,9.14,11.0,96.0
08/01/2018 00:59:52.446666,7.48,12.0,96.0
08/01/2018 01:01:13.080000,7.11,12.0,96.0
08/01/2018 01:03:52.776666,8.46,12.0,96.0
08/01/2018 01:05:12.436666,7.31,12.0,96.0
08/01/2018 01:07:52.676666,7.21,12.0,95.0
08/01/2018 01:09:12.463333,7.62,12.0,95.0
08/01/2018 01:11:52.553333,7.29,12.0,95.0
08/01/2018 01:13:12.596666,8.39,12.0,95.0
08/01/2018 01:15:52.490000,7.6,12.0,94.0
08/01/2018 01:17:12.526666,7.9,12.0,94.0
08/01/2018 01:19:52.596666,7.83,13.0,93.0
08/01/2018 01:21:12.436666,8.41,13.0,93.0
08/01/2018 01:23:52.400000,7.29,13.0,92.0
08/01/2018 01:25:12.586666,7.7,13.0,92.0
08/01/2018 01:27:53.280000,8.15,13.0,92.0
08/01/2018 01:29:12.653333,7.6,13.0,92.0
08/01/2018 01:31:52.446666,8.44,14.0,92.0
08/01/2018 01:33:12.923333,7.38,14.0,91.0
08/01/2018 01:35:52.496666,8.0,13.0,91.0
08/01/2018 01:37:12.446666,6.74,13.0,91.0
08/01/2018 01:39:52.833333,6.9,13.0,90.0
08/01/2018 01:41:12.566666,7.17,14.0,89.0
08/01/2018 01:43:52.613333,6.24,14.0,89.0
08/01/2018 01:45:13.270000,6.55,14.0,89.0
08/01/2018 01:47:52.700000,5.83,14.0,88.0
08/01/2018 01:49:12.466666,6.78,14.0,88.0
08/01/2018 01:51:52.483333,6.35,14.0,88.0
08/01/2018 01:53:12.480000,5.75,14.0,87.0
08/01/2018 01:55:52.416666,7.6,15.0,87.0
08/01/2018 01:57:12.496666,7.12,15.0,87.0
08/01/2018 01:59:52.470000,7.07,15.0,86.0
08/01/2018 02:01:12.470000,7.22,15.0,86.0
08/01/2018 02:03:52.613333,7.56,15.0,86.0
08/01/2018 02:05:12.413333,6.68,15.0,86.0
08/01/2018 02:07:52.503333,5.62,14.0,85.0
08/01/2018 02:09:12.496666,5.24,14.0,85.0
08/01/2018 02:11:52.433333,6.85,14.0,85.0
08/01/2018 02:13:12.486666,6.8,14.0,85.0
08/01/2018 02:15:52.433333,6.26,15.0,85.0
08/01/2018 02:17:12.416666,6.56,15.0,85.0
08/01/2018 02:19:52.456666,6.61,15.0,85.0
08/01/2018 02:21:12.466666,6.73,15.0,84.0
08/01/2018 02:23:52.490000,6.02,15.0,84.0
08/01/2018 02:25:12.483333,6.74,15.0,84.0
08/01/2018 02:27:52.426666,6.61,16.0,84.0
08/01/2018 02:29:12.520000,7.34,16.0,84.0
08/01/2018 02:31:52.430000,7.76,16.0,84.0
08/01/2018 02:33:12.513333,7.2,16.0,84.0
08/01/2018 02:35:52.466666,6.07,16.0,84.0
08/01/2018 02:37:12.440000,6.17,17.0,83.0
08/01/2018 02:39:52.523333,6.29,17.0,83.0
08/01/2018 02:41:12.460000,5.45,17.0,83.0
08/01/2018 02:43:52.790000,6.57,17.0,83.0
08/01/2018 02:45:13.476666,6.83,17.0,83.0
08/01/2018 02:47:52.630000,6.24,17.0,83.0
08/01/2018 02:49:12.536666,6.44,17.0,82.0
08/01/2018 02:51:52.506666,6.3,17.0,82.0
08/01/2018 02:53:12.563333,6.68,17.0,82.0
08/01/2018 02:55:52.506666,7.64,18.0,82.0
08/01/2018 02:57:12.666666,7.88,18.0,82.0
08/01/2018 02:59:52.763333,6.4,18.0,82.0
08/01/2018 03:01:12.510000,7.71,18.0,82.0
08/01/2018 03:03:52.740000,6.69,18.0,82.0
08/01/2018 03:05:12.660000,6.53,18.0,82.0
08/01/2018 03:07:53.520000,6.0,18.0,82.0
08/01/2018 03:09:12.570000,6.9,18.0,82.0
08/01/2018 03:11:52.500000,6.52,18.0,82.0
08/01/2018 03:13:12.473333,6.03,18.0,81.0
08/01/2018 03:15:52.513333,6.46,18.0,81.0
08/01/2018 03:17:12.710000,6.53,18.0,81.0
08/01/2018 03:19:52.563333,6.6,18.0,81.0
08/01/2018 03:21:12.536666,6.37,18.0,81.0
08/01/2018 03:23:52.676666,6.67,18.0,81.0
08/01/2018 03:25:12.466666,7.1,19.0,81.0
08/01/2018 03:27:52.510000,6.74,19.0,81.0
08/01/2018 03:29:12.476666,7.3,19.0,81.0
08/01/2018 03:31:52.536666,6.74,18.0,81.0
08/01/2018 03:33:12.506666,6.22,19.0,81.0
08/01/2018 03:35:52.576666,5.95,19.0,80.0
08/01/2018 03:37:12.573333,6.43,19.0,80.0
08/01/2018 03:39:52.600000,6.93,19.0,80.0
08/01/2018 03:41:12.580000,7.5,19.0,80.0
08/01/2018 03:43:52.506666,6.69,19.0,80.0
08/01/2018 03:45:12.560000,7.48,19.0,80.0
08/01/2018 03:47:52.576666,7.2,20.0,79.0
08/01/2018 03:49:12.530000,7.12,20.0,79.0
08/01/2018 03:51:52.843333,6.9,20.0,79.0
08/01/2018 03:53:12.530000,6.98,20.0,79.0
08/01/2018 03:55:52.496666,6.4,20.0,79.0
08/01/2018 03:57:12.623333,6.02,20.0,79.0
08/01/2018 03:59:52.686666,6.83,20.0,79.0
08/01/2018 04:01:12.503333,6.39,21.0,78.0
08/01/2018 04:03:52.553333,7.5,21.0,78.0
08/01/2018 04:05:12.516666,7.36,22.0,77.0
08/01/2018 04:07:52.593333,6.95,22.0,77.0
08/01/2018 04:09:12.556666,7.51,22.0,77.0
08/01/2018 04:11:52.513333,7.53,22.0,77.0
08/01/2018 04:13:12.570000,7.34,23.0,77.0
08/01/2018 04:15:52.523333,6.98,23.0,77.0
08/01/2018 04:17:12.563333,7.1,22.0,77.0
08/01/2018 04:19:52.620000,7.32,23.0,77.0
08/01/2018 04:21:12.523333,6.29,23.0,77.0
08/01/2018 04:23:52.470000,9.07,24.0,76.0
08/01/2018 04:25:12.546666,9.63,25.0,75.0
08/01/2018 04:27:52.556666,7.9,25.0,75.0
08/01/2018 04:29:12.473333,8.07,25.0,75.0
08/01/2018 04:31:52.520000,7.24,25.0,75.0
08/01/2018 04:33:12.490000,7.57,25.0,75.0
08/01/2018 04:35:52.546666,7.16,26.0,75.0
08/01/2018 04:37:12.956666,9.05,26.0,75.0
08/01/2018 04:39:52.666666,8.1,26.0,75.0
08/01/2018 04:41:12.546666,8.32,26.0,75.0
08/01/2018 04:43:52.543333,8.29,26.0,74.0
08/01/2018 04:45:12.496666,7.56,27.0,74.0
08/01/2018 04:47:52.760000,8.57,27.0,74.0
08/01/2018 04:49:12.510000,9.14,27.0,74.0
08/01/2018 04:51:52.736666,8.62,27.0,73.0
08/01/2018 04:53:12.660000,9.29,28.0,73.0
08/01/2018 04:55:52.596666,8.17,29.0,73.0
08/01/2018 04:57:12.683333,9.49,29.0,73.0
08/01/2018 04:59:52.540000,9.17,29.0,72.0
08/01/2018 05:01:12.863333,9.41,29.0,72.0
08/01/2018 05:03:52.540000,10.14,30.0,73.0
08/01/2018 05:05:12.580000,9.07,30.0,73.0
08/01/2018 05:07:52.590000,9.64,30.0,72.0
08/01/2018 05:09:12.540000,9.77,30.0,72.0
08/01/2018 05:11:52.603333,9.19,31.0,72.0
08/01/2018 05:13:12.790000,10.48,32.0,72.0
08/01/2018 05:15:52.683333,10.02,33.0,72.0
08/01/2018 05:17:12.626666,10.9,33.0,72.0
08/01/2018 05:19:52.536666,11.18,34.0,72.0
08/01/2018 05:21:12.523333,10.98,34.0,72.0
