InstrumentName, The GrowHaus,,
StartTime, 2018-08-01 00:00:00,,
EndTime, 2018-08-31 23:59:59,,
Date,PM2.5,humidity,temp_f
08/28/2018 19:57:29.883333,9.24,21.0,117.33333333333333
08/28/2018 19:58:49.953333,10.1,21.0,118.66666666666667
08/28/2018 20:01:29.823333,7.49,21.0,118.66666666666667
08/28/2018 20:02:50.010000,8.33,21.0,117.33333333333333
08/28/2018 20:05:29.780000,9.4,22.0,117.33333333333333
08/28/2018 20:06:49.770000,8.83,22.0,117.33333333333333
08/28/2018 20:09:30.026666,9.0,22.0,117.33333333333333
08/28/2018 20:10:49.806666,7.4,22.0,117.33333333333333
08/28/2018 20:13:30.073333,7.47,22.0,117.33333333333333
08/28/2018 20:14:49.896666,8.36,22.0,117.33333333333333
08/28/2018 20:17:29.896666,8.43,22.0,118.66666666666667
08/28/2018 20:18:50.016666,9.24,22.0,117.33333333333333
08/28/2018 20:21:29.813333,9.1,22.0,118.66666666666667
08/28/2018 20:22:49.823333,8.73,22.0,117.33333333333333
08/28/2018 20:25:29.800000,7.74,22.0,117.33333333333333
08/28/2018 20:26:49.900000,8.93,22.0,117.33333333333333
08/28/2018 20:29:29.790000,9.25,22.0,117.33333333333333
08/28/2018 20:30:49.823333,8.05,22.0,117.33333333333333
08/28/2018 20:33:29.906666,8.93,22.0,117.33333333333333
08/28/2018 20:34:49.900000,7.6,22.0,117.33333333333333
08/28/2018 20:37:29.980000,9.55,22.0,117.33333333333333
08/28/2018 20:38:49.880000,10.1,22.0,117.33333333333333
08/28/2018 20:41:29.930000,9.43,22.0,116.0
08/28/2018 20:42:49.793333,8.33,23.0,116.0
08/28/2018 20:45:30.213333,9.19,23.0,116.0
08/28/2018 20:46:49.986666,7.83,23.0,116.0
08/28/2018 20:49:29.850000,9.23,23.0,116.0
08/28/2018 20:50:49.833333,9.24,23.0,116.0
08/28/2018 20:53:30.176666,8.27,23.0,116.0
08/28/2018 20:54:49.846666,9.45,23.0,116.0
08/28/2018 20:57:29.920000,9.29,23.0,116.0
08/28/2018 21:00:10.050000,13.93,23.0,116.0
08/28/2018 21:01:29.853333,10.55,23.0,116.0
08/28/2018 21:02:49.863333,11.43,23.0,116.0
08/28/2018 21:05:30.140000,11.4,23.0,114.66666666666667
08/28/2018 21:06:49.950000,9.92,24.0,114.66666666666667
08/28/2018 21:09:30.046666,10.88,24.0,114.66666666666667
08/28/2018 21:10:49.823333,9.88,24.0,114.66666666666667
08/28/2018 21:13:30.080000,10.88,24.0,114.66666666666667
08/28/2018 21:14:49.966666,12.37,24.0,114.66666666666667
08/28/2018 21:17:30.406666,10.34,24.0,114.66666666666667
08/28/2018 21:18:50.080000,9.26,24.0,114.66666666666667
08/28/2018 21:21:30.853333,10.49,24.0,114.66666666666667
08/28/2018 21:22:49.896666,12.05,24.0,114.66666666666667
08/28/2018 21:25:29.896666,9.67,24.0,114.66666666666667
08/28/2018 21:26:50.810000,11.74,24.0,114.66666666666667
08/28/2018 21:29:30.210000,10.79,24.0,114.66666666666667
08/28/2018 21:30:49.936666,11.27,24.0,113.33333333333333
08/28/2018 21:33:30.110000,11.0,25.0,113.33333333333333
08/28/2018 21:34:49.873333,10.7,25.0,113.33333333333333
08/28/2018 21:37:29.853333,12.12,25.0,113.33333333333333
08/28/2018 21:38:49.983333,11.95,25.0,113.33333333333333
08/28/2018 21:41:29.850000,11.95,25.0,113.33333333333333
08/28/2018 21:42:50.083333,12.4,25.0,113.33333333333333
08/28/2018 21:45:29.893333,11.22,25.0,112.0
08/28/2018 21:46:50.086666,11.48,25.0,112.0
08/28/2018 21:49:29.986666,10.76,25.0,113.33333333333333
08/28/2018 21:50:49.923333,10.59,25.0,113.33333333333333
08/28/2018 21:53:30.126666,12.0,25.0,113.33333333333333
08/28/2018 21:54:49.926666,13.02,25.0,113.33333333333333
08/28/2018 21:57:29.950000,10.86,25.0,113.33333333333333
08/28/2018 21:58:49.896666,11.29,25.0,113.33333333333333
08/28/2018 22:01:29.980000,10.19,25.0,112.0
08/28/2018 22:02:50.126666,11.0,25.0,112.0
08/28/2018 22:05:30.320000,8.62,25.0,112.0
08/28/2018 22:06:49.873333,9.66,25.0,112.0
08/28/2018 22:09:29.936666,10.2,26.0,112.0
08/28/2018 22:10:50.020000,12.54,26.0,112.0
08/28/2018 22:13:30.010000,9.98,26.0,112.0
08/28/2018 22:14:49.986666,10.69,26.0,112.0
08/28/2018 22:17:30.176666,9.77,26.0,112.0
08/28/2018 22:18:49.940000,9.68,26.0,112.0
08/28/2018 22:21:30.006666,10.31,26.0,112.0
08/28/2018 22:22:50.036666,9.82,26.0,112.0
08/28/2018 22:25:29.980000,10.31,26.0,112.0
08/28/2018 22:26:49.983333,10.93,26.0,112.0
08/28/2018 22:29:29.896666,8.23,25.0,112.0
08/28/2018 22:30:50.106666,8.49,26.0,112.0
08/28/2018 22:33:29.926666,8.71,26.0,112.0
08/28/2018 22:34:50.006666,10.4,26.0,112.0
08/28/2018 22:37:29.940000,9.1,26.0,110.66666666666667
08/28/2018 22:40:09.920000,8.73,26.0,110.66666666666667
08/28/2018 22:41:30.056666,8.86,26.0,110.66666666666667
08/28/2018 22:42:49.940000,7.79,27.0,110.66666666666667
08/28/2018 22:45:29.943333,16.9,27.0,110.66666666666667
08/28/2018 22:46:49.963333,9.95,26.0,110.66666666666667
08/28/2018 22:49:29.926666,8.6,27.0,110.66666666666667
08/28/2018 22:50:49.946666,10.63,27.0,110.66666666666667
08/28/2018 22:53:29.923333,8.4,26.0,110.66666666666667
08/28/2018 22:54:51.116666,8.5,26.0,110.66666666666667
08/28/2018 22:57:30.076666,8.5,26.0,110.66666666666667
08/28/2018 22:58:49.940000,8.73,26.0,110.66666666666667
08/28/2018 23:01:30.066666,8.44,26.0,110.66666666666667
08/28/2018 23:02:49.936666,9.24,26.0,110.66666666666667
08/28/2018 23:05:29.926666,8.56,26.0,110.66666666666667
08/28/2018 23:06:50.050000,8.21,26.0,110.66666666666667
08/28/2018 23:09:30.036666,7.41,27.0,110.66666666666667
08/28/2018 23:10:50.006666,7.9,27.0,110.66666666666667
08/28/2018 23:13:29.943333,8.61,27.0,110.66666666666667
08/28/2018 23:14:49.963333,8.44,27.0,110.66666666666667
08/28/2018 23:17:30.123333,9.52,27.0,112.0
08/28/2018 23:18:50.083333,8.41,27.0,112.0
08/28/2018 23:21:30.056666,8.14,27.0,112.0
08/28/2018 23:22:49.983333,8.44,26.0,110.66666666666667
08/28/2018 23:25:29.950000,7.67,26.0,110.66666666666667
08/28/2018 23:26:49.993333,8.84,26.0,110.66666666666667
08/28/2018 23:29:29.943333,7.17,27.0,110.66666666666667
08/28/2018 23:30:49.956666,7.26,26.0,110.66666666666667
08/28/2018 23:33:30.026666,7.9,26.0,110.66666666666667
08/28/2018 23:34:49.973333,9.0,26.0,110.66666666666667
08/28/2018 23:37:30.216666,8.5,26.0,110.66666666666667
08/28/2018 23:38:49.973333,8.46,26.0,110.66666666666667
08/28/2018 23:41:30.076666,7.81,26.0,110.66666666666667
08/28/2018 23:42:50.186666,9.05,26.0,110.66666666666667
08/28/2018 23:45:30.093333,10.32,26.0,110.66666666666667
08/28/2018 23:46:50.110000,9.6,27.0,110.66666666666667
08/28/2018 23:49:30.046666,8.07,27.0,109.33333333333333
08/28/2018 23:50:50.006666,8.5,27.0,109.33333333333333
08/28/2018 23:53:30.006666,8.18,27.0,109.33333333333333
08/28/2018 23:54:50.123333,8.4,27.0,109.33333333333333
08/28/2018 23:57:29.980000,9.0,27.0,109.33333333333333
08/28/2018 23:58:50.103333,8.95,28.0,109.33333333333333
08/29/2018 00:01:30.010000,9.31,28.0,109.33333333333333
08/29/2018 00:02:50.016666,8.3,28.0,109.33333333333333
08/29/2018 00:05:30.130000,8.6,28.0,109.33333333333333
08/29/2018 00:06:50.033333,9.81,28.0,109.33333333333333
08/29/2018 00:09:30.023333,9.0,28.0,108.0
08/29/2018 00:10:50.060000,10.24,28.0,109.33333333333333
08/29/2018 00:13:30.016666,9.31,28.0,108.0
08/29/2018 00:14:50.093333,7.93,28.0,108.0
08/29/2018 00:17:30.166666,9.62,28.0,108.0
08/29/2018 00:18:50.043333,8.9,28.0,108.0
08/29/2018 00:21:30.223333,10.29,28.0,108.0
08/29/2018 00:22:50.160000,10.46,28.0,108.0
08/29/2018 00:25:30.006666,9.95,28.0,108.0
08/29/2018 00:26:50.110000,9.86,29.0,108.0
08/29/2018 00:29:30.146666,10.36,28.0,108.0
08/29/2018 00:30:50.013333,12.46,28.0,108.0
08/29/2018 00:33:30.040000,10.05,28.0,108.0
08/29/2018 00:34:50.116666,10.07,28.0,108.0
08/29/2018 00:37:30.003333,11.17,28.0,108.0
08/29/2018 00:38:50.126666,9.83,28.0,108.0
08/29/2018 00:41:30.183333,9.45,28.0,108.0
08/29/2018 00:42:50.003333,10.6,29.0,108.0
08/29/2018 00:45:30.006666,9.95,29.0,108.0
08/29/2018 00:46:50.013333,9.58,29.0,108.0
08/29/2018 00:49:30.040000,9.76,29.0,108.0
08/29/2018 00:50:50.126666,10.31,29.0,106.66666666666667
