InstrumentName, Chatfield Park,
StartTime, 2018-08-01 00:00:00,
EndTime, 2018-08-31 23:59:59,
Date,O3,PM2.5
08/01/2018 00:00:00.000000,74.0,7.5
08/01/2018 01:00:00.000000,73.0,7.6
08/01/2018 02:00:00.000000,67.0,15.4
08/01/2018 03:00:00.000000,63.0,12.5
08/01/2018 04:00:00.000000,54.0,9.6
08/01/2018 05:00:00.000000,51.0,8.2
08/01/2018 06:00:00.000000,45.0,8.2
08/01/2018 07:00:00.000000,43.0,7.6
08/01/2018 08:00:00.000000,42.0,7.6
08/01/2018 09:00:00.000000,42.0,7.9
08/01/2018 10:00:00.000000,43.0,8.0
08/01/2018 11:00:00.000000,39.0,8.2
08/01/2018 12:00:00.000000,37.0,8.6
08/01/2018 13:00:00.000000,36.0,8.9
08/01/2018 14:00:00.000000,35.0,9.1
08/01/2018 15:00:00.000000,39.0,9.2
08/01/2018 16:00:00.000000,54.0,9.2
08/01/2018 17:00:00.000000,52.0,9.2
08/01/2018 18:00:00.000000,68.0,9.4
08/01/2018 19:00:00.000000,64.0,10.2
08/01/2018 20:00:00.000000,69.0,10.3
08/01/2018 21:00:00.000000,70.0,10.2
08/02/2018 00:00:00.000000,67.0,14.5
08/02/2018 01:00:00.000000,63.0,21.9
08/02/2018 02:00:00.000000,59.0,26.2
08/02/2018 03:00:00.000000,56.0,20.8
08/02/2018 04:00:00.000000,52.0,15.5
08/02/2018 05:00:00.000000,48.0,13.2
08/02/2018 06:00:00.000000,45.0,11.8
08/02/2018 07:00:00.000000,40.0,11.2
08/02/2018 08:00:00.000000,40.0,11.2
08/02/2018 09:00:00.000000,34.0,11.5
08/02/2018 10:00:00.000000,31.0,12.1
08/02/2018 11:00:00.000000,32.0,14.3
08/02/2018 12:00:00.000000,32.0,20.5
08/02/2018 13:00:00.000000,34.0,24.1
08/02/2018 14:00:00.000000,39.0,28.4
08/02/2018 15:00:00.000000,45.0,30.1
08/02/2018 16:00:00.000000,57.0,30.2
08/02/2018 17:00:00.000000,65.0,30.3
08/02/2018 18:00:00.000000,70.0,29.2
08/02/2018 19:00:00.000000,71.0,27.0
08/02/2018 20:00:00.000000,76.0,25.9
08/02/2018 21:00:00.000000,79.0,25.3
08/02/2018 22:00:00.000000,82.0,25.1
08/02/2018 23:00:00.000000,83.0,26.0
08/03/2018 00:00:00.000000,81.0,25.7
08/03/2018 01:00:00.000000,78.0,25.5
08/03/2018 02:00:00.000000,76.0,26.0
08/03/2018 03:00:00.000000,74.0,24.0
08/03/2018 04:00:00.000000,73.0,20.9
08/03/2018 05:00:00.000000,71.0,17.2
08/03/2018 06:00:00.000000,66.0,14.7
08/03/2018 07:00:00.000000,65.0,13.7
08/03/2018 08:00:00.000000,62.0,13.7
08/03/2018 09:00:00.000000,62.0,14.4
08/03/2018 10:00:00.000000,58.0,15.0
08/03/2018 11:00:00.000000,57.0,16.2
08/03/2018 12:00:00.000000,57.0,18.2
08/03/2018 13:00:00.000000,56.0,24.3
08/03/2018 14:00:00.000000,52.0,25.6
08/03/2018 15:00:00.000000,51.0,22.9
08/03/2018 16:00:00.000000,53.0,21.0
08/03/2018 17:00:00.000000,59.0,19.6
08/03/2018 18:00:00.000000,61.0,18.9
08/03/2018 19:00:00.000000,69.0,19.7
08/03/2018 20:00:00.000000,65.0,15.9
08/03/2018 21:00:00.000000,65.0,14.4
08/03/2018 22:00:00.000000,62.0,15.1
08/03/2018 23:00:00.000000,61.0,13.1
08/04/2018 00:00:00.000000,57.0,10.5
08/04/2018 01:00:00.000000,54.0,9.1
08/04/2018 02:00:00.000000,52.0,8.1
08/04/2018 03:00:00.000000,55.0,6.8
08/04/2018 04:00:00.000000,56.0,6.2
08/04/2018 05:00:00.000000,57.0,6.6
08/04/2018 06:00:00.000000,57.0,6.6
08/04/2018 07:00:00.000000,56.0,6.6
08/04/2018 08:00:00.000000,57.0,6.8
08/04/2018 09:00:00.000000,55.0,7.5
08/04/2018 10:00:00.000000,53.0,8.2
08/04/2018 11:00:00.000000,52.0,8.0
08/04/2018 12:00:00.000000,51.0,8.6
08/04/2018 13:00:00.000000,50.0,9.6
08/04/2018 14:00:00.000000,50.0,11.5
08/04/2018 15:00:00.000000,51.0,12.6
08/04/2018 16:00:00.000000,52.0,14.3
08/04/2018 17:00:00.000000,54.0,15.9
08/04/2018 18:00:00.000000,54.0,15.0
08/04/2018 19:00:00.000000,54.0,13.7
08/04/2018 20:00:00.000000,55.0,13.1
08/04/2018 21:00:00.000000,54.0,12.6
08/04/2018 22:00:00.000000,53.0,11.8
08/04/2018 23:00:00.000000,54.0,10.6
08/05/2018 00:00:00.000000,53.0,10.7
08/05/2018 01:00:00.000000,53.0,10.3
08/05/2018 02:00:00.000000,51.0,9.2
08/05/2018 03:00:00.000000,50.0,7.4
08/05/2018 04:00:00.000000,47.0,8.4
08/05/2018 05:00:00.000000,47.0,9.8
08/05/2018 06:00:00.000000,44.0,9.6
08/05/2018 07:00:00.000000,44.0,10.2
08/05/2018 08:00:00.000000,42.0,10.8
08/05/2018 09:00:00.000000,41.0,11.8
08/05/2018 10:00:00.000000,40.0,12.9
08/05/2018 11:00:00.000000,39.0,13.6
08/05/2018 12:00:00.000000,36.0,13.9
08/05/2018 13:00:00.000000,35.0,14.9
08/05/2018 14:00:00.000000,33.0,15.0
08/05/2018 15:00:00.000000,34.0,13.3
08/05/2018 16:00:00.000000,34.0,12.3
08/05/2018 17:00:00.000000,38.0,11.9
08/05/2018 18:00:00.000000,46.0,11.6
08/05/2018 19:00:00.000000,50.0,11.1
08/05/2018 20:00:00.000000,64.0,10.6
08/05/2018 21:00:00.000000,62.0,10.4
08/05/2018 22:00:00.000000,71.0,10.1
08/05/2018 23:00:00.000000,65.0,9.0
08/06/2018 00:00:00.000000,62.0,8.2
08/06/2018 01:00:00.000000,59.0,7.8
08/06/2018 02:00:00.000000,53.0,9.7
08/06/2018 03:00:00.000000,52.0,13.1
08/06/2018 04:00:00.000000,51.0,15.8
08/06/2018 05:00:00.000000,50.0,16.1
08/06/2018 06:00:00.000000,47.0,14.7
08/06/2018 07:00:00.000000,47.0,12.9
08/06/2018 08:00:00.000000,46.0,11.2
08/06/2018 09:00:00.000000,42.0,10.3
08/06/2018 10:00:00.000000,38.0,10.5
08/06/2018 11:00:00.000000,33.0,11.0
08/06/2018 12:00:00.000000,31.0,11.4
08/06/2018 13:00:00.000000,24.0,11.8
08/06/2018 14:00:00.000000,28.0,12.8
08/06/2018 15:00:00.000000,32.0,12.3
08/06/2018 16:00:00.000000,43.0,11.7
08/06/2018 17:00:00.000000,41.0,12.0
08/06/2018 18:00:00.000000,50.0,12.3
08/06/2018 19:00:00.000000,53.0,12.3
08/06/2018 20:00:00.000000,59.0,12.1
08/06/2018 21:00:00.000000,61.0,11.9
08/06/2018 22:00:00.000000,63.0,11.2
08/06/2018 23:00:00.000000,64.0,10.3
08/07/2018 00:00:00.000000,63.0,10.0
08/07/2018 01:00:00.000000,59.0,11.3
08/07/2018 02:00:00.000000,55.0,11.2
08/07/2018 03:00:00.000000,52.0,11.4
08/07/2018 04:00:00.000000,50.0,11.6
08/07/2018 05:00:00.000000,49.0,11.3
08/07/2018 06:00:00.000000,44.0,10.7
08/07/2018 07:00:00.000000,41.0,10.4
08/07/2018 08:00:00.000000,39.0,10.6
08/07/2018 09:00:00.000000,35.0,10.7
08/07/2018 10:00:00.000000,32.0,10.8
08/07/2018 11:00:00.000000,29.0,10.7
08/07/2018 12:00:00.000000,25.0,11.1
08/07/2018 13:00:00.000000,26.0,11.3
08/07/2018 14:00:00.000000,25.0,11.8
08/07/2018 15:00:00.000000,25.0,12.0
08/07/2018 16:00:00.000000,,13.5
08/07/2018 17:00:00.000000,,15.6
08/07/2018 18:00:00.000000,63.0,15.6
08/07/2018 19:00:00.000000,66.0,14.9
08/07/2018 20:00:00.000000,69.0,14.8
08/07/2018 21:00:00.000000,64.0,14.7
08/07/2018 22:00:00.000000,64.0,11.3
08/07/2018 23:00:00.000000,63.0,9.5
08/08/2018 00:00:00.000000,61.0,8.7
08/08/2018 01:00:00.000000,60.0,9.0
08/08/2018 02:00:00.000000,55.0,9.2
08/08/2018 03:00:00.000000,52.0,10.0
08/08/2018 04:00:00.000000,50.0,11.8
08/08/2018 05:00:00.000000,43.0,11.7
08/08/2018 06:00:00.000000,39.0,11.2
08/08/2018 07:00:00.000000,33.0,10.9
08/08/2018 08:00:00.000000,33.0,10.8
08/08/2018 09:00:00.000000,29.0,10.6
08/08/2018 10:00:00.000000,27.0,10.2
08/08/2018 11:00:00.000000,25.0,9.0
08/08/2018 12:00:00.000000,24.0,10.3
08/08/2018 13:00:00.000000,26.0,12.0
08/08/2018 14:00:00.000000,29.0,13.5
08/08/2018 15:00:00.000000,37.0,13.3
08/08/2018 16:00:00.000000,37.0,13.0
08/08/2018 17:00:00.000000,43.0,11.2
08/08/2018 18:00:00.000000,50.0,9.2
08/08/2018 19:00:00.000000,60.0,8.7
08/08/2018 20:00:00.000000,64.0,8.7
08/08/2018 21:00:00.000000,64.0,8.4
08/08/2018 22:00:00.000000,67.0,8.4
