InstrumentName, APCD,,
StartTime, 2018-08-01 00:00:00,,
EndTime, 2018-08-31 23:59:59,,
Date,PM2.5,humidity,temp_f
08/01/2018 00:00:42.700000,7.0,11.0,96.0
08/01/2018 00:03:22.946666,6.61,11.0,94.0
08/01/2018 00:04:42.710000,7.16,11.0,95.0
08/01/2018 00:07:23.006666,6.74,11.0,96.0
08/01/2018 00:08:42.840000,8.08,11.0,96.0
08/01/2018 00:11:22.676666,7.71,11.0,96.0
08/01/2018 00:14:02.653333,7.71,11.0,96.0
08/01/2018 00:15:22.740000,7.42,11.0,95.0
08/01/2018 00:16:42.880000,7.87,11.0,95.0
08/01/2018 00:19:22.680000,8.03,12.0,95.0
08/01/2018 00:20:42.710000,6.49,11.0,95.0
08/01/2018 00:23:22.856666,8.05,11.0,96.0
08/01/2018 00:24:42.746666,7.82,11.0,96.0
08/01/2018 00:27:23.343333,6.5,11.0,96.0
08/01/2018 00:28:42.843333,6.79,11.0,96.0
08/01/2018 00:31:22.646666,6.78,11.0,96.0
08/01/2018 00:32:42.590000,6.92,11.0,96.0
08/01/2018 00:35:23.023333,7.64,11.0,96.0
08/01/2018 00:36:42.873333,7.78,11.0,96.0
08/01/2018 00:39:22.673333,6.72,11.0,97.0
08/01/2018 00:40:42.626666,7.64,11.0,97.0
08/01/2018 00:43:22.693333,8.24,11.0,96.0
08/01/2018 00:44:42.580000,7.92,11.0,97.0
08/01/2018 00:47:22.730000,7.14,11.0,96.0
08/01/2018 00:48:42.880000,6.42,11.0,96.0
08/01/2018 00:51:22.643333,7.95,11.0,96.0
08/01/2018 00:52:42.733333,7.64,12.0,96.0
08/01/2018 00:55:22.646666,7.95,11.0,96.0
08/01/2018 00:56:42.743333,8.51,11.0,96.0
08/01/2018 00:59:24.450000,7.37,12.0,96.0
08/01/2018 01:00:42.720000,8.55,11.0,96.0
08/01/2018 01:03:22.940000,8.05,12.0,96.0
08/01/2018 01:04:42.623333,8.32,12.0,96.0
08/01/2018 01:07:22.996666,7.78,12.0,95.0
08/01/2018 01:08:42.973333,7.5,12.0,95.0
08/01/2018 01:11:22.666666,8.08,12.0,95.0
08/01/2018 01:12:42.746666,8.19,12.0,95.0
08/01/2018 01:15:22.696666,8.15,12.0,95.0
08/01/2018 01:16:42.690000,8.03,12.0,94.0
08/01/2018 01:19:23.533333,6.9,13.0,93.0
08/01/2018 01:20:42.673333,7.82,13.0,93.0
08/01/2018 01:23:22.540000,7.92,13.0,93.0
08/01/2018 01:24:42.616666,8.9,13.0,92.0
08/01/2018 01:27:22.670000,6.51,13.0,92.0
08/01/2018 01:28:42.666666,8.05,13.0,92.0
08/01/2018 01:31:22.770000,8.74,14.0,92.0
08/01/2018 01:32:42.786666,8.9,14.0,92.0
08/01/2018 01:35:22.626666,8.05,13.0,91.0
08/01/2018 01:36:42.593333,6.6,13.0,91.0
08/01/2018 01:39:22.730000,7.62,13.0,90.0
08/01/2018 01:40:42.690000,6.13,14.0,90.0
08/01/2018 01:43:22.566666,6.87,14.0,89.0
08/01/2018 01:44:42.760000,6.92,14.0,89.0
08/01/2018 01:47:22.943333,7.24,14.0,88.0
08/01/2018 01:48:42.773333,6.68,14.0,88.0
08/01/2018 01:51:22.730000,7.18,14.0,88.0
08/01/2018 01:52:42.930000,7.24,14.0,87.0
08/01/2018 01:55:22.653333,8.0,15.0,87.0
08/01/2018 01:56:42.790000,7.92,15.0,87.0
08/01/2018 01:59:22.696666,8.63,15.0,87.0
08/01/2018 02:00:42.660000,7.39,15.0,86.0
08/01/2018 02:03:22.700000,8.41,15.0,86.0
08/01/2018 02:04:42.690000,7.18,15.0,86.0
08/01/2018 02:07:22.636666,6.84,14.0,85.0
08/01/2018 02:08:42.690000,5.93,14.0,85.0
08/01/2018 02:11:22.573333,7.46,14.0,85.0
08/01/2018 02:12:42.856666,7.23,14.0,85.0
08/01/2018 02:15:22.586666,6.71,15.0,85.0
08/01/2018 02:16:42.863333,7.89,15.0,85.0
08/01/2018 02:19:22.603333,8.29,15.0,84.0
08/01/2018 02:20:42.686666,7.79,15.0,84.0
08/01/2018 02:23:22.696666,6.41,15.0,84.0
08/01/2018 02:24:42.633333,8.49,15.0,84.0
08/01/2018 02:27:22.660000,7.28,15.0,84.0
08/01/2018 02:28:42.633333,7.0,16.0,84.0
08/01/2018 02:31:22.576666,7.77,16.0,84.0
08/01/2018 02:32:42.870000,7.97,16.0,84.0
08/01/2018 02:35:22.636666,7.05,16.0,84.0
08/01/2018 02:36:42.780000,6.87,16.0,83.0
08/01/2018 02:39:22.656666,7.41,17.0,83.0
08/01/2018 02:40:42.626666,6.95,17.0,83.0
08/01/2018 02:43:22.670000,7.15,17.0,83.0
08/01/2018 02:44:43.056666,6.35,17.0,83.0
08/01/2018 02:47:22.893333,6.31,17.0,83.0
08/01/2018 02:48:42.663333,6.97,17.0,83.0
08/01/2018 02:51:22.676666,7.61,17.0,82.0
08/01/2018 02:52:43.250000,7.87,17.0,82.0
08/01/2018 02:55:22.853333,7.97,18.0,82.0
08/01/2018 02:56:42.756666,7.69,18.0,82.0
08/01/2018 02:59:23.490000,8.31,18.0,82.0
08/01/2018 03:00:42.890000,8.83,18.0,82.0
08/01/2018 03:03:23.176666,7.66,18.0,82.0
08/01/2018 03:04:43.353333,7.45,18.0,82.0
08/01/2018 03:07:22.926666,7.0,18.0,82.0
08/01/2018 03:08:42.866666,6.59,18.0,82.0
08/01/2018 03:11:22.846666,8.23,18.0,82.0
08/01/2018 03:12:42.673333,7.84,18.0,82.0
08/01/2018 03:15:22.786666,6.87,18.0,81.0
08/01/2018 03:16:42.660000,7.13,18.0,81.0
08/01/2018 03:19:22.740000,7.39,18.0,81.0
08/01/2018 03:20:42.853333,7.15,18.0,81.0
08/01/2018 03:23:22.836666,8.0,18.0,81.0
08/01/2018 03:24:42.810000,7.08,19.0,81.0
08/01/2018 03:27:22.863333,7.45,19.0,81.0
08/01/2018 03:28:42.793333,7.05,19.0,81.0
08/01/2018 03:31:22.883333,8.82,18.0,81.0
08/01/2018 03:32:42.826666,6.62,19.0,81.0
08/01/2018 03:35:22.703333,7.32,19.0,80.0
08/01/2018 03:36:42.826666,7.37,19.0,80.0
08/01/2018 03:39:22.963333,7.71,19.0,80.0
08/01/2018 03:40:42.706666,6.61,19.0,80.0
08/01/2018 03:43:22.656666,7.26,19.0,80.0
08/01/2018 03:44:42.656666,8.36,19.0,80.0
08/01/2018 03:47:22.976666,6.23,20.0,79.0
08/01/2018 03:48:42.860000,7.79,20.0,79.0
08/01/2018 03:51:22.703333,8.23,20.0,79.0
08/01/2018 03:52:42.676666,7.33,20.0,79.0
08/01/2018 03:55:22.796666,7.78,20.0,79.0
08/01/2018 03:56:43.066666,7.0,20.0,79.0
08/01/2018 03:59:22.680000,7.35,20.0,79.0
08/01/2018 04:00:42.650000,6.87,21.0,78.0
08/01/2018 04:03:22.786666,7.49,21.0,78.0
08/01/2018 04:04:42.766666,8.15,22.0,77.0
08/01/2018 04:07:22.793333,7.7,22.0,77.0
08/01/2018 04:10:02.776666,7.67,22.0,77.0
08/01/2018 04:11:22.793333,7.46,22.0,77.0
08/01/2018 04:12:42.866666,8.05,23.0,77.0
08/01/2018 04:15:22.770000,7.8,23.0,77.0
08/01/2018 04:16:43.106666,7.75,22.0,77.0
08/01/2018 04:19:22.706666,7.82,23.0,77.0
08/01/2018 04:20:42.773333,7.38,23.0,77.0
08/01/2018 04:23:22.830000,9.11,24.0,76.0
08/01/2018 04:24:42.850000,9.92,24.0,75.0
08/01/2018 04:27:22.660000,8.31,25.0,75.0
08/01/2018 04:28:42.716666,9.26,25.0,75.0
08/01/2018 04:31:22.793333,7.97,25.0,75.0
08/01/2018 04:32:42.763333,7.88,25.0,75.0
08/01/2018 04:35:22.903333,9.03,26.0,75.0
08/01/2018 04:36:42.986666,8.24,26.0,75.0
08/01/2018 04:39:22.850000,7.34,26.0,75.0
08/01/2018 04:40:43.086666,9.47,26.0,75.0
08/01/2018 04:43:22.806666,8.37,26.0,75.0
08/01/2018 04:44:42.896666,8.16,27.0,74.0
08/01/2018 04:47:22.673333,8.84,27.0,74.0
08/01/2018 04:48:42.986666,9.0,27.0,74.0
08/01/2018 04:51:22.700000,9.95,27.0,74.0
08/01/2018 04:52:42.853333,9.0,28.0,73.0
08/01/2018 04:55:22.953333,8.72,29.0,73.0
08/01/2018 04:56:42.750000,8.82,29.0,73.0
08/01/2018 04:59:22.650000,8.56,29.0,72.0
08/01/2018 05:00:42.933333,9.63,29.0,72.0
08/01/2018 05:03:22.683333,9.18,30.0,73.0
08/01/2018 05:04:43.350000,8.51,30.0,73.0
08/01/2018 05:07:22.740000,10.5,30.0,72.0
08/01/2018 05:08:42.926666,9.33,30.0,72.0
08/01/2018 05:11:22.830000,9.28,31.0,72.0
08/01/2018 05:12:42.776666,9.79,32.0,72.0
08/01/2018 05:15:22.870000,10.87,32.0,72.0
08/01/2018 05:16:43.196666,10.13,33.0,72.0
08/01/2018 05:19:22.796666,11.28,33.0,72.0
08/01/2018 05:20:42.973333,11.61,34.0,72.0
