InstrumentName, Adams County Building
StartTime, 2018-08-01 00:00:00
EndTime, 2018-08-31 23:59:59
Date,PM2.5
08/01/2018 00:00:00.000000,5.1
08/01/2018 01:00:00.000000,4.8
08/01/2018 02:00:00.000000,4.8
08/01/2018 03:00:00.000000,5.1
08/01/2018 04:00:00.000000,5.8
08/01/2018 05:00:00.000000,7.4
08/01/2018 06:00:00.000000,10.3
08/01/2018 07:00:00.000000,11.6
08/01/2018 08:00:00.000000,10.7
08/01/2018 09:00:00.000000,11.5
08/01/2018 10:00:00.000000,15.2
08/01/2018 11:00:00.000000,17.3
08/01/2018 12:00:00.000000,25.0
08/01/2018 13:00:00.000000,23.2
08/01/2018 14:00:00.000000,21.0
08/01/2018 15:00:00.000000,15.5
08/01/2018 16:00:00.000000,13.4
08/01/2018 17:00:00.000000,11.1
08/01/2018 18:00:00.000000,10.2
08/01/2018 19:00:00.000000,10.9
08/01/2018 20:00:00.000000,10.5
08/01/2018 21:00:00.000000,10.6
08/02/2018 00:00:00.000000,11.0
08/02/2018 01:00:00.000000,13.1
08/02/2018 02:00:00.000000,11.0
08/02/2018 03:00:00.000000,11.7
08/02/2018 04:00:00.000000,12.1
08/02/2018 05:00:00.000000,12.5
08/02/2018 06:00:00.000000,14.8
08/02/2018 07:00:00.000000,15.6
08/02/2018 08:00:00.000000,15.6
08/02/2018 09:00:00.000000,13.9
08/02/2018 10:00:00.000000,14.2
08/02/2018 11:00:00.000000,18.6
08/02/2018 12:00:00.000000,29.4
08/02/2018 13:00:00.000000,38.5
08/02/2018 14:00:00.000000,33.3
08/02/2018 15:00:00.000000,31.5
08/02/2018 16:00:00.000000,30.9
08/02/2018 17:00:00.000000,27.0
08/02/2018 18:00:00.000000,20.4
08/02/2018 19:00:00.000000,15.8
08/02/2018 20:00:00.000000,13.6
08/02/2018 21:00:00.000000,12.5
08/02/2018 22:00:00.000000,12.2
08/02/2018 23:00:00.000000,12.1
08/03/2018 00:00:00.000000,11.8
08/03/2018 01:00:00.000000,12.9
08/03/2018 02:00:00.000000,14.5
08/03/2018 03:00:00.000000,14.6
08/03/2018 04:00:00.000000,13.0
08/03/2018 05:00:00.000000,12.9
08/03/2018 06:00:00.000000,12.3
08/03/2018 07:00:00.000000,10.9
08/03/2018 08:00:00.000000,10.9
08/03/2018 09:00:00.000000,11.2
08/03/2018 10:00:00.000000,13.3
08/03/2018 11:00:00.000000,17.5
08/03/2018 12:00:00.000000,22.9
08/03/2018 13:00:00.000000,26.9
08/03/2018 14:00:00.000000,31.1
08/03/2018 15:00:00.000000,23.2
08/03/2018 16:00:00.000000,18.6
08/03/2018 17:00:00.000000,16.5
08/03/2018 18:00:00.000000,16.6
08/03/2018 19:00:00.000000,14.6
08/03/2018 20:00:00.000000,13.6
08/03/2018 21:00:00.000000,12.3
08/03/2018 22:00:00.000000,10.1
08/03/2018 23:00:00.000000,8.3
08/04/2018 00:00:00.000000,8.7
08/04/2018 01:00:00.000000,8.7
08/04/2018 02:00:00.000000,10.4
08/04/2018 03:00:00.000000,10.6
08/04/2018 04:00:00.000000,8.4
08/04/2018 05:00:00.000000,7.7
08/04/2018 06:00:00.000000,7.6
08/04/2018 07:00:00.000000,8.0
08/04/2018 08:00:00.000000,8.0
08/04/2018 09:00:00.000000,10.1
08/04/2018 10:00:00.000000,10.1
08/04/2018 11:00:00.000000,10.8
08/04/2018 12:00:00.000000,11.4
08/04/2018 13:00:00.000000,11.4
08/04/2018 14:00:00.000000,11.3
08/04/2018 15:00:00.000000,11.1
08/04/2018 16:00:00.000000,10.8
08/04/2018 17:00:00.000000,10.5
08/04/2018 18:00:00.000000,9.7
08/04/2018 19:00:00.000000,8.7
08/04/2018 20:00:00.000000,7.8
08/04/2018 21:00:00.000000,7.6
08/04/2018 22:00:00.000000,7.3
08/04/2018 23:00:00.000000,7.0
08/05/2018 00:00:00.000000,6.8
08/05/2018 01:00:00.000000,6.6
08/05/2018 02:00:00.000000,7.0
08/05/2018 03:00:00.000000,6.3
08/05/2018 04:00:00.000000,6.1
08/05/2018 05:00:00.000000,7.7
08/05/2018 06:00:00.000000,8.5
08/05/2018 07:00:00.000000,8.8
08/05/2018 08:00:00.000000,8.8
08/05/2018 09:00:00.000000,12.2
08/05/2018 10:00:00.000000,14.2
08/05/2018 11:00:00.000000,15.7
08/05/2018 12:00:00.000000,15.6
08/05/2018 13:00:00.000000,14.5
08/05/2018 14:00:00.000000,11.9
08/05/2018 15:00:00.000000,12.0
08/05/2018 16:00:00.000000,11.7
08/05/2018 17:00:00.000000,9.3
08/05/2018 18:00:00.000000,7.8
08/05/2018 19:00:00.000000,6.7
08/05/2018 20:00:00.000000,6.1
08/05/2018 21:00:00.000000,5.7
08/05/2018 22:00:00.000000,5.0
08/05/2018 23:00:00.000000,4.6
08/06/2018 00:00:00.000000,4.4
08/06/2018 01:00:00.000000,5.9
08/06/2018 02:00:00.000000,8.4
08/06/2018 03:00:00.000000,11.8
08/06/2018 04:00:00.000000,14.2
08/06/2018 05:00:00.000000,13.5
08/06/2018 06:00:00.000000,11.5
08/06/2018 07:00:00.000000,10.2
08/06/2018 08:00:00.000000,9.2
08/06/2018 09:00:00.000000,8.7
08/06/2018 10:00:00.000000,9.1
08/06/2018 11:00:00.000000,9.9
08/06/2018 12:00:00.000000,11.6
08/06/2018 13:00:00.000000,14.5
08/06/2018 14:00:00.000000,13.8
08/06/2018 15:00:00.000000,13.3
08/06/2018 16:00:00.000000,11.9
08/06/2018 17:00:00.000000,10.9
08/06/2018 18:00:00.000000,10.9
08/06/2018 19:00:00.000000,9.7
08/06/2018 20:00:00.000000,9.2
08/06/2018 21:00:00.000000,7.8
08/06/2018 22:00:00.000000,6.8
08/06/2018 23:00:00.000000,6.3
08/07/2018 00:00:00.000000,6.5
08/07/2018 01:00:00.000000,9.3
08/07/2018 02:00:00.000000,10.6
08/07/2018 03:00:00.000000,10.8
08/07/2018 04:00:00.000000,10.9
08/07/2018 05:00:00.000000,11.6
08/07/2018 06:00:00.000000,12.6
08/07/2018 07:00:00.000000,13.2
08/07/2018 08:00:00.000000,14.0
08/07/2018 09:00:00.000000,13.3
08/07/2018 10:00:00.000000,13.4
08/07/2018 11:00:00.000000,14.4
08/07/2018 12:00:00.000000,18.4
08/07/2018 13:00:00.000000,19.7
08/07/2018 14:00:00.000000,20.9
08/07/2018 15:00:00.000000,18.7
08/07/2018 16:00:00.000000,16.7
08/07/2018 17:00:00.000000,14.4
08/07/2018 18:00:00.000000,11.7
08/07/2018 19:00:00.000000,9.8
08/07/2018 20:00:00.000000,8.3
08/07/2018 21:00:00.000000,7.6
08/07/2018 22:00:00.000000,7.1
08/07/2018 23:00:00.000000,6.9
08/08/2018 00:00:00.000000,6.6
08/08/2018 01:00:00.000000,8.8
08/08/2018 02:00:00.000000,8.5
08/08/2018 03:00:00.000000,8.1
08/08/2018 04:00:00.000000,8.7
08/08/2018 05:00:00.000000,9.0
08/08/2018 06:00:00.000000,9.7
08/08/2018 07:00:00.000000,14.8
08/08/2018 08:00:00.000000,14.8
08/08/2018 09:00:00.000000,15.0
08/08/2018 10:00:00.000000,14.5
08/08/2018 11:00:00.000000,14.8
08/08/2018 12:00:00.000000,20.8
08/08/2018 13:00:00.000000,21.3
08/08/2018 14:00:00.000000,19.6
08/08/2018 15:00:00.000000,19.2
08/08/2018 16:00:00.000000,14.9
08/08/2018 17:00:00.000000,16.2
08/08/2018 18:00:00.000000,14.8
08/08/2018 19:00:00.000000,14.9
08/08/2018 20:00:00.000000,12.7
08/08/2018 21:00:00.000000,12.7
08/09/2018 10:00:00.000000,14.2
08/09/2018 11:00:00.000000,15.3
08/09/2018 12:00:00.000000,20.5
08/09/2018 13:00:00.000000,32.3
08/09/2018 14:00:00.000000,26.8
08/09/2018 15:00:00.000000,22.8
08/09/2018 16:00:00.000000,25.1
08/09/2018 17:00:00.000000,18.7
08/09/2018 18:00:00.000000,14.0
08/09/2018 19:00:00.000000,10.9
08/09/2018 20:00:00.000000,9.1
08/09/2018 21:00:00.000000,7.8
08/09/2018 22:00:00.000000,6.8
08/09/2018 23:00:00.000000,6.3
08/10/2018 00:00:00.000000,6.3
08/10/2018 01:00:00.000000,6.0
08/10/2018 02:00:00.000000,6.9
08/10/2018 03:00:00.000000,7.2
08/10/2018 04:00:00.000000,7.6
08/10/2018 05:00:00.000000,8.4
08/10/2018 06:00:00.000000,9.5
08/10/2018 07:00:00.000000,12.7
08/10/2018 08:00:00.000000,12.7
08/10/2018 09:00:00.000000,14.6
08/10/2018 10:00:00.000000,15.2
08/10/2018 11:00:00.000000,21.0
08/10/2018 12:00:00.000000,26.0
08/10/2018 13:00:00.000000,28.9
08/10/2018 14:00:00.000000,22.5
08/10/2018 15:00:00.000000,17.6
08/10/2018 16:00:00.000000,14.3
08/10/2018 17:00:00.000000,11.8
08/10/2018 18:00:00.000000,10.4
08/10/2018 19:00:00.000000,8.5
08/10/2018 20:00:00.000000,6.9
08/10/2018 21:00:00.000000,6.3
08/10/2018 22:00:00.000000,6.2
08/10/2018 23:00:00.000000,5.8
08/11/2018 00:00:00.000000,5.8
