InstrumentName, Melody-Catalpa,,
StartTime, 2020-11-01 00:00:00,,
EndTime, 2020-11-30 23:59:59,,
Date,PM2.5,humidity,temp_f
11/01/2020 00:00:09.000000,0.0,33.0,59.0
11/01/2020 00:02:09.000000,0.0,32.0,58.0
11/01/2020 00:04:09.000000,0.0,33.0,58.0
11/01/2020 00:06:09.000000,0.0,33.0,58.0
11/01/2020 00:10:12.000000,0.0,33.0,58.0
11/01/2020 00:12:09.000000,0.0,34.0,57.0
11/01/2020 00:14:09.000000,0.0,34.0,57.0
11/01/2020 00:16:09.000000,0.0,34.0,57.0
11/01/2020 00:20:12.000000,0.0,35.0,56.0
11/01/2020 00:22:09.000000,0.0,35.0,56.0
11/01/2020 00:24:09.000000,0.0,36.0,56.0
11/01/2020 00:26:09.000000,0.0,36.0,56.0
11/01/2020 00:30:17.000000,0.0,37.0,55.0
11/01/2020 00:32:09.000000,0.0,37.0,55.0
11/01/2020 00:34:09.000000,0.0,38.0,55.0
11/01/2020 00:36:09.000000,0.0,38.0,55.0
11/01/2020 00:38:09.000000,0.0,38.0,54.0
11/01/2020 00:40:09.000000,0.0,38.0,54.0
11/01/2020 00:42:09.000000,0.0,38.0,54.0
11/01/2020 00:44:09.000000,0.0,39.0,54.0
11/01/2020 00:46:09.000000,0.0,39.0,54.0
11/01/2020 00:48:11.000000,0.0,39.0,54.0
11/01/2020 00:50:09.000000,0.0,40.0,54.0
11/01/2020 00:52:09.000000,0.0,40.0,54.0
11/01/2020 00:54:09.000000,0.0,40.0,53.0
11/01/2020 00:56:09.000000,0.0,40.0,53.0
11/01/2020 01:00:14.000000,0.0,40.0,53.0
11/01/2020 01:02:09.000000,0.0,41.0,53.0
11/01/2020 01:04:09.000000,0.0,41.0,53.0
11/01/2020 01:06:09.000000,0.0,41.0,53.0
11/01/2020 01:08:09.000000,0.0,41.0,53.0
11/01/2020 01:10:09.000000,0.0,42.0,53.0
11/01/2020 01:12:09.000000,0.0,42.0,53.0
11/01/2020 01:14:09.000000,0.0,42.0,52.0
11/01/2020 01:16:09.000000,0.0,42.0,52.0
11/01/2020 01:20:10.000000,0.0,42.0,52.0
11/01/2020 01:22:09.000000,0.0,43.0,52.0
11/01/2020 01:24:09.000000,0.0,43.0,52.0
11/01/2020 01:28:09.000000,0.0,43.0,52.0
11/01/2020 01:30:09.000000,0.0,43.0,52.0
11/01/2020 01:32:09.000000,0.0,44.0,51.0
11/01/2020 01:34:09.000000,0.0,44.0,51.0
11/01/2020 01:36:09.000000,0.0,44.0,51.0
11/01/2020 01:40:09.000000,0.0,46.0,50.0
11/01/2020 01:42:09.000000,0.0,47.0,50.0
11/01/2020 01:44:09.000000,0.0,47.0,50.0
11/01/2020 01:46:10.000000,0.0,47.0,50.0
11/01/2020 01:48:09.000000,0.0,47.0,50.0
11/01/2020 01:50:09.000000,0.0,47.0,50.0
11/01/2020 01:52:09.000000,0.0,47.0,50.0
11/01/2020 01:54:09.000000,0.0,47.0,50.0
11/01/2020 01:56:09.000000,0.0,47.0,50.0
11/01/2020 02:00:10.000000,0.0,48.0,50.0
11/01/2020 02:02:09.000000,0.0,49.0,49.0
11/01/2020 02:04:09.000000,0.0,49.0,49.0
11/01/2020 02:06:09.000000,0.0,50.0,49.0
11/01/2020 02:10:09.000000,0.0,50.0,49.0
11/01/2020 02:12:09.000000,0.0,51.0,49.0
11/01/2020 02:14:09.000000,0.0,51.0,49.0
11/01/2020 02:16:09.000000,0.0,50.0,49.0
11/01/2020 02:18:09.000000,0.0,50.0,49.0
11/01/2020 02:20:09.000000,0.0,51.0,49.0
11/01/2020 02:22:09.000000,0.0,51.0,48.0
11/01/2020 02:24:09.000000,0.0,51.0,48.0
11/01/2020 02:26:09.000000,0.0,51.0,48.0
11/01/2020 02:30:09.000000,0.0,51.0,48.0
11/01/2020 02:32:09.000000,0.0,51.0,48.0
11/01/2020 02:34:09.000000,0.0,51.0,48.0
11/01/2020 02:36:09.000000,0.0,51.0,48.0
11/01/2020 02:38:09.000000,0.0,52.0,48.0
11/01/2020 02:40:09.000000,0.0,52.0,48.0
11/01/2020 02:42:09.000000,0.0,52.0,48.0
11/01/2020 02:44:09.000000,0.0,52.0,48.0
11/01/2020 02:46:10.000000,0.0,52.0,48.0
11/01/2020 02:50:09.000000,0.0,52.0,48.0
11/01/2020 02:52:09.000000,0.0,52.0,48.0
11/01/2020 02:54:09.000000,0.0,52.0,48.0
11/01/2020 02:56:09.000000,0.0,52.0,48.0
11/01/2020 03:00:09.000000,0.0,52.0,47.0
11/01/2020 03:02:09.000000,0.0,53.0,47.0
11/01/2020 03:04:09.000000,0.0,53.0,47.0
11/01/2020 03:06:09.000000,0.0,53.0,47.0
11/01/2020 03:08:09.000000,0.0,54.0,47.0
11/01/2020 03:10:09.000000,0.0,54.0,47.0
11/01/2020 03:12:09.000000,0.0,54.0,47.0
11/01/2020 03:14:09.000000,0.0,54.0,47.0
11/01/2020 03:16:09.000000,0.0,55.0,47.0
11/01/2020 03:20:09.000000,0.0,55.0,47.0
11/01/2020 03:22:09.000000,0.0,54.0,47.0
11/01/2020 03:24:09.000000,0.0,55.0,47.0
11/01/2020 03:26:09.000000,0.0,55.0,46.0
11/01/2020 03:30:10.000000,0.0,55.0,46.0
11/01/2020 03:32:09.000000,0.0,56.0,46.0
11/01/2020 03:34:09.000000,0.0,55.0,46.0
11/01/2020 03:36:09.000000,0.0,57.0,46.0
11/01/2020 03:40:09.000000,0.0,57.0,46.0
11/01/2020 03:42:09.000000,0.0,57.0,46.0
11/01/2020 03:44:09.000000,0.0,57.0,46.0
11/01/2020 03:46:10.000000,0.0,57.0,46.0
11/01/2020 03:50:09.000000,0.0,57.0,46.0
11/01/2020 03:52:09.000000,0.0,57.0,46.0
11/01/2020 03:54:09.000000,0.0,58.0,45.0
11/01/2020 03:56:09.000000,0.0,59.0,45.0
11/01/2020 04:00:09.000000,0.0,59.0,45.0
11/01/2020 04:02:09.000000,0.0,60.0,45.0
11/01/2020 04:04:09.000000,0.0,60.0,45.0
