InstrumentName, Adams County Building
StartTime, 2020-11-01 00:00:00
EndTime, 2020-11-30 23:59:59
Date,PM2.5
11/01/2020 00:00:00.000000,4.4
11/01/2020 01:00:00.000000,5.9
11/01/2020 02:00:00.000000,7.1
11/01/2020 03:00:00.000000,8.3
11/01/2020 04:00:00.000000,13.3
11/01/2020 05:00:00.000000,12.1
11/01/2020 06:00:00.000000,7.0
11/01/2020 07:00:00.000000,13.0
11/01/2020 08:00:00.000000,15.8
11/01/2020 09:00:00.000000,13.3
11/01/2020 10:00:00.000000,13.8
11/01/2020 11:00:00.000000,12.2
11/01/2020 12:00:00.000000,8.5
11/01/2020 13:00:00.000000,8.9
11/01/2020 14:00:00.000000,9.6
11/01/2020 15:00:00.000000,9.9
11/01/2020 16:00:00.000000,10.4
11/01/2020 17:00:00.000000,7.8
11/01/2020 18:00:00.000000,8.7
11/01/2020 19:00:00.000000,11.7
11/01/2020 20:00:00.000000,13.5
11/01/2020 21:00:00.000000,13.2
11/01/2020 22:00:00.000000,14.3
11/01/2020 23:00:00.000000,14.9
11/02/2020 00:00:00.000000,17.0
11/02/2020 01:00:00.000000,18.5
11/02/2020 02:00:00.000000,20.5
11/02/2020 03:00:00.000000,21.1
11/02/2020 04:00:00.000000,20.6
11/02/2020 05:00:00.000000,19.8
11/02/2020 06:00:00.000000,19.7
11/02/2020 07:00:00.000000,18.9
11/02/2020 08:00:00.000000,12.8
11/02/2020 09:00:00.000000,10.5
11/02/2020 10:00:00.000000,12.5
11/02/2020 11:00:00.000000,11.3
11/02/2020 12:00:00.000000,14.9
11/02/2020 13:00:00.000000,17.8
11/02/2020 14:00:00.000000,35.1
11/02/2020 15:00:00.000000,20.3
                
