InstrumentName, Welby,,,
StartTime, 2022-12-01 00:00:00,,,
EndTime, 2022-12-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
12/01/2022 00:00:00.000000,39.0,4.0,28.0,0.0
12/01/2022 01:00:00.000000,39.0,2.0,29.0,0.0
12/01/2022 02:00:00.000000,40.0,1.0,36.0,0.0
12/01/2022 03:00:00.000000,38.0,3.0,14.0,0.0
12/01/2022 04:00:00.000000,,1.0,27.0,1.0
12/01/2022 05:00:00.000000,38.0,1.0,27.0,1.0
12/01/2022 06:00:00.000000,37.0,1.0,26.0,1.0
12/01/2022 07:00:00.000000,38.0,1.0,27.0,1.0
12/01/2022 08:00:00.000000,,1.0,26.0,
12/01/2022 09:00:00.000000,,1.0,,
12/01/2022 10:00:00.000000,42.0,1.0,28.0,1.0
12/01/2022 11:00:00.000000,43.0,0.0,19.0,2.0
12/01/2022 12:00:00.000000,43.0,,19.0,2.0
12/01/2022 13:00:00.000000,46.0,,43.0,3.0
12/01/2022 14:00:00.000000,49.0,,49.0,3.0
12/01/2022 15:00:00.000000,55.0,3.0,74.0,3.0
12/01/2022 16:00:00.000000,55.0,6.0,135.0,3.0
12/01/2022 17:00:00.000000,44.0,14.0,110.0,1.0
12/01/2022 18:00:00.000000,45.0,14.0,87.0,2.0
12/01/2022 19:00:00.000000,36.0,15.0,52.0,1.0
12/01/2022 20:00:00.000000,36.0,16.0,41.0,1.0
12/01/2022 21:00:00.000000,39.0,13.0,48.0,1.0
12/01/2022 22:00:00.000000,44.0,6.0,59.0,1.0
12/01/2022 23:00:00.000000,,9.0,56.0,
12/02/2022 00:00:00.000000,,9.0,,
12/02/2022 01:00:00.000000,49.0,0.0,102.0,3.0
12/02/2022 02:00:00.000000,48.0,2.0,47.0,2.0
12/02/2022 03:00:00.000000,41.0,13.0,12.0,1.0
12/02/2022 04:00:00.000000,,44.0,46.0,1.0
12/02/2022 05:00:00.000000,,41.0,43.0,
12/02/2022 06:00:00.000000,3.0,46.0,20.0,1.0
12/02/2022 07:00:00.000000,4.0,44.0,7.0,1.0
12/02/2022 08:00:00.000000,,41.0,22.0,
12/02/2022 09:00:00.000000,,41.0,,
12/02/2022 10:00:00.000000,4.0,45.0,12.0,1.0
12/02/2022 11:00:00.000000,5.0,43.0,13.0,1.0
12/02/2022 12:00:00.000000,8.0,41.0,11.0,1.0
12/02/2022 13:00:00.000000,12.0,38.0,20.0,1.0
12/02/2022 14:00:00.000000,13.0,36.0,55.0,1.0
12/02/2022 15:00:00.000000,12.0,37.0,114.0,1.0
12/02/2022 16:00:00.000000,9.0,39.0,81.0,1.0
12/02/2022 17:00:00.000000,6.0,41.0,72.0,1.0
12/02/2022 18:00:00.000000,6.0,42.0,11.0,0.0
12/02/2022 19:00:00.000000,7.0,39.0,43.0,1.0
12/02/2022 20:00:00.000000,1.0,43.0,121.0,0.0
12/02/2022 21:00:00.000000,2.0,42.0,44.0,0.0
12/02/2022 22:00:00.000000,3.0,42.0,23.0,0.0
