InstrumentName, AQSync-1003,,,,,,,,,,,,,,,,,
StartTime, 2022-12-01 00:00:00,,,,,,,,,,,,,,,,,
EndTime, 2022-12-31 23:59:59,,,,,,,,,,,,,,,,,
Date,BarometricPressure,CO,CO2,Latitude,Longitude,NO,NO2,NOx,Ozone,PM1,PM10,PM2.5,PM4,RelativeHumidity,TVOC,Temperature,WindDirection,WindSpeed
12/01/2022 01:55:02.845268,840.0,0.31,465.98,40.022,-105.217,6.1,49.2,55.3,0.9,4.73,7.39,6.68,9.87,77.4,253.0,-8.3,180.0,0.0
12/01/2022 01:55:26.639602,839.9,0.29,464.17,40.022,-105.217,3.1,48.9,51.9,2.1,4.85,9.05,6.67,9.49,78.0,251.0,-8.3,149.1,0.12
12/01/2022 01:55:50.632238,839.9,0.3,464.98,40.022,-105.217,0.4,44.6,45.0,-7.0,4.85,6.9,6.79,9.35,78.1,250.0,-8.4,35.0,0.12
12/01/2022 02:00:02.937217,839.8,0.33,465.53,40.022,-105.217,2.0,46.7,48.8,-0.5,4.85,8.72,6.83,9.81,80.0,250.0,-8.2,50.2,0.31
12/01/2022 02:05:02.028949,839.6,0.33,465.63,40.022,-105.217,4.6,47.7,52.2,1.8,4.67,6.83,6.62,9.46,79.6,251.0,-8.1,90.0,0.01
12/01/2022 02:10:01.838215,839.5,0.27,455.96,40.022,-105.217,1.7,46.8,48.4,5.2,5.0,7.85,7.03,9.79,80.5,251.0,-8.1,90.0,0.28
12/01/2022 02:15:01.804425,839.5,0.34,457.64,40.022,-105.217,1.6,45.8,47.4,5.1,5.18,7.26,7.1,9.63,80.0,251.0,-8.1,191.3,0.2
12/01/2022 02:20:01.813857,839.6,0.29,468.1,40.022,-105.217,1.1,44.5,45.6,-4.7,5.0,6.9,6.83,9.51,78.1,249.0,-8.4,270.0,0.08
12/01/2022 02:25:01.808743,839.5,0.29,481.62,40.022,-105.217,3.5,44.5,48.0,2.3,4.86,9.03,6.96,9.8,78.9,247.0,-8.7,208.8,0.23
12/01/2022 02:30:01.784095,839.5,0.3,483.79,40.022,-105.217,7.6,46.7,54.3,-1.5,4.9,8.01,6.99,9.34,79.5,244.0,-8.8,206.5,0.11
12/01/2022 02:35:01.810567,839.5,0.29,484.27,40.022,-105.217,7.8,47.0,54.7,-2.2,4.76,7.14,6.79,9.55,79.7,242.0,-9.0,270.0,0.07
12/01/2022 02:40:02.590652,839.5,0.31,494.14,40.022,-105.217,12.6,46.3,58.9,-0.5,4.4,8.38,6.48,9.42,80.7,240.0,-9.1,225.0,0.14
12/01/2022 02:55:02.892672,839.3,0.29,484.76,40.022,-105.217,11.3,46.8,58.1,3.8,4.23,6.4,6.09,8.47,80.7,238.0,-9.1,343.3,0.1
12/01/2022 02:55:26.706141,839.3,0.32,483.44,40.021,-105.217,8.1,47.1,55.1,-2.9,4.36,7.19,6.24,8.35,80.8,238.0,-9.1,354.3,0.1
12/01/2022 02:55:50.673780,839.2,0.28,468.94,40.021,-105.217,4.8,43.8,48.6,-1.3,4.29,7.46,6.06,8.28,80.3,237.0,-9.0,225.0,0.14
12/01/2022 03:00:02.994331,839.2,0.28,473.86,40.022,-105.217,1.3,43.4,44.7,1.9,4.54,6.97,6.4,8.92,79.6,236.0,-9.1,206.5,0.11
12/01/2022 03:05:01.832075,839.2,0.28,474.43,40.022,-105.217,9.6,44.0,53.6,-1.7,4.33,6.97,6.12,8.6,79.6,235.0,-9.2,201.8,0.11
12/01/2022 03:10:01.904401,839.3,0.29,475.51,40.021,-105.217,5.4,42.9,48.3,7.6,4.48,6.77,6.23,8.62,80.0,234.0,-9.2,215.0,0.12
12/01/2022 03:15:01.810118,839.2,0.29,480.57,40.022,-105.217,5.7,43.8,49.5,1.2,4.1,7.54,5.79,8.05,79.4,234.0,-9.2,216.8,0.25
12/01/2022 03:20:01.873881,839.2,0.31,497.92,40.021,-105.217,15.2,45.6,60.9,1.5,4.34,6.86,6.18,8.64,79.4,232.0,-9.3,270.0,0.04
12/01/2022 03:25:01.874403,839.2,0.29,478.35,40.022,-105.217,14.4,44.7,59.2,2.7,4.3,7.02,6.29,9.12,79.1,231.0,-9.5,230.2,0.16
12/01/2022 03:30:02.075044,839.2,0.28,475.74,40.022,-105.217,8.7,42.3,51.0,-2.4,4.39,6.94,6.23,8.58,79.5,229.0,-9.6,234.4,0.17
12/01/2022 03:35:01.843456,839.2,0.28,478.46,40.022,-105.217,6.4,43.3,49.7,1.2,4.49,7.71,6.22,8.53,80.6,226.0,-9.7,201.8,0.11
12/01/2022 03:40:01.798045,839.1,0.28,483.17,40.022,-105.217,15.1,44.9,60.0,2.4,4.4,7.61,6.44,9.23,81.0,225.0,-9.7,215.0,0.12
12/01/2022 03:55:01.773335,839.1,0.27,483.63,40.021,-105.217,8.3,41.0,49.3,-0.6,4.33,7.04,6.06,8.81,80.6,224.0,-9.8,230.2,0.16
12/01/2022 03:55:25.609184,839.1,0.28,479.85,40.022,-105.217,8.1,42.9,51.1,-3.9,4.37,6.84,6.03,8.08,81.1,223.0,-9.9,206.5,0.22
12/01/2022 03:55:49.710675,839.2,0.28,476.69,40.022,-105.217,7.8,43.2,51.0,-0.1,4.65,6.41,6.18,8.14,81.9,222.0,-9.9,38.6,0.26
12/01/2022 04:00:01.787844,839.2,0.29,479.5,40.022,-105.217,6.2,43.9,50.0,-0.7,4.67,6.75,6.25,8.22,82.5,222.0,-9.8,270.0,0.12
12/01/2022 04:05:02.825250,839.0,0.28,480.07,40.022,-105.217,7.3,43.7,51.0,-2.2,4.62,6.27,6.09,8.21,81.9,222.0,-9.7,204.2,0.22
12/01/2022 04:10:02.813076,839.1,0.29,488.9,40.022,-105.217,8.3,45.2,53.5,-6.5,4.39,6.61,5.91,7.7,82.2,222.0,-9.6,225.0,0.28
12/01/2022 04:15:02.842155,839.0,0.3,481.71,40.022,-105.217,7.3,45.0,52.2,-4.9,4.68,6.5,6.28,8.66,81.8,222.0,-9.5,194.0,0.21
12/01/2022 04:20:02.952317,838.8,0.29,481.55,40.022,-105.217,6.6,44.2,50.8,1.1,4.77,8.15,6.47,8.87,80.8,222.0,-9.7,236.3,0.18
12/01/2022 04:25:02.959207,838.8,0.3,492.06,40.021,-105.217,10.3,46.6,56.9,-6.2,4.66,6.73,6.34,8.54,81.9,222.0,-9.6,200.5,0.43
12/01/2022 04:30:02.835720,838.8,0.33,502.42,40.022,-105.217,13.5,45.9,59.4,-1.2,4.57,5.11,6.14,8.01,81.6,222.0,-9.5,270.0,0.06
12/01/2022 04:35:02.831723,838.6,0.33,496.8,40.022,-105.217,17.5,46.3,63.8,-2.2,4.71,6.74,6.45,8.73,80.9,223.0,-9.5,222.0,0.13
12/01/2022 04:40:02.861719,838.5,0.3,490.11,40.021,-105.217,11.0,44.5,55.5,-0.5,4.76,6.8,6.55,8.79,80.5,223.0,-9.6,191.3,0.1
12/01/2022 04:55:02.884222,838.6,0.3,497.67,40.022,-105.217,16.0,44.7,60.6,-4.6,4.85,6.66,6.59,8.88,80.5,222.0,-9.7,218.6,0.13
12/01/2022 04:55:26.727561,838.7,0.29,491.24,40.022,-105.217,16.7,44.9,61.6,2.5,5.02,6.56,6.63,8.53,79.8,221.0,-10.0,270.0,0.05
12/01/2022 04:55:50.732496,838.7,0.31,493.5,40.022,-105.217,11.6,44.8,56.4,0.0,5.1,6.17,6.69,8.61,80.8,219.0,-10.1,338.2,0.11
12/01/2022 05:00:02.891856,838.6,0.29,492.93,40.022,-105.217,12.8,45.4,58.1,-1.9,4.95,7.09,6.5,8.67,81.8,218.0,-10.1,194.9,0.31
12/01/2022 05:05:01.810007,838.5,0.3,505.07,40.022,-105.217,18.7,45.1,63.7,-6.9,4.76,7.25,6.35,8.36,80.4,216.0,-10.3,210.9,0.12
12/01/2022 05:10:01.850793,838.7,0.28,491.17,40.022,-105.217,15.4,46.1,61.5,2.6,5.25,6.8,7.08,9.13,82.9,214.0,-10.3,3.8,0.3
12/01/2022 05:15:01.820334,838.7,0.3,496.83,40.022,-105.217,14.6,46.2,60.9,-9.0,5.3,6.7,7.11,9.15,83.4,215.0,-10.0,38.6,0.13
12/01/2022 05:20:01.800090,838.7,0.28,489.81,40.022,-105.217,14.8,46.0,60.7,-1.6,5.26,6.23,6.76,8.66,82.8,215.0,-10.0,5.7,0.1
12/01/2022 05:25:01.910124,838.6,0.32,503.69,40.022,-105.217,14.1,46.7,60.8,-0.2,5.12,6.29,6.81,8.87,82.2,216.0,-10.0,215.0,0.12
12/01/2022 05:30:01.873388,838.5,0.27,487.33,40.022,-105.217,20.2,44.9,65.1,3.4,4.69,5.69,6.24,8.16,81.3,215.0,-10.3,0.0,0.1
12/01/2022 05:35:01.827189,838.5,0.3,486.36,40.022,-105.217,8.4,46.5,55.0,0.4,5.1,6.23,6.61,8.54,82.6,214.0,-10.2,0.0,0.1
12/01/2022 05:40:01.799988,838.2,0.33,494.34,40.022,-105.217,13.3,46.6,59.9,4.6,5.47,5.78,6.88,8.99,82.4,214.0,-10.2,329.1,0.12
12/01/2022 05:55:01.797710,838.4,0.32,500.71,40.022,-105.217,23.3,46.8,70.1,2.7,5.61,7.0,7.16,9.55,82.9,214.0,-10.1,321.4,0.13
12/01/2022 05:55:25.638564,,0.34,506.57,40.022,-105.217,24.3,47.9,72.3,-3.5,5.74,6.55,7.45,9.35,,215.0,,,
12/01/2022 05:55:49.834349,838.2,0.3,499.5,40.022,-105.217,22.3,46.8,69.1,-4.7,5.72,7.01,7.36,9.48,81.6,215.0,-10.2,270.0,0.02
12/01/2022 06:00:01.840635,838.2,0.29,490.13,40.022,-105.217,12.9,45.9,58.7,2.6,5.38,7.19,6.78,8.78,81.4,214.0,-10.4,5.7,0.1
12/01/2022 06:05:02.864945,838.1,0.33,499.5,40.022,-105.217,75.9,49.5,125.3,-3.9,5.72,7.14,7.31,9.33,81.9,213.0,-10.4,270.0,0.08
12/01/2022 06:10:02.797185,838.0,0.35,508.0,40.022,-105.217,77.2,54.7,131.9,0.7,6.21,7.39,7.92,10.09,82.8,213.0,-10.3,28.8,0.23
12/01/2022 06:15:02.849046,837.8,0.41,519.09,40.022,-105.217,39.6,51.6,91.2,-2.4,6.43,6.86,8.19,10.48,83.7,214.0,-10.0,321.4,0.13
12/01/2022 06:20:02.849304,837.7,0.46,528.67,40.022,-105.217,37.2,54.5,91.7,6.6,6.4,7.82,8.01,10.07,83.5,215.0,-9.9,11.3,0.1
12/01/2022 06:25:02.831147,837.5,0.39,535.0,40.022,-105.217,41.0,55.8,96.8,3.8,6.03,8.27,7.84,10.13,83.7,217.0,-9.7,196.7,0.42
12/01/2022 06:30:02.862134,837.5,0.33,519.56,40.022,-105.217,39.8,51.4,91.2,-4.6,5.76,6.24,7.28,9.07,80.5,218.0,-10.0,305.6,0.17
12/01/2022 06:35:02.864992,837.3,0.34,517.68,40.022,-105.217,24.8,49.1,73.9,-9.1,6.06,6.12,7.59,9.54,81.7,217.0,-10.1,270.0,0.04
12/01/2022 06:40:02.833362,837.4,0.37,525.87,40.022,-105.217,27.4,52.8,80.2,-5.4,6.28,6.61,7.94,9.91,83.0,216.0,-10.0,206.5,0.11
12/01/2022 06:55:01.772284,837.1,0.36,515.86,40.022,-105.217,32.8,52.0,84.8,-1.1,5.62,6.11,7.19,8.72,82.5,217.0,-10.0,343.3,0.1
12/01/2022 06:55:25.628889,837.0,0.35,516.18,40.022,-105.217,24.8,51.4,76.2,-0.6,5.9,5.68,7.4,8.92,83.2,217.0,-9.8,26.5,0.11
12/01/2022 06:55:49.600531,836.9,0.36,509.75,40.022,-105.217,24.2,50.9,75.2,2.3,6.08,5.83,7.48,8.83,83.5,218.0,-9.7,30.9,0.12
12/01/2022 07:00:01.894381,836.9,0.38,506.4,40.022,-105.217,23.8,51.5,75.3,0.3,6.06,6.0,7.52,9.13,83.3,220.0,-9.7,14.0,0.21
12/01/2022 07:05:01.803189,836.6,0.38,513.36,40.022,-105.217,20.6,49.8,70.4,-3.5,5.76,4.91,7.01,7.98,82.8,221.0,-9.6,270.0,0.09
12/01/2022 07:10:01.903176,836.4,0.36,508.68,40.022,-105.217,20.0,51.6,71.7,0.3,5.5,5.73,6.71,8.26,82.6,222.0,-9.6,189.4,0.3
12/01/2022 07:15:01.864569,836.3,0.3,497.74,40.022,-105.217,20.4,49.3,69.7,-8.5,5.6,5.57,6.82,8.13,81.4,222.0,-9.6,354.3,0.1
12/01/2022 07:20:01.814697,836.3,0.35,504.24,40.022,-105.217,18.0,51.0,69.1,-4.6,5.92,5.81,7.18,8.47,83.1,223.0,-9.4,66.5,0.25
12/01/2022 07:25:01.860276,836.2,0.37,526.59,40.022,-105.217,32.8,51.1,83.9,2.1,5.71,5.19,6.83,8.03,82.6,225.0,-9.2,191.3,0.31
12/01/2022 07:30:01.862002,836.2,0.4,515.2,40.022,-105.217,26.8,51.6,78.4,-0.7,5.95,5.55,7.27,8.75,82.0,226.0,-9.3,188.5,0.2
12/01/2022 07:35:01.996007,836.2,0.38,514.95,40.022,-105.217,27.7,52.0,79.6,-1.5,6.19,5.9,7.55,8.81,82.5,227.0,-9.2,90.0,0.07
12/01/2022 07:40:01.832111,836.1,0.35,515.96,40.022,-105.217,27.6,52.3,79.9,-0.3,5.86,6.13,7.21,8.65,81.9,227.0,-9.3,270.0,0.03
12/01/2022 07:55:01.811854,836.0,0.33,503.53,40.022,-105.217,22.6,51.3,73.9,-10.5,5.33,5.31,6.49,7.85,82.3,228.0,-9.3,270.0,0.1
12/01/2022 07:55:25.661607,836.2,0.29,492.08,40.022,-105.217,20.8,49.2,70.1,-3.0,5.55,4.7,6.71,7.77,81.9,228.0,-9.2,206.5,0.22
12/01/2022 07:55:49.662725,836.3,0.31,497.65,40.022,-105.217,13.8,47.6,61.4,0.8,5.62,5.12,6.69,7.93,81.6,228.0,-9.3,180.0,0.0
12/01/2022 08:00:01.888174,836.1,0.31,503.05,40.022,-105.217,16.3,49.3,65.6,2.0,5.66,5.61,6.8,8.15,81.3,229.0,-9.4,230.2,0.31
12/01/2022 08:05:01.857334,836.3,0.32,499.41,40.022,-105.217,17.8,49.6,67.4,-8.2,5.76,4.96,6.89,8.17,82.8,229.0,-9.3,51.3,0.32
12/01/2022 08:10:01.842659,836.1,0.38,523.27,40.022,-105.217,24.2,50.9,75.1,-4.4,5.53,4.73,6.66,7.81,84.3,230.0,-8.8,159.5,0.43
12/01/2022 08:15:01.830802,836.0,0.37,504.93,40.022,-105.217,26.1,52.3,78.3,-0.7,5.98,5.57,7.13,8.54,84.2,233.0,-8.4,201.8,0.22
12/01/2022 08:20:01.872386,836.0,0.4,510.02,40.022,-105.217,20.1,53.3,73.4,0.3,5.7,6.13,7.01,8.28,84.9,236.0,-8.3,30.9,0.12
12/01/2022 08:25:01.900159,835.9,0.35,514.76,40.022,-105.217,29.7,54.6,84.3,-1.2,6.09,5.72,7.31,8.6,84.7,240.0,-8.2,218.6,0.13
12/01/2022 08:30:01.988085,836.0,0.41,508.01,40.021,-105.217,20.7,51.5,72.2,1.3,5.8,5.16,6.89,8.04,83.7,242.0,-8.3,0.0,0.2
12/01/2022 08:35:01.845660,836.1,0.37,508.4,40.022,-105.217,22.4,49.8,72.2,-5.9,5.35,4.07,6.37,7.36,82.9,244.0,-8.3,16.7,0.1
12/01/2022 08:40:01.889023,836.1,0.38,510.05,40.022,-105.217,20.9,50.4,71.4,-9.3,5.66,4.66,6.86,8.06,82.8,244.0,-8.4,193.1,0.31
12/01/2022 08:55:01.779771,836.0,0.37,513.96,40.022,-105.217,24.0,51.3,75.3,0.3,5.85,5.6,6.9,8.17,82.7,245.0,-8.4,270.0,0.06
12/01/2022 08:55:25.679366,836.2,0.46,529.28,40.022,-105.217,26.8,51.8,78.6,-6.2,6.2,5.08,7.39,8.55,83.1,246.0,-8.4,126.2,0.51
12/01/2022 08:55:49.618280,836.2,0.5,539.35,40.022,-105.217,41.8,55.4,97.3,4.1,6.44,5.4,7.88,8.95,82.5,247.0,-8.6,153.5,0.56
12/01/2022 09:00:01.771254,836.2,0.47,543.59,40.022,-105.217,38.8,56.8,95.6,1.7,6.65,5.11,8.04,9.14,82.4,246.0,-8.8,318.0,0.13
12/01/2022 09:05:01.871540,836.1,0.48,543.7,40.022,-105.217,44.9,55.5,100.4,0.8,6.66,5.56,7.92,9.14,83.0,244.0,-8.8,270.0,0.02
12/01/2022 09:10:01.891757,836.2,0.5,541.43,40.021,-105.217,43.9,55.0,99.0,3.7,6.87,5.66,8.24,9.74,83.6,244.0,-8.8,52.4,0.16
12/01/2022 09:15:01.754967,836.3,0.43,536.19,40.022,-105.217,39.4,56.5,95.9,-3.0,6.98,5.65,8.39,9.57,83.6,244.0,-8.8,26.5,0.11
12/01/2022 09:20:01.831199,836.4,0.47,535.81,40.022,-105.217,38.8,57.4,96.1,0.3,6.98,5.95,8.32,9.73,83.5,244.0,-8.8,35.0,0.12
12/01/2022 09:25:01.869288,836.2,0.48,558.37,40.022,-105.217,42.4,56.9,99.4,-0.8,6.42,5.89,7.87,9.18,83.8,244.0,-8.7,90.0,0.01
12/01/2022 09:30:02.017647,836.1,0.45,548.63,40.022,-105.217,51.2,57.4,108.6,-0.6,6.44,5.44,7.65,8.81,82.7,245.0,-8.8,191.3,0.1
12/01/2022 09:35:01.806662,836.2,0.44,550.61,40.022,-105.217,44.6,54.0,98.6,4.3,6.55,5.1,7.92,9.06,82.9,244.0,-8.8,201.8,0.11
12/01/2022 09:40:01.817323,836.2,0.4,545.4,40.022,-105.217,44.1,53.8,97.9,-5.7,6.55,5.32,7.78,9.06,82.5,244.0,-8.9,270.0,0.08
12/01/2022 09:55:01.889761,836.2,0.42,543.18,40.022,-105.217,40.0,53.5,93.5,0.0,6.46,5.73,7.6,9.08,82.8,244.0,-8.8,19.3,0.21
12/01/2022 09:55:25.651985,836.2,0.43,547.79,40.021,-105.217,43.4,53.6,97.0,-3.0,6.05,5.69,7.22,8.63,83.0,244.0,-8.7,184.5,0.5
12/01/2022 09:55:49.672576,836.3,0.41,545.55,40.022,-105.217,43.2,50.4,93.6,-3.9,6.05,5.1,7.31,8.6,81.4,244.0,-9.0,191.3,0.2
12/01/2022 10:00:01.867187,836.2,0.42,544.62,40.022,-105.217,42.9,51.5,94.4,2.0,6.1,5.2,7.34,8.37,81.4,242.0,-9.2,184.2,0.4
12/01/2022 10:05:01.908703,836.4,0.41,547.53,40.021,-105.217,39.4,49.2,88.6,2.3,6.23,4.89,7.49,8.47,81.9,240.0,-9.4,270.0,0.03
12/01/2022 10:10:01.848999,836.2,0.42,546.26,40.021,-105.217,39.5,50.5,90.0,-2.4,6.42,5.01,7.63,8.81,82.4,238.0,-9.5,90.0,0.03
12/01/2022 10:15:01.997496,836.3,0.4,542.86,40.022,-105.217,37.6,52.1,89.8,-1.8,6.48,5.11,7.67,8.87,83.7,237.0,-9.3,354.3,0.2
12/01/2022 10:20:01.884912,836.3,0.41,547.54,40.021,-105.217,40.1,52.9,93.0,-1.3,6.52,5.29,7.73,8.74,83.9,237.0,-9.3,90.0,0.03
12/01/2022 10:25:01.798300,836.1,0.38,558.11,40.022,-105.217,47.2,53.5,100.7,-1.7,5.98,4.57,7.08,8.04,84.2,237.0,-9.2,270.0,0.05
12/01/2022 10:30:01.836553,836.1,0.37,546.55,40.022,-105.217,45.0,52.7,97.7,-3.2,6.0,5.3,6.99,8.03,84.0,238.0,-9.1,14.0,0.21
12/01/2022 10:35:01.782064,836.0,0.4,548.39,40.022,-105.217,42.8,53.0,95.8,-0.7,6.31,4.86,7.32,8.39,84.0,239.0,-8.9,222.0,0.13
12/01/2022 10:40:01.764342,835.9,0.41,542.07,40.021,-105.217,40.0,54.2,94.2,-2.7,6.31,5.2,7.39,8.59,84.4,240.0,-8.8,45.0,0.14
12/01/2022 10:55:01.771230,835.9,0.39,558.0,40.022,-105.217,43.0,55.2,98.2,1.3,6.12,4.62,7.22,8.33,84.5,242.0,-8.7,270.0,0.01
12/01/2022 10:55:25.738640,835.8,0.41,559.44,40.022,-105.217,51.8,56.5,108.3,-1.4,6.51,4.78,7.66,8.71,84.2,244.0,-8.6,35.0,0.12
12/01/2022 10:55:49.732903,835.8,0.42,559.63,40.022,-105.217,46.9,55.5,102.4,0.3,6.6,5.01,7.8,9.0,84.2,246.0,-8.5,90.0,0.02
12/01/2022 11:00:01.909369,835.9,0.45,562.14,40.022,-105.217,49.7,56.1,105.8,-1.2,6.55,4.98,7.66,8.69,84.1,248.0,-8.5,180.0,0.0
12/01/2022 11:05:02.823215,835.8,0.41,568.95,40.021,-105.217,52.3,53.3,105.6,-0.4,5.86,5.02,6.97,8.12,83.1,249.0,-8.5,201.8,0.11
12/01/2022 11:10:02.815132,835.9,0.37,563.61,40.022,-105.217,46.8,51.2,97.9,-2.8,5.96,4.89,7.07,8.19,81.1,248.0,-9.0,270.0,0.04
12/01/2022 11:15:02.797594,835.9,0.36,563.62,40.022,-105.217,45.3,52.1,97.4,1.7,6.06,4.99,7.18,8.17,82.3,246.0,-9.1,208.8,0.23
12/01/2022 11:20:02.868134,835.9,0.35,546.21,40.022,-105.217,40.5,48.8,89.3,3.2,6.06,5.04,7.18,8.25,81.9,244.0,-9.2,270.0,0.05
12/01/2022 11:25:02.947980,835.9,0.36,557.13,40.022,-105.217,41.6,52.4,94.0,1.4,6.0,5.34,7.04,8.01,83.6,242.0,-9.2,201.8,0.22
12/01/2022 11:30:02.820682,835.8,0.34,538.75,40.022,-105.217,38.6,50.4,89.0,-4.0,5.5,4.42,6.42,7.35,83.3,241.0,-9.2,215.0,0.12
12/01/2022 11:35:03.336144,835.9,0.39,551.55,40.022,-105.217,36.5,49.2,85.7,3.2,5.67,4.48,6.55,7.34,83.6,240.0,-9.1,28.8,0.23
12/01/2022 11:40:02.836783,835.7,0.34,554.23,40.022,-105.217,43.9,52.0,95.8,-0.3,5.75,4.18,6.66,7.55,83.0,241.0,-9.1,201.8,0.11
12/01/2022 11:55:02.906893,835.8,0.36,551.89,40.022,-105.217,37.9,51.3,89.2,1.5,5.66,4.01,6.57,7.32,83.2,240.0,-9.0,21.8,0.11
12/01/2022 11:55:26.672110,835.7,0.31,535.79,40.022,-105.217,36.8,50.8,87.7,-7.2,5.01,3.85,5.77,6.63,82.8,241.0,-9.0,270.0,0.11
12/01/2022 11:55:50.657125,835.8,0.35,534.32,40.022,-105.217,32.0,49.3,81.3,0.3,5.02,3.6,5.84,6.61,83.7,241.0,-8.9,206.5,0.11
12/01/2022 12:00:02.894142,835.6,0.36,541.52,40.022,-105.217,30.0,50.4,80.3,1.3,5.09,3.83,5.88,6.68,84.0,242.0,-8.7,343.3,0.1
12/01/2022 12:05:01.886331,835.4,0.32,540.76,40.022,-105.217,39.6,52.5,92.1,-1.2,4.67,3.58,5.43,6.02,84.3,243.0,-8.6,208.8,0.23
12/01/2022 12:10:01.942560,835.5,0.35,534.11,40.022,-105.217,33.3,49.9,83.2,-1.0,4.3,3.35,4.97,5.58,84.4,245.0,-8.4,43.5,0.28
12/01/2022 12:15:01.796928,835.3,0.32,532.16,40.022,-105.217,26.8,51.0,77.8,-1.4,4.09,3.56,4.83,5.53,84.6,248.0,-8.1,270.0,0.04
12/01/2022 12:20:01.824973,835.1,0.3,530.83,40.022,-105.217,30.7,52.1,82.8,-4.5,3.82,3.15,4.42,4.96,83.1,251.0,-8.0,0.0,0.1
12/01/2022 12:25:01.791927,835.1,0.31,531.12,40.022,-105.217,27.4,50.8,78.2,3.2,3.78,3.31,4.42,5.08,82.8,254.0,-7.9,210.9,0.23
