InstrumentName, Canary-CDPHE-3,,,,,,,,,,,,,,
StartTime, 2022-12-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2022-12-31 23:59:59,,,,,,,,,,,,,,
Date,*Lat,*Lon,F1,F3,F4,Hmdty,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Uncertainty
12/01/2022 15:54:36.186000,40.58057,-105.015305,0.0,0.0,0.0,85.37,10.55,5.29,4.15,3.24,9.44,4.53,-1.0,23.59,3811.0
12/01/2022 15:55:35.507000,40.58057,-105.015305,0.0,0.0,0.0,83.1,8.85,4.3,3.5,2.8,7.2,4.3,-75.0,24.22,3811.0
12/01/2022 15:56:35.069000,40.58057,-105.015305,0.0,0.0,0.0,80.95,12.7,4.3,4.52,2.85,8.3,4.05,-77.0,24.69,3811.0
12/01/2022 15:57:35.127000,40.58057,-105.015305,0.0,0.0,0.0,79.63,9.98,6.13,3.98,3.87,8.43,5.88,-77.0,25.0,3811.0
12/01/2022 15:58:34.887000,40.58057,-105.015305,0.0,0.0,0.0,79.09,9.85,4.5,5.32,3.23,8.0,4.47,-75.0,25.25,3811.0
12/01/2022 16:59:58.450000,40.58057,-105.015305,0.0,0.0,0.0,69.56,10.85,5.78,5.58,4.38,8.42,5.78,-1.0,31.08,3948.0
12/01/2022 17:00:59.366000,40.58057,-105.015305,0.0,0.0,0.0,67.92,11.45,6.85,5.08,4.6,9.77,6.35,-1.0,31.64,3948.0
12/01/2022 17:01:57.743000,40.58057,-105.015305,0.0,0.0,0.0,66.91,13.77,7.5,5.93,5.3,10.02,7.5,-75.0,32.05,3948.0
12/01/2022 17:02:58.705000,40.58057,-105.015305,0.0,0.0,0.0,66.13,9.45,5.75,5.95,4.25,8.5,5.75,-75.0,32.32,3948.0
12/01/2022 17:03:59.246000,40.58057,-105.015305,0.0,0.0,0.0,65.69,11.97,6.95,5.33,4.9,10.3,6.85,-75.0,32.54,3948.0
12/01/2022 17:04:58.783000,40.58057,-105.015305,0.0,0.0,0.0,65.2,13.38,7.1,5.08,4.2,8.43,7.05,-75.0,32.72,3948.0
12/01/2022 17:05:57.661000,40.58057,-105.015305,0.0,0.0,0.0,63.68,10.12,7.13,5.2,4.65,9.07,6.88,-75.0,32.88,3948.0
12/01/2022 17:06:58.086000,40.58057,-105.015305,0.0,0.0,0.0,62.62,14.27,8.17,5.75,4.68,9.0,7.22,-75.0,33.01,3948.0
12/01/2022 17:07:58.343000,40.58057,-105.015305,0.0,0.0,0.0,61.66,12.23,7.1,5.2,5.08,8.78,7.1,-75.0,33.15,3948.0
12/01/2022 17:08:59.558000,40.58057,-105.015305,0.0,0.0,0.0,61.76,12.53,6.72,5.3,4.35,8.05,5.77,-75.0,33.3,3948.0
12/01/2022 17:09:58.646000,40.58057,-105.015305,0.0,0.0,0.0,61.67,9.87,6.75,2.95,4.27,6.68,5.73,-75.0,33.44,3948.0
12/01/2022 17:10:58.183000,40.58057,-105.015305,0.0,0.0,0.0,60.87,9.5,7.5,4.4,4.2,8.65,6.3,-75.0,33.55,3948.0
12/01/2022 17:11:58.113000,40.58057,-105.015305,0.0,0.0,0.0,60.08,12.5,6.8,5.13,4.75,9.27,6.8,-75.0,33.67,3948.0
12/01/2022 17:12:58.262000,40.58057,-105.015305,0.0,0.0,0.0,60.2,9.6,6.55,5.42,4.8,9.12,5.8,-75.0,33.8,3948.0
12/01/2022 17:13:58.964000,40.58057,-105.015305,0.0,0.0,0.0,60.11,7.7,6.1,5.25,3.97,7.4,5.23,-75.0,33.91,3948.0
12/01/2022 17:14:58.365000,40.58057,-105.015305,0.0,0.0,0.0,59.88,12.3,6.0,4.48,3.9,8.65,6.0,-75.0,34.02,3948.0
12/01/2022 17:15:58.065000,40.58057,-105.015305,0.0,0.0,0.0,59.85,9.4,6.0,5.05,3.67,8.65,5.42,-75.0,34.11,3948.0
12/01/2022 17:16:58.124000,40.58057,-105.015305,0.0,0.0,0.0,59.88,10.15,6.53,4.4,4.37,8.53,6.53,-75.0,34.23,3948.0
12/01/2022 17:17:59.666000,40.58057,-105.015305,0.0,0.0,0.0,59.32,8.7,7.62,5.35,4.85,8.7,7.1,-75.0,34.3,3948.0
12/01/2022 17:18:57.463000,40.58057,-105.015305,0.0,0.0,0.0,59.41,9.92,7.45,4.45,4.25,8.32,6.77,-75.0,34.39,3948.0
12/01/2022 17:19:57.725000,40.58057,-105.015305,0.0,0.0,0.0,59.6,11.65,6.4,5.15,4.3,9.85,6.0,-75.0,34.5,3948.0
12/01/2022 19:49:20.991000,-1.0,-1.0,0.0,1.0,1.0,52.74,16.0,5.0,5.0,4.0,10.0,5.0,-1.0,40.1,20000000.0
12/01/2022 19:49:48.571000,40.58057,-105.015305,0.0,1.0,1.0,52.13,12.33,7.0,5.67,4.67,10.33,6.67,-79.0,40.46,3999.0
12/01/2022 19:49:54.091000,40.58057,-105.015305,0.0,0.0,0.0,52.0,12.67,7.7,6.56,4.9,10.56,7.6,-79.0,40.51,3999.0
12/01/2022 19:50:53.280000,40.58057,-105.015305,0.0,0.0,0.0,50.96,13.03,6.47,5.67,4.95,9.33,6.17,-77.0,41.13,3999.0
12/01/2022 19:51:54.174000,40.58057,-105.015305,0.0,0.0,0.0,50.06,11.78,6.52,6.02,5.08,9.32,6.52,-77.0,41.61,3999.0
12/01/2022 19:52:55.812000,40.58057,-105.015305,0.0,0.0,0.0,49.39,13.55,7.65,5.23,5.35,8.77,6.97,-77.0,41.9,3999.0
12/01/2022 19:53:55.133000,40.58057,-105.015305,0.0,0.0,0.0,49.11,10.42,6.7,5.5,4.4,9.17,6.55,-77.0,42.1,3999.0
12/01/2022 19:54:55.173000,40.58057,-105.015305,0.0,0.0,0.0,48.95,9.77,7.87,5.57,4.45,9.6,7.5,-77.0,42.26,3999.0
12/01/2022 19:55:55.432000,40.58057,-105.015305,0.0,0.0,0.0,48.31,11.55,6.47,5.2,4.12,9.87,6.0,-77.0,42.39,3999.0
