InstrumentName, Highland
StartTime, 2022-12-01 00:00:00
EndTime, 2022-12-31 23:59:59
Date,O3
12/01/2022 00:00:00.000000,0.0
12/01/2022 01:00:00.000000,0.0
12/01/2022 02:00:00.000000,0.0
12/01/2022 03:00:00.000000,0.0
12/01/2022 04:00:00.000000,2.0
12/01/2022 05:00:00.000000,6.0
12/01/2022 06:00:00.000000,21.0
12/01/2022 07:00:00.000000,43.0
12/01/2022 08:00:00.000000,41.0
12/01/2022 09:00:00.000000,41.0
12/01/2022 10:00:00.000000,17.0
12/01/2022 11:00:00.000000,43.0
12/01/2022 12:00:00.000000,39.0
12/01/2022 13:00:00.000000,34.0
12/01/2022 14:00:00.000000,39.0
12/01/2022 15:00:00.000000,43.0
12/01/2022 16:00:00.000000,44.0
12/01/2022 17:00:00.000000,45.0
12/01/2022 18:00:00.000000,44.0
12/01/2022 19:00:00.000000,44.0
12/01/2022 20:00:00.000000,45.0
12/01/2022 21:00:00.000000,45.0
12/01/2022 22:00:00.000000,41.0
12/01/2022 23:00:00.000000,39.0
12/02/2022 00:00:00.000000,39.0
12/02/2022 01:00:00.000000,45.0
12/02/2022 02:00:00.000000,44.0
12/02/2022 03:00:00.000000,46.0
12/02/2022 04:00:00.000000,49.0
12/02/2022 05:00:00.000000,46.0
12/02/2022 06:00:00.000000,47.0
12/02/2022 07:00:00.000000,47.0
12/02/2022 08:00:00.000000,44.0
12/02/2022 09:00:00.000000,44.0
12/02/2022 10:00:00.000000,45.0
12/02/2022 11:00:00.000000,44.0
12/02/2022 12:00:00.000000,45.0
12/02/2022 13:00:00.000000,43.0
12/02/2022 14:00:00.000000,43.0
12/02/2022 15:00:00.000000,43.0
12/02/2022 16:00:00.000000,44.0
12/02/2022 17:00:00.000000,43.0
12/02/2022 18:00:00.000000,42.0
12/02/2022 19:00:00.000000,42.0
12/02/2022 20:00:00.000000,42.0
12/02/2022 21:00:00.000000,42.0
12/02/2022 22:00:00.000000,41.0
12/02/2022 23:00:00.000000,37.0
12/03/2022 00:00:00.000000,28.0
12/03/2022 01:00:00.000000,32.0
12/03/2022 02:00:00.000000,33.0
12/03/2022 03:00:00.000000,34.0
12/03/2022 04:00:00.000000,32.0
12/03/2022 05:00:00.000000,30.0
12/03/2022 06:00:00.000000,28.0
12/03/2022 07:00:00.000000,21.0
12/03/2022 08:00:00.000000,22.0
12/03/2022 09:00:00.000000,22.0
12/03/2022 10:00:00.000000,4.0
12/03/2022 11:00:00.000000,2.0
12/03/2022 12:00:00.000000,8.0
12/03/2022 13:00:00.000000,8.0
12/03/2022 14:00:00.000000,2.0
12/03/2022 15:00:00.000000,10.0
12/03/2022 16:00:00.000000,37.0
12/03/2022 17:00:00.000000,41.0
12/03/2022 18:00:00.000000,33.0
12/03/2022 19:00:00.000000,23.0
12/03/2022 20:00:00.000000,38.0
12/03/2022 21:00:00.000000,44.0
12/03/2022 22:00:00.000000,42.0
12/03/2022 23:00:00.000000,30.0
12/04/2022 00:00:00.000000,10.0
12/04/2022 01:00:00.000000,22.0
