InstrumentName, NJH
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,PM2.5
05/01/2021 00:00:00,3.5
05/01/2021 01:00:00,3.4
05/01/2021 02:00:00,3.7
05/01/2021 03:00:00,4.3
05/01/2021 04:00:00,4.7
05/01/2021 05:00:00,4.7
05/01/2021 06:00:00,4.8
05/01/2021 07:00:00,4.9
05/01/2021 08:00:00,4.5
05/01/2021 09:00:00,4.1
05/01/2021 10:00:00,3.7
05/01/2021 11:00:00,3.8
05/01/2021 12:00:00,4.0
05/01/2021 13:00:00,3.9
05/01/2021 14:00:00,17.1
05/01/2021 16:00:00,3.9
05/01/2021 17:00:00,3.3
05/01/2021 18:00:00,3.2
05/01/2021 19:00:00,2.8
05/01/2021 20:00:00,2.8
05/01/2021 21:00:00,3.4
05/01/2021 22:00:00,2.5
05/01/2021 23:00:00,2.7
05/02/2021 00:00:00,3.2
05/02/2021 01:00:00,3.7
05/02/2021 02:00:00,4.3
05/02/2021 03:00:00,4.6
05/02/2021 04:00:00,4.7
05/02/2021 05:00:00,4.1
05/02/2021 06:00:00,4.3
05/02/2021 07:00:00,4.4
05/02/2021 08:00:00,4.4
05/02/2021 09:00:00,4.3
05/02/2021 10:00:00,3.7
05/02/2021 11:00:00,3.8
05/02/2021 12:00:00,4.8
05/02/2021 13:00:00,4.8
05/02/2021 14:00:00,3.3
05/02/2021 15:00:00,3.1
05/02/2021 16:00:00,3.5
05/02/2021 17:00:00,5.1
05/02/2021 18:00:00,4.1
05/02/2021 19:00:00,3.6
05/02/2021 20:00:00,3.9
05/02/2021 21:00:00,4.0
05/02/2021 22:00:00,4.1
05/02/2021 23:00:00,4.3
05/03/2021 00:00:00,6.4
05/03/2021 01:00:00,5.7
05/03/2021 02:00:00,3.2
05/03/2021 03:00:00,4.2
05/03/2021 04:00:00,4.1
05/03/2021 05:00:00,4.9
05/03/2021 06:00:00,3.3
05/03/2021 07:00:00,2.4
05/03/2021 08:00:00,3.3
05/03/2021 09:00:00,3.5
05/03/2021 10:00:00,3.6
05/03/2021 11:00:00,4.1
05/03/2021 12:00:00,3.8
05/03/2021 13:00:00,1.9
05/03/2021 14:00:00,2.3
05/03/2021 15:00:00,4.4
05/03/2021 16:00:00,3.8
05/03/2021 17:00:00,4.0
05/03/2021 18:00:00,3.5
05/03/2021 19:00:00,3.8
05/03/2021 20:00:00,3.7
05/03/2021 21:00:00,4.4
05/03/2021 22:00:00,4.4
05/03/2021 23:00:00,5.4
05/04/2021 00:00:00,5.7
05/04/2021 01:00:00,5.1
05/04/2021 02:00:00,5.7
05/04/2021 03:00:00,6.7
05/04/2021 04:00:00,9.6
05/04/2021 05:00:00,6.9
05/04/2021 06:00:00,5.4
05/04/2021 07:00:00,7.0
05/04/2021 08:00:00,7.4
05/04/2021 09:00:00,8.8
05/04/2021 10:00:00,10.9
05/04/2021 11:00:00,11.5
05/04/2021 12:00:00,11.3
05/04/2021 13:00:00,7.0
05/04/2021 15:00:00,9.3
05/04/2021 16:00:00,10.7
05/04/2021 17:00:00,12.0
05/04/2021 18:00:00,11.5
05/04/2021 19:00:00,11.1
05/04/2021 20:00:00,7.9
05/04/2021 21:00:00,7.0
05/04/2021 22:00:00,6.4
05/04/2021 23:00:00,4.4
05/05/2021 00:00:00,4.1
05/05/2021 01:00:00,5.6
05/05/2021 02:00:00,6.6
