InstrumentName, I-25 Denver
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,CO,NO2,PM2.5
05/01/2021 00:00:00,0.218,2.0,2.8
05/01/2021 01:00:00,0.192,2.0,3.5
05/01/2021 02:00:00,0.305,13.0,4.1
05/01/2021 03:00:00,0.497,23.0,4.1
05/01/2021 04:00:00,0.733,,5.6
05/01/2021 05:00:00,0.598,26.0,5.9
05/01/2021 06:00:00,0.478,21.0,5.0
05/01/2021 07:00:00,0.354,20.0,4.4
05/01/2021 08:00:00,0.48,26.0,4.5
05/01/2021 09:00:00,0.429,25.0,4.3
05/01/2021 10:00:00,0.274,25.0,3.9
05/01/2021 11:00:00,0.336,33.0,4.7
05/01/2021 12:00:00,0.36,42.0,4.9
05/01/2021 13:00:00,0.35,27.0,4.9
05/01/2021 14:00:00,0.296,13.0,4.8
05/01/2021 15:00:00,0.314,13.0,4.7
05/01/2021 16:00:00,0.26,11.0,4.5
05/01/2021 17:00:00,0.277,8.0,2.7
05/01/2021 18:00:00,0.241,6.0,1.7
05/01/2021 19:00:00,0.305,8.0,2.1
05/01/2021 20:00:00,0.237,4.0,1.5
05/01/2021 21:00:00,0.28,5.0,5.8
05/01/2021 22:00:00,0.199,3.0,2.0
05/01/2021 23:00:00,0.23,8.0,2.9
05/02/2021 00:00:00,0.26,10.0,4.1
05/02/2021 01:00:00,0.486,14.0,3.0
05/02/2021 02:00:00,0.551,20.0,3.7
05/02/2021 03:00:00,0.545,20.0,3.7
05/02/2021 04:00:00,0.597,,3.1
05/02/2021 05:00:00,0.401,11.0,3.5
05/02/2021 06:00:00,0.431,17.0,4.0
05/02/2021 07:00:00,0.395,15.0,4.1
05/02/2021 08:00:00,0.541,27.0,6.2
05/02/2021 09:00:00,0.417,22.0,6.0
05/02/2021 10:00:00,0.27,17.0,4.2
05/02/2021 11:00:00,0.366,22.0,5.2
05/02/2021 12:00:00,0.325,17.0,4.8
05/02/2021 13:00:00,0.287,13.0,4.0
05/02/2021 14:00:00,0.187,5.0,2.1
05/02/2021 15:00:00,0.166,2.0,2.0
05/02/2021 16:00:00,0.157,0.0,2.1
05/02/2021 17:00:00,0.353,8.0,5.6
05/02/2021 18:00:00,0.41,15.0,3.0
05/02/2021 19:00:00,0.315,14.0,3.2
05/02/2021 20:00:00,0.51,18.0,3.4
05/02/2021 21:00:00,0.29,11.0,3.5
05/02/2021 22:00:00,0.392,17.0,3.9
05/02/2021 23:00:00,0.386,8.0,4.0
05/03/2021 00:00:00,0.294,7.0,7.1
05/03/2021 01:00:00,0.353,10.0,8.6
05/03/2021 02:00:00,0.419,10.0,6.6
05/03/2021 03:00:00,0.402,10.0,4.2
05/03/2021 04:00:00,0.333,,2.8
05/03/2021 05:00:00,0.275,8.0,5.2
05/03/2021 06:00:00,0.149,3.0,2.1
05/03/2021 07:00:00,0.158,5.0,1.4
05/03/2021 08:00:00,0.152,3.0,1.7
05/03/2021 09:00:00,0.145,7.0,2.1
05/03/2021 10:00:00,0.2,9.0,3.8
05/03/2021 11:00:00,0.212,11.0,4.1
05/03/2021 12:00:00,0.222,10.0,2.8
05/03/2021 13:00:00,0.498,18.0,7.1
05/03/2021 14:00:00,0.37,18.0,4.9
05/03/2021 15:00:00,0.204,16.0,3.0
05/03/2021 16:00:00,0.337,16.0,4.1
05/03/2021 17:00:00,0.399,20.0,9.0
05/03/2021 18:00:00,0.326,14.0,3.4
05/03/2021 19:00:00,0.339,15.0,4.2
05/03/2021 20:00:00,0.439,22.0,5.3
05/03/2021 21:00:00,0.471,21.0,4.6
05/03/2021 22:00:00,0.445,21.0,6.0
05/03/2021 23:00:00,0.578,22.0,7.3
05/04/2021 00:00:00,0.402,15.0,7.1
05/04/2021 01:00:00,0.333,17.0,6.8
05/04/2021 02:00:00,0.195,9.0,4.4
05/04/2021 03:00:00,0.34,17.0,9.4
05/04/2021 04:00:00,0.313,,10.9
05/04/2021 05:00:00,0.27,11.0,7.9
05/04/2021 06:00:00,0.214,8.0,6.1
05/04/2021 07:00:00,0.212,9.0,6.3
05/04/2021 08:00:00,0.231,10.0,8.9
05/04/2021 09:00:00,0.246,11.0,9.2
05/04/2021 10:00:00,0.268,18.0,9.0
05/04/2021 11:00:00,0.427,33.0,11.7
05/04/2021 12:00:00,0.758,36.0,14.1
05/04/2021 13:00:00,,25.0,11.8
05/04/2021 14:00:00,0.579,27.0,12.1
05/04/2021 15:00:00,0.373,15.0,11.4
05/04/2021 16:00:00,0.335,10.0,11.4
05/04/2021 17:00:00,0.395,12.0,12.3
05/04/2021 18:00:00,0.449,18.0,15.3
05/04/2021 19:00:00,0.484,,14.1
05/04/2021 20:00:00,0.383,,9.9
05/04/2021 21:00:00,0.492,22.0,7.9
05/04/2021 22:00:00,0.402,19.0,6.0
05/04/2021 23:00:00,0.5,21.0,4.8
05/05/2021 00:00:00,0.438,18.0,3.5
05/05/2021 01:00:00,0.429,15.0,2.2
05/05/2021 02:00:00,0.307,11.0,4.4
05/05/2021 03:00:00,0.321,11.0,2.1
05/05/2021 04:00:00,0.371,,2.4
05/05/2021 05:00:00,0.31,12.0,2.6
05/05/2021 06:00:00,0.23,10.0,1.8
05/05/2021 07:00:00,0.325,18.0,3.3
05/05/2021 08:00:00,0.236,11.0,4.9
05/05/2021 09:00:00,0.211,11.0,2.6
05/05/2021 10:00:00,0.216,11.0,1.8
05/05/2021 11:00:00,0.337,25.0,3.0
05/05/2021 12:00:00,0.74,39.0,5.9
05/05/2021 13:00:00,0.54,25.0,5.3
05/05/2021 14:00:00,0.438,21.0,6.3
05/05/2021 15:00:00,0.602,27.0,9.2
05/05/2021 16:00:00,0.321,12.0,10.7
05/05/2021 17:00:00,0.291,9.0,9.3
05/05/2021 18:00:00,0.297,11.0,8.9
05/05/2021 19:00:00,0.267,12.0,7.9
05/05/2021 20:00:00,0.246,9.0,6.9
05/05/2021 21:00:00,0.254,9.0,4.9
