InstrumentName, I-25 Globeville
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,NO2,PM2.5
05/01/2021 00:00:00,7.0,2.3
05/01/2021 01:00:00,7.0,2.4
05/01/2021 02:00:00,14.0,3.0
05/01/2021 03:00:00,31.0,5.3
05/01/2021 04:00:00,,6.5
05/01/2021 05:00:00,35.0,8.2
05/01/2021 06:00:00,31.0,6.7
05/01/2021 07:00:00,25.0,5.7
05/01/2021 08:00:00,26.0,4.8
05/01/2021 09:00:00,34.0,5.2
05/01/2021 10:00:00,26.0,4.5
05/01/2021 11:00:00,27.0,5.6
05/01/2021 12:00:00,31.0,5.5
05/01/2021 13:00:00,33.0,7.3
05/01/2021 14:00:00,29.0,8.6
05/01/2021 15:00:00,32.0,7.7
05/01/2021 16:00:00,20.0,4.0
05/01/2021 17:00:00,6.0,1.7
05/01/2021 18:00:00,13.0,2.6
05/01/2021 19:00:00,17.0,2.6
05/01/2021 20:00:00,14.0,2.3
05/01/2021 21:00:00,14.0,2.6
05/01/2021 22:00:00,13.0,1.8
05/01/2021 23:00:00,8.0,2.8
05/02/2021 00:00:00,5.0,2.0
05/02/2021 01:00:00,19.0,3.6
05/02/2021 02:00:00,26.0,3.3
05/02/2021 03:00:00,13.0,3.9
05/02/2021 04:00:00,,3.4
05/02/2021 05:00:00,23.0,3.9
05/02/2021 06:00:00,22.0,4.4
05/02/2021 07:00:00,23.0,4.4
05/02/2021 08:00:00,16.0,4.1
05/02/2021 09:00:00,13.0,3.3
05/02/2021 10:00:00,11.0,3.6
05/02/2021 11:00:00,26.0,6.0
05/02/2021 12:00:00,20.0,5.1
05/02/2021 13:00:00,21.0,4.7
05/02/2021 14:00:00,5.0,2.5
05/02/2021 15:00:00,4.0,2.1
05/02/2021 16:00:00,3.0,2.4
05/02/2021 17:00:00,11.0,12.7
05/02/2021 18:00:00,19.0,6.4
05/02/2021 19:00:00,8.0,3.0
05/02/2021 20:00:00,7.0,3.4
05/02/2021 21:00:00,8.0,3.6
05/02/2021 22:00:00,11.0,3.7
05/02/2021 23:00:00,9.0,7.3
05/03/2021 00:00:00,6.0,6.3
05/03/2021 01:00:00,13.0,7.5
05/03/2021 02:00:00,16.0,3.9
05/03/2021 03:00:00,18.0,3.8
05/03/2021 04:00:00,,3.7
05/03/2021 05:00:00,9.0,3.6
05/03/2021 06:00:00,3.0,1.8
05/03/2021 07:00:00,2.0,1.0
05/03/2021 08:00:00,3.0,1.8
05/03/2021 09:00:00,3.0,2.2
05/03/2021 10:00:00,4.0,2.0
05/03/2021 11:00:00,7.0,2.8
05/03/2021 12:00:00,20.0,5.6
05/03/2021 13:00:00,28.0,8.4
05/03/2021 14:00:00,13.0,3.6
05/03/2021 15:00:00,11.0,3.3
05/03/2021 16:00:00,15.0,5.4
05/03/2021 17:00:00,14.0,4.6
05/03/2021 18:00:00,11.0,2.7
05/03/2021 19:00:00,14.0,4.0
05/03/2021 20:00:00,19.0,7.0
05/03/2021 21:00:00,22.0,6.3
05/03/2021 22:00:00,28.0,11.3
05/03/2021 23:00:00,26.0,12.0
05/04/2021 00:00:00,24.0,10.1
05/04/2021 01:00:00,15.0,5.0
05/04/2021 02:00:00,29.0,10.5
05/04/2021 03:00:00,22.0,9.8
05/04/2021 04:00:00,,8.8
05/04/2021 05:00:00,10.0,6.0
05/04/2021 06:00:00,13.0,5.0
05/04/2021 07:00:00,19.0,8.1
05/04/2021 08:00:00,24.0,9.6
05/04/2021 09:00:00,20.0,11.1
05/04/2021 10:00:00,28.0,12.7
05/04/2021 11:00:00,39.0,13.2
05/04/2021 12:00:00,36.0,16.3
05/04/2021 13:00:00,28.0,13.4
05/04/2021 14:00:00,30.0,14.9
05/04/2021 15:00:00,27.0,15.5
05/04/2021 16:00:00,24.0,15.4
05/04/2021 17:00:00,22.0,17.5
05/04/2021 18:00:00,20.0,17.4
05/04/2021 19:00:00,,13.6
05/04/2021 20:00:00,,9.6
05/04/2021 21:00:00,29.0,9.9
05/04/2021 22:00:00,28.0,9.5
05/04/2021 23:00:00,29.0,8.5
05/05/2021 00:00:00,25.0,4.3
05/05/2021 01:00:00,17.0,4.9
05/05/2021 02:00:00,21.0,8.7
05/05/2021 03:00:00,17.0,4.5
05/05/2021 04:00:00,,2.8
05/05/2021 05:00:00,23.0,3.8
05/05/2021 06:00:00,32.0,3.8
05/05/2021 07:00:00,30.0,6.3
05/05/2021 08:00:00,23.0,11.2
05/05/2021 09:00:00,18.0,6.6
05/05/2021 10:00:00,27.0,3.1
05/05/2021 11:00:00,41.0,5.2
05/05/2021 12:00:00,43.0,8.2
05/05/2021 13:00:00,42.0,10.5
05/05/2021 14:00:00,,8.8
05/05/2021 15:00:00,,10.9
05/05/2021 16:00:00,,9.9
05/05/2021 17:00:00,6.0,7.9
05/05/2021 18:00:00,11.0,9.0
05/05/2021 19:00:00,10.0,7.8
05/05/2021 20:00:00,6.0,5.9
05/05/2021 21:00:00,4.0,3.5
05/05/2021 22:00:00,5.0,4.1
05/05/2021 23:00:00,11.0,5.4
05/06/2021 00:00:00,11.0,5.4
05/06/2021 01:00:00,10.0,4.1
05/06/2021 02:00:00,15.0,4.2
05/06/2021 04:00:00,,9.9
05/06/2021 05:00:00,24.0,6.6
05/06/2021 06:00:00,20.0,6.2
05/06/2021 07:00:00,26.0,6.6
05/06/2021 08:00:00,26.0,9.3
05/06/2021 09:00:00,19.0,7.8
05/06/2021 10:00:00,18.0,8.1
05/06/2021 11:00:00,29.0,8.8
05/06/2021 12:00:00,34.0,11.3
05/06/2021 13:00:00,32.0,11.9
05/06/2021 14:00:00,27.0,10.0
05/06/2021 15:00:00,26.0,13.1
05/06/2021 16:00:00,24.0,15.4
05/06/2021 17:00:00,24.0,18.1
05/06/2021 18:00:00,21.0,19.7
05/06/2021 19:00:00,19.0,19.4
05/06/2021 20:00:00,23.0,16.1
05/06/2021 21:00:00,17.0,11.6
05/06/2021 22:00:00,12.0,7.3
05/06/2021 23:00:00,12.0,3.7
05/07/2021 00:00:00,19.0,4.0
05/07/2021 01:00:00,16.0,3.4
05/07/2021 02:00:00,34.0,6.6
05/07/2021 03:00:00,41.0,11.5
05/07/2021 04:00:00,,13.3
05/07/2021 05:00:00,42.0,13.6
05/07/2021 06:00:00,37.0,13.0
05/07/2021 07:00:00,29.0,10.4
05/07/2021 08:00:00,36.0,11.5
05/07/2021 09:00:00,38.0,10.4
05/07/2021 10:00:00,35.0,9.8
05/07/2021 11:00:00,37.0,10.9
05/07/2021 12:00:00,42.0,12.0
05/07/2021 13:00:00,41.0,13.5
05/07/2021 14:00:00,42.0,10.6
05/07/2021 15:00:00,40.0,9.5
05/07/2021 16:00:00,33.0,
05/07/2021 17:00:00,16.0,3.8
05/07/2021 18:00:00,17.0,4.5
05/07/2021 19:00:00,20.0,5.0
05/07/2021 20:00:00,28.0,6.6
05/07/2021 21:00:00,19.0,4.7
05/07/2021 22:00:00,5.0,3.2
05/07/2021 23:00:00,15.0,6.2
05/08/2021 00:00:00,13.0,5.3
05/08/2021 01:00:00,10.0,5.8
05/08/2021 02:00:00,25.0,5.7
05/08/2021 03:00:00,37.0,9.2
05/08/2021 04:00:00,,7.2
05/08/2021 05:00:00,29.0,9.1
05/08/2021 06:00:00,30.0,9.0
05/08/2021 07:00:00,17.0,7.5
05/08/2021 08:00:00,18.0,8.4
05/08/2021 09:00:00,26.0,8.5
05/08/2021 10:00:00,35.0,10.6
05/08/2021 11:00:00,42.0,12.2
05/08/2021 12:00:00,38.0,11.9
05/08/2021 13:00:00,40.0,21.6
05/08/2021 14:00:00,22.0,13.1
05/08/2021 15:00:00,19.0,8.5
05/08/2021 16:00:00,21.0,8.1
05/08/2021 17:00:00,18.0,6.9
05/08/2021 18:00:00,19.0,7.3
05/08/2021 19:00:00,17.0,5.9
05/08/2021 20:00:00,10.0,10.8
05/08/2021 21:00:00,13.0,3.8
05/08/2021 22:00:00,9.0,6.1
05/08/2021 23:00:00,12.0,7.8
05/09/2021 00:00:00,6.0,4.8
05/09/2021 01:00:00,6.0,3.3
05/09/2021 02:00:00,6.0,3.1
05/09/2021 03:00:00,11.0,6.8
05/09/2021 04:00:00,,2.9
05/09/2021 05:00:00,7.0,2.8
05/09/2021 06:00:00,10.0,6.2
05/09/2021 07:00:00,5.0,5.8
05/09/2021 08:00:00,3.0,5.7
05/09/2021 09:00:00,3.0,2.2
05/09/2021 10:00:00,4.0,2.7
05/09/2021 11:00:00,15.0,4.5
05/09/2021 12:00:00,21.0,3.8
05/09/2021 13:00:00,12.0,3.5
05/09/2021 14:00:00,14.0,3.6
