InstrumentName, I-25 Globeville
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
05/01/2021 00:00:00,4.55,79.3703,1.708108,,14.877716,138.135704,6.084912
05/01/2021 00:01:00,4.8,79.409302,2.945455,,15.134979,106.494941,8.338037
05/01/2021 00:02:00,5.133333,79.539215,3.375342,,15.653931,107.86833,7.184814
05/01/2021 00:03:00,5.466667,79.797943,2.087179,,15.592743,101.216718,8.86167
05/01/2021 00:04:00,5.616667,79.55954,2.939744,,14.96347,104.052938,8.572852000000001
05/01/2021 00:05:00,5.84,79.307404,1.729114,,15.067993,115.348317,6.193604
05/01/2021 00:06:00,5.866667,79.472473,2.763855,,15.329681,98.856985,4.723193
05/01/2021 00:07:00,6.216667,79.662811,1.272152,,15.198456,72.277333,4.885205
05/01/2021 00:08:00,6.733333,80.064636,1.628378,,15.416351,111.326944,6.072949
05/01/2021 00:09:00,7.066667,79.934448,2.637975,,15.159546,117.646877,10.124268
05/01/2021 00:10:00,7.316667,79.653198,3.560811,,15.227448,98.891237,9.087598
05/01/2021 00:11:00,7.7,79.460663,1.939241,,15.334106,108.026933,9.617725
05/01/2021 00:12:00,7.95,79.598541,1.82716,,15.436951,123.297298,8.159961
05/01/2021 00:13:00,8.25,79.388428,2.003704,,15.163971,120.631038,10.872461
05/01/2021 00:14:00,7.95,79.074219,1.974074,,14.996582,122.367343,11.622363
05/01/2021 00:15:00,7.316667,78.96051,1.352113,,15.134674,124.442893,10.587744
05/01/2021 00:16:00,6.65,79.041809,2.188889,,15.05304,125.313507,8.305225
05/01/2021 00:17:00,6.1,79.002808,2.812162,,14.980408,123.947697,8.268652
05/01/2021 00:18:00,5.7,79.097015,1.63,,15.212952,99.740835,5.837451
05/01/2021 00:19:00,5.316667,79.25412,2.251351,,15.607697,105.798952,6.529932
05/01/2021 00:20:00,5.15,79.320313,2.207595,,15.60495,120.139064,7.080566
05/01/2021 00:21:00,5.3,79.546906,1.95122,,15.691315,128.705723,5.556152
05/01/2021 00:22:00,6.516667,79.634521,2.394667,,15.435425,123.075445,9.141943
05/01/2021 00:23:00,7.26,79.286804,1.379487,,15.151306,124.554743,10.601074
05/01/2021 00:24:00,7.516667,79.227753,2.042857,,15.314117,127.895999,7.254541
05/01/2021 00:25:00,7.9,79.456543,2.348649,,15.492645,113.474867,5.173682
05/01/2021 00:26:00,8.516667,79.553772,2.017722,,15.579468,118.665201,6.61333
05/01/2021 00:27:00,9.183333,79.560089,1.72963,,15.541473,110.818128,6.087646
05/01/2021 00:28:00,8.916667,79.463135,2.408108,,15.39682,101.523134,6.990674
05/01/2021 00:29:00,8.533333,79.374695,2.965823,,15.333649,100.378387,8.398534999999999
05/01/2021 00:30:00,8.55,79.177765,2.078481,,15.355927,94.030211,8.953955
05/01/2021 00:31:00,8.36,79.116516,1.775949,,15.404907,92.302676,8.903027
05/01/2021 00:32:00,8.016667,79.100037,2.024359,,15.637756,108.249784,9.090332
05/01/2021 00:33:00,7.45,79.057465,2.914286,,15.750519,105.830503,6.832422
05/01/2021 00:34:00,6.95,79.107178,3.54878,,15.803619,128.47937000000002,6.376123
05/01/2021 00:35:00,6.866667,79.211273,4.524675,,15.76944,149.402758,6.739111
05/01/2021 00:36:00,6.8,79.357391,3.742857,,15.01825,149.883941,5.298779
05/01/2021 00:37:00,7.05,79.483459,1.98481,,14.603516,143.541289,6.740479
05/01/2021 00:38:00,7.2,79.37085,3.2,,14.313904,148.173687,6.213086
05/01/2021 00:39:00,7.1,79.319763,2.7,,14.157043,145.858002,6.755859
05/01/2021 00:40:00,6.85,79.463959,1.286747,,14.274536,154.575288,3.939111
05/01/2021 00:41:00,6.683333,79.666931,1.721053,,14.232269,173.697678,5.956738
05/01/2021 00:42:00,7.48,79.630951,2.03,,14.114777,176.965408,7.493115
05/01/2021 00:43:00,17.933333,79.930328,1.742857,,14.246307,170.939938,4.928955
05/01/2021 00:44:00,21.733333,80.09375,2.920779,,14.18634,163.200221,4.610059
05/01/2021 00:45:00,22.583333,79.991028,5.055405,,14.101501,175.142089,5.058838
05/01/2021 00:46:00,12.733333,79.710876,6.461538,,14.053131,162.05609,7.896094
05/01/2021 00:47:00,4.783333,79.47934,1.425,,14.206787,178.494461,6.79209
05/01/2021 00:48:00,3.716667,79.384033,2.151351,,14.38974,168.674255,11.371484
05/01/2021 00:49:00,4.116667,79.496918,2.468354,,14.743744,159.818005,5.578027
05/01/2021 00:50:00,4.45,79.553772,2.736585,,14.480682,138.786573,5.489844
05/01/2021 00:51:00,4.5,79.274994,2.552941,,14.364868,137.599861,5.263916
05/01/2021 00:52:00,4.566667,79.210449,2.960811,,14.3992,150.652509,6.831055
05/01/2021 00:53:00,4.566667,79.24588,1.43038,,14.386841,136.927743,6.591455
05/01/2021 00:54:00,4.616667,79.266754,1.371622,,14.363647,134.295053,6.302637
05/01/2021 00:55:00,4.266667,79.227203,1.029268,,14.226471,136.909566,8.963525
05/01/2021 00:56:00,4.016667,79.219788,1.191139,,14.314819,144.850377,8.549951
05/01/2021 00:57:00,3.95,79.333496,1.825,,14.339233,172.584097,7.026904
05/01/2021 00:58:00,4.666667,79.411499,2.714865,,14.312988,143.490946,6.007666
05/01/2021 00:59:00,4.316667,79.240662,1.651351,,14.234406,149.740382,6.907275
05/01/2021 01:00:00,3.533333,79.279388,1.737662,,14.41507,148.900287,5.438574
05/01/2021 01:01:00,3.85,79.159912,1.677027,,14.198547,142.193128,7.551904
05/01/2021 01:02:00,3.833333,79.0896,2.020253,,14.487091,136.733507,6.401074
05/01/2021 01:03:00,3.916667,79.132172,2.083333,,14.714142,133.589822,6.359375
05/01/2021 01:04:00,4.166667,79.227478,1.155263,,14.893433,153.843304,5.188037
05/01/2021 01:05:00,4.6,79.273895,1.410526,,14.933563,140.76404,5.739014
05/01/2021 01:06:00,5.05,79.260712,1.956757,,15.043274,142.361815,5.409521
05/01/2021 01:07:00,5.316667,79.252747,2.494595,,14.888092,161.510097,7.164307
05/01/2021 01:08:00,5.62,79.092896,1.728571,,14.929138,158.102743,6.96333
05/01/2021 01:09:00,6.016667,79.018463,1.633784,,15.092255,147.326446,7.686572
05/01/2021 01:10:00,6.233333,78.856415,2.368919,,15.199829,146.519321,9.272852
05/01/2021 01:11:00,6.3,78.802307,1.671084,,15.395905,146.109054,9.19834
05/01/2021 01:12:00,6.383333,78.82428,1.5,,15.522247,164.064429,6.017578
05/01/2021 01:13:00,6.65,78.949249,1.37973,,15.668579,163.660957,6.213428
05/01/2021 01:14:00,7.033333,78.924805,1.851899,,15.505463,166.116636,8.373584000000001
05/01/2021 01:15:00,6.9,78.815216,1.913333,,15.442749,166.301804,6.921631
05/01/2021 01:16:00,6.7,78.828949,2.422973,,15.463654,163.471938,6.28418
05/01/2021 01:17:00,6.6,78.786926,2.078481,,15.394531,158.191437,5.130273
05/01/2021 01:18:00,6.64,78.787201,1.857143,,15.372406,159.402258,4.650732
05/01/2021 01:19:00,6.5,78.820434,2.193976,,15.481354,166.08392,3.805469
05/01/2021 01:20:00,6.433333,78.80835,2.214286,,15.600525,173.205068,6.237354
05/01/2021 01:21:00,6.1,78.711945,1.331579,,15.714966,147.824987,7.307178
05/01/2021 01:22:00,6.35,78.648773,1.977922,,15.798889,155.591081,6.094482
05/01/2021 01:23:00,6.433333,78.5466,1.734286,,15.73053,155.998791,6.173438
05/01/2021 01:24:00,6.4,78.497162,2.668919,,15.842682,150.609146,6.020996
05/01/2021 01:25:00,6.783333,78.482056,1.878481,,15.945984,160.056192,5.687744
05/01/2021 01:26:00,7.183333,78.481232,1.62963,,16.167847000000002,169.491182,5.778662
05/01/2021 01:27:00,7.35,78.473541,1.548101,,16.329742,170.068791,7.180029
05/01/2021 01:28:00,7.4,78.417511,1.456757,,16.440979,167.623128,5.325098
05/01/2021 01:29:00,7.6,78.423279,2.175949,,16.546265,164.418572,4.850684
05/01/2021 01:30:00,8.616667,78.377686,2.252,,16.611420000000003,169.816464,7.96001
05/01/2021 01:31:00,8.916667,78.329346,2.73038,,16.670166000000002,173.437694,6.905566
05/01/2021 01:32:00,8.3,78.2659,4.032432,,16.74707,166.56237,7.81167
05/01/2021 01:33:00,7.7,78.21756,5.65,,16.758361999999998,155.548718,7.021777
05/01/2021 01:34:00,7.4,78.110168,1.255844,,16.745697,162.213508,6.917529
05/01/2021 01:35:00,7.766667,78.067871,1.802703,,16.88089,163.531456,6.615381
05/01/2021 01:36:00,7.666667,78.014313,2.1,,16.97168,161.895503,7.201904
05/01/2021 01:37:00,6.983333,77.979431,2.297403,,17.031952,167.684356,6.577783
05/01/2021 01:38:00,6.883333,77.908295,2.803797,,17.111145,170.16604,10.629102
05/01/2021 01:39:00,6.766667,77.841553,3.328571,,17.250458,157.770318,5.9
05/01/2021 01:40:00,6.683333,77.739105,4.989189,,17.15036,141.387794,9.329248
05/01/2021 01:41:00,6.45,77.677582,3.543243,,17.310425,160.795103,5.662109
05/01/2021 01:42:00,6.383333,77.69516,3.1,,17.427155,164.028623,7.966846
05/01/2021 01:43:00,6.35,77.663849,3.409459,,17.485901,165.086906,6.172412
05/01/2021 01:44:00,7.116667,77.654785,1.95,,17.539307,160.783138,6.051416
05/01/2021 01:45:00,7.966667,77.553711,3.168493,,17.684723,164.988754,4.975439
05/01/2021 01:46:00,9.0,77.475159,4.012162,,17.763916,167.474232,6.099951
05/01/2021 01:47:00,9.85,77.401001,2.356962,,17.772156,156.452856,4.648682
05/01/2021 01:48:00,10.1,77.363373,1.997403,,17.798096,156.248481,4.07207
05/01/2021 01:49:00,10.133333,77.287567,2.479747,,17.864166,150.38625,5.134033
05/01/2021 01:50:00,10.216667,77.212311,2.510811,,17.998138,161.825333,4.826758
05/01/2021 01:51:00,9.616667,77.242523,3.227869,,17.892548,168.14479,6.300586
05/01/2021 01:52:00,9.066667,77.238129,2.25,,17.915894,163.205343,4.050195
05/01/2021 01:53:00,8.533333,77.149689,2.871429,,17.981812,145.811966,6.925391
05/01/2021 01:54:00,8.55,77.09668,3.528571,,18.00592,164.535388,5.436182
05/01/2021 01:55:00,8.78,77.09668,4.512162,,18.033234,156.979932,6.259912
05/01/2021 01:56:00,8.916667,77.065369,6.8,,18.069855,149.847817,5.701074
05/01/2021 01:57:00,9.283333,77.025269,1.764557,,18.086334,150.56118,6.029199
05/01/2021 01:58:00,9.683333,76.955505,2.326582,,18.15683,151.898632,6.261963
05/01/2021 01:59:00,9.85,76.904968,1.8,,18.207947,152.659112,5.558203
05/01/2021 02:00:00,9.7,76.896179,2.125676,,18.200623,146.625545,5.582471
05/01/2021 02:01:00,9.633333,76.840149,2.069663,,18.39975,163.475917,4.739599999999999
05/01/2021 02:02:00,10.15,76.757477,2.113924,,18.43103,142.247262,5.138818
05/01/2021 02:03:00,10.5,76.687164,2.953165,,18.513275,165.245362,4.195117
05/01/2021 02:04:00,10.516667,76.635529,3.359459,,18.610016,161.270389,3.767188
05/01/2021 02:05:00,10.733333,76.593781,2.889189,,18.680206,168.307692,4.7522459999999995
05/01/2021 02:06:00,11.116667,76.584717,2.364865,,18.671356,164.337062,5.280322
05/01/2021 02:07:00,11.416667,76.539124,1.94058,,18.766266,160.323671,4.424805
05/01/2021 02:08:00,11.5,76.475128,1.821951,,18.738037,159.806253,4.364648
05/01/2021 02:09:00,11.4,76.420471,2.066667,,18.767487,147.058659,5.598877
05/01/2021 02:10:00,11.416667,76.410584,1.789873,,18.828064,151.580475,5.922217
05/01/2021 02:11:00,11.8,76.396851,2.403125,,18.706757,146.297236,9.270801
05/01/2021 02:12:00,11.483333,76.404816,2.417143,,18.664642,139.074142,8.647020999999999
05/01/2021 02:13:00,11.033333,76.368286,1.833721,,18.782135,146.295255,6.948633
05/01/2021 02:14:00,11.483333,76.311157,2.271429,,18.844086,166.726466,5.540771
05/01/2021 02:15:00,11.5,76.27298,2.859459,,18.850342,164.105433,5.440283
05/01/2021 02:16:00,11.366667,76.213654,2.540299,,18.96402,165.351129,5.622461
05/01/2021 02:17:00,11.0,76.154877,2.2375,,19.085022,155.602222,5.797803
05/01/2021 02:18:00,10.75,76.041168,1.934211,,19.190613,160.097337,4.1958009999999994
05/01/2021 02:19:00,11.483333,75.980194,2.432,,19.28476,158.284104,6.882324
05/01/2021 02:20:00,11.683333,75.940094,2.944928,,19.315735,146.438567,6.551807
05/01/2021 02:21:00,11.35,75.858795,2.14321,,19.45932,157.142238,5.069775
05/01/2021 02:22:00,11.333333,75.794525,1.6,,19.469391,156.329488,5.033203
05/01/2021 02:23:00,11.35,75.721191,1.745455,,19.552399,163.117683,6.198047
05/01/2021 02:24:00,11.52,75.708282,2.684211,,19.617401,167.533638,4.211523
05/01/2021 02:25:00,11.716667,75.60556,3.215663,,19.766785,155.269983,5.302539
05/01/2021 02:26:00,11.433333,75.567108,2.108108,,19.744812,151.622091,6.629395
05/01/2021 02:27:00,11.333333,75.566284,2.450649,,19.760529,155.979236,6.582568
05/01/2021 02:28:00,11.183333,75.555573,2.260494,,19.786163,161.721011,5.82959
05/01/2021 02:29:00,11.016667,75.539917,2.421918,,19.838348,157.426998,5.83335
05/01/2021 02:30:00,11.166667,75.478668,2.182609,,19.986206,164.099471,4.654491999999999
05/01/2021 02:31:00,11.433333,75.435272,2.554321,,19.998108,146.559726,5.346631
05/01/2021 02:32:00,12.3,75.383362,2.9875,,20.056702,153.577774,5.030469
05/01/2021 02:33:00,13.7,75.322937,3.453165,,20.150543,148.758434,5.486084
05/01/2021 02:34:00,15.516667,75.244934,3.284615,,20.23111,152.687594,4.047803
05/01/2021 02:35:00,17.45,75.140564,2.329577,,20.345398,159.649847,4.1154790000000006
05/01/2021 02:36:00,19.083333,75.124084,2.760494,,20.342041,176.995046,2.986865
05/01/2021 02:37:00,20.05,75.065308,3.680556,,20.450073,164.750316,2.733594
05/01/2021 02:38:00,21.3,74.983734,4.333333,,20.525146,154.623252,3.816748
05/01/2021 02:39:00,21.7,74.924683,3.105797,,20.576569,153.172531,4.520166
05/01/2021 02:40:00,21.75,74.874695,4.159091,,20.684448,156.016547,3.202539
05/01/2021 02:41:00,21.316667,74.783783,2.806154,,20.787445,167.769632,2.946533
05/01/2021 02:42:00,21.4,74.742035,2.588372,,20.87793,165.146703,2.323096
05/01/2021 02:43:00,21.683333,74.685181,3.210714,,20.905395,172.869343,2.367529
05/01/2021 02:44:00,21.633333,74.625031,3.869333,,20.954071,156.74591,2.6573729999999998
05/01/2021 02:45:00,20.933333,74.60141,4.736585,,20.904327,160.210321,4.102831999999999
05/01/2021 02:46:00,19.95,74.563782,4.1,,21.059357,157.344967,3.277051
05/01/2021 02:47:00,19.166667,74.507477,5.119737,,21.072479,171.309955,2.865186
05/01/2021 02:48:00,18.316667,74.578888,6.345205,,20.968262,170.415913,5.265625
05/01/2021 02:49:00,17.066667,74.809875,4.387342,,20.757233,173.421297,5.887012
05/01/2021 02:50:00,16.533333,74.780487,3.617442,,21.002136,171.550371,4.434375
05/01/2021 02:51:00,16.25,74.757965,3.239063,,20.738464,174.485157,5.464551
05/01/2021 02:52:00,16.2,75.070251,3.688372,,20.219666,172.144108,9.073584
05/01/2021 02:53:00,16.283333,75.078766,3.169048,,20.146576,173.783094,8.534229
05/01/2021 02:54:00,16.0,75.068878,4.291892,,19.870697,169.952178,8.879443
05/01/2021 02:55:00,15.583333,75.062836,6.379452,,19.87146,165.373618,6.829004
