InstrumentName, La Casa
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
05/01/2021 00:00:00,0.177,4.0,63.0,12.4,3.3,0.0
05/01/2021 01:00:00,0.168,8.0,49.0,14.0,3.3,0.0
05/01/2021 02:00:00,0.202,9.0,42.0,14.3,3.7,0.0
05/01/2021 03:00:00,0.247,11.0,41.0,19.8,4.6,0.0
05/01/2021 04:00:00,0.235,10.0,36.0,20.6,5.1,0.0
05/01/2021 05:00:00,0.355,,19.0,28.7,7.6,0.0
05/01/2021 06:00:00,0.299,16.0,21.0,19.8,5.7,0.0
05/01/2021 07:00:00,0.206,9.0,29.0,16.8,4.8,
05/01/2021 08:00:00,0.176,8.0,28.0,11.8,4.0,0.0
05/01/2021 09:00:00,0.203,12.0,22.0,13.5,4.4,0.0
05/01/2021 10:00:00,0.215,20.0,18.0,12.8,4.1,0.0
05/01/2021 11:00:00,0.193,12.0,24.0,12.8,4.0,0.0
05/01/2021 12:00:00,0.226,17.0,18.0,16.0,4.2,0.0
05/01/2021 13:00:00,0.271,16.0,21.0,20.3,4.7,0.0
05/01/2021 14:00:00,0.264,14.0,27.0,27.6,5.0,0.0
05/01/2021 15:00:00,0.254,11.0,36.0,24.7,4.5,0.0
05/01/2021 16:00:00,0.237,9.0,44.0,23.7,4.3,0.0
05/01/2021 17:00:00,0.19,3.0,53.0,11.6,2.9,0.0
05/01/2021 18:00:00,0.164,2.0,56.0,9.6,2.6,0.0
05/01/2021 19:00:00,0.144,2.0,55.0,9.5,2.7,0.0
05/01/2021 20:00:00,0.142,2.0,54.0,8.6,2.4,0.0
05/01/2021 21:00:00,0.143,2.0,53.0,10.6,2.5,0.0
05/01/2021 22:00:00,0.135,3.0,51.0,9.3,2.4,0.0
05/01/2021 23:00:00,0.127,4.0,49.0,11.7,2.6,0.0
05/02/2021 00:00:00,0.14,4.0,48.0,12.5,2.9,0.0
05/02/2021 01:00:00,0.171,5.0,46.0,15.9,3.1,0.0
05/02/2021 02:00:00,0.24,11.0,36.0,15.7,3.8,0.0
05/02/2021 03:00:00,0.212,14.0,32.0,24.5,4.3,0.0
05/02/2021 04:00:00,0.191,6.0,37.0,15.7,3.6,0.0
05/02/2021 05:00:00,0.202,,36.0,12.1,3.7,0.0
05/02/2021 06:00:00,0.302,10.0,29.0,12.9,3.8,0.0
05/02/2021 07:00:00,0.202,9.0,26.0,13.7,4.2,
05/02/2021 08:00:00,0.186,8.0,30.0,14.1,4.3,0.0
05/02/2021 09:00:00,0.176,11.0,27.0,13.7,4.4,0.0
05/02/2021 10:00:00,0.176,16.0,20.0,15.3,3.7,0.0
05/02/2021 11:00:00,0.206,13.0,16.0,10.9,3.9,0.0
05/02/2021 12:00:00,0.277,12.0,19.0,15.8,4.3,0.0
05/02/2021 13:00:00,0.231,7.0,27.0,13.4,3.7,0.0
05/02/2021 14:00:00,0.179,6.0,33.0,11.4,3.1,0.0
05/02/2021 15:00:00,0.169,3.0,43.0,9.1,2.8,0.0
05/02/2021 16:00:00,0.133,2.0,48.0,11.1,3.0,0.0
05/02/2021 17:00:00,0.149,3.0,51.0,22.0,3.6,0.0
05/02/2021 18:00:00,0.197,6.0,49.0,12.2,3.4,0.0
05/02/2021 19:00:00,0.251,15.0,41.0,16.5,4.4,1.0
05/02/2021 20:00:00,0.206,11.0,44.0,14.9,4.2,1.0
05/02/2021 21:00:00,0.194,7.0,48.0,13.9,4.2,0.0
05/02/2021 22:00:00,0.236,10.0,47.0,16.4,4.2,0.0
05/02/2021 23:00:00,0.19,8.0,49.0,14.8,4.4,0.0
05/03/2021 00:00:00,0.164,4.0,40.0,24.7,5.8,0.0
05/03/2021 01:00:00,0.171,3.0,39.0,13.2,4.4,0.0
05/03/2021 02:00:00,0.173,4.0,40.0,7.9,3.2,0.0
05/03/2021 03:00:00,0.175,4.0,38.0,10.6,3.9,0.0
05/03/2021 04:00:00,0.165,3.0,42.0,7.2,3.4,0.0
05/03/2021 05:00:00,0.167,,36.0,9.9,4.1,0.0
05/03/2021 06:00:00,0.149,9.0,28.0,8.0,3.3,0.0
05/03/2021 07:00:00,0.155,8.0,30.0,4.5,2.3,
05/03/2021 08:00:00,0.147,5.0,39.0,6.2,3.0,0.0
05/03/2021 09:00:00,0.152,8.0,38.0,8.5,3.7,0.0
05/03/2021 10:00:00,0.179,12.0,34.0,7.8,3.7,0.0
