InstrumentName, I25 Denver
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
05/01/2021 00:00:00,5.874373,0.220631,0.790513,76.45343,1.15,,13.53302,91.305988,3.294525
05/01/2021 00:01:00,3.152103,0.506376,0.594741,76.599823,1.7,,13.467407,90.347777,2.700195
05/01/2021 00:02:00,2.149161,0.545663,0.544949,76.696777,1.525,,13.424835,91.700996,2.259216
05/01/2021 00:03:00,1.260841,0.305768,16.626187,76.818451,1.1,,13.476105,107.825143,2.077942
05/01/2021 00:04:00,4.155044,0.291499,6.497647,77.007141,2.125,,13.274383,90.791895,1.486206
05/01/2021 00:05:00,9.112442,0.250625,2.496829,77.105194,2.275,,13.574982,127.87551,3.105621
05/01/2021 00:06:00,3.897145,0.208481,1.623485,76.992309,1.675,,13.472595,142.699645,5.289154
05/01/2021 00:07:00,3.008825,0.191463,1.178028,76.434204,2.55,,13.789215,138.475913,5.678101
05/01/2021 00:08:00,23.265697,0.189424,1.354796,76.360596,4.85,,13.910522,113.99768,3.689728
05/01/2021 00:09:00,14.422774,0.199525,2.219207,76.506165,3.85,,13.882446,131.370352,5.084534
05/01/2021 00:10:00,10.645381,0.212835,2.882926,76.471008,4.125,,13.888245,120.914645,5.831909
05/01/2021 00:11:00,5.780556,0.208583,2.718553,76.451507,2.75,,13.903961,137.539291,5.165405
05/01/2021 00:12:00,3.061978,0.208033,3.073021,76.453705,2.35,,14.026947,152.826931,5.060883
05/01/2021 00:13:00,3.605693,0.229748,11.738929,76.534729,3.075,,14.161072,138.779424,4.550018
05/01/2021 00:14:00,6.209805,0.302462,5.4661,76.624268,3.225,,14.061432,141.028056,5.942688
05/01/2021 00:15:00,5.523007,0.268186,4.085551,76.520721,3.2,,13.975372,149.986608,4.084778
05/01/2021 00:16:00,7.18277,0.253647,3.832644,76.448212,2.525,,13.97522,135.320327,6.22406
05/01/2021 00:17:00,3.605693,0.230851,3.180964,76.133453,2.0,,13.960266,131.887672,8.267975
05/01/2021 00:18:00,10.330598,0.216707,2.854709,75.972504,2.875,,14.025269,122.083406,7.327728
05/01/2021 00:19:00,5.837789,0.21946,2.640791,75.903015,2.375,,14.113312,126.044008,4.094543
05/01/2021 00:20:00,13.650125,0.211932,3.116014,76.149109,3.75,,14.112549,123.062001,5.764923
05/01/2021 00:21:00,5.208224,0.209179,2.752737,76.247162,1.9,,13.9328,128.12447600000002,7.112579
05/01/2021 00:22:00,2.289329,0.191162,2.03234,76.173553,1.925,,13.91861,111.499202,5.625916
05/01/2021 00:23:00,1.86008,0.180355,0.807248,76.241394,1.6,,13.805847,103.721555,5.287933
05/01/2021 00:24:00,6.495972,0.183376,0.324263,76.394653,2.75,,13.672791,104.681016,4.103851
05/01/2021 00:25:00,2.890278,0.182965,0.262133,76.508362,1.55,,13.818359,123.66697,4.870605
05/01/2021 00:26:00,4.492809,0.182546,0.356652,76.45343,2.05,,13.959808,128.44582300000002,3.726654
05/01/2021 00:27:00,5.437157,0.187166,0.548221,76.485291,2.55,,13.864441,122.09849,3.878021
05/01/2021 00:28:00,2.11763,0.182853,0.756505,76.415253,1.325,,13.724976,116.95958,6.217804
05/01/2021 00:29:00,3.777393,0.183297,0.901806,76.346313,2.25,,14.066467,143.973048,5.282135
05/01/2021 00:30:00,22.721592,0.186336,1.343099,76.427612,3.525,,14.297485,148.404466,3.702393
05/01/2021 00:31:00,16.368704,0.19599,1.734648,76.601196,5.675,,13.879547,157.403273,4.339447
05/01/2021 00:32:00,4.435575,0.204086,1.739668,76.41745,2.775,,13.703156,145.314971,2.873993
05/01/2021 00:33:00,7.497553,0.192978,1.383755,76.293304,3.775,,13.968048,139.912905,2.666473
05/01/2021 00:34:00,10.845697,0.198004,1.35211,76.384216,5.1,,13.902588,103.49525,5.724335
05/01/2021 00:35:00,5.236841,0.213831,1.262573,76.379547,2.375,,13.841705,116.629319,6.061249
05/01/2021 00:36:00,6.381505,0.205176,1.183922,76.518524,2.375,,13.888855,132.380485,4.885712
05/01/2021 00:37:00,3.233678,0.201164,0.692562,76.403717,1.875,,14.0271,114.45795,4.246521
05/01/2021 00:38:00,1.917313,0.187089,0.698285,76.488586,1.6,,13.798065,114.760657,4.480133
05/01/2021 00:39:00,1.516681,0.187918,0.510937,76.497101,1.3,,13.807373,118.681103,4.306793
05/01/2021 00:40:00,17.856768,0.188534,0.422008,76.559723,4.2,,14.047241,135.299108,5.073547
05/01/2021 00:41:00,6.696288,0.196175,0.644945,76.414429,2.05,,14.007874,127.413857,4.782867
05/01/2021 00:42:00,2.260713,0.191872,1.361299,76.408112,1.975,,14.288025,153.076158,4.891663
05/01/2021 00:43:00,8.041269,0.212353,2.599353,76.545166,5.3,,14.15329,162.967323,3.998108
05/01/2021 00:44:00,12.84886,0.232666,3.85318,76.670136,5.25,,14.169159,149.366601,4.324036
05/01/2021 00:45:00,7.154154,0.237142,5.208972,76.774506,3.85,,14.181976,147.590569,6.062164
05/01/2021 00:46:00,2.823506,0.233003,5.850391,76.533081,2.166667,,13.938446,159.636726,6.219635
05/01/2021 00:47:00,1.545297,0.207385,5.1921,76.238647,1.316667,,14.005737,159.585869,6.18866
05/01/2021 00:48:00,13.946098,0.19449,4.098168,76.08786,2.283333,,14.233246,143.348028,8.97583
05/01/2021 00:49:00,17.984932,0.200278,3.24598,76.041718,3.333333,,14.463806,126.03869,8.182373
05/01/2021 00:50:00,23.243238,0.198451,2.922422,76.054077,1.916667,,14.593353,128.640728,5.394745
05/01/2021 00:51:00,8.039874,0.187072,2.297411,76.265015,1.85,,14.602356,125.498055,4.871521
05/01/2021 00:52:00,2.708495,0.18773,1.546937,76.395752,1.983333,,14.663239,128.650257,5.70755
05/01/2021 00:53:00,1.812386,0.188576,1.213694,76.351807,1.583333,,14.49234,124.452055,5.808868
05/01/2021 00:54:00,17.646913,0.180413,1.183623,76.274353,4.25,,14.726868,139.914959,8.840179
05/01/2021 00:55:00,10.721692,0.184746,1.489434,76.082916,4.8,,14.767761,128.042053,8.103333
05/01/2021 00:56:00,7.259734,0.188758,1.782824,76.009308,4.3,,14.877014,133.602202,6.592712
05/01/2021 00:57:00,7.258749,0.186161,1.889168,76.038422,4.7,,15.057526,138.136772,6.811829
05/01/2021 00:58:00,8.840051,0.186504,2.174992,76.047485,3.716667,,15.148621,131.12967,9.895935
05/01/2021 00:59:00,42.295073,0.18875,2.405376,75.89505,4.083333,,15.167236,133.470348,10.951538
05/01/2021 01:00:00,47.591483,0.191995,2.21582,75.679169,3.7,,15.195923,132.582514,9.85199
05/01/2021 01:01:00,13.317232,0.188409,1.544639,75.613525,3.183333,,15.22934,131.190404,8.294067
05/01/2021 01:02:00,16.632252,0.182756,1.150387,75.630554,3.55,,15.326996,135.22521,7.22229
05/01/2021 01:03:00,12.7171,0.180293,1.43525,75.678619,3.475,,15.304108,139.095528,6.058044
05/01/2021 01:04:00,101.851107,0.178193,1.697223,75.736023,9.025,,15.417633,124.40387,4.74884
05/01/2021 01:05:00,42.523695,0.186619,1.762679,75.924713,6.775,,15.241547,135.619915,6.270294
05/01/2021 01:06:00,8.887681,0.195841,1.841226,75.831604,4.2,,15.181885,140.199292,7.353363
05/01/2021 01:07:00,5.772706,0.189054,2.216084,75.66571,3.5,,15.238342,132.163031,7.450104
05/01/2021 01:08:00,4.629596,0.177546,2.363312,75.691803,2.575,,15.333557,127.963465,7.341309
05/01/2021 01:09:00,2.657731,0.179105,2.139616,75.688232,1.925,,15.300903,113.843893,4.053802
05/01/2021 01:10:00,6.601461,0.186549,1.679453,75.741791,4.35,,15.444031,131.580688,4.903717
05/01/2021 01:11:00,11.116746,0.189218,1.435525,75.765961,4.3,,15.423737,128.683783,4.176331
05/01/2021 01:12:00,9.287769,0.195185,1.387427,75.752777,4.075,,15.397186,110.64995,4.439239
05/01/2021 01:13:00,6.029906,0.217352,1.501892,75.736572,2.525,,15.639801,136.798886,4.729309
05/01/2021 01:14:00,3.372175,0.224472,1.675839,75.72229,2.225,,15.731201,132.819243,7.841949
05/01/2021 01:15:00,11.31679,0.211596,1.82195,75.527832,3.95,,15.648041,117.683793,8.203125
05/01/2021 01:16:00,8.687637,0.192531,1.690037,75.4328,3.6,,15.764618,128.91280799999998,5.712891
05/01/2021 01:17:00,3.086397,0.183847,1.640352,75.432526,2.025,,15.793915,141.286881,6.508179
05/01/2021 01:18:00,6.972971,0.182933,1.628592,75.34079,3.1,,15.870361,141.269168,6.646118
05/01/2021 01:19:00,6.372839,0.179557,2.234122,75.344086,3.75,,16.05423,129.820236,5.62561
05/01/2021 01:20:00,4.400974,0.201933,2.841788,75.328156,2.675,,15.93811,132.462976,7.801971
05/01/2021 01:21:00,9.745013,0.195927,2.970955,75.23175,1.85,,15.942383,133.127726,8.198242
05/01/2021 01:22:00,6.593805,0.177571,2.50792,75.143036,1.775,,16.037292,131.416528,9.077911
05/01/2021 01:23:00,7.477189,0.17503,1.75685,75.069702,2.55,,16.322174,132.86171,7.740936
05/01/2021 01:24:00,14.412139,0.180432,1.868154,75.059265,2.425,,16.321716,127.319197,6.742401
05/01/2021 01:25:00,8.390433,0.186941,1.987616,75.068329,3.125,,16.346893,127.927394,6.263885
05/01/2021 01:26:00,5.022844,0.189445,1.987906,75.019165,3.175,,16.382751,129.943073,8.622284
05/01/2021 01:27:00,12.157567,0.193914,1.71792,74.913696,4.0,,16.469879,130.420385,7.828217
05/01/2021 01:28:00,8.361894,0.189092,1.813391,74.910126,3.25,,16.530304,122.303005,9.733429
05/01/2021 01:29:00,12.871039,0.194526,1.764047,74.748901,2.225,,16.5979,132.97083,9.445038
05/01/2021 01:30:00,5.993167,0.181342,1.987368,74.58136,2.075,,16.732788,133.265823,11.29837
05/01/2021 01:31:00,6.820794,0.172076,1.919974,74.481659,2.4,,16.915283,127.994088,8.077545
05/01/2021 01:32:00,11.272861,0.176851,1.955555,74.454742,2.5,,16.958313,130.801625,9.408722
05/01/2021 01:33:00,23.030883,0.185659,1.706767,74.404205,7.75,,17.001953,131.556039,8.314972
05/01/2021 01:34:00,12.985194,0.181552,1.512174,74.373993,5.3,,17.092438,131.913424,7.583618
05/01/2021 01:35:00,3.738594,0.176426,1.469001,74.318787,2.325,,17.100525,140.249055,6.986694
05/01/2021 01:36:00,17.836805,0.178204,1.697439,74.256714,2.325,,17.222443,145.36483,6.190033
05/01/2021 01:37:00,11.915628,0.18035,2.109492,74.233093,3.775,,17.323456,137.423338,5.58197
05/01/2021 01:38:00,9.747009,0.198225,2.633056,74.189423,5.4,,17.478485,133.390419,4.9086
05/01/2021 01:39:00,9.832509,0.225793,3.240827,74.108124,3.625,,17.558441,131.68631,6.045685
05/01/2021 01:40:00,13.024512,0.222571,3.402381,74.035065,2.975,,17.6091,140.433076,5.167236
05/01/2021 01:41:00,12.340511,0.206853,3.286507,74.00293,2.85,,17.686615,139.553254,4.012146
05/01/2021 01:42:00,13.794012,0.197446,3.055001,73.960083,3.925,,17.798615,134.188376,4.228973
05/01/2021 01:43:00,24.738022,0.192146,3.162787,73.921906,4.525,,17.70462,128.23730999999998,5.179443
05/01/2021 01:44:00,17.385016,0.191138,3.23166,73.879883,6.85,,17.649689,134.228876,5.873718
05/01/2021 01:45:00,13.708512,0.190933,3.248174,73.843628,4.375,,17.774048,123.007354,4.857635
05/01/2021 01:46:00,19.152017,0.194549,3.037263,73.787323,2.85,,17.728729,130.7336,8.126526
05/01/2021 01:47:00,6.697506,0.203731,2.645132,73.723877,1.95,,17.63977,128.54901,8.203125
05/01/2021 01:48:00,5.187005,0.185505,2.206059,73.693939,2.6,,17.675934,124.760253,6.893311
05/01/2021 01:49:00,7.980007,0.175684,2.001787,73.670593,3.275,,17.797546,131.337599,5.088806
05/01/2021 01:50:00,8.464508,0.174823,2.103547,73.627197,3.85,,17.82486,128.91456599999998,6.455841
05/01/2021 01:51:00,10.74451,0.183649,2.160424,73.598358,4.975,,17.80365,126.18262,9.443665
05/01/2021 01:52:00,4.246504,0.179139,1.932549,73.568146,2.525,,17.75116,130.378771,7.30896
