InstrumentName, Welby
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,NO2,O3,PM10,SO2
05/01/2021 00:00:00,6.0,56.0,33.9,0.0
05/01/2021 01:00:00,8.0,48.0,24.7,0.0
05/01/2021 02:00:00,19.0,30.0,45.0,0.0
05/01/2021 03:00:00,21.0,18.0,62.3,0.0
05/01/2021 04:00:00,,16.0,45.8,0.0
05/01/2021 05:00:00,30.0,14.0,43.8,0.0
05/01/2021 06:00:00,34.0,5.0,56.7,0.0
05/01/2021 07:00:00,31.0,6.0,19.2,0.0
05/01/2021 08:00:00,29.0,10.0,18.0,0.0
05/01/2021 09:00:00,21.0,13.0,21.8,0.0
05/01/2021 10:00:00,30.0,8.0,22.4,0.0
05/01/2021 11:00:00,37.0,1.0,33.1,0.0
05/01/2021 12:00:00,35.0,3.0,73.7,1.0
05/01/2021 13:00:00,32.0,9.0,91.7,0.0
05/01/2021 14:00:00,23.0,22.0,41.7,0.0
05/01/2021 15:00:00,18.0,31.0,53.0,0.0
05/01/2021 16:00:00,11.0,43.0,24.8,1.0
05/01/2021 17:00:00,3.0,52.0,28.9,0.0
05/01/2021 18:00:00,2.0,55.0,21.8,0.0
05/01/2021 19:00:00,3.0,56.0,32.9,0.0
05/01/2021 20:00:00,3.0,56.0,21.7,0.0
05/01/2021 21:00:00,2.0,57.0,32.0,0.0
05/01/2021 22:00:00,3.0,51.0,30.6,0.0
05/01/2021 23:00:00,3.0,48.0,35.0,0.0
05/02/2021 00:00:00,5.0,46.0,31.0,0.0
05/02/2021 01:00:00,3.0,48.0,85.4,0.0
05/02/2021 02:00:00,4.0,43.0,45.9,0.0
05/02/2021 03:00:00,5.0,38.0,35.4,0.0
05/02/2021 04:00:00,,37.0,27.4,0.0
05/02/2021 05:00:00,5.0,41.0,7.1,0.0
05/02/2021 06:00:00,5.0,39.0,6.7,0.0
05/02/2021 07:00:00,3.0,33.0,36.5,0.0
05/02/2021 08:00:00,5.0,30.0,18.5,0.0
05/02/2021 09:00:00,5.0,30.0,29.9,0.0
05/02/2021 10:00:00,8.0,22.0,7.0,0.0
05/02/2021 11:00:00,14.0,15.0,14.8,0.0
05/02/2021 12:00:00,11.0,21.0,19.4,0.0
05/02/2021 13:00:00,9.0,24.0,36.5,0.0
05/02/2021 14:00:00,3.0,34.0,14.6,0.0
05/02/2021 15:00:00,2.0,42.0,10.9,0.0
05/02/2021 16:00:00,1.0,47.0,16.0,0.0
05/02/2021 17:00:00,2.0,51.0,80.2,0.0
05/02/2021 18:00:00,4.0,51.0,19.8,0.0
05/02/2021 19:00:00,3.0,48.0,19.2,0.0
05/02/2021 20:00:00,2.0,51.0,15.5,0.0
05/02/2021 21:00:00,3.0,51.0,20.0,0.0
05/02/2021 22:00:00,8.0,45.0,15.1,0.0
05/02/2021 23:00:00,4.0,48.0,36.9,0.0
05/03/2021 00:00:00,2.0,40.0,24.5,0.0
05/03/2021 01:00:00,2.0,40.0,11.4,0.0
05/03/2021 02:00:00,3.0,39.0,7.4,0.0
05/03/2021 03:00:00,3.0,39.0,4.9,0.0
05/03/2021 04:00:00,,39.0,13.8,0.0
05/03/2021 05:00:00,2.0,35.0,10.5,0.0
05/03/2021 06:00:00,1.0,34.0,7.5,0.0
05/03/2021 07:00:00,1.0,37.0,4.5,0.0
05/03/2021 08:00:00,1.0,42.0,1.8,0.0
05/03/2021 09:00:00,1.0,42.0,5.5,0.0
05/03/2021 10:00:00,1.0,42.0,5.8,0.0
05/03/2021 11:00:00,2.0,40.0,7.3,0.0
05/03/2021 12:00:00,4.0,38.0,2.5,0.0
05/03/2021 13:00:00,3.0,35.0,8.2,0.0
05/06/2021 15:00:00,4.0,,,
05/06/2021 16:00:00,,39.0,,
05/06/2021 17:00:00,,47.0,9.8,0.0
05/06/2021 18:00:00,9.0,47.0,17.1,0.0
05/06/2021 19:00:00,8.0,51.0,,0.0
05/06/2021 20:00:00,9.0,52.0,17.9,0.0
05/06/2021 21:00:00,8.0,58.0,18.5,0.0
05/06/2021 22:00:00,6.0,65.0,8.1,0.0
05/06/2021 23:00:00,6.0,62.0,27.4,0.0
05/07/2021 00:00:00,6.0,60.0,17.1,0.0
05/07/2021 01:00:00,5.0,57.0,6.0,0.0
05/07/2021 02:00:00,9.0,51.0,16.5,0.0
05/07/2021 03:00:00,7.0,50.0,4.0,0.0
05/07/2021 04:00:00,,42.0,46.4,0.0
05/07/2021 05:00:00,15.0,37.0,28.9,0.0
05/07/2021 06:00:00,15.0,32.0,15.5,0.0
05/07/2021 07:00:00,16.0,27.0,14.4,0.0
05/07/2021 08:00:00,20.0,18.0,15.3,0.0
05/07/2021 09:00:00,20.0,15.0,26.3,0.0
05/07/2021 10:00:00,29.0,4.0,25.0,0.0
05/07/2021 11:00:00,34.0,1.0,41.5,0.0
05/07/2021 12:00:00,39.0,2.0,117.0,1.0
05/07/2021 13:00:00,41.0,6.0,127.5,1.0
05/07/2021 14:00:00,34.0,18.0,,0.0
05/07/2021 15:00:00,27.0,29.0,50.3,1.0
05/07/2021 16:00:00,15.0,43.0,29.8,1.0
05/07/2021 17:00:00,9.0,53.0,38.2,0.0
05/07/2021 18:00:00,3.0,60.0,28.2,0.0
05/07/2021 19:00:00,3.0,61.0,22.7,0.0
05/07/2021 20:00:00,3.0,58.0,76.2,0.0
05/07/2021 21:00:00,3.0,58.0,41.5,0.0
05/07/2021 22:00:00,4.0,59.0,21.9,0.0
05/07/2021 23:00:00,4.0,58.0,60.0,0.0
05/08/2021 00:00:00,4.0,56.0,64.4,0.0
05/08/2021 01:00:00,11.0,47.0,38.9,0.0
05/08/2021 02:00:00,33.0,20.0,69.8,0.0
05/08/2021 03:00:00,20.0,33.0,37.9,1.0
05/08/2021 04:00:00,,24.0,40.7,0.0
05/08/2021 05:00:00,37.0,9.0,37.6,0.0
05/08/2021 06:00:00,29.0,12.0,44.0,0.0
05/08/2021 07:00:00,28.0,12.0,27.2,0.0
05/08/2021 08:00:00,17.0,25.0,14.7,0.0
05/08/2021 09:00:00,14.0,28.0,24.4,0.0
05/08/2021 10:00:00,14.0,24.0,29.9,0.0
05/08/2021 11:00:00,22.0,14.0,37.0,0.0
05/08/2021 12:00:00,29.0,7.0,90.2,0.0
05/08/2021 13:00:00,24.0,15.0,82.7,0.0
05/08/2021 14:00:00,13.0,30.0,41.2,0.0
05/08/2021 15:00:00,12.0,38.0,24.7,1.0
05/08/2021 16:00:00,2.0,50.0,44.9,0.0
05/08/2021 17:00:00,3.0,52.0,24.3,0.0
05/08/2021 18:00:00,1.0,54.0,21.1,0.0
05/08/2021 19:00:00,2.0,54.0,23.6,0.0
05/08/2021 20:00:00,2.0,53.0,62.1,0.0
05/08/2021 21:00:00,2.0,53.0,26.4,0.0
05/08/2021 22:00:00,2.0,54.0,21.8,0.0
05/08/2021 23:00:00,2.0,55.0,35.9,0.0
05/09/2021 00:00:00,2.0,50.0,48.2,0.0
05/09/2021 01:00:00,2.0,50.0,20.0,0.0
05/09/2021 02:00:00,2.0,48.0,20.2,0.0
05/09/2021 03:00:00,3.0,44.0,28.9,0.0
05/09/2021 04:00:00,,45.0,10.6,0.0
05/09/2021 05:00:00,2.0,40.0,17.6,0.0
05/09/2021 06:00:00,2.0,35.0,19.2,0.0
05/09/2021 07:00:00,2.0,31.0,4.2,0.0
05/09/2021 08:00:00,2.0,31.0,3.3,0.0
05/09/2021 09:00:00,2.0,41.0,0.1,0.0
05/09/2021 10:00:00,2.0,41.0,2.9,0.0
05/09/2021 11:00:00,1.0,41.0,8.8,0.0
05/09/2021 12:00:00,3.0,38.0,10.5,0.0
05/09/2021 13:00:00,4.0,40.0,6.7,0.0
05/09/2021 14:00:00,5.0,41.0,6.8,0.0
05/09/2021 15:00:00,5.0,43.0,8.0,0.0
05/09/2021 16:00:00,4.0,45.0,11.3,0.0
05/09/2021 17:00:00,3.0,47.0,19.2,0.0
05/09/2021 18:00:00,4.0,46.0,23.5,0.0
05/09/2021 19:00:00,3.0,47.0,8.8,0.0
05/09/2021 20:00:00,2.0,47.0,9.1,0.0
05/09/2021 21:00:00,2.0,46.0,18.0,0.0
05/09/2021 22:00:00,2.0,41.0,9.9,0.0
05/09/2021 23:00:00,2.0,42.0,10.8,0.0
05/10/2021 00:00:00,2.0,40.0,9.9,0.0
05/10/2021 01:00:00,3.0,40.0,8.5,0.0
05/10/2021 02:00:00,4.0,38.0,7.4,0.0
05/10/2021 03:00:00,4.0,37.0,12.1,0.0
05/10/2021 04:00:00,,36.0,15.6,0.0
05/10/2021 05:00:00,4.0,34.0,9.7,0.0
05/10/2021 06:00:00,5.0,34.0,6.4,0.0
05/10/2021 07:00:00,6.0,28.0,20.3,0.0
05/10/2021 08:00:00,5.0,29.0,10.8,0.0
05/10/2021 09:00:00,5.0,29.0,10.1,0.0
05/10/2021 10:00:00,6.0,25.0,10.3,0.0
05/10/2021 11:00:00,5.0,22.0,15.4,0.0
05/10/2021 12:00:00,5.0,24.0,9.7,0.0
05/10/2021 13:00:00,8.0,,13.0,0.0
05/10/2021 14:00:00,11.0,22.0,14.1,
05/10/2021 15:00:00,10.0,21.0,10.6,0.0
05/10/2021 16:00:00,10.0,23.0,10.8,0.0
05/10/2021 17:00:00,8.0,26.0,7.6,0.0
05/10/2021 18:00:00,7.0,27.0,8.6,0.0
05/10/2021 19:00:00,10.0,25.0,7.4,0.0
05/10/2021 20:00:00,,24.0,11.5,0.0
05/10/2021 21:00:00,,26.0,15.5,0.0
05/10/2021 22:00:00,7.0,31.0,3.0,0.0
05/10/2021 23:00:00,4.0,33.0,0.6,0.0
05/11/2021 00:00:00,4.0,34.0,,0.0
05/11/2021 01:00:00,5.0,34.0,0.9,0.0
05/11/2021 02:00:00,4.0,35.0,1.4,0.0
05/11/2021 03:00:00,,34.0,3.7,0.0
05/11/2021 04:00:00,,32.0,2.7,0.0
05/11/2021 05:00:00,4.0,32.0,2.3,0.0
05/11/2021 06:00:00,4.0,33.0,2.7,0.0
05/11/2021 07:00:00,4.0,31.0,0.9,0.0
05/11/2021 08:00:00,4.0,30.0,2.2,0.0
05/11/2021 09:00:00,5.0,28.0,2.8,0.0
05/11/2021 10:00:00,5.0,28.0,3.1,0.0
05/11/2021 11:00:00,6.0,27.0,4.3,0.0
05/11/2021 12:00:00,6.0,27.0,5.7,0.0
05/11/2021 13:00:00,8.0,26.0,8.8,0.0
05/11/2021 14:00:00,6.0,28.0,6.7,0.0
05/11/2021 15:00:00,5.0,30.0,5.6,0.0
