InstrumentName, SAMS
StartTime, 2021-05-01 00:00:00
EndTime, 2021-05-31 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
05/01/2021 00:00:00,16.9,0.808,26.759459,26.4,,0.25,3.6,13.3,35.20479,4.5,16.4,117.5,1.2
05/01/2021 00:01:00,17.8,0.808,55.451351,26.4,,0.28,3.6,14.1,67.610613,4.9,16.4,120.0,1.0
05/01/2021 00:02:00,18.2,0.808,28.522222,26.4,,0.32,3.5,14.6,35.26699,4.2,16.2,99.4,1.2
05/01/2021 00:03:00,18.6,0.808,29.533333,26.4,,0.28,3.5,15.0,38.812348,5.0,15.8,107.0,1.4
05/01/2021 00:04:00,19.5,0.808,44.387879,26.4,,0.28,3.6,15.8,53.149281,8.2,16.2,126.1,2.8
05/01/2021 00:05:00,20.3,0.808,31.517647,26.4,,0.3,3.9,16.4,40.896024,4.1,15.8,133.6,1.9
05/01/2021 00:06:00,21.2,0.808,111.684615,26.4,,0.33,4.2,16.9,143.618128,11.8,16.4,116.6,1.3
05/01/2021 00:07:00,22.2,0.808,132.3,26.4,,0.32,4.6,17.6,159.167947,14.8,16.4,103.5,1.8
05/01/2021 00:08:00,18.0,0.808,39.158824,26.4,,0.29,4.3,13.7,48.235539,6.5,16.4,109.9,1.6
05/01/2021 00:09:00,18.8,0.808,17.72973,26.4,,0.27,3.3,15.4,21.769747,4.9,16.4,119.4,1.5
05/01/2021 00:10:00,22.2,0.808,11.454054,26.4,,0.29,4.6,17.5,13.870439,4.3,16.4,139.4,1.7
05/01/2021 00:11:00,16.4,0.808,8.133333,26.4,,0.29,3.7,12.7,10.231781,3.9,16.4,131.9,1.7
05/01/2021 00:12:00,16.5,0.808,9.836842,26.4,,0.29,3.4,13.1,12.03556,5.5,16.4,129.5,2.4
05/01/2021 00:13:00,16.6,0.808,7.358974,26.4,,0.32,3.5,13.1,9.360991,2.2,16.4,130.2,2.4
05/01/2021 00:14:00,17.1,0.808,13.233333,26.4,,0.33,3.6,13.5,16.918203,2.5,16.4,127.4,2.4
05/01/2021 00:15:00,17.7,0.808,21.786842,26.4,,0.32,3.6,14.0,26.341393,4.7,16.4,128.4,3.5
05/01/2021 00:16:00,17.8,0.808,16.74,26.2,,0.35,3.6,14.1,21.59243,6.1,16.4,120.1,3.0
05/01/2021 00:17:00,17.3,0.808,23.994737,25.6,,0.33,3.5,13.8,29.095381,3.5,16.4,128.5,2.3
05/01/2021 00:18:00,17.9,0.808,14.152632,25.6,,0.3,3.8,14.0,17.804636,5.4,16.6,125.3,1.8
05/01/2021 00:19:00,18.6,0.808,20.294595,25.6,,0.3,4.1,14.4,26.055565,7.4,17.0,130.2,2.4
05/01/2021 00:20:00,22.2,0.808,26.348649,25.6,,0.27,6.4,15.7,32.042141,2.9,16.6,118.7,2.4
05/01/2021 00:21:00,39.6,0.808,14.936842,25.6,,0.31,10.4,29.1,18.704173,3.6,17.2,114.1,2.0
05/01/2021 00:22:00,17.6,0.808,18.5,25.6,,0.33,3.2,14.4,23.20186,4.5,17.2,118.4,2.0
05/01/2021 00:23:00,18.6,0.808,29.366667,25.6,,0.3,3.6,14.9,37.625476,5.2,17.2,106.8,2.1
05/01/2021 00:24:00,15.7,0.808,52.957895,25.6,,0.27,2.5,13.1,64.270393,6.6,17.2,115.9,1.2
05/01/2021 00:25:00,16.3,0.808,36.284211,25.6,,0.25,2.5,13.8,44.480571,4.4,17.2,89.4,0.9
05/01/2021 00:26:00,16.1,0.808,41.8,25.8,,0.23,2.4,13.7,56.347585,5.1,17.2,90.0,1.4
05/01/2021 00:27:00,16.4,0.808,105.95,26.2,,0.24,2.4,13.9,134.302003,9.9,17.2,98.8,2.4
05/01/2021 00:28:00,17.1,0.808,112.048485,25.6,,0.27,2.6,14.5,133.627824,12.2,17.2,105.1,2.5
05/01/2021 00:29:00,17.4,0.808,24.691892,25.6,,0.26,2.6,14.8,,6.6,17.2,103.3,1.9
05/01/2021 00:30:00,18.0,0.808,32.380556,25.6,,0.29,2.8,15.2,38.928254,4.3,17.2,108.7,1.5
05/01/2021 00:31:00,18.4,0.808,17.0,25.8,,0.31,2.8,15.5,21.042243,4.3,17.2,103.9,1.2
05/01/2021 00:32:00,18.5,0.808,18.174359,26.4,,0.31,2.9,15.6,23.635725,4.9,17.2,115.4,2.1
05/01/2021 00:33:00,19.1,0.808,28.736111,26.2,,0.3,3.1,15.9,34.293249,5.3,17.2,139.4,1.9
05/01/2021 00:34:00,20.2,0.808,11.531579,25.6,,0.36,3.5,16.7,14.144449,3.0,17.2,132.7,2.6
05/01/2021 00:35:00,20.1,0.808,11.65,25.6,,0.39,3.6,16.4,15.075005,2.9,17.2,127.9,2.5
05/01/2021 00:36:00,25.9,0.808,15.515385,25.6,,0.38,5.9,20.0,18.331951,2.7,17.2,131.3,1.4
05/01/2021 00:37:00,28.8,0.808,2.291892,25.6,,0.36,6.8,21.9,2.822686,2.2,17.2,133.6,2.0
05/01/2021 00:38:00,24.7,0.808,7.077778,25.6,,0.31,5.2,19.4,9.584726,3.0,17.2,118.9,2.8
05/01/2021 00:39:00,25.5,0.808,46.589474,25.6,,0.29,7.5,18.0,62.781504,8.5,17.2,122.1,2.8
05/01/2021 00:40:00,39.6,0.808,116.52973,25.6,,0.32,10.2,29.3,142.592179,11.2,17.4,125.8,1.7
05/01/2021 00:41:00,38.0,0.808,73.005263,25.6,,0.3,9.6,28.4,89.116235,9.5,17.8,120.5,3.4
05/01/2021 00:42:00,31.6,0.808,44.556757,25.6,,0.29,8.4,23.1,54.344464,9.4,17.2,107.6,2.7
05/01/2021 00:43:00,22.8,0.808,45.153846,25.6,,0.26,4.8,18.0,60.95141,7.2,17.2,110.4,2.5
05/01/2021 00:44:00,32.4,0.808,99.62973,25.6,,0.28,9.0,23.4,120.538005,5.5,17.2,117.3,2.8
05/01/2021 00:45:00,29.8,0.808,39.638462,25.6,,0.29,7.5,22.3,48.51298,6.3,17.2,114.5,2.3
05/01/2021 00:46:00,25.2,0.808,32.783333,25.6,,0.27,6.7,18.4,41.626866,6.2,17.2,125.5,2.6
05/01/2021 00:47:00,29.3,0.808,44.851282,25.6,,0.28,7.9,21.3,56.11252,4.7,17.2,117.3,3.0
05/01/2021 00:48:00,31.6,0.808,53.632432,25.6,,0.31,8.6,22.9,67.403264,11.1,17.2,107.6,2.3
05/01/2021 00:49:00,31.6,0.808,68.886486,25.6,,0.27,7.1,24.5,85.145863,12.2,17.2,118.4,2.4
05/01/2021 00:50:00,32.1,0.808,53.842105,25.6,,0.25,8.8,23.2,64.1153,12.7,17.2,121.0,3.7
05/01/2021 00:51:00,22.0,0.808,14.335897,25.6,,0.25,4.9,17.0,18.828247,5.6,17.2,125.8,3.4
05/01/2021 00:52:00,25.7,0.808,37.716667,25.6,,0.26,6.7,19.0,52.080111,5.5,17.2,132.1,3.5
05/01/2021 00:53:00,31.5,0.808,66.02973,25.6,,0.26,10.0,21.4,79.159287,8.5,17.2,139.6,2.8
05/01/2021 00:54:00,29.0,0.808,23.482353,25.6,,0.26,8.5,20.4,31.576863,5.1,17.4,118.7,2.4
05/01/2021 00:55:00,29.4,0.808,56.166667,25.6,,0.25,6.5,22.8,69.264376,8.9,17.8,131.2,2.1
05/01/2021 00:56:00,24.0,0.808,64.337143,25.6,,0.27,5.0,18.9,81.888918,8.2,17.4,121.2,1.8
05/01/2021 00:57:00,32.4,0.808,100.347368,25.6,,0.28,6.8,25.6,118.95606,18.1,18.0,129.1,2.3
