InstrumentName, La Casa Collo_A0051F54_1.1,,,,,,,,
StartTime, 2020-05-01 00:00:00,,,,,,,,
EndTime, 2020-05-31 23:59:59,,,,,,,,
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcNum,relHumid,temperature
05/01/2020 00:04:47.505000,-64.357483,0.705882,1.238824,0.0,1.178235,0.0,1.214706,12.681773,32.095062
05/01/2020 00:12:10.104000,-65.123421,0.470588,1.478824,0.0,1.417647,0.0,1.458824,11.883726,31.40345
05/01/2020 00:19:32.825000,-61.523991,0.470588,1.376471,0.0,1.347059,0.0,1.365882,12.393377,31.00824
05/01/2020 00:26:55.463000,-64.780396,0.470588,1.494118,0.0,1.452353,0.0,1.482353,12.283513,30.687798
05/01/2020 00:34:18.377000,-56.336296,1.058824,2.654118,0.0,2.560588,0.058824,2.622941,14.160373,30.236511
05/01/2020 00:41:37.964000,-54.621159,0.705882,1.822941,0.0,1.74647,0.0,1.804118,13.701076,30.249863
05/01/2020 00:48:57.607000,-52.835541,0.470588,1.293529,0.0,1.234118,0.0,1.271765,13.139544,31.024261
05/01/2020 00:56:20.136000,-55.062862,0.470588,1.478235,0.0,1.43,0.0,1.457059,11.775387,31.79866
05/01/2020 01:03:39.609000,-60.147182,0.705882,1.464118,0.0,1.394118,0.0,1.447059,12.1767,32.108414
05/01/2020 01:10:59.112000,-59.757164,0.470588,1.429412,0.0,1.367647,0.0,1.408235,11.787595,32.025635
05/01/2020 01:18:18.645000,-58.060825,0.705882,1.747059,0.0,1.697059,0.0,1.725294,13.102922,31.5877
05/01/2020 01:25:40.871000,-62.430897,1.647059,3.698824,0.0,3.524706,0.941176,3.667647,13.160907,30.799957
05/01/2020 01:33:03.057000,-54.447296,2.411765,3.991765,0.0,3.78,1.0,3.963529,13.481346,29.969482
05/01/2020 01:40:25.401000,-36.962322,2.117647,4.351765,0.470588,4.216471,1.411765,4.334706,15.980774,29.181732
05/01/2020 01:47:47.795000,-55.495174,0.470588,2.124706,0.0,2.05,0.0,2.105294,15.588616,28.324562
05/01/2020 01:55:10.255000,-58.328671,2.647059,5.678823,1.176471,5.49,1.647059,5.647059,16.604868,27.664986
05/01/2020 02:02:32.761000,-53.601475,0.705882,3.291177,0.0,3.186471,0.0,3.267059,16.934462,27.352562
05/01/2020 02:09:55.273000,-55.14275,0.470588,1.824706,0.0,1.756471,0.0,1.810588,17.665369,26.976044
05/01/2020 02:17:17.870000,-56.012062,0.705882,2.011765,0.0,1.938823,0.0,1.997647,18.10483,26.692986
05/01/2020 02:24:40.385000,-52.013218,0.941176,2.7,0.0,2.597059,0.0,2.685294,18.481728,26.441978
05/01/2020 02:32:02.894000,-52.943619,0.705882,1.716471,0.0,1.655294,0.0,1.696471,18.686197,26.174942
05/01/2020 02:39:25.439000,-55.46228,1.176471,2.825294,0.0,2.678823,0.470588,2.806471,18.187227,25.947968
05/01/2020 02:46:47.887000,-53.502796,0.941176,2.313529,0.0,2.217647,0.0,2.294118,18.692303,25.766388
05/01/2020 02:54:10.359000,-54.964184,0.470588,2.477647,0.0,2.405882,0.0,2.461176,19.034103,25.469978
05/01/2020 03:01:32.833000,-51.933334,0.705882,1.905882,0.0,1.87,0.0,1.891765,19.584955,25.259026
05/01/2020 03:08:52.415000,-51.261375,0.941176,2.115294,0.0,2.002353,0.0,2.088235,20.024414,25.050735
05/01/2020 03:16:12.077000,-52.558296,0.470588,1.919412,0.0,1.861765,0.0,1.900588,20.386053,24.863815
05/01/2020 03:23:34.672000,-50.044334,0.470588,1.916471,0.0,1.838235,0.0,1.899412,20.828566,24.655525
