InstrumentName, Welby,,,
StartTime, 2020-05-01 00:00:00,,,
EndTime, 2020-05-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
05/01/2020 00:00:00.000000,10.0,43.0,27.0,0.0
05/01/2020 01:00:00.000000,10.0,40.0,24.5,0.0
05/01/2020 02:00:00.000000,7.0,40.0,30.9,0.0
05/01/2020 03:00:00.000000,5.0,43.0,18.8,0.0
05/01/2020 04:00:00.000000,2.0,45.0,23.4,0.0
05/01/2020 05:00:00.000000,,38.0,,0.0
05/01/2020 06:00:00.000000,4.0,34.0,61.5,0.0
05/01/2020 07:00:00.000000,4.0,30.0,46.3,0.0
05/01/2020 08:00:00.000000,9.0,24.0,43.5,0.0
05/01/2020 09:00:00.000000,11.0,17.0,50.1,0.0
05/01/2020 10:00:00.000000,26.0,9.0,56.5,0.0
05/01/2020 11:00:00.000000,25.0,13.0,52.4,1.0
05/01/2020 12:00:00.000000,21.0,18.0,51.5,1.0
05/01/2020 13:00:00.000000,21.0,19.0,62.9,1.0
05/01/2020 14:00:00.000000,15.0,27.0,40.5,0.0
05/01/2020 15:00:00.000000,16.0,29.0,45.9,0.0
05/01/2020 16:00:00.000000,9.0,41.0,41.3,0.0
05/01/2020 17:00:00.000000,3.0,50.0,19.3,0.0
05/01/2020 18:00:00.000000,3.0,55.0,26.6,0.0
05/01/2020 19:00:00.000000,2.0,56.0,24.5,0.0
05/01/2020 20:00:00.000000,2.0,55.0,23.7,0.0
05/01/2020 21:00:00.000000,2.0,51.0,26.8,0.0
05/01/2020 22:00:00.000000,4.0,50.0,24.8,0.0
05/01/2020 23:00:00.000000,3.0,52.0,27.5,0.0
05/02/2020 00:00:00.000000,3.0,52.0,31.7,0.0
05/02/2020 01:00:00.000000,4.0,49.0,77.8,0.0
05/02/2020 02:00:00.000000,2.0,45.0,113.9,0.0
05/02/2020 03:00:00.000000,2.0,43.0,36.4,0.0
05/02/2020 04:00:00.000000,3.0,37.0,47.3,0.0
05/02/2020 05:00:00.000000,,38.0,28.8,0.0
05/02/2020 06:00:00.000000,2.0,36.0,20.3,0.0
05/02/2020 07:00:00.000000,2.0,30.0,12.6,0.0
05/02/2020 08:00:00.000000,2.0,29.0,3.1,0.0
05/02/2020 09:00:00.000000,2.0,29.0,10.7,0.0
05/02/2020 10:00:00.000000,3.0,29.0,11.8,0.0
05/02/2020 11:00:00.000000,2.0,30.0,14.0,0.0
05/02/2020 12:00:00.000000,3.0,26.0,16.8,0.0
05/02/2020 13:00:00.000000,3.0,27.0,13.3,0.0
05/02/2020 14:00:00.000000,4.0,26.0,16.1,0.0
05/02/2020 15:00:00.000000,4.0,28.0,23.4,0.0
05/02/2020 16:00:00.000000,3.0,31.0,16.6,0.0
05/02/2020 17:00:00.000000,2.0,35.0,14.1,0.0
05/02/2020 18:00:00.000000,2.0,37.0,18.8,0.0
05/02/2020 19:00:00.000000,2.0,37.0,19.4,0.0
05/02/2020 20:00:00.000000,3.0,39.0,19.8,0.0
05/02/2020 21:00:00.000000,2.0,42.0,19.1,0.0
05/02/2020 22:00:00.000000,1.0,41.0,23.1,0.0
05/02/2020 23:00:00.000000,4.0,33.0,46.9,0.0
05/03/2020 00:00:00.000000,3.0,33.0,52.8,0.0
05/03/2020 01:00:00.000000,3.0,33.0,17.1,0.0
05/03/2020 02:00:00.000000,4.0,30.0,19.6,0.0
05/03/2020 03:00:00.000000,4.0,30.0,10.8,0.0
05/03/2020 04:00:00.000000,4.0,29.0,11.6,0.0
05/03/2020 05:00:00.000000,,28.0,7.4,0.0
05/03/2020 06:00:00.000000,4.0,28.0,1.6,0.0
05/03/2020 07:00:00.000000,6.0,23.0,10.7,0.0
05/03/2020 08:00:00.000000,9.0,17.0,8.3,0.0
05/03/2020 09:00:00.000000,7.0,16.0,7.5,0.0
05/03/2020 10:00:00.000000,4.0,20.0,15.0,0.0
05/03/2020 11:00:00.000000,4.0,21.0,13.2,0.0
05/03/2020 12:00:00.000000,4.0,22.0,9.3,0.0
05/03/2020 13:00:00.000000,4.0,23.0,15.5,0.0
05/03/2020 14:00:00.000000,4.0,27.0,13.3,0.0
05/03/2020 15:00:00.000000,5.0,29.0,12.4,0.0
05/03/2020 16:00:00.000000,5.0,33.0,22.9,0.0
05/03/2020 17:00:00.000000,4.0,38.0,24.1,0.0
05/03/2020 23:00:00.000000,2.0,53.0,20.6,0.0
05/04/2020 00:00:00.000000,3.0,55.0,16.1,0.0
05/04/2020 01:00:00.000000,4.0,53.0,20.6,0.0
