InstrumentName, I25 Denver,,,,,
05/01/2020 01:05:00.000000,0.195465,4.939803,1.558333,,,
05/01/2020 01:06:00.000000,0.192606,4.605119,1.75,,,
05/01/2020 01:07:00.000000,0.197673,5.305754,1.766667,,,
05/01/2020 01:08:00.000000,0.2014,6.821584,1.3,,,
05/01/2020 01:09:00.000000,0.202065,7.828624,,,,
05/01/2020 01:10:00.000000,0.199447,8.104421,1.491667,,,
05/01/2020 01:11:00.000000,0.199367,9.371372,1.9,,,
05/01/2020 01:12:00.000000,0.206479,12.182297,1.9,,,
05/01/2020 01:13:00.000000,0.217958,14.633157,2.025,,,
05/01/2020 01:14:00.000000,0.212044,16.105874,2.2,,,
05/01/2020 01:15:00.000000,0.207398,16.293471,1.908333,,,
05/01/2020 01:16:00.000000,0.200165,16.884459,1.541667,,,
05/01/2020 01:17:00.000000,0.207782,17.510294,1.641667,,,
05/01/2020 01:18:00.000000,0.200444,16.172292,1.575,,,
05/01/2020 01:19:00.000000,0.194258,13.696991,1.566667,,,
05/01/2020 01:20:00.000000,0.187505,10.972001,1.841667,,,
05/01/2020 01:21:00.000000,0.189789,8.460704,1.983333,,,
05/01/2020 01:22:00.000000,0.191223,7.003848,1.933333,,,
05/01/2020 01:23:00.000000,0.203726,5.808726,1.658333,,,
05/01/2020 01:24:00.000000,0.229354,5.248843,1.6,,,
05/01/2020 01:25:00.000000,0.222526,4.903116,1.516667,,,
05/01/2020 01:26:00.000000,0.194683,4.889118,1.483333,,,
05/01/2020 01:27:00.000000,0.186528,4.843096,1.433333,,,
05/01/2020 01:28:00.000000,0.181445,4.791331,1.241667,,,
05/01/2020 01:29:00.000000,0.183205,4.736467,,,,
05/01/2020 01:30:00.000000,0.184985,4.410231,1.733333,,,
05/01/2020 01:31:00.000000,0.191049,4.332195,1.75,,,
05/01/2020 01:32:00.000000,0.187548,4.318619,1.766667,,,
05/01/2020 01:33:00.000000,0.184549,4.285322,1.466667,,,
05/01/2020 01:34:00.000000,0.177489,4.253405,1.7,,,
05/01/2020 01:35:00.000000,0.181839,4.184794,1.866667,,,
05/01/2020 01:36:00.000000,0.186888,4.7015,2.225,,,
05/01/2020 01:37:00.000000,0.231675,6.279387,2.233333,,,
05/01/2020 01:38:00.000000,0.316051,26.610298,2.625,,,
05/01/2020 01:39:00.000000,0.438726,34.902984,3.333333,,,
05/01/2020 01:40:00.000000,0.698035,35.408618,3.016667,,,
05/01/2020 01:41:00.000000,0.876877,32.493874,3.15,,,
05/01/2020 01:42:00.000000,0.749467,25.478213,2.916667,,,
05/01/2020 01:43:00.000000,0.534473,23.098519,2.058333,,,
05/01/2020 01:44:00.000000,0.407643,19.145649,1.916667,,,
05/01/2020 01:45:00.000000,0.349402,35.708942,2.425,,,
05/01/2020 01:46:00.000000,0.443237,29.306475,3.633333,,,
05/01/2020 01:47:00.000000,0.581431,13.748348,4.1,,,
05/01/2020 01:48:00.000000,0.675706,14.616608,3.391667,,,
05/01/2020 01:49:00.000000,0.718842,15.174081,,,,
05/01/2020 01:50:00.000000,0.42025,16.010112,3.0,,,
05/01/2020 01:51:00.000000,0.345317,16.205401,3.041667,,,
05/01/2020 01:52:00.000000,0.572406,20.542443,3.183333,,,
05/01/2020 01:53:00.000000,0.581964,20.975846,2.966667,,,
05/01/2020 01:54:00.000000,0.385796,26.582631,2.583333,,,
05/01/2020 01:55:00.000000,0.553412,24.304338,2.575,,,
05/01/2020 01:56:00.000000,0.636304,23.024223,2.525,,,
05/01/2020 01:57:00.000000,0.386274,25.209641,4.658333,,,
05/01/2020 01:58:00.000000,0.356567,20.874714,5.275,,,
05/01/2020 01:59:00.000000,0.368665,9.288468,2.341667,,,
05/01/2020 02:00:00.000000,0.504576,10.913546,2.483333,,,
05/01/2020 02:01:00.000000,0.452633,11.58401,2.85,,,
05/01/2020 02:02:00.000000,0.400218,32.771204,5.116667,,,
05/01/2020 02:03:00.000000,0.467207,17.558421,5.591667,,,
05/01/2020 02:04:00.000000,0.483166,14.463659,2.458333,,,
05/01/2020 02:05:00.000000,0.632984,13.244407,2.691667,,,
05/01/2020 02:06:00.000000,0.60143,24.236022,2.85,,,
05/01/2020 02:07:00.000000,0.420397,16.179969,3.541667,,,
05/01/2020 02:08:00.000000,0.271711,16.781864,4.333333,,,
05/01/2020 02:09:00.000000,0.26545,16.723895,3.025,,,
05/01/2020 02:10:00.000000,0.304577,16.929932,2.458333,,,
05/01/2020 02:11:00.000000,0.425747,15.729738,2.691667,,,
05/01/2020 02:12:00.000000,0.467426,15.523034,3.266667,,,
05/01/2020 02:13:00.000000,0.334286,14.600265,4.958333,,,
05/01/2020 02:14:00.000000,0.249593,13.349597,6.25,,,
05/01/2020 02:15:00.000000,0.229194,11.715148,4.991667,,,
05/01/2020 02:16:00.000000,0.224481,10.682127,4.158333,,,
05/01/2020 02:17:00.000000,0.236335,8.746888,3.108333,,,
05/01/2020 02:18:00.000000,0.266926,9.094515,2.575,,,
05/01/2020 02:19:00.000000,0.379567,8.459021,2.566667,,,
05/01/2020 02:20:00.000000,0.472383,8.832469,2.716667,,,
05/01/2020 02:21:00.000000,0.49613,9.418231,2.475,,,
05/01/2020 02:22:00.000000,0.334682,9.41759,2.341667,,,
05/01/2020 02:23:00.000000,0.269411,9.368638,2.15,,,
05/01/2020 02:24:00.000000,0.333364,10.355949,2.008333,,,
05/01/2020 02:25:00.000000,0.375806,10.728536,2.3,,,
05/01/2020 02:26:00.000000,0.28795,11.656884,2.133333,,,
05/01/2020 02:27:00.000000,0.307521,12.388928,1.9,,,
05/01/2020 02:28:00.000000,0.335456,11.031466,1.983333,,,
05/01/2020 02:29:00.000000,0.32491,9.169739,,,,
05/01/2020 02:30:00.000000,0.317394,12.67125,2.191667,,,
05/01/2020 02:31:00.000000,0.382868,19.310667,2.025,,,
05/01/2020 02:32:00.000000,0.409885,19.422675,1.95,,,
05/01/2020 02:33:00.000000,0.312734,18.546109,1.766667,,,
05/01/2020 02:34:00.000000,0.322037,16.627457,2.125,,,
05/01/2020 02:35:00.000000,0.302468,15.416794,2.466667,,,
05/01/2020 02:36:00.000000,0.258895,13.773069,2.325,,,
05/01/2020 02:37:00.000000,0.27052,12.624913,1.966667,,,
05/01/2020 02:38:00.000000,0.262848,11.378834,2.158333,,,
05/01/2020 02:39:00.000000,0.267769,10.581332,2.183333,,,
05/01/2020 02:40:00.000000,0.351692,10.464901,2.05,,,
05/01/2020 02:41:00.000000,0.360519,10.384599,1.825,,,
05/01/2020 02:42:00.000000,0.264723,14.80391,2.541667,,,
05/01/2020 02:43:00.000000,0.252576,9.674274,2.841667,,,
05/01/2020 02:44:00.000000,0.226888,9.193739,2.158333,,,
05/01/2020 02:45:00.000000,0.24919,9.176641,2.183333,,,
05/01/2020 02:46:00.000000,0.378782,10.295855,2.383333,,,
05/01/2020 02:47:00.000000,0.460946,10.350673,2.416667,,,
05/01/2020 02:48:00.000000,0.488268,10.095814,2.091667,,,
05/01/2020 02:49:00.000000,0.323612,9.416154,2.466667,,,
05/01/2020 02:50:00.000000,0.249118,9.227256,2.9,,,
05/01/2020 02:51:00.000000,0.236503,8.919195,2.325,,,
05/01/2020 02:52:00.000000,0.235576,7.98,2.416667,,,
05/01/2020 02:53:00.000000,0.249542,7.156442,1.966667,,,
05/01/2020 02:54:00.000000,0.248296,6.835378,1.791667,,,
05/01/2020 02:55:00.000000,0.251341,7.707711,2.075,,,
05/01/2020 02:56:00.000000,0.252519,7.993293,1.983333,,,
05/01/2020 02:57:00.000000,0.243416,8.549178,2.266667,,,
05/01/2020 02:58:00.000000,0.255816,9.637673,2.375,,,
05/01/2020 02:59:00.000000,0.271832,17.459623,2.2,,,
05/01/2020 03:00:00.000000,0.300349,11.434583,2.241667,,,
05/01/2020 03:01:00.000000,0.278884,12.265755,2.3,,,
05/01/2020 03:02:00.000000,0.243983,11.462849,2.425,,,
05/01/2020 03:03:00.000000,0.273319,11.213744,3.058333,,,
05/01/2020 03:04:00.000000,0.300888,11.773589,3.116667,,,
05/01/2020 03:05:00.000000,0.319405,11.559429,2.091667,,,
05/01/2020 03:06:00.000000,0.250733,11.004148,1.883333,,,
05/01/2020 03:07:00.000000,0.226097,10.557907,2.25,,,
05/01/2020 03:08:00.000000,0.353152,10.72569,2.35,,,
05/01/2020 03:09:00.000000,0.335201,10.937819,,,,
05/01/2020 03:10:00.000000,0.280458,11.046236,2.583333,,,
05/01/2020 03:11:00.000000,0.320578,10.138378,2.083333,,,
05/01/2020 03:12:00.000000,0.312443,10.144019,2.158333,,,
05/01/2020 03:13:00.000000,0.318324,9.815216,2.683333,,,
05/01/2020 03:14:00.000000,0.291598,10.610216,2.791667,,,
05/01/2020 03:15:00.000000,0.278062,10.539759,1.841667,,,
05/01/2020 03:16:00.000000,0.268997,9.933018,1.9,,,
05/01/2020 03:17:00.000000,0.271673,9.109723,2.15,,,
05/01/2020 03:18:00.000000,0.294925,9.23526,2.458333,,,
05/01/2020 03:19:00.000000,0.356198,9.504146,2.066667,,,
05/01/2020 03:20:00.000000,0.317591,9.311451,1.933333,,,
05/01/2020 03:21:00.000000,0.349299,8.833219,2.233333,,,
05/01/2020 03:22:00.000000,0.327391,9.230305,1.833333,,,
05/01/2020 03:23:00.000000,0.248934,9.706727,1.933333,,,
05/01/2020 03:24:00.000000,0.242876,10.138707,2.316667,,,
05/01/2020 03:25:00.000000,0.267724,10.279162,2.283333,,,
05/01/2020 03:26:00.000000,0.444123,10.746794,2.275,,,
05/01/2020 03:27:00.000000,0.401675,10.570795,2.308333,,,
05/01/2020 03:28:00.000000,0.517846,10.358661,2.308333,,,
05/01/2020 03:29:00.000000,0.608,9.938092,,,,
05/01/2020 03:30:00.000000,0.365387,9.856152,1.816667,,,
05/01/2020 03:31:00.000000,0.25953,9.227403,1.491667,,,
05/01/2020 03:32:00.000000,0.231927,7.823499,1.325,,,
05/01/2020 03:33:00.000000,0.258471,22.436725,4.333333,,,
05/01/2020 03:34:00.000000,0.307115,17.996678,5.841667,,,
05/01/2020 03:35:00.000000,0.376305,4.734415,2.066667,,,
05/01/2020 03:36:00.000000,0.316745,4.422555,2.016667,,,
05/01/2020 03:37:00.000000,0.330511,4.725934,2.1,,,
05/01/2020 03:38:00.000000,0.260398,5.317627,1.733333,,,
05/01/2020 03:39:00.000000,0.233929,6.490015,2.366667,,,
05/01/2020 03:40:00.000000,0.296424,7.216938,2.35,,,
05/01/2020 03:41:00.000000,0.306927,8.589717,1.833333,,,
05/01/2020 03:42:00.000000,0.26588,9.166319,1.6,,,
05/01/2020 03:43:00.000000,0.278097,9.555376,1.725,,,
05/01/2020 03:44:00.000000,0.322692,10.049227,2.691667,,,
05/01/2020 03:45:00.000000,0.408894,10.683313,3.3,,,
05/01/2020 03:46:00.000000,0.429649,10.115631,2.516667,,,
05/01/2020 03:47:00.000000,0.440984,17.765982,2.525,,,
05/01/2020 03:48:00.000000,0.454752,7.228414,2.241667,,,
05/01/2020 03:49:00.000000,0.324614,11.555413,,,,
05/01/2020 03:50:00.000000,0.273739,10.765027,2.0,,,
05/01/2020 03:51:00.000000,0.228539,10.251102,2.825,,,
05/01/2020 03:52:00.000000,0.282628,9.529111,2.583333,,,
05/01/2020 03:53:00.000000,0.259934,6.762294,2.166667,,,
05/01/2020 03:54:00.000000,0.230358,14.325175,2.108333,,,
05/01/2020 03:55:00.000000,0.13712,7.474941,2.366667,,,
05/01/2020 03:56:00.000000,0.113839,6.878138,3.258333,,,
05/01/2020 03:57:00.000000,0.01756,7.078043,2.991667,,,
05/01/2020 03:58:00.000000,0.011759,7.213256,2.45,,,
05/01/2020 03:59:00.000000,0.00912,7.841023,2.141667,,,
05/01/2020 04:00:00.000000,0.008942,7.825412,1.95,,,
05/01/2020 04:01:00.000000,0.008954,7.723693,1.808333,,,
05/01/2020 04:02:00.000000,0.003142,7.312547,2.183333,,,
05/01/2020 04:03:00.000000,0.006764,7.230139,2.091667,,,
05/01/2020 04:04:00.000000,0.006899,7.3849,1.716667,,,
05/01/2020 04:05:00.000000,0.013777,7.864981,1.975,,,
05/01/2020 04:06:00.000000,0.232056,7.344637,2.375,,,
05/01/2020 04:07:00.000000,0.31774,42.584709,2.158333,,,
05/01/2020 04:08:00.000000,0.260106,8.238119,1.933333,,,
05/01/2020 04:09:00.000000,0.219698,7.683068,,,,
05/01/2020 04:10:00.000000,0.21794,10.381359,2.341667,,,
05/01/2020 04:11:00.000000,0.220658,11.30495,2.191667,,,
05/01/2020 04:12:00.000000,0.227881,11.839527,1.775,,,
05/01/2020 04:13:00.000000,0.213449,11.607045,1.85,,,
05/01/2020 04:14:00.000000,0.246115,11.56549,2.158333,,,
05/01/2020 04:15:00.000000,0.277859,11.906526,1.891667,,,
05/01/2020 04:16:00.000000,0.275046,11.829575,1.641667,,,
05/01/2020 04:17:00.000000,0.314553,10.852799,2.158333,,,
05/01/2020 04:18:00.000000,0.368789,11.07342,2.383333,,,
05/01/2020 04:19:00.000000,0.257702,10.478501,1.966667,,,
05/01/2020 04:20:00.000000,0.213184,10.804286,1.908333,,,
05/01/2020 04:21:00.000000,0.212745,10.321376,1.5,,,
05/01/2020 04:22:00.000000,0.198806,9.857127,1.583333,,,
05/01/2020 04:23:00.000000,0.224355,9.767764,1.616667,,,
05/01/2020 04:24:00.000000,0.327774,8.494874,1.541667,,,
05/01/2020 04:25:00.000000,0.34592,8.035306,1.641667,,,
05/01/2020 04:26:00.000000,0.277326,8.322194,1.7,,,
05/01/2020 04:27:00.000000,0.248741,7.711815,1.7,,,
05/01/2020 04:28:00.000000,0.212535,7.6957,1.825,,,
05/01/2020 04:29:00.000000,0.198576,7.680461,,,,
05/01/2020 04:30:00.000000,0.21096,7.385055,1.866667,,,
05/01/2020 04:31:00.000000,0.20317,7.497237,2.141667,,,
05/01/2020 04:32:00.000000,0.231623,7.253004,1.991667,,,
05/01/2020 04:33:00.000000,0.246882,6.810989,1.741667,,,
05/01/2020 04:34:00.000000,0.239646,6.751286,1.8,,,
05/01/2020 04:35:00.000000,0.216034,7.324299,1.925,,,
05/01/2020 04:36:00.000000,0.199838,6.391422,2.016667,,,
05/01/2020 04:37:00.000000,0.200213,6.561558,1.816667,,,
05/01/2020 04:38:00.000000,0.192049,6.200715,1.616667,,,
05/01/2020 04:39:00.000000,0.18059,5.866878,1.75,,,
05/01/2020 04:40:00.000000,0.199841,5.947544,2.1,,,
05/01/2020 04:41:00.000000,0.209771,6.565196,2.35,,,
05/01/2020 04:42:00.000000,0.202193,5.118394,2.325,,,
05/01/2020 04:43:00.000000,0.205906,7.404413,1.883333,,,
05/01/2020 04:44:00.000000,0.203966,5.5103,1.875,,,
05/01/2020 04:45:00.000000,0.199595,5.127677,1.825,,,
05/01/2020 04:46:00.000000,0.177124,4.817956,1.958333,,,
05/01/2020 04:47:00.000000,0.224418,4.128279,1.816667,,,
05/01/2020 04:48:00.000000,0.320555,3.40067,1.908333,,,
05/01/2020 04:49:00.000000,0.209717,2.475553,,,,
05/01/2020 04:50:00.000000,0.179131,1.702232,2.758333,,,
05/01/2020 04:51:00.000000,0.200495,1.16108,1.916667,,,
05/01/2020 04:52:00.000000,0.187937,0.684815,2.091667,,,
05/01/2020 04:53:00.000000,0.177435,0.148118,2.75,,,
05/01/2020 04:54:00.000000,0.175922,0.089149,2.891667,,,
05/01/2020 04:55:00.000000,0.18758,0.068294,2.975,,,
05/01/2020 04:56:00.000000,0.180926,0.03204,3.375,,,
05/01/2020 04:57:00.000000,0.173334,5.366943,2.95,,,
05/01/2020 04:58:00.000000,0.212314,2.445371,3.058333,,,
05/01/2020 04:59:00.000000,0.272393,-9999.0,4.825,,,
05/01/2020 05:00:00.000000,0.204889,-9999.0,4.775,,,
05/01/2020 05:01:00.000000,0.177815,-9999.0,2.333333,,,
05/01/2020 05:02:00.000000,0.197135,0.393651,2.183333,,,
05/01/2020 05:03:00.000000,0.238393,0.883837,2.258333,,,
05/01/2020 05:04:00.000000,0.398549,1.491977,2.366667,,,
05/01/2020 05:05:00.000000,0.438297,2.029259,2.391667,,,
05/01/2020 05:06:00.000000,0.233091,2.320298,2.225,,,
05/01/2020 05:07:00.000000,0.259266,2.298336,1.983333,,,
05/01/2020 05:08:00.000000,0.325986,2.250883,1.566667,,,
05/01/2020 05:09:00.000000,0.214512,2.042311,,,,
05/01/2020 05:10:00.000000,0.184182,2.14015,1.816667,,,
05/01/2020 05:11:00.000000,0.190117,2.114696,1.658333,,,
05/01/2020 05:12:00.000000,0.195584,2.153389,1.975,,,
05/01/2020 05:13:00.000000,0.184425,2.192719,2.25,,,
05/01/2020 05:14:00.000000,0.182259,2.077419,2.191667,,,
05/01/2020 05:15:00.000000,0.19112,2.007608,2.433333,,,
05/01/2020 05:16:00.000000,0.223608,1.225797,2.075,,,
05/01/2020 05:17:00.000000,0.257405,30.396071,1.775,,,
05/01/2020 05:18:00.000000,0.290722,53.698741,1.766667,,,
05/01/2020 05:19:00.000000,0.26555,57.031041,3.875,,,
05/01/2020 05:20:00.000000,0.239655,57.492306,17.625,,,
05/01/2020 05:21:00.000000,0.189784,57.779073,31.491667,,,
05/01/2020 05:22:00.000000,0.180728,58.113203,28.475,,,
05/01/2020 05:23:00.000000,0.177443,58.569345,26.016667,,,
05/01/2020 05:24:00.000000,0.182306,59.211193,21.841667,,,
05/01/2020 05:25:00.000000,0.174595,59.657539,17.433333,,,
05/01/2020 05:26:00.000000,0.176407,97.590438,17.225,,,
05/01/2020 05:27:00.000000,0.170004,21.007967,19.075,,,
05/01/2020 05:28:00.000000,0.168694,0.472451,17.833333,,,
05/01/2020 05:29:00.000000,0.166068,0.081398,17.341667,,,
05/01/2020 05:30:00.000000,0.163818,0.107671,16.75,,,
05/01/2020 05:31:00.000000,0.163215,0.085452,17.258333,,,
05/01/2020 05:32:00.000000,0.166541,0.059627,15.875,,,
05/01/2020 05:33:00.000000,0.170577,0.054153,15.833333,,,
05/01/2020 05:34:00.000000,0.171804,0.048301,16.333333,,,
05/01/2020 05:35:00.000000,0.175224,0.000356,14.816667,,,
05/01/2020 05:36:00.000000,0.177151,0.027238,13.958333,,,
05/01/2020 05:37:00.000000,0.17834,0.621553,13.608333,,,
05/01/2020 05:38:00.000000,0.173609,1.363527,12.95,,,
05/01/2020 05:39:00.000000,0.171311,2.264692,12.308333,,,
05/01/2020 05:40:00.000000,0.175152,3.03706,11.733333,,,
05/01/2020 05:41:00.000000,0.175252,3.877521,12.333333,,,
05/01/2020 05:42:00.000000,0.179199,4.793822,12.541667,,,
05/01/2020 05:43:00.000000,0.177035,5.411641,10.7,,,
05/01/2020 05:44:00.000000,0.178447,5.57087,10.083333,,,
05/01/2020 05:45:00.000000,0.176109,5.677001,9.825,,,
05/01/2020 05:46:00.000000,0.183334,5.865331,10.05,,,
05/01/2020 05:47:00.000000,0.210868,5.954185,10.891667,,,
05/01/2020 05:48:00.000000,0.217175,5.986929,9.933333,,,
05/01/2020 05:49:00.000000,0.516924,5.988647,,,,
05/01/2020 05:50:00.000000,0.810484,6.024702,9.458333,,,
05/01/2020 05:51:00.000000,0.932421,6.036989,9.45,,,
05/01/2020 05:52:00.000000,0.973487,5.960816,10.041667,,,
05/01/2020 05:53:00.000000,0.991858,5.943009,9.858333,,,
05/01/2020 05:54:00.000000,1.002029,6.093563,10.708333,,,
05/01/2020 05:55:00.000000,1.003111,6.31391,11.666667,,,
05/01/2020 05:56:00.000000,0.999656,6.508958,11.35,,,
05/01/2020 05:57:00.000000,0.70327,6.522801,9.433333,,,
05/01/2020 05:58:00.000000,0.175422,6.596824,9.45,,,
05/01/2020 05:59:00.000000,0.032076,6.794359,9.341667,,,
05/01/2020 06:00:00.000000,0.027865,6.689943,8.783333,,,
05/01/2020 06:01:00.000000,0.023266,6.421237,9.483333,,,
05/01/2020 06:02:00.000000,0.024351,6.06715,10.8,,,
05/01/2020 06:03:00.000000,0.019945,5.813004,10.791667,,,
05/01/2020 06:04:00.000000,0.024304,5.689566,10.716667,,,
05/01/2020 06:05:00.000000,0.020046,5.495412,11.833333,,,
05/01/2020 06:06:00.000000,0.02163,5.351381,11.85,,,
05/01/2020 06:07:00.000000,0.058109,5.394963,12.616667,,,
05/01/2020 06:08:00.000000,0.13267,5.748696,12.616667,,,
05/01/2020 06:09:00.000000,0.150543,6.434815,11.8,,,
05/01/2020 06:10:00.000000,0.154515,7.94886,12.175,,,
05/01/2020 06:11:00.000000,0.157639,9.780949,13.325,,,
05/01/2020 06:12:00.000000,0.160518,10.980835,12.825,,,
05/01/2020 06:13:00.000000,0.159114,12.255055,11.816667,,,
05/01/2020 06:14:00.000000,0.161866,12.919584,13.308333,,,
05/01/2020 06:15:00.000000,0.157746,14.225587,12.6,,,
05/01/2020 06:16:00.000000,0.161672,15.051051,10.95,,,
05/01/2020 06:17:00.000000,0.161082,14.587257,11.016667,,,
05/01/2020 06:18:00.000000,0.15742,13.543412,12.1,,,
05/01/2020 06:19:00.000000,0.159252,12.781681,12.341667,,,
05/01/2020 06:20:00.000000,0.162501,11.495004,11.491667,,,
05/01/2020 06:21:00.000000,0.161987,10.666821,11.033333,,,
05/01/2020 06:22:00.000000,0.1616,8.627642,10.8,,,
05/01/2020 06:23:00.000000,0.158915,7.222081,11.508333,,,
05/01/2020 06:24:00.000000,0.164895,6.441619,12.291667,,,
05/01/2020 06:25:00.000000,0.177824,6.610162,10.541667,,,
05/01/2020 06:26:00.000000,0.188921,6.784393,8.5,,,
05/01/2020 06:27:00.000000,0.184248,7.067354,8.166667,,,
05/01/2020 06:28:00.000000,0.221792,7.957403,7.741667,,,
05/01/2020 06:29:00.000000,0.267326,8.748549,,,,
05/01/2020 06:30:00.000000,0.242509,9.296746,8.783333,,,
05/01/2020 06:31:00.000000,0.205946,9.570074,8.0,,,
05/01/2020 06:32:00.000000,0.198588,10.215614,8.866667,,,
05/01/2020 06:33:00.000000,0.215809,11.517842,8.516667,,,
05/01/2020 06:34:00.000000,0.309902,12.718744,8.158333,,,
05/01/2020 06:35:00.000000,0.477325,13.670087,9.341667,,,
05/01/2020 06:36:00.000000,0.633218,14.481783,9.516667,,,
05/01/2020 06:37:00.000000,0.957739,15.601435,8.616667,,,
05/01/2020 06:38:00.000000,0.589606,16.674358,8.166667,,,
05/01/2020 06:39:00.000000,0.257746,17.235858,7.575,,,
05/01/2020 06:40:00.000000,0.194973,17.125885,6.941667,,,
05/01/2020 06:41:00.000000,0.188084,16.335907,7.216667,,,
05/01/2020 06:42:00.000000,0.206028,16.24224,8.291667,,,
05/01/2020 06:43:00.000000,0.254733,16.952386,8.083333,,,
05/01/2020 06:44:00.000000,0.282937,17.728102,7.908333,,,
05/01/2020 06:45:00.000000,0.296739,18.501353,9.5,,,
05/01/2020 06:46:00.000000,0.282792,18.310243,10.383333,,,
05/01/2020 06:47:00.000000,0.262498,27.27611,7.658333,,,
05/01/2020 06:48:00.000000,0.264719,19.563048,7.183333,,,
05/01/2020 06:49:00.000000,0.259121,22.047673,7.391667,,,
05/01/2020 06:50:00.000000,0.282232,21.819256,8.708333,,,
05/01/2020 06:51:00.000000,0.363066,21.908122,8.291667,,,
05/01/2020 06:52:00.000000,0.294941,21.71302,7.091667,,,
