InstrumentName, CDPHE-tVOC-LunarOutpost,,,,,,
StartTime, 2020-05-01 00:00:00,,,,,,
EndTime, 2020-05-31 23:59:59,,,,,,
Date,IH,IT,Lat,Long,P,Sig,TVOC
05/01/2020 00:01:00.000000,13.63,85.96,0.0,0.0,831.79,-50.0,1.369
05/01/2020 00:02:00.000000,13.99,86.06,0.0,0.0,831.83,-50.0,1.369
05/01/2020 00:03:02.000000,14.15,86.23,0.0,0.0,831.8,-50.0,1.369
05/01/2020 00:04:01.000000,14.08,86.35,0.0,0.0,831.8,-50.0,1.367
05/01/2020 00:05:00.000000,16.0,86.5,0.0,0.0,831.76,-50.0,1.367
05/01/2020 00:06:01.000000,14.24,86.69,0.0,0.0,831.74,-50.0,1.366
05/01/2020 00:07:02.000000,13.86,86.69,0.0,0.0,831.75,-50.0,1.366
05/01/2020 00:08:02.000000,15.31,86.75,0.0,0.0,831.77,-50.0,1.366
05/01/2020 00:09:01.000000,14.76,86.84,0.0,0.0,831.79,-50.0,1.365
05/01/2020 00:10:01.000000,15.47,86.96,0.0,0.0,831.78,-50.0,1.365
05/01/2020 00:11:00.000000,13.37,87.04,0.0,0.0,831.76,-50.0,1.366
05/01/2020 00:12:00.000000,14.59,87.2,0.0,0.0,831.76,-50.0,1.3639999999999999
05/01/2020 00:13:02.000000,12.46,87.32,0.0,0.0,831.76,-50.0,1.363
05/01/2020 00:14:02.000000,13.9,87.43,0.0,0.0,831.73,-50.0,1.362
05/01/2020 00:15:01.000000,14.25,87.61,0.0,0.0,831.76,-50.0,1.363
05/01/2020 00:16:01.000000,12.89,87.79,40.97901,-104.04248,831.73,-50.0,1.361
05/01/2020 00:17:00.000000,13.9,87.94,40.97902,-104.04247,831.65,-50.0,1.357
05/01/2020 00:18:01.000000,13.06,87.52,40.97903,-104.04246,831.68,-50.0,1.358
05/01/2020 00:19:01.000000,15.3,87.36,40.97902,-104.04243,831.69,-50.0,1.3599999999999999
05/01/2020 00:20:02.000000,13.37,87.41,40.97902,-104.04243,831.69,-50.0,1.361
05/01/2020 00:21:00.000000,14.18,87.86,40.97902,-104.04243,831.72,-50.0,1.3599999999999999
05/01/2020 00:22:00.000000,12.54,88.24,40.97902,-104.04243,831.68,-50.0,1.357
05/01/2020 00:23:01.000000,12.56,88.4,40.979,-104.04242,831.8,-50.0,1.3559999999999999
05/01/2020 00:24:00.000000,11.69,88.08,40.97901,-104.04242,831.65,-50.0,1.3519999999999999
05/01/2020 00:25:01.000000,11.58,88.22,40.97901,-104.04242,831.63,-50.0,1.354
05/01/2020 00:26:01.000000,12.58,88.58,40.97901,-104.04242,831.61,-50.0,1.354
05/01/2020 00:27:02.000000,13.67,88.69,40.97901,-104.04242,831.58,-50.0,1.353
05/01/2020 00:28:01.000000,12.05,88.55,40.97901,-104.04242,831.6,-50.0,1.3519999999999999
05/01/2020 00:29:01.000000,14.34,88.04,40.97901,-104.04242,831.65,-50.0,1.351
05/01/2020 00:30:02.000000,15.85,87.97,40.97901,-104.04242,831.63,-50.0,1.3519999999999999
05/01/2020 00:31:03.000000,13.82,88.35,40.97901,-104.04242,831.6,-50.0,1.354
05/01/2020 00:32:01.000000,15.25,88.71,40.97901,-104.04242,831.54,-50.0,1.351
05/01/2020 00:33:01.000000,12.68,88.76,40.97901,-104.04242,831.56,-50.0,1.35
05/01/2020 00:34:01.000000,14.38,88.69,40.97901,-104.04242,831.55,-50.0,1.35
05/01/2020 00:35:02.000000,14.72,88.55,40.97901,-104.04242,831.52,-50.0,1.35
05/01/2020 00:36:01.000000,14.93,87.9,40.97901,-104.04242,831.51,-50.0,1.3479999999999999
05/01/2020 00:37:01.000000,13.96,87.52,40.97901,-104.04242,831.48,-50.0,1.349
05/01/2020 00:38:01.000000,13.22,87.27,40.97901,-104.04242,831.49,-50.0,1.3519999999999999
05/01/2020 00:39:01.000000,14.63,87.05,40.97901,-104.04242,831.54,-50.0,1.353
05/01/2020 00:40:03.000000,14.17,87.63,40.97901,-104.04242,831.52,-50.0,1.357
05/01/2020 00:41:01.000000,13.45,87.76,40.97901,-104.04242,831.58,-50.0,1.3519999999999999
05/01/2020 00:42:01.000000,13.09,88.08,40.97901,-104.04242,831.56,-50.0,1.354
05/01/2020 00:43:01.000000,13.85,88.08,40.97901,-104.04242,831.54,-50.0,1.355
05/01/2020 00:44:01.000000,12.78,88.08,40.97901,-104.04242,831.52,-50.0,1.3519999999999999
05/01/2020 00:45:01.000000,12.85,88.12,40.97901,-104.04242,831.47,-50.0,1.354
05/01/2020 00:46:02.000000,12.28,88.4,40.97901,-104.04242,831.52,-50.0,1.353
05/01/2020 00:47:03.000000,13.57,88.01,40.97901,-104.04242,831.53,-50.0,1.351
05/01/2020 00:48:01.000000,13.82,87.49,40.97901,-104.04242,831.49,-50.0,1.353
05/01/2020 00:49:02.000000,14.41,87.31,40.97901,-104.04242,831.48,-50.0,1.354
05/01/2020 00:50:02.000000,13.43,87.63,40.97901,-104.04242,831.49,-50.0,1.3559999999999999
05/01/2020 00:51:01.000000,13.47,87.72,40.97901,-104.04242,831.45,-50.0,1.355
05/01/2020 00:52:02.000000,13.73,87.79,40.97901,-104.04242,831.47,-50.0,1.3559999999999999
05/01/2020 00:53:00.000000,12.94,87.88,40.97901,-104.04242,831.45,-50.0,1.355
05/01/2020 00:54:01.000000,12.92,88.01,40.97901,-104.04242,831.43,-50.0,1.357
05/01/2020 00:55:01.000000,12.69,87.99,40.97901,-104.04242,831.48,-50.0,1.3559999999999999
05/01/2020 00:56:00.000000,12.69,87.95,40.97901,-104.04242,831.46,-50.0,1.357
05/01/2020 00:57:00.000000,13.33,87.65,40.97901,-104.04242,831.48,-50.0,1.3559999999999999
05/01/2020 00:58:01.000000,12.69,87.41,40.97901,-104.04242,831.46,-50.0,1.3559999999999999
05/01/2020 00:59:01.000000,12.51,87.4,40.97901,-104.04242,831.45,-50.0,1.359
05/01/2020 01:00:00.000000,12.34,87.27,40.97901,-104.04242,831.41,-50.0,1.358
05/01/2020 01:01:00.000000,12.5,87.0,40.97901,-104.04242,831.41,-50.0,1.359
05/01/2020 01:02:02.000000,12.52,86.77,40.97901,-104.04242,831.41,-50.0,1.3599999999999999
05/01/2020 01:03:01.000000,12.9,86.57,40.97901,-104.04242,831.45,-50.0,1.361
05/01/2020 01:04:02.000000,12.54,86.42,40.97901,-104.04242,831.45,-50.0,1.362
05/01/2020 01:05:01.000000,12.8,86.3,40.97901,-104.04242,831.45,-50.0,1.3599999999999999
05/01/2020 01:06:02.000000,12.87,86.21,40.97901,-104.04242,831.48,-50.0,1.3639999999999999
05/01/2020 01:07:01.000000,13.12,86.1,40.97901,-104.04242,831.48,-50.0,1.365
05/01/2020 01:08:01.000000,13.33,86.05,40.97901,-104.04242,831.47,-50.0,1.3639999999999999
05/01/2020 01:09:01.000000,13.62,86.03,40.97901,-104.04242,831.5,-50.0,1.366
05/01/2020 01:10:00.000000,13.69,85.96,40.97901,-104.04242,831.57,-50.0,1.363
05/01/2020 01:11:01.000000,15.68,85.94,40.97901,-104.04242,831.54,-50.0,1.3639999999999999
05/01/2020 01:12:01.000000,15.98,85.92,40.97901,-104.04242,831.54,-50.0,1.363
05/01/2020 01:13:02.000000,16.03,85.85,40.97901,-104.04242,831.54,-50.0,1.3639999999999999
05/01/2020 01:14:03.000000,16.48,85.7,40.97901,-104.04242,831.57,-50.0,1.363
05/01/2020 01:15:00.000000,15.98,85.56,40.97901,-104.04242,831.59,-50.0,1.363
05/01/2020 01:16:01.000000,16.009999999999998,85.4,40.97901,-104.04242,831.59,-50.0,1.363
05/01/2020 01:17:01.000000,16.67,85.2,40.97901,-104.04242,831.6,-50.0,1.363
05/01/2020 01:18:00.000000,16.82,84.97,40.97901,-104.04242,831.69,-50.0,1.363
05/01/2020 01:19:02.000000,17.47,84.39,40.97901,-104.04242,831.73,-50.0,1.3639999999999999
05/01/2020 01:20:02.000000,18.42,84.14,40.97901,-104.04242,831.77,-50.0,1.365
05/01/2020 01:21:01.000000,18.39,83.98,40.97901,-104.04242,831.76,-50.0,1.367
05/01/2020 01:22:01.000000,17.18,83.58,40.97901,-104.04242,831.71,-50.0,1.3679999999999999
05/01/2020 01:23:00.000000,17.06,83.15,40.97901,-104.04242,831.71,-50.0,1.37
05/01/2020 01:24:01.000000,16.33,82.46,40.97901,-104.04242,831.75,-50.0,1.37
05/01/2020 01:25:01.000000,17.33,82.43,40.97901,-104.04242,831.72,-50.0,1.375
05/01/2020 01:26:01.000000,16.25,81.98,40.97901,-104.04242,831.66,-50.0,1.374
05/01/2020 01:27:02.000000,18.28,81.4,40.97901,-104.04242,831.71,-50.0,1.3780000000000001
05/01/2020 01:28:01.000000,18.17,81.58,40.97901,-104.04242,831.7,-50.0,1.38
05/01/2020 01:29:02.000000,17.94,81.46,40.97901,-104.04242,831.71,-50.0,1.379
05/01/2020 01:30:01.000000,17.92,81.53,40.97901,-104.04242,831.63,-50.0,1.381
05/01/2020 01:31:01.000000,18.17,81.53,40.97901,-104.04242,831.63,-50.0,1.3820000000000001
05/01/2020 01:32:01.000000,18.3,81.29,40.97901,-104.04242,831.7,-50.0,1.381
05/01/2020 01:33:00.000000,18.25,81.29,40.97901,-104.04242,831.6,-50.0,1.3820000000000001
05/01/2020 01:34:01.000000,17.51,81.11,40.97901,-104.04242,831.59,-50.0,1.383
05/01/2020 01:35:02.000000,17.71,80.99,40.97901,-104.04242,831.58,-50.0,1.383
05/01/2020 01:36:02.000000,18.12,80.83,40.97901,-104.04242,831.66,-50.0,1.3860000000000001
05/01/2020 01:37:02.000000,18.2,80.61,40.97901,-104.04242,831.69,-50.0,1.385
05/01/2020 01:38:01.000000,18.3,80.36,40.97901,-104.04242,831.73,-50.0,1.385
05/01/2020 01:39:02.000000,18.51,80.23,40.97901,-104.04242,831.73,-50.0,1.387
05/01/2020 01:40:00.000000,18.78,80.14,40.97901,-104.04242,831.78,-50.0,1.385
05/01/2020 01:41:00.000000,19.37,80.05,40.97901,-104.04242,831.79,-50.0,1.387
05/01/2020 01:42:00.000000,19.4,79.84,40.97901,-104.04242,831.78,-50.0,1.3860000000000001
05/01/2020 01:43:01.000000,19.58,79.62,40.97901,-104.04242,831.77,-50.0,1.387
05/01/2020 01:44:03.000000,19.63,79.53,40.97901,-104.04242,831.79,-50.0,1.387
05/01/2020 01:45:02.000000,19.71,79.58,40.97901,-104.04242,831.79,-50.0,1.388
05/01/2020 01:46:00.000000,19.84,79.6,40.97901,-104.04242,831.83,-50.0,1.3900000000000001
05/01/2020 01:47:02.000000,20.08,79.57,40.97901,-104.04242,831.83,-50.0,1.3900000000000001
05/01/2020 01:48:00.000000,20.1,79.42,40.97901,-104.04242,831.88,-50.0,1.3900000000000001
05/01/2020 01:50:00.000000,20.46,79.1,40.97901,-104.04242,831.88,-50.0,1.389
05/01/2020 01:51:01.000000,20.23,79.06,40.97901,-104.04242,831.85,-50.0,1.387
05/01/2020 01:52:02.000000,20.3,78.83,40.97901,-104.04242,831.87,-50.0,1.4060000000000001
05/01/2020 01:53:02.000000,20.46,78.52,40.97901,-104.04242,831.88,-50.0,1.3900000000000001
05/01/2020 01:54:01.000000,20.98,78.07,40.97901,-104.04242,831.9,-50.0,1.391
05/01/2020 01:55:00.000000,20.79,77.91,40.97901,-104.04242,831.91,-50.0,1.392
05/01/2020 01:56:02.000000,20.91,77.77,40.97901,-104.04242,831.93,-50.0,1.3940000000000001
05/01/2020 01:57:01.000000,20.78,77.48,40.97901,-104.04242,832.08,-50.0,1.3940000000000001
05/01/2020 01:58:02.000000,20.48,77.08,40.97901,-104.04242,831.9,-50.0,1.395
05/01/2020 01:59:02.000000,20.65,76.6,40.97901,-104.04242,831.93,-50.0,1.397
05/01/2020 02:00:02.000000,20.65,76.13,40.97901,-104.04242,831.95,-50.0,1.399
05/01/2020 02:01:01.000000,20.92,75.8,40.97901,-104.04242,831.93,-50.0,1.401
05/01/2020 02:02:01.000000,21.15,75.59,40.97901,-104.04242,831.96,-50.0,1.4020000000000001
05/01/2020 02:03:02.000000,21.21,75.41,40.97901,-104.04242,832.07,-50.0,1.404
05/01/2020 02:04:02.000000,21.63,75.28,40.97901,-104.04242,832.04,-50.0,1.405
05/01/2020 02:05:02.000000,21.73,75.19,40.97901,-104.04242,832.06,-50.0,1.409
05/01/2020 02:06:02.000000,21.82,75.1,40.97901,-104.04242,832.17,-50.0,1.407
05/01/2020 02:07:00.000000,22.07,75.05,40.97901,-104.04242,832.18,-50.0,1.408
05/01/2020 02:08:03.000000,22.11,75.07,40.97901,-104.04242,832.18,-50.0,1.408
05/01/2020 02:09:02.000000,22.21,74.85,40.97901,-104.04242,832.22,-50.0,1.409
05/01/2020 02:10:01.000000,21.83,74.67,40.97901,-104.04242,832.2,-50.0,1.408
05/01/2020 02:11:01.000000,21.92,74.8,40.97901,-104.04242,832.26,-50.0,1.405
05/01/2020 02:12:02.000000,21.44,74.71,40.97901,-104.04242,832.24,-50.0,1.4
05/01/2020 02:13:02.000000,20.33,74.83,40.97901,-104.04242,832.19,-50.0,1.3980000000000001
05/01/2020 02:14:01.000000,19.56,75.05,40.97901,-104.04242,832.22,-50.0,1.3980000000000001
05/01/2020 02:15:02.000000,19.83,75.39,40.97901,-104.04242,832.22,-50.0,1.3980000000000001
05/01/2020 02:16:01.000000,20.12,75.71,40.97901,-104.04242,831.92,-50.0,1.4
05/01/2020 02:17:02.000000,18.92,76.06,40.97901,-104.04242,831.33,-50.0,1.403
05/01/2020 02:18:01.000000,18.53,76.33,40.97901,-104.04242,831.88,-50.0,1.408
05/01/2020 02:19:01.000000,17.69,76.61,40.97901,-104.04242,832.14,-50.0,1.405
05/01/2020 02:20:01.000000,17.56,77.01,40.97901,-104.04242,832.24,-50.0,1.403
05/01/2020 02:21:02.000000,17.54,77.37,40.97901,-104.04242,832.3,-50.0,1.403
05/01/2020 02:22:02.000000,17.51,77.71,40.97901,-104.04242,832.35,-50.0,1.4020000000000001
05/01/2020 02:23:02.000000,17.54,77.98,40.97901,-104.04242,832.29,-50.0,1.4
05/01/2020 02:24:02.000000,17.65,78.23,40.97901,-104.04242,832.35,-50.0,1.3980000000000001
05/01/2020 02:25:02.000000,17.94,78.38,40.97901,-104.04242,832.32,-50.0,1.397
05/01/2020 02:26:03.000000,18.11,78.52,40.97901,-104.04242,832.43,-50.0,1.397
05/01/2020 02:27:01.000000,18.11,78.65,40.97901,-104.04242,832.43,-50.0,1.397
05/01/2020 02:28:00.000000,18.19,78.77,40.97901,-104.04242,832.45,-50.0,1.395
05/01/2020 02:29:02.000000,18.36,78.81,40.97901,-104.04242,832.46,-50.0,1.395
05/01/2020 02:30:01.000000,18.45,78.9,40.97901,-104.04242,832.46,-50.0,1.3900000000000001
05/01/2020 02:31:00.000000,18.27,78.94,40.97901,-104.04242,832.42,-50.0,1.391
05/01/2020 02:32:02.000000,18.51,78.97,40.97901,-104.04242,832.38,-50.0,1.389
05/01/2020 02:33:02.000000,17.9,78.79,40.97901,-104.04242,832.34,-50.0,1.387
05/01/2020 02:34:02.000000,17.83,78.85,40.97901,-104.04242,832.38,-50.0,1.388
05/01/2020 02:35:01.000000,17.82,78.86,40.97901,-104.04242,832.4,-50.0,1.388
05/01/2020 02:36:01.000000,17.95,78.81,40.97901,-104.04242,832.38,-50.0,1.388
05/01/2020 02:37:01.000000,18.06,78.81,40.97901,-104.04242,832.35,-50.0,1.389
05/01/2020 02:38:02.000000,18.09,78.81,40.97901,-104.04242,832.4,-50.0,1.389
05/01/2020 02:39:01.000000,18.23,78.72,40.97901,-104.04242,832.38,-50.0,1.389
05/01/2020 02:40:02.000000,18.32,78.7,40.97901,-104.04242,832.38,-50.0,1.3900000000000001
05/01/2020 02:41:02.000000,18.37,78.63,40.97901,-104.04242,832.39,-50.0,1.389
