InstrumentName, La Casa,,,,
05/03/2020 14:00:00.000000,0.1,5.0,24.0,17.1,0.0
05/03/2020 15:00:00.000000,0.1,5.0,29.0,20.8,0.0
05/03/2020 16:00:00.000000,0.1,4.0,35.0,20.6,0.0
05/03/2020 17:00:00.000000,0.1,7.0,39.0,23.9,0.0
05/03/2020 23:00:00.000000,0.1,5.0,52.0,20.3,0.0
05/04/2020 00:00:00.000000,0.1,5.0,53.0,18.4,0.0
05/04/2020 01:00:00.000000,0.1,6.0,53.0,21.9,0.0
05/04/2020 02:00:00.000000,0.1,6.0,43.0,21.2,0.0
05/04/2020 15:00:00.000000,,10.0,,16.7,0.0
05/04/2020 17:00:00.000000,0.1,7.0,41.0,26.5,0.0
05/04/2020 18:00:00.000000,0.1,4.0,44.0,16.7,0.0
05/04/2020 19:00:00.000000,0.1,2.0,46.0,14.8,0.0
05/04/2020 20:00:00.000000,0.1,,,11.5,0.0
05/04/2020 21:00:00.000000,0.1,3.0,48.0,16.0,0.0
05/04/2020 22:00:00.000000,0.1,3.0,54.0,14.8,0.0
05/04/2020 23:00:00.000000,0.1,3.0,58.0,12.5,0.0
05/05/2020 00:00:00.000000,0.1,2.0,59.0,10.9,0.0
05/05/2020 01:00:00.000000,0.1,2.0,58.0,9.6,0.0
05/05/2020 02:00:00.000000,0.1,2.0,58.0,8.4,0.0
05/05/2020 03:00:00.000000,0.1,4.0,53.0,8.9,0.0
05/05/2020 04:00:00.000000,0.1,,40.0,11.1,0.0
05/05/2020 05:00:00.000000,0.1,7.0,39.0,11.9,0.0
05/05/2020 06:00:00.000000,0.1,10.0,35.0,9.1,0.0
05/05/2020 07:00:00.000000,0.2,15.0,19.0,9.8,
05/05/2020 08:00:00.000000,0.2,16.0,16.0,10.7,0.0
05/05/2020 09:00:00.000000,0.1,9.0,24.0,11.2,0.0
05/05/2020 10:00:00.000000,0.1,5.0,30.0,10.9,0.0
05/05/2020 11:00:00.000000,0.1,7.0,28.0,12.9,0.0
05/05/2020 12:00:00.000000,0.2,13.0,23.0,14.1,0.0
05/05/2020 13:00:00.000000,0.2,18.0,22.0,24.5,0.0
05/05/2020 14:00:00.000000,0.2,19.0,26.0,25.7,0.0
05/05/2020 15:00:00.000000,0.2,17.0,34.0,25.7,0.0
05/05/2020 16:00:00.000000,0.1,9.0,45.0,16.4,0.0
05/05/2020 17:00:00.000000,0.1,8.0,48.0,20.3,0.0
05/05/2020 18:00:00.000000,0.2,4.0,52.0,23.6,0.0
05/05/2020 19:00:00.000000,0.1,2.0,55.0,17.8,0.0
05/05/2020 20:00:00.000000,0.1,2.0,55.0,12.1,0.0
05/05/2020 21:00:00.000000,0.1,3.0,56.0,14.1,0.0
05/05/2020 22:00:00.000000,0.1,8.0,56.0,19.5,0.0
05/05/2020 23:00:00.000000,0.1,5.0,58.0,19.7,0.0
05/06/2020 00:00:00.000000,0.1,5.0,57.0,20.2,0.0
05/06/2020 01:00:00.000000,0.1,5.0,55.0,17.1,0.0
05/06/2020 02:00:00.000000,0.2,11.0,48.0,23.8,0.0
05/06/2020 03:00:00.000000,0.1,9.0,43.0,18.9,1.0
05/06/2020 04:00:00.000000,0.1,,39.0,15.2,1.0
05/06/2020 05:00:00.000000,0.1,7.0,40.0,13.7,0.0
05/06/2020 06:00:00.000000,0.0,6.0,39.0,12.5,0.0
05/06/2020 08:00:00.000000,0.1,8.0,33.0,13.3,0.0
05/06/2020 10:00:00.000000,0.1,12.0,30.0,18.5,0.0
05/06/2020 11:00:00.000000,0.2,19.0,15.0,15.2,0.0
05/06/2020 13:00:00.000000,0.2,13.0,24.0,16.9,0.0
05/06/2020 14:00:00.000000,0.2,16.0,27.0,22.5,
05/06/2020 15:00:00.000000,0.2,9.0,36.0,19.9,0.0
05/06/2020 16:00:00.000000,0.4,12.0,38.0,54.0,0.0
05/06/2020 17:00:00.000000,0.2,12.0,41.0,40.0,0.0
05/06/2020 18:00:00.000000,0.2,10.0,47.0,39.0,0.0
05/06/2020 19:00:00.000000,0.2,9.0,53.0,37.2,0.0
05/06/2020 20:00:00.000000,0.1,6.0,60.0,35.8,0.0
05/06/2020 21:00:00.000000,0.2,,62.0,31.0,0.0
05/06/2020 22:00:00.000000,0.2,,60.0,26.8,0.0
05/06/2020 23:00:00.000000,0.2,6.0,57.0,27.7,0.0
05/07/2020 00:00:00.000000,0.2,5.0,57.0,24.9,0.0
05/07/2020 01:00:00.000000,0.2,6.0,56.0,28.5,0.0
05/07/2020 02:00:00.000000,0.2,16.0,41.0,33.4,0.0
05/07/2020 03:00:00.000000,0.2,6.0,42.0,25.5,0.0
05/07/2020 17:00:00.000000,0.1,4.0,48.0,36.3,0.0
05/07/2020 18:00:00.000000,0.1,3.0,52.0,38.8,0.0
05/07/2020 19:00:00.000000,0.1,5.0,54.0,45.3,0.0
05/07/2020 20:00:00.000000,0.1,4.0,58.0,40.0,0.0
05/07/2020 21:00:00.000000,0.1,4.0,59.0,38.4,0.0
05/07/2020 22:00:00.000000,0.1,4.0,58.0,48.8,0.0
05/07/2020 23:00:00.000000,0.1,3.0,54.0,75.9,0.0
05/08/2020 00:00:00.000000,0.0,3.0,64.0,28.5,0.0
05/08/2020 01:00:00.000000,0.0,2.0,65.0,14.8,0.0
05/08/2020 02:00:00.000000,0.0,2.0,61.0,13.1,0.0
05/08/2020 03:00:00.000000,0.0,4.0,39.0,51.1,0.0
05/08/2020 04:00:00.000000,0.1,,35.0,30.8,0.0
05/08/2020 05:00:00.000000,0.1,6.0,32.0,17.5,0.0
05/08/2020 06:00:00.000000,0.1,7.0,30.0,16.0,0.0
05/08/2020 07:00:00.000000,0.1,6.0,33.0,9.4,
05/08/2020 08:00:00.000000,0.1,6.0,32.0,8.3,0.0
05/08/2020 09:00:00.000000,0.1,5.0,33.0,6.1,0.0
05/08/2020 10:00:00.000000,0.1,7.0,32.0,6.2,0.0
05/08/2020 11:00:00.000000,0.1,8.0,33.0,6.5,0.0
05/08/2020 12:00:00.000000,0.1,8.0,34.0,8.7,0.0
05/08/2020 13:00:00.000000,0.1,7.0,35.0,12.1,0.0
05/08/2020 14:00:00.000000,0.2,6.0,38.0,15.2,0.0
05/08/2020 15:00:00.000000,0.2,6.0,37.0,13.0,0.0
05/08/2020 16:00:00.000000,0.1,,38.0,13.5,0.0
05/08/2020 17:00:00.000000,0.1,,40.0,12.3,0.0
05/08/2020 18:00:00.000000,0.1,,43.0,13.3,0.0
05/08/2020 19:00:00.000000,0.1,2.0,46.0,13.3,0.0
05/08/2020 20:00:00.000000,0.1,2.0,50.0,19.2,0.0
05/08/2020 21:00:00.000000,0.1,2.0,51.0,24.0,0.0
05/08/2020 22:00:00.000000,0.1,3.0,52.0,23.7,0.0
05/08/2020 23:00:00.000000,0.1,3.0,50.0,28.5,0.0
05/09/2020 00:00:00.000000,0.1,6.0,45.0,28.4,0.0
05/09/2020 01:00:00.000000,0.1,5.0,44.0,24.9,0.0
05/09/2020 02:00:00.000000,0.2,6.0,48.0,28.0,0.0
05/09/2020 03:00:00.000000,0.2,4.0,48.0,29.1,0.0
05/09/2020 04:00:00.000000,0.2,,36.0,20.5,0.0
05/09/2020 05:00:00.000000,0.2,4.0,39.0,18.3,0.0
05/09/2020 06:00:00.000000,0.2,3.0,41.0,15.1,0.0
05/09/2020 07:00:00.000000,0.1,4.0,35.0,22.5,
05/09/2020 08:00:00.000000,0.1,3.0,38.0,17.6,0.0
05/09/2020 09:00:00.000000,0.1,3.0,41.0,25.7,0.0
05/09/2020 10:00:00.000000,0.1,6.0,36.0,13.4,0.0
05/09/2020 11:00:00.000000,0.1,4.0,40.0,9.4,0.0
05/09/2020 12:00:00.000000,0.1,5.0,39.0,13.7,0.0
05/09/2020 13:00:00.000000,0.1,5.0,38.0,16.0,0.0
05/09/2020 14:00:00.000000,0.1,4.0,40.0,22.1,0.0
05/09/2020 15:00:00.000000,0.1,4.0,42.0,20.3,0.0
05/09/2020 16:00:00.000000,0.1,4.0,42.0,17.2,0.0
05/09/2020 17:00:00.000000,0.1,3.0,45.0,16.1,0.0
05/09/2020 18:00:00.000000,0.1,2.0,47.0,16.9,0.0
05/09/2020 19:00:00.000000,0.1,1.0,48.0,17.5,0.0
05/09/2020 20:00:00.000000,0.1,2.0,48.0,16.3,0.0
05/09/2020 21:00:00.000000,0.1,2.0,48.0,16.3,0.0
05/09/2020 22:00:00.000000,0.1,6.0,43.0,18.8,0.0
05/09/2020 23:00:00.000000,0.1,5.0,42.0,16.4,0.0
05/10/2020 00:00:00.000000,0.1,5.0,39.0,16.4,0.0
05/10/2020 01:00:00.000000,0.1,6.0,36.0,15.9,0.0
05/10/2020 02:00:00.000000,0.1,3.0,37.0,12.8,0.0
05/10/2020 03:00:00.000000,0.1,2.0,40.0,11.0,0.0
05/10/2020 04:00:00.000000,0.1,,40.0,10.8,0.0
05/10/2020 05:00:00.000000,0.1,3.0,38.0,11.3,0.0
05/10/2020 06:00:00.000000,0.1,2.0,40.0,8.9,0.0
05/10/2020 07:00:00.000000,0.1,6.0,35.0,11.8,
05/10/2020 08:00:00.000000,0.1,5.0,36.0,10.4,0.0
05/10/2020 09:00:00.000000,0.1,10.0,29.0,11.7,0.0
05/10/2020 10:00:00.000000,0.1,15.0,23.0,12.4,0.0
05/10/2020 11:00:00.000000,0.1,14.0,20.0,12.1,0.0
05/10/2020 12:00:00.000000,0.1,7.0,24.0,13.4,0.0
05/10/2020 13:00:00.000000,0.1,3.0,29.0,12.5,0.0
05/10/2020 14:00:00.000000,0.1,2.0,29.0,17.5,0.0
05/10/2020 15:00:00.000000,0.1,2.0,31.0,17.6,0.0
05/10/2020 16:00:00.000000,0.1,2.0,36.0,16.0,0.0
05/10/2020 17:00:00.000000,0.1,2.0,39.0,20.2,0.0
05/10/2020 18:00:00.000000,0.1,2.0,41.0,19.6,0.0
05/10/2020 19:00:00.000000,0.1,2.0,43.0,22.9,0.0
05/10/2020 20:00:00.000000,0.1,1.0,45.0,20.2,0.0
05/10/2020 21:00:00.000000,0.1,1.0,47.0,18.1,0.0
05/10/2020 22:00:00.000000,0.1,1.0,48.0,18.9,0.0
05/10/2020 23:00:00.000000,0.1,2.0,48.0,19.4,0.0
05/11/2020 00:00:00.000000,0.1,2.0,48.0,18.3,0.0
05/11/2020 01:00:00.000000,0.1,4.0,46.0,18.8,0.0
05/11/2020 02:00:00.000000,0.1,7.0,40.0,19.6,0.0
05/11/2020 03:00:00.000000,0.1,7.0,37.0,19.4,0.0
05/11/2020 04:00:00.000000,0.1,,38.0,23.4,0.0
05/11/2020 05:00:00.000000,0.1,2.0,38.0,22.6,0.0
05/11/2020 06:00:00.000000,0.0,2.0,35.0,25.0,0.0
05/11/2020 07:00:00.000000,0.0,2.0,34.0,22.8,
05/11/2020 08:00:00.000000,0.0,2.0,33.0,22.6,0.0
05/11/2020 09:00:00.000000,0.1,2.0,31.0,19.6,0.0
05/11/2020 10:00:00.000000,0.1,3.0,30.0,19.2,0.0
05/11/2020 11:00:00.000000,0.1,4.0,28.0,18.4,0.0
05/11/2020 12:00:00.000000,0.1,7.0,25.0,22.0,0.0
05/11/2020 13:00:00.000000,0.1,8.0,24.0,23.3,0.0
05/11/2020 14:00:00.000000,0.1,7.0,24.0,23.5,0.0
05/11/2020 15:00:00.000000,0.1,10.0,20.0,30.3,
05/11/2020 16:00:00.000000,0.2,10.0,20.0,29.5,0.0
05/11/2020 17:00:00.000000,0.2,9.0,22.0,24.7,0.0
05/11/2020 18:00:00.000000,0.2,14.0,19.0,28.2,0.0
05/11/2020 19:00:00.000000,0.2,19.0,14.0,31.9,0.0
05/11/2020 20:00:00.000000,0.2,16.0,15.0,24.4,0.0
05/11/2020 21:00:00.000000,0.2,15.0,19.0,28.8,0.0
05/11/2020 22:00:00.000000,0.2,14.0,22.0,31.2,0.0
05/11/2020 23:00:00.000000,0.2,15.0,24.0,31.3,0.0
05/12/2020 00:00:00.000000,0.2,15.0,23.0,37.0,0.0
05/12/2020 01:00:00.000000,0.2,11.0,21.0,27.3,0.0
05/12/2020 02:00:00.000000,0.1,6.0,23.0,22.2,0.0
05/12/2020 03:00:00.000000,0.1,7.0,21.0,25.3,0.0
05/12/2020 04:00:00.000000,0.2,,20.0,27.0,0.0
05/12/2020 05:00:00.000000,0.2,9.0,17.0,28.0,0.0
05/12/2020 06:00:00.000000,0.2,12.0,13.0,30.4,0.0
05/12/2020 07:00:00.000000,0.2,10.0,16.0,30.8,
05/12/2020 08:00:00.000000,0.2,8.0,16.0,27.3,0.0
05/12/2020 09:00:00.000000,0.2,8.0,13.0,31.7,0.0
05/12/2020 10:00:00.000000,0.1,10.0,12.0,34.3,0.0
05/12/2020 11:00:00.000000,0.1,11.0,12.0,30.2,0.0
05/12/2020 12:00:00.000000,0.2,13.0,9.0,27.9,0.0
05/12/2020 13:00:00.000000,0.2,15.0,8.0,30.5,0.0
05/12/2020 14:00:00.000000,0.2,12.0,10.0,28.2,0.0
05/12/2020 15:00:00.000000,0.2,9.0,15.0,35.6,0.0
05/12/2020 16:00:00.000000,0.2,11.0,18.0,41.2,0.0
05/12/2020 18:00:00.000000,0.2,13.0,29.0,50.1,0.0
05/12/2020 19:00:00.000000,0.2,8.0,41.0,40.2,0.0
05/12/2020 20:00:00.000000,0.2,5.0,47.0,31.8,0.0
05/12/2020 21:00:00.000000,0.2,6.0,49.0,27.8,0.0
05/12/2020 22:00:00.000000,0.2,7.0,50.0,33.2,0.0
05/12/2020 23:00:00.000000,0.2,6.0,51.0,36.8,0.0
05/13/2020 00:00:00.000000,0.2,7.0,51.0,35.6,0.0
05/13/2020 01:00:00.000000,0.2,12.0,46.0,38.4,0.0
05/13/2020 02:00:00.000000,0.3,17.0,36.0,47.9,0.0
05/13/2020 03:00:00.000000,0.3,28.0,22.0,58.0,0.0
05/13/2020 04:00:00.000000,0.3,,12.0,53.0,0.0
05/13/2020 05:00:00.000000,0.3,23.0,14.0,51.3,0.0
05/13/2020 06:00:00.000000,0.3,19.0,13.0,45.6,0.0
05/13/2020 07:00:00.000000,0.3,18.0,10.0,39.9,
05/13/2020 08:00:00.000000,0.4,24.0,4.0,42.7,0.0
05/13/2020 09:00:00.000000,0.3,20.0,2.0,48.1,0.0
05/13/2020 10:00:00.000000,0.3,18.0,1.0,47.4,0.0
05/13/2020 11:00:00.000000,0.4,19.0,0.0,46.9,1.0
05/13/2020 12:00:00.000000,0.5,20.0,1.0,40.9,1.0
05/13/2020 13:00:00.000000,0.6,24.0,2.0,39.5,1.0
05/13/2020 14:00:00.000000,0.4,23.0,9.0,66.3,1.0
05/13/2020 15:00:00.000000,0.4,29.0,11.0,41.5,1.0
05/13/2020 16:00:00.000000,0.2,21.0,24.0,39.1,0.0
05/13/2020 17:00:00.000000,0.1,,40.0,18.4,0.0
05/13/2020 18:00:00.000000,0.1,3.0,45.0,15.2,0.0
05/13/2020 19:00:00.000000,0.1,6.0,47.0,32.8,0.0
05/13/2020 20:00:00.000000,0.1,,50.0,26.1,0.0
05/13/2020 21:00:00.000000,0.1,,52.0,28.9,0.0
05/13/2020 22:00:00.000000,0.1,,55.0,27.0,0.0
05/13/2020 23:00:00.000000,0.1,6.0,54.0,21.9,0.0
05/14/2020 00:00:00.000000,0.1,6.0,52.0,20.0,0.0
05/14/2020 01:00:00.000000,0.2,12.0,44.0,23.1,0.0
05/14/2020 02:00:00.000000,0.2,14.0,33.0,61.4,0.0
05/14/2020 03:00:00.000000,0.2,7.0,31.0,32.6,0.0
05/14/2020 04:00:00.000000,0.1,,30.0,30.2,0.0
05/14/2020 05:00:00.000000,0.2,7.0,29.0,23.4,0.0
05/14/2020 06:00:00.000000,0.1,6.0,30.0,23.3,0.0
05/14/2020 07:00:00.000000,0.1,5.0,32.0,27.6,
05/14/2020 08:00:00.000000,0.1,4.0,33.0,29.8,0.0
05/14/2020 09:00:00.000000,0.1,5.0,29.0,31.1,0.0
05/14/2020 10:00:00.000000,0.1,10.0,23.0,31.3,0.0
05/14/2020 11:00:00.000000,0.2,17.0,15.0,32.6,0.0
05/14/2020 12:00:00.000000,0.2,22.0,7.0,43.4,1.0
05/14/2020 13:00:00.000000,0.3,23.0,7.0,64.4,1.0
05/14/2020 14:00:00.000000,0.3,19.0,16.0,51.2,1.0
05/14/2020 15:00:00.000000,0.2,12.0,28.0,46.8,1.0
05/14/2020 16:00:00.000000,0.1,3.0,42.0,23.7,1.0
05/14/2020 17:00:00.000000,0.1,3.0,45.0,24.0,0.0
05/14/2020 18:00:00.000000,0.1,4.0,45.0,25.5,0.0
05/14/2020 19:00:00.000000,0.1,5.0,44.0,29.7,0.0
05/14/2020 20:00:00.000000,0.1,6.0,46.0,27.5,0.0
05/14/2020 21:00:00.000000,0.1,7.0,44.0,39.8,0.0
05/14/2020 22:00:00.000000,0.1,6.0,45.0,21.2,0.0
05/14/2020 23:00:00.000000,0.1,4.0,47.0,14.6,0.0
05/15/2020 00:00:00.000000,0.1,5.0,45.0,12.5,0.0
05/15/2020 01:00:00.000000,0.1,7.0,42.0,13.0,0.0
05/15/2020 02:00:00.000000,0.1,5.0,43.0,12.5,0.0
05/15/2020 03:00:00.000000,0.1,3.0,44.0,10.8,0.0
05/15/2020 04:00:00.000000,0.1,6.0,40.0,12.4,0.0
05/15/2020 05:00:00.000000,0.2,,41.0,12.1,0.0
05/15/2020 06:00:00.000000,0.1,2.0,41.0,11.2,0.0
05/15/2020 07:00:00.000000,0.2,4.0,36.0,12.5,
05/15/2020 08:00:00.000000,0.2,15.0,25.0,14.1,0.0
05/15/2020 09:00:00.000000,0.2,8.0,30.0,12.7,0.0
05/15/2020 10:00:00.000000,0.1,5.0,33.0,10.5,0.0
05/15/2020 11:00:00.000000,0.1,9.0,31.0,12.3,0.0
05/15/2020 12:00:00.000000,0.1,12.0,29.0,16.8,0.0
05/15/2020 13:00:00.000000,0.1,16.0,27.0,21.8,0.0
05/15/2020 14:00:00.000000,0.1,7.0,36.0,18.4,0.0
05/15/2020 15:00:00.000000,0.1,6.0,39.0,16.8,0.0
05/15/2020 16:00:00.000000,0.1,4.0,44.0,18.1,0.0
05/15/2020 17:00:00.000000,0.1,7.0,43.0,22.6,0.0
05/15/2020 18:00:00.000000,0.1,6.0,47.0,23.9,0.0
05/15/2020 19:00:00.000000,0.2,7.0,46.0,34.1,0.0
05/15/2020 20:00:00.000000,0.2,7.0,44.0,27.5,0.0
05/15/2020 21:00:00.000000,0.2,8.0,44.0,30.8,0.0
05/15/2020 22:00:00.000000,0.1,5.0,48.0,21.4,0.0
05/15/2020 23:00:00.000000,0.2,6.0,47.0,25.0,0.0
05/16/2020 00:00:00.000000,0.2,4.0,48.0,26.7,0.0
05/16/2020 01:00:00.000000,0.2,4.0,44.0,18.7,0.0
05/16/2020 02:00:00.000000,0.2,9.0,34.0,16.3,0.0
05/16/2020 03:00:00.000000,0.2,8.0,34.0,1.7,0.0
05/16/2020 04:00:00.000000,0.1,6.0,33.0,0.6,0.0
05/16/2020 05:00:00.000000,0.2,,32.0,8.1,0.0
05/16/2020 06:00:00.000000,0.2,4.0,26.0,9.4,0.0
05/16/2020 07:00:00.000000,0.2,4.0,24.0,11.8,
05/16/2020 08:00:00.000000,0.2,1.0,28.0,10.8,0.0
05/16/2020 09:00:00.000000,0.1,2.0,31.0,11.8,0.0
05/16/2020 10:00:00.000000,0.1,4.0,28.0,11.1,0.0
05/16/2020 11:00:00.000000,0.1,9.0,21.0,9.7,0.0
05/16/2020 12:00:00.000000,0.1,9.0,18.0,10.8,0.0
05/16/2020 13:00:00.000000,0.2,11.0,15.0,12.9,0.0
05/16/2020 14:00:00.000000,0.2,15.0,19.0,15.5,0.0
05/16/2020 15:00:00.000000,0.1,5.0,37.0,10.6,0.0
05/16/2020 16:00:00.000000,0.1,3.0,44.0,12.8,0.0
05/16/2020 17:00:00.000000,0.1,3.0,48.0,10.8,0.0
05/16/2020 18:00:00.000000,0.1,2.0,51.0,9.8,0.0
05/16/2020 19:00:00.000000,0.1,2.0,53.0,12.4,0.0
05/16/2020 20:00:00.000000,0.1,3.0,55.0,11.0,0.0
05/16/2020 21:00:00.000000,0.1,2.0,56.0,10.6,0.0
05/16/2020 22:00:00.000000,0.1,3.0,55.0,11.3,0.0
05/16/2020 23:00:00.000000,0.1,3.0,56.0,10.3,0.0
05/17/2020 00:00:00.000000,0.1,4.0,56.0,11.0,0.0
05/17/2020 01:00:00.000000,0.1,6.0,52.0,11.3,0.0
05/17/2020 02:00:00.000000,0.1,6.0,44.0,10.9,0.0
05/17/2020 03:00:00.000000,0.2,9.0,38.0,11.8,0.0
05/17/2020 04:00:00.000000,0.1,13.0,34.0,10.6,0.0
05/17/2020 05:00:00.000000,0.1,,35.0,8.8,0.0
05/17/2020 06:00:00.000000,0.2,18.0,23.0,12.6,0.0
05/17/2020 07:00:00.000000,0.2,13.0,18.0,16.3,
05/17/2020 08:00:00.000000,0.1,7.0,20.0,14.4,0.0
05/17/2020 09:00:00.000000,0.1,6.0,23.0,12.1,0.0
05/17/2020 10:00:00.000000,0.1,6.0,23.0,11.1,0.0
05/17/2020 11:00:00.000000,0.1,6.0,21.0,11.1,0.0
05/17/2020 12:00:00.000000,0.1,6.0,21.0,11.2,0.0
05/17/2020 13:00:00.000000,0.1,5.0,23.0,11.7,0.0
05/17/2020 14:00:00.000000,0.1,4.0,26.0,13.7,0.0
05/17/2020 15:00:00.000000,0.1,5.0,30.0,14.1,0.0
05/17/2020 16:00:00.000000,0.1,5.0,36.0,14.7,0.0
05/17/2020 17:00:00.000000,0.2,4.0,39.0,16.2,0.0
05/17/2020 18:00:00.000000,0.2,3.0,45.0,16.4,0.0
05/17/2020 19:00:00.000000,0.1,3.0,52.0,17.0,1.0
05/17/2020 20:00:00.000000,0.1,3.0,55.0,14.4,5.0
05/17/2020 21:00:00.000000,0.1,4.0,56.0,13.9,0.0
05/17/2020 22:00:00.000000,0.1,4.0,54.0,14.0,0.0
05/17/2020 23:00:00.000000,0.1,4.0,50.0,11.9,0.0
05/18/2020 00:00:00.000000,0.1,4.0,47.0,11.6,0.0
05/18/2020 01:00:00.000000,0.1,6.0,48.0,15.8,0.0
05/18/2020 02:00:00.000000,0.1,8.0,40.0,15.7,0.0
05/18/2020 03:00:00.000000,0.1,8.0,40.0,13.6,0.0
05/18/2020 04:00:00.000000,0.2,9.0,34.0,15.4,0.0
05/18/2020 05:00:00.000000,0.2,,30.0,16.8,0.0
05/18/2020 06:00:00.000000,0.2,10.0,27.0,20.9,1.0
05/18/2020 07:00:00.000000,0.1,6.0,32.0,21.5,
05/18/2020 08:00:00.000000,0.1,5.0,29.0,19.4,1.0
05/18/2020 09:00:00.000000,0.1,6.0,27.0,17.1,0.0
05/18/2020 10:00:00.000000,0.1,7.0,27.0,18.6,0.0
05/18/2020 11:00:00.000000,0.1,9.0,23.0,18.8,0.0
05/18/2020 12:00:00.000000,0.1,11.0,21.0,21.3,0.0
05/18/2020 13:00:00.000000,0.1,10.0,23.0,23.7,0.0
05/18/2020 14:00:00.000000,,15.0,,34.8,0.0
05/18/2020 15:00:00.000000,0.2,18.0,24.0,44.2,
05/18/2020 16:00:00.000000,0.2,18.0,31.0,52.3,
