InstrumentName, CAMP,,,,
StartTime, 2020-05-01 00:00:00,,,,
EndTime, 2020-05-31 23:59:59,,,,
Date,CO,NO2,O3,PM10,SO2
05/01/2020 00:00:00.000000,0.2,11.0,43.0,10.8,0.0
05/01/2020 01:00:00.000000,0.2,13.0,39.0,11.8,0.0
05/01/2020 02:00:00.000000,0.1,5.0,41.0,11.2,0.0
05/01/2020 03:00:00.000000,0.1,6.0,40.0,7.2,0.0
05/01/2020 04:00:00.000000,0.1,3.0,43.0,6.6,0.0
05/01/2020 05:00:00.000000,0.1,,36.0,102.1,0.0
05/01/2020 06:00:00.000000,0.1,8.0,32.0,69.4,0.0
05/01/2020 07:00:00.000000,0.1,27.0,11.0,42.0,0.0
05/01/2020 08:00:00.000000,0.1,14.0,23.0,32.3,0.0
05/01/2020 09:00:00.000000,0.1,10.0,29.0,20.6,0.0
05/01/2020 10:00:00.000000,0.1,9.0,27.0,29.0,0.0
05/01/2020 11:00:00.000000,0.1,5.0,30.0,24.4,0.0
05/01/2020 12:00:00.000000,0.2,8.0,27.0,17.0,0.0
05/01/2020 13:00:00.000000,0.2,14.0,22.0,25.2,0.0
05/01/2020 14:00:00.000000,0.2,14.0,25.0,31.7,0.0
05/01/2020 15:00:00.000000,0.2,13.0,30.0,31.8,0.0
05/01/2020 16:00:00.000000,0.2,17.0,32.0,46.3,1.0
05/01/2020 17:00:00.000000,0.2,9.0,41.0,27.6,0.0
05/01/2020 18:00:00.000000,0.2,6.0,49.0,21.5,0.0
05/01/2020 19:00:00.000000,0.2,5.0,51.0,16.4,0.0
05/01/2020 20:00:00.000000,0.2,4.0,48.0,15.6,0.0
05/01/2020 21:00:00.000000,0.2,4.0,46.0,13.4,0.0
05/01/2020 22:00:00.000000,0.2,5.0,49.0,13.7,0.0
05/01/2020 23:00:00.000000,0.2,6.0,52.0,14.5,0.0
05/02/2020 00:00:00.000000,0.2,6.0,48.0,18.1,0.0
05/02/2020 01:00:00.000000,0.2,8.0,44.0,44.7,0.0
05/02/2020 02:00:00.000000,0.1,4.0,42.0,69.6,0.0
05/02/2020 03:00:00.000000,0.1,5.0,39.0,31.5,0.0
05/02/2020 04:00:00.000000,0.1,10.0,30.0,15.1,0.0
05/02/2020 05:00:00.000000,0.1,,32.0,9.8,0.0
05/02/2020 06:00:00.000000,0.1,4.0,34.0,5.8,0.0
05/02/2020 07:00:00.000000,0.1,4.0,23.0,5.8,0.0
05/02/2020 08:00:00.000000,0.1,3.0,27.0,4.9,0.0
05/02/2020 09:00:00.000000,0.1,4.0,27.0,5.2,0.0
05/02/2020 10:00:00.000000,0.1,8.0,23.0,5.7,0.0
05/02/2020 11:00:00.000000,0.1,4.0,27.0,8.1,0.0
05/02/2020 12:00:00.000000,0.1,4.0,25.0,11.0,0.0
05/02/2020 13:00:00.000000,0.2,4.0,26.0,9.1,0.0
05/02/2020 14:00:00.000000,0.1,3.0,25.0,12.0,0.0
05/02/2020 15:00:00.000000,0.1,3.0,25.0,13.6,0.0
05/02/2020 16:00:00.000000,0.2,3.0,28.0,13.3,0.0
05/02/2020 17:00:00.000000,0.2,3.0,31.0,13.1,0.0
05/02/2020 18:00:00.000000,0.1,3.0,33.0,14.9,0.0
05/02/2020 19:00:00.000000,0.2,3.0,33.0,20.2,0.0
05/02/2020 20:00:00.000000,0.2,5.0,35.0,18.6,0.0
05/02/2020 21:00:00.000000,0.2,4.0,37.0,18.0,0.0
05/02/2020 22:00:00.000000,0.2,6.0,34.0,18.8,0.0
05/02/2020 23:00:00.000000,0.2,10.0,28.0,18.5,0.0
05/03/2020 00:00:00.000000,0.2,11.0,26.0,21.8,0.0
05/03/2020 01:00:00.000000,0.2,8.0,28.0,13.4,0.0
05/03/2020 02:00:00.000000,0.2,6.0,28.0,10.6,0.0
05/03/2020 03:00:00.000000,0.2,7.0,27.0,12.8,0.0
05/03/2020 04:00:00.000000,0.1,5.0,26.0,9.5,0.0
05/03/2020 05:00:00.000000,0.1,,28.0,8.3,0.0
05/03/2020 06:00:00.000000,0.1,4.0,27.0,7.2,0.0
05/03/2020 07:00:00.000000,0.1,4.0,21.0,8.1,0.0
05/03/2020 08:00:00.000000,0.1,6.0,20.0,10.1,0.0
05/03/2020 09:00:00.000000,0.2,20.0,9.0,13.8,0.0
05/03/2020 10:00:00.000000,0.1,5.0,21.0,14.5,0.0
05/03/2020 11:00:00.000000,0.1,6.0,20.0,15.0,0.0
05/03/2020 12:00:00.000000,0.1,7.0,21.0,13.9,0.0
