InstrumentName, NJH
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,81102,PM2.5 - Local Conditions,PM2.5 Total Atmospheric
09/01/2021 00:00:00,65.956663,33.462399,
09/01/2021 00:01:00,65.300682,33.456399,
09/01/2021 00:02:00,64.557449,33.550889,
09/01/2021 00:03:00,63.437954,33.57205,
09/01/2021 00:04:00,60.275108,33.61069,
09/01/2021 00:05:00,59.614967,33.607426,
09/01/2021 00:06:00,60.629354,33.649224,
09/01/2021 00:07:00,59.59192,33.647802,
09/01/2021 00:08:00,60.63473,33.682492,
09/01/2021 00:09:00,61.590323,33.736765,
09/01/2021 00:10:00,62.449374,33.769141,
09/01/2021 00:11:00,61.963311,33.78767,
09/01/2021 00:12:00,62.452398,33.809936,
09/01/2021 00:13:00,63.178877,33.78888,
09/01/2021 00:14:00,63.796314,33.858366,
09/01/2021 00:15:00,63.553581,33.791196,
09/01/2021 00:16:00,63.873463,33.745978,
09/01/2021 00:17:00,64.463953,33.709182,
09/01/2021 00:18:00,66.186844,33.662753,
09/01/2021 00:19:00,65.559273,33.578737,
09/01/2021 00:20:00,63.957461,33.493985,
09/01/2021 00:21:00,63.31733,33.350801,
09/01/2021 00:22:00,63.660308,33.285736,
09/01/2021 00:23:00,63.740449,33.163662,
09/01/2021 00:24:00,62.455045,33.044692,
09/01/2021 00:25:00,61.112573,32.811703,
09/01/2021 00:26:00,61.223012,32.720581,
09/01/2021 00:27:00,60.892221,32.600559,
09/01/2021 00:28:00,59.47953,32.4768,
09/01/2021 00:29:00,58.138552,32.368886,
09/01/2021 00:30:00,59.367896,32.278132,
09/01/2021 00:31:00,60.217788,32.164479,
09/01/2021 00:32:00,60.349448,32.103417,
09/01/2021 00:33:00,59.744606,31.989763,
09/01/2021 00:34:00,58.908964,31.925173,
09/01/2021 00:35:00,58.815516,31.915066,
09/01/2021 00:36:00,60.630473,31.905485,
09/01/2021 00:37:00,62.338772,31.87469,
09/01/2021 00:38:00,62.848818,31.837157,
09/01/2021 00:39:00,62.149873,31.75072,
09/01/2021 00:40:00,61.224099,31.64349,
09/01/2021 00:41:00,59.340039,31.594271,
09/01/2021 00:42:00,60.233999,31.516151,
09/01/2021 00:43:00,59.201626,31.508097,
09/01/2021 00:44:00,59.113449,31.509676,
09/01/2021 00:45:00,59.144108,31.461773,
09/01/2021 00:46:00,58.476715,31.346331,
09/01/2021 00:47:00,57.202679,31.262368,
09/01/2021 00:48:00,56.048867,31.149558,
09/01/2021 00:49:00,56.060719,31.012744,
09/01/2021 00:50:00,55.626643,30.904514,
09/01/2021 00:51:00,56.063406,30.913673,
09/01/2021 00:52:00,57.010793,30.872771,
09/01/2021 00:53:00,56.315924,30.91441,
09/01/2021 00:54:00,56.623912,30.917147,
09/01/2021 00:55:00,57.117554,31.098917,
09/01/2021 00:56:00,58.16917,31.35928,
09/01/2021 00:57:00,58.614874,31.566213,
09/01/2021 00:58:00,58.811162,31.700869,
09/01/2021 00:59:00,58.935839,31.887535,
09/01/2021 01:00:00,58.620506,32.207277,
09/01/2021 01:01:00,59.501362,32.463955,
09/01/2021 01:02:00,60.119388,32.743269,
