InstrumentName, I-25 Denver
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,CO,NO2,PM2.5
09/01/2021 00:00:00,0.32,7.0,14.6
09/01/2021 07:00:00,0.358,21.0,17.1
09/01/2021 11:00:00,0.68,39.0,26.3
09/01/2021 12:00:00,1.127,43.0,31.6
09/01/2021 13:00:00,1.347,43.0,30.8
09/01/2021 14:00:00,1.111,46.0,27.7
09/01/2021 15:00:00,0.769,37.0,
09/01/2021 16:00:00,0.531,29.0,16.4
09/01/2021 17:00:00,0.663,32.0,16.0
09/01/2021 18:00:00,0.726,35.0,17.0
09/01/2021 19:00:00,0.556,28.0,15.1
09/01/2021 20:00:00,0.708,39.0,15.2
09/02/2021 06:00:00,0.276,8.0,15.1
09/02/2021 07:00:00,0.204,9.0,11.2
09/02/2021 09:00:00,0.295,17.0,14.8
09/02/2021 10:00:00,0.331,19.0,17.3
09/02/2021 11:00:00,0.489,25.0,18.1
09/02/2021 12:00:00,0.717,30.0,17.3
09/02/2021 13:00:00,0.654,23.0,17.0
09/02/2021 14:00:00,0.529,22.0,15.2
09/02/2021 15:00:00,0.284,14.0,16.6
09/02/2021 16:00:00,0.353,18.0,13.1
09/02/2021 18:00:00,0.414,21.0,10.3
09/02/2021 19:00:00,0.444,23.0,8.1
09/02/2021 20:00:00,0.538,28.0,7.7
09/02/2021 21:00:00,0.592,31.0,10.5
09/02/2021 22:00:00,0.306,16.0,11.6
09/02/2021 23:00:00,0.374,12.0,12.2
09/03/2021 00:00:00,0.689,26.0,12.7
09/03/2021 01:00:00,0.69,28.0,12.8
09/03/2021 02:00:00,0.629,25.0,10.6
09/03/2021 06:00:00,0.359,11.0,10.0
09/03/2021 07:00:00,0.339,12.0,11.1
09/03/2021 09:00:00,0.212,7.0,9.9
09/03/2021 10:00:00,0.25,11.0,7.5
09/03/2021 11:00:00,0.367,20.0,6.9
09/03/2021 12:00:00,0.467,27.0,7.6
09/03/2021 13:00:00,0.598,23.0,12.6
09/03/2021 14:00:00,0.409,21.0,9.1
09/03/2021 15:00:00,0.458,19.0,10.0
09/03/2021 16:00:00,0.583,28.0,12.0
09/03/2021 17:00:00,0.491,27.0,10.8
09/03/2021 18:00:00,0.548,31.0,9.5
09/03/2021 19:00:00,0.573,28.0,13.7
09/03/2021 20:00:00,0.689,25.0,9.0
09/03/2021 21:00:00,0.321,12.0,5.6
09/03/2021 22:00:00,0.401,19.0,10.6
09/04/2021 00:00:00,0.234,9.0,6.1
09/04/2021 01:00:00,0.615,23.0,7.8
09/04/2021 02:00:00,0.401,14.0,14.9
09/04/2021 03:00:00,0.301,10.0,6.8
09/04/2021 05:00:00,0.378,12.0,4.9
09/04/2021 06:00:00,0.357,13.0,5.4
09/04/2021 07:00:00,0.37,15.0,5.2
09/04/2021 09:00:00,0.257,13.0,5.7
09/04/2021 10:00:00,0.225,11.0,7.6
09/04/2021 11:00:00,0.321,12.0,8.1
09/04/2021 12:00:00,0.425,15.0,11.5
09/04/2021 13:00:00,0.503,18.0,12.6
