InstrumentName, CAMP
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
09/01/2021 00:00:00,0.427,11.0,59.0,,,0.0
09/01/2021 07:00:00,0.253,6.0,44.0,,,0.0
09/01/2021 11:00:00,0.558,26.0,20.0,,,0.0
09/01/2021 12:00:00,0.802,44.0,1.0,,,1.0
09/01/2021 13:00:00,0.802,36.0,5.0,,,1.0
09/01/2021 14:00:00,0.755,40.0,13.0,,,1.0
09/01/2021 15:00:00,0.549,31.0,22.0,,,1.0
09/01/2021 16:00:00,0.399,19.0,37.0,,,0.0
09/01/2021 17:00:00,0.395,15.0,51.0,,,0.0
09/01/2021 18:00:00,0.381,12.0,57.0,,,0.0
09/01/2021 19:00:00,0.357,12.0,60.0,,,0.0
09/01/2021 20:00:00,0.365,14.0,62.0,,,0.0
09/02/2021 06:00:00,0.206,6.0,41.0,,,0.0
09/02/2021 07:00:00,0.192,6.0,39.0,,,0.0
09/02/2021 09:00:00,0.203,7.0,37.0,,,0.0
09/02/2021 10:00:00,0.197,7.0,35.0,,,0.0
09/02/2021 11:00:00,0.394,11.0,31.0,,,0.0
09/02/2021 12:00:00,0.495,22.0,14.0,,,0.0
09/02/2021 13:00:00,0.401,17.0,13.0,,,0.0
09/02/2021 14:00:00,0.439,14.0,18.0,,,0.0
09/02/2021 15:00:00,,,31.0,,,
09/02/2021 16:00:00,0.289,9.0,42.0,,,0.0
09/02/2021 18:00:00,0.29,9.0,59.0,,,0.0
09/02/2021 19:00:00,0.308,10.0,60.0,,,0.0
09/02/2021 20:00:00,0.339,9.0,59.0,15.5,9.4,0.0
09/02/2021 21:00:00,0.392,11.0,57.0,17.5,10.6,0.0
09/02/2021 22:00:00,0.386,10.0,55.0,22.8,12.3,0.0
09/02/2021 23:00:00,0.43,12.0,51.0,21.8,13.7,0.0
09/03/2021 00:00:00,0.335,10.0,48.0,21.6,14.2,0.0
09/03/2021 01:00:00,0.386,12.0,43.0,20.1,14.5,0.0
09/03/2021 02:00:00,0.404,13.0,36.0,19.3,13.1,0.0
09/03/2021 06:00:00,0.241,8.0,27.0,21.6,12.8,0.0
09/03/2021 07:00:00,0.237,7.0,26.0,16.7,12.6,0.0
09/03/2021 09:00:00,0.201,4.0,35.0,13.5,12.1,0.0
09/03/2021 10:00:00,0.165,4.0,36.0,11.6,9.9,0.0
09/03/2021 11:00:00,0.236,6.0,34.0,8.6,7.7,0.0
09/03/2021 12:00:00,0.315,13.0,24.0,11.1,7.8,0.0
09/03/2021 13:00:00,0.434,18.0,15.0,18.8,12.2,0.0
09/03/2021 14:00:00,0.402,18.0,16.0,22.8,9.4,0.0
09/03/2021 15:00:00,0.442,15.0,24.0,19.9,9.5,0.0
09/03/2021 16:00:00,0.541,20.0,27.0,31.6,12.0,1.0
09/03/2021 17:00:00,0.372,18.0,36.0,29.8,10.7,1.0
09/03/2021 18:00:00,0.331,16.0,46.0,24.3,8.9,0.0
09/03/2021 19:00:00,0.37,14.0,43.0,27.8,14.9,0.0
09/03/2021 20:00:00,0.279,9.0,42.0,14.3,9.1,0.0
09/03/2021 21:00:00,0.301,7.0,49.0,6.8,4.8,0.0
09/03/2021 22:00:00,0.435,16.0,37.0,19.4,11.8,0.0
09/04/2021 00:00:00,0.302,7.0,40.0,9.5,7.0,0.0
09/04/2021 01:00:00,0.376,11.0,33.0,10.5,8.1,0.0
09/04/2021 02:00:00,0.329,11.0,34.0,22.2,8.8,0.0
09/04/2021 03:00:00,0.368,9.0,35.0,10.2,7.9,0.0
09/04/2021 05:00:00,0.297,9.0,35.0,7.8,6.3,0.0
09/04/2021 06:00:00,0.238,10.0,33.0,9.1,7.0,0.0
09/04/2021 07:00:00,0.227,8.0,35.0,7.1,5.8,0.0
09/04/2021 09:00:00,0.209,8.0,31.0,8.4,7.4,0.0
09/04/2021 10:00:00,0.258,9.0,24.0,10.8,9.5,0.0
09/04/2021 11:00:00,0.273,15.0,17.0,11.1,9.5,0.0
09/04/2021 12:00:00,0.331,12.0,17.0,15.9,13.4,0.0
09/04/2021 13:00:00,0.326,8.0,22.0,18.8,15.1,0.0
09/04/2021 15:00:00,,,30.0,,,
09/04/2021 16:00:00,0.274,7.0,36.0,,,0.0
09/04/2021 17:00:00,0.242,5.0,49.0,12.3,9.1,0.0
09/04/2021 18:00:00,0.256,4.0,58.0,13.2,10.7,0.0
09/04/2021 19:00:00,0.298,5.0,62.0,17.0,12.3,0.0
09/04/2021 20:00:00,0.279,4.0,64.0,15.1,11.4,0.0
09/04/2021 21:00:00,0.284,5.0,63.0,12.7,10.6,0.0
09/04/2021 22:00:00,0.245,4.0,64.0,12.6,10.0,0.0
09/04/2021 23:00:00,0.269,6.0,63.0,13.3,9.5,0.0
09/05/2021 00:00:00,0.306,6.0,62.0,12.8,9.9,0.0
