InstrumentName, I-25 Globeville
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,NO2,PM2.5
09/01/2021 00:00:00,12.0,16.0
09/01/2021 07:00:00,31.0,15.7
09/01/2021 11:00:00,52.0,33.7
09/01/2021 12:00:00,57.0,40.2
09/01/2021 13:00:00,55.0,35.1
09/01/2021 14:00:00,50.0,32.5
09/01/2021 15:00:00,37.0,23.0
09/01/2021 16:00:00,34.0,18.9
09/01/2021 17:00:00,34.0,18.5
09/01/2021 18:00:00,28.0,16.6
09/01/2021 19:00:00,22.0,14.7
09/01/2021 20:00:00,18.0,15.4
09/02/2021 06:00:00,9.0,12.3
09/02/2021 07:00:00,7.0,11.8
09/02/2021 09:00:00,7.0,12.9
09/02/2021 10:00:00,7.0,14.2
09/02/2021 11:00:00,20.0,15.3
09/02/2021 12:00:00,43.0,19.5
09/02/2021 13:00:00,37.0,19.8
09/02/2021 14:00:00,36.0,18.1
09/02/2021 15:00:00,29.0,15.0
09/02/2021 16:00:00,29.0,17.8
09/02/2021 18:00:00,32.0,14.2
09/02/2021 19:00:00,40.0,12.6
09/02/2021 20:00:00,37.0,10.6
09/02/2021 21:00:00,17.0,10.4
09/02/2021 22:00:00,11.0,12.0
09/02/2021 23:00:00,12.0,12.8
09/03/2021 00:00:00,38.0,13.9
09/03/2021 01:00:00,32.0,13.2
09/03/2021 02:00:00,30.0,10.9
09/03/2021 06:00:00,21.0,11.3
09/03/2021 07:00:00,19.0,14.8
09/03/2021 10:00:00,16.0,10.1
09/03/2021 11:00:00,31.0,8.5
09/03/2021 12:00:00,17.0,7.5
09/03/2021 13:00:00,33.0,10.7
09/03/2021 14:00:00,37.0,13.4
09/03/2021 15:00:00,34.0,14.7
09/03/2021 16:00:00,24.0,12.3
09/03/2021 17:00:00,36.0,11.5
09/03/2021 18:00:00,40.0,10.8
09/03/2021 19:00:00,32.0,14.9
09/03/2021 20:00:00,28.0,9.0
09/03/2021 21:00:00,26.0,5.7
09/03/2021 22:00:00,28.0,8.7
09/04/2021 00:00:00,12.0,6.8
09/04/2021 01:00:00,33.0,7.7
09/04/2021 02:00:00,8.0,7.8
09/04/2021 03:00:00,9.0,6.3
09/04/2021 05:00:00,19.0,6.7
09/04/2021 06:00:00,19.0,6.9
09/04/2021 07:00:00,19.0,6.2
09/04/2021 09:00:00,23.0,5.9
09/04/2021 10:00:00,22.0,7.2
09/04/2021 11:00:00,25.0,8.9
09/04/2021 12:00:00,21.0,12.7
09/04/2021 13:00:00,27.0,14.2
09/04/2021 14:00:00,26.0,
09/04/2021 15:00:00,25.0,
09/04/2021 16:00:00,13.0,
09/04/2021 17:00:00,10.0,
09/04/2021 18:00:00,5.0,10.2
09/04/2021 19:00:00,8.0,11.3
09/04/2021 20:00:00,10.0,11.0
09/04/2021 21:00:00,15.0,9.8
09/04/2021 22:00:00,11.0,9.5
09/04/2021 23:00:00,6.0,8.8
09/05/2021 00:00:00,5.0,9.2
09/05/2021 01:00:00,6.0,7.2
09/05/2021 02:00:00,11.0,7.1
09/05/2021 03:00:00,16.0,7.4
09/05/2021 04:00:00,,8.5
09/05/2021 05:00:00,24.0,9.4
09/05/2021 06:00:00,33.0,13.2
09/05/2021 07:00:00,33.0,16.9
09/05/2021 09:00:00,37.0,16.7
09/05/2021 10:00:00,16.0,14.9
09/05/2021 11:00:00,19.0,14.8
09/05/2021 12:00:00,21.0,13.9
09/05/2021 13:00:00,19.0,13.0
09/05/2021 14:00:00,20.0,11.5
09/05/2021 15:00:00,23.0,9.3
09/05/2021 16:00:00,15.0,7.8
09/05/2021 17:00:00,7.0,7.8
09/05/2021 18:00:00,5.0,8.6
09/05/2021 19:00:00,10.0,8.0
09/05/2021 20:00:00,14.0,7.4
09/05/2021 21:00:00,15.0,7.1
09/05/2021 22:00:00,12.0,6.5
09/05/2021 23:00:00,8.0,6.9
09/06/2021 00:00:00,4.0,6.0
09/06/2021 02:00:00,38.0,9.9
09/06/2021 03:00:00,,14.5
09/06/2021 04:00:00,,15.2
09/06/2021 06:00:00,30.0,15.0
09/06/2021 07:00:00,21.0,13.7
09/06/2021 09:00:00,33.0,15.2
09/06/2021 10:00:00,24.0,14.6
09/06/2021 11:00:00,35.0,14.8
09/06/2021 12:00:00,43.0,15.8
09/06/2021 13:00:00,40.0,15.4
09/06/2021 14:00:00,31.0,11.5
09/06/2021 15:00:00,31.0,11.0
09/06/2021 16:00:00,28.0,9.0
09/06/2021 17:00:00,8.0,7.6
09/06/2021 18:00:00,4.0,7.1
09/06/2021 19:00:00,5.0,7.8
09/06/2021 20:00:00,11.0,8.1
09/06/2021 21:00:00,8.0,7.7
09/06/2021 22:00:00,5.0,7.2
09/06/2021 23:00:00,17.0,7.0
09/07/2021 00:00:00,27.0,8.6
09/07/2021 01:00:00,21.0,8.9
09/07/2021 02:00:00,36.0,10.6
09/07/2021 03:00:00,40.0,12.4
09/07/2021 04:00:00,,14.5
09/07/2021 06:00:00,39.0,17.6
09/07/2021 07:00:00,36.0,19.6
09/07/2021 09:00:00,18.0,19.0
09/07/2021 10:00:00,23.0,20.7
09/07/2021 11:00:00,43.0,22.0
09/07/2021 12:00:00,48.0,25.4
09/07/2021 13:00:00,51.0,27.6
09/07/2021 14:00:00,46.0,24.8
09/07/2021 15:00:00,44.0,30.8
09/07/2021 16:00:00,21.0,25.9
09/07/2021 18:00:00,27.0,27.9
09/07/2021 19:00:00,23.0,27.1
09/07/2021 20:00:00,20.0,25.2
09/07/2021 21:00:00,12.0,22.2
09/07/2021 22:00:00,12.0,20.7
09/07/2021 23:00:00,8.0,20.6
09/08/2021 00:00:00,8.0,21.5
09/08/2021 01:00:00,17.0,25.2
09/08/2021 02:00:00,26.0,25.9
09/08/2021 03:00:00,27.0,25.8
09/08/2021 04:00:00,,31.7
09/08/2021 06:00:00,43.0,37.3
09/08/2021 07:00:00,30.0,38.3
09/08/2021 09:00:00,29.0,40.6
09/08/2021 10:00:00,39.0,40.5
09/08/2021 11:00:00,56.0,42.0
09/08/2021 12:00:00,56.0,46.4
09/08/2021 14:00:00,51.0,42.3
09/08/2021 15:00:00,53.0,35.7
09/08/2021 16:00:00,41.0,30.0
09/08/2021 17:00:00,24.0,25.6
09/08/2021 18:00:00,25.0,24.2
09/08/2021 19:00:00,32.0,28.0
09/08/2021 20:00:00,30.0,26.6
09/08/2021 21:00:00,25.0,20.2
09/08/2021 22:00:00,27.0,18.9
09/09/2021 00:00:00,30.0,18.4
09/09/2021 01:00:00,12.0,19.0
09/09/2021 02:00:00,12.0,18.8
09/09/2021 03:00:00,28.0,21.1
09/09/2021 05:00:00,47.0,31.5
09/09/2021 06:00:00,32.0,30.0
09/09/2021 11:00:00,53.0,37.3
09/09/2021 12:00:00,62.0,39.2
09/09/2021 13:00:00,63.0,43.2
09/09/2021 14:00:00,60.0,37.0
09/09/2021 15:00:00,58.0,30.7
09/09/2021 16:00:00,47.0,23.7
09/09/2021 17:00:00,29.0,18.3
09/09/2021 18:00:00,10.0,11.4
09/09/2021 20:00:00,10.0,9.9
09/09/2021 21:00:00,6.0,10.5
09/09/2021 22:00:00,8.0,10.4
09/09/2021 23:00:00,9.0,9.7
09/10/2021 00:00:00,10.0,10.2
09/10/2021 01:00:00,39.0,13.8
09/10/2021 02:00:00,65.0,17.4
09/10/2021 03:00:00,64.0,18.7
09/10/2021 04:00:00,,20.1
09/10/2021 06:00:00,48.0,20.2
09/10/2021 07:00:00,47.0,21.1
09/10/2021 09:00:00,28.0,20.0
09/10/2021 11:00:00,47.0,22.0
09/10/2021 12:00:00,52.0,25.2
09/10/2021 13:00:00,57.0,24.4
09/10/2021 14:00:00,56.0,25.3
09/10/2021 15:00:00,56.0,21.3
09/10/2021 16:00:00,57.0,18.8
09/10/2021 17:00:00,42.0,14.7
09/10/2021 18:00:00,20.0,11.0
09/10/2021 19:00:00,13.0,9.0
09/10/2021 21:00:00,14.0,8.4
09/10/2021 22:00:00,11.0,7.4
09/10/2021 23:00:00,10.0,7.6
09/11/2021 00:00:00,14.0,8.3
09/11/2021 02:00:00,69.0,14.4
09/11/2021 03:00:00,63.0,13.9
09/11/2021 04:00:00,,14.4
09/11/2021 06:00:00,51.0,
09/11/2021 07:00:00,48.0,18.4
09/11/2021 09:00:00,40.0,18.2
09/11/2021 10:00:00,43.0,18.6
09/11/2021 11:00:00,41.0,16.9
09/11/2021 12:00:00,40.0,20.2
09/11/2021 13:00:00,39.0,17.0
09/11/2021 14:00:00,40.0,14.8
09/11/2021 15:00:00,37.0,13.0
09/11/2021 16:00:00,24.0,9.9
09/11/2021 17:00:00,9.0,7.5
09/11/2021 18:00:00,7.0,6.3
09/11/2021 19:00:00,8.0,5.4
09/11/2021 20:00:00,5.0,8.0
09/11/2021 21:00:00,21.0,7.6
09/11/2021 22:00:00,25.0,7.5
09/11/2021 23:00:00,29.0,6.9
09/12/2021 00:00:00,33.0,7.0
09/12/2021 01:00:00,26.0,9.5
09/12/2021 02:00:00,24.0,11.5
09/12/2021 03:00:00,16.0,7.4
09/12/2021 04:00:00,,6.6
09/12/2021 05:00:00,24.0,8.0
09/12/2021 06:00:00,26.0,6.4
09/12/2021 07:00:00,30.0,7.6
09/12/2021 09:00:00,24.0,8.1
09/12/2021 10:00:00,16.0,8.6
09/12/2021 11:00:00,17.0,8.5
09/12/2021 13:00:00,27.0,9.3
09/12/2021 14:00:00,26.0,8.3
09/12/2021 15:00:00,24.0,7.3
09/12/2021 16:00:00,17.0,6.7
09/12/2021 17:00:00,12.0,5.3
09/12/2021 18:00:00,9.0,5.1
09/12/2021 19:00:00,10.0,4.8
09/12/2021 21:00:00,3.0,4.0
09/12/2021 22:00:00,3.0,3.8
09/12/2021 23:00:00,7.0,3.9
09/13/2021 00:00:00,16.0,4.7
09/13/2021 01:00:00,27.0,5.2
09/13/2021 02:00:00,41.0,6.5
09/13/2021 04:00:00,,9.8
09/13/2021 06:00:00,21.0,7.2
09/13/2021 07:00:00,21.0,6.0
09/13/2021 09:00:00,18.0,7.0
09/13/2021 10:00:00,24.0,6.9
09/13/2021 11:00:00,37.0,8.9
09/13/2021 12:00:00,40.0,10.4
09/13/2021 13:00:00,44.0,12.6
09/13/2021 14:00:00,42.0,10.6
09/13/2021 15:00:00,,7.8
09/13/2021 16:00:00,8.0,7.0
09/13/2021 17:00:00,10.0,6.8
09/13/2021 19:00:00,17.0,4.8
09/13/2021 20:00:00,,6.5
09/13/2021 21:00:00,,4.8
09/13/2021 22:00:00,20.0,7.8
09/14/2021 00:00:00,17.0,4.2
09/14/2021 01:00:00,29.0,5.4
09/14/2021 02:00:00,16.0,5.5
09/14/2021 03:00:00,,5.3
09/14/2021 06:00:00,14.0,4.4
09/14/2021 07:00:00,16.0,5.1
09/14/2021 09:00:00,33.0,6.2
09/14/2021 10:00:00,30.0,7.0
09/14/2021 11:00:00,33.0,8.5
09/14/2021 12:00:00,35.0,9.5
09/14/2021 13:00:00,34.0,9.1
09/14/2021 14:00:00,34.0,9.2
09/14/2021 15:00:00,36.0,10.6
