InstrumentName, I-25 Globeville
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
09/01/2021 00:00:00,10.3,91.585999,18.480952,,9.657227,129.029121,6.156689
09/01/2021 00:01:00,11.116667,91.574463,15.819048,,9.686066,127.970304,7.858154
09/01/2021 00:02:00,11.766667,91.507172,14.295238,,9.801422,124.914108,6.880273
09/01/2021 00:03:00,12.233333,91.389343,14.683333,,9.869171,128.28506199999998,8.059473
09/01/2021 00:04:00,12.616667,91.278381,15.384337,,9.547974,123.41281,13.629053
09/01/2021 00:05:00,12.766667,91.263824,15.008333,,9.642731,126.227326,7.829102
09/01/2021 00:06:00,13.016667,91.22345,14.8,,9.664551,131.25029,8.797412
09/01/2021 00:07:00,12.716667,91.191315,14.30241,,9.61908,120.836603,9.980029
09/01/2021 00:08:00,11.9,91.20752,14.942857,,9.657227,112.577929,6.571631
09/01/2021 00:09:00,11.516667,91.17511,18.811905,,9.615265,121.304416,9.980029
09/01/2021 00:10:00,11.033333,91.195984,22.407143,,9.651581,117.688826,8.474072
09/01/2021 00:11:00,10.6,91.091614,17.75119,,9.779907,103.918748,6.489258
09/01/2021 00:12:00,10.683333,90.945496,15.119048,,9.745575,113.478027,9.93252
09/01/2021 00:13:00,10.55,90.950439,16.615476,,9.538971,109.589776,10.657813
09/01/2021 00:14:00,10.54,90.931488,15.263095,,9.604584,121.854157,7.858154
09/01/2021 00:15:00,10.583333,90.944122,14.329762,,9.564606,115.965641,9.221582
09/01/2021 00:16:00,10.416667,90.952087,15.634524,,9.663788,110.472473,6.650928
09/01/2021 00:17:00,10.483333,90.896332,15.427381,,9.725586,114.951364,7.186865
09/01/2021 00:18:00,10.6,90.867218,15.981013,,9.827209,124.737358,6.366553
09/01/2021 00:19:00,10.616667,90.77356,15.597619,,9.890991,126.60705,6.785938
09/01/2021 00:20:00,10.866667,90.800751,14.48875,,9.792877,126.946212,8.286768
09/01/2021 00:21:00,11.233333,90.872986,16.588095,,9.654785,127.252787,10.129053
09/01/2021 00:22:00,11.3,90.975433,15.563095,,9.588257,125.808373,10.645508
09/01/2021 00:23:00,11.266667,91.01416,15.82381,,9.576355,126.03534,9.615674
09/01/2021 00:24:00,11.416667,90.98175,17.002381,,9.654633,134.050561,7.362207
09/01/2021 00:25:00,11.483333,90.953735,15.403571,,9.707123,124.835214,6.837207
09/01/2021 00:26:00,11.65,90.938629,15.372619,,9.743286,133.422936,6.743555
09/01/2021 00:27:00,11.75,90.886719,16.121429,,9.853912,124.273472,6.722363
09/01/2021 00:28:00,11.95,90.795532,14.684524,,10.059753,108.20963,4.542725
09/01/2021 00:29:00,12.7,90.606293,13.929762,,10.102631,111.912917,8.692822
09/01/2021 00:30:00,12.966667,90.581848,16.85,,10.08493,117.20227,7.312646
09/01/2021 00:31:00,12.85,90.584045,16.695238,,10.087067,122.439966,7.492773
09/01/2021 00:32:00,12.616667,90.612885,15.186905,,10.123688,122.893454,6.661865
09/01/2021 00:33:00,13.1,90.553833,16.766667,,10.214935,127.554221,6.026807
09/01/2021 00:34:00,13.166667,90.483795,18.72381,,10.340515,122.579781,4.856494
09/01/2021 00:35:00,13.2,90.420074,16.882143,,10.356232,132.617918,5.596143
09/01/2021 00:36:00,13.25,90.387939,15.118072,,10.340668,127.529407,6.279395
09/01/2021 00:37:00,13.75,90.356903,16.485714,,10.393921,127.616534,5.396533
09/01/2021 00:38:00,14.433333,90.333832,16.216667,,10.465027,132.529884,5.9646
09/01/2021 00:39:00,15.033333,90.332184,14.886905,,10.345398,126.586954,7.200195
09/01/2021 00:40:00,15.033333,90.351135,15.132143,,10.334259,123.601857,6.447559
09/01/2021 00:41:00,15.9,90.341248,13.995238,,10.459534,122.312479,4.4210449999999994
09/01/2021 00:42:00,16.54,90.310761,15.507143,,10.443359,124.366523,5.504199
09/01/2021 00:43:00,16.6,90.305542,14.57381,,10.487,130.673027,5.161377
09/01/2021 00:44:00,16.516667,90.301971,13.659524,,10.518738,127.656454,4.830176
09/01/2021 00:45:00,16.5,90.286865,14.091667,,10.526825,118.827234,4.877002
09/01/2021 00:46:00,16.316667,90.298676,14.019048,,10.376526,126.038622,5.085156
09/01/2021 00:47:00,16.066667,90.287964,21.415476,,10.455261,111.488454,6.195996
09/01/2021 00:48:00,15.033333,90.214081,18.204878,,10.559479,112.649604,5.024316
09/01/2021 00:49:00,14.383333,90.174631,14.515,,10.424952,121.090309,8.864206
09/01/2021 00:50:00,14.133333,90.161346,13.980769,,10.313965,114.727186,9.420508
09/01/2021 00:51:00,13.616667,90.159424,15.164286,,10.308624,122.495948,9.115283
09/01/2021 00:52:00,13.133333,90.127838,15.138095,,10.42749,119.591438,7.451758
09/01/2021 00:53:00,12.716667,90.065491,15.321429,,10.444733,116.085637,7.631201
09/01/2021 00:54:00,12.55,89.995453,16.272619,,10.562073,114.096069,6.873438
09/01/2021 00:55:00,12.766667,89.878998,18.119737,,10.702911,120.655456,7.48457
09/01/2021 00:56:00,13.033333,89.782318,16.803571,,10.737091,121.246359,7.164648
09/01/2021 00:57:00,13.35,89.765289,19.863095,,10.503021,117.349607,6.069531
09/01/2021 00:58:00,13.266667,89.771057,19.485366,,10.457245,121.707205,8.756055
09/01/2021 00:59:00,13.083333,89.765839,18.489286,,10.417267,112.753017,11.246045
09/01/2021 01:00:00,12.816667,89.758148,18.04881,,10.462891,113.626948,8.052979
09/01/2021 01:01:00,12.433333,89.629059,16.916667,,10.660492,113.839279,6.280762
09/01/2021 01:02:00,12.083333,89.524963,19.379762,,10.59137,115.677221,9.222266
09/01/2021 01:03:00,11.4,89.422791,19.054762,,10.625702,120.117398,7.957275
09/01/2021 01:04:00,10.716667,89.386261,18.259524,,10.597931,126.882709,8.395458999999999
09/01/2021 01:05:00,10.6,89.392029,17.640964,,10.556122,117.888238,9.524414
09/01/2021 01:06:00,10.45,89.316498,19.040506,,10.53949,112.057601,10.201855
09/01/2021 01:07:00,10.15,89.297272,18.217073,,10.547729,109.485588,8.870898
09/01/2021 01:08:00,9.633333,89.275574,17.389286,,10.625397,122.129668,9.374365
09/01/2021 01:09:00,9.15,89.115448,20.179762,,10.815674,123.835603,6.664258
09/01/2021 01:10:00,9.1,89.055847,19.503571,,10.775543,124.977581,8.461426
09/01/2021 01:11:00,9.033333,89.067383,21.187952,,10.716339,122.224342,7.989404
09/01/2021 01:12:00,8.733333,89.039917,19.882143,,10.750824,121.599366,9.709326
09/01/2021 01:13:00,8.65,89.019867,21.288095,,10.769287,122.509365,8.170556999999999
09/01/2021 01:14:00,8.683333,88.931152,20.965476,,10.821472,115.453485,8.617284999999999
09/01/2021 01:15:00,8.8,88.917145,19.205952,,10.778595,126.69756,7.913184
09/01/2021 01:16:00,8.85,88.874847,20.786585,,10.819641,120.033539,8.110059
09/01/2021 01:17:00,8.783333,88.849579,20.34878,,10.844055,124.990232,8.004785
09/01/2021 01:18:00,8.86,88.816345,18.605952,,10.803619,125.098939,9.57124
