InstrumentName, NJH
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,PM2.5
09/01/2021 00:00:00,32.4
09/01/2021 07:00:00,18.8
09/01/2021 11:00:00,22.8
09/01/2021 12:00:00,23.4
09/01/2021 13:00:00,24.8
09/01/2021 14:00:00,35.0
09/01/2021 15:00:00,36.4
09/01/2021 16:00:00,26.9
09/01/2021 17:00:00,27.7
09/01/2021 18:00:00,27.1
09/01/2021 19:00:00,25.3
09/01/2021 20:00:00,24.8
09/02/2021 06:00:00,18.1
09/02/2021 07:00:00,14.2
09/02/2021 09:00:00,15.1
09/02/2021 10:00:00,14.8
09/02/2021 11:00:00,15.4
09/02/2021 12:00:00,16.7
09/02/2021 13:00:00,18.3
09/02/2021 14:00:00,16.7
09/02/2021 15:00:00,16.5
09/02/2021 16:00:00,18.2
09/02/2021 18:00:00,15.4
09/02/2021 19:00:00,15.3
09/02/2021 20:00:00,14.7
09/02/2021 21:00:00,19.2
09/02/2021 22:00:00,18.4
09/02/2021 23:00:00,21.3
09/03/2021 00:00:00,20.4
09/03/2021 01:00:00,19.1
09/03/2021 02:00:00,16.1
09/03/2021 06:00:00,11.1
09/03/2021 07:00:00,10.8
09/03/2021 09:00:00,13.0
09/03/2021 10:00:00,11.1
09/03/2021 11:00:00,8.5
09/03/2021 12:00:00,7.0
09/03/2021 13:00:00,7.7
09/03/2021 14:00:00,8.5
09/03/2021 15:00:00,9.9
09/03/2021 16:00:00,11.3
09/03/2021 17:00:00,12.5
09/03/2021 18:00:00,11.7
09/03/2021 19:00:00,15.7
09/03/2021 20:00:00,13.9
09/03/2021 21:00:00,9.1
09/03/2021 22:00:00,15.7
09/04/2021 00:00:00,9.2
09/04/2021 01:00:00,9.2
09/04/2021 02:00:00,8.7
09/04/2021 03:00:00,7.5
09/04/2021 05:00:00,5.5
09/04/2021 06:00:00,6.3
09/04/2021 07:00:00,5.7
09/04/2021 09:00:00,6.4
09/04/2021 10:00:00,8.4
09/04/2021 11:00:00,8.9
09/04/2021 12:00:00,9.6
09/04/2021 13:00:00,11.4
09/04/2021 14:00:00,12.4
09/04/2021 15:00:00,12.3
09/04/2021 16:00:00,11.8
09/04/2021 17:00:00,13.1
09/04/2021 18:00:00,17.0
09/04/2021 19:00:00,19.4
09/04/2021 20:00:00,20.0
09/04/2021 21:00:00,19.0
09/04/2021 22:00:00,17.5
09/04/2021 23:00:00,15.5
09/05/2021 00:00:00,14.7
09/05/2021 01:00:00,10.2
09/05/2021 02:00:00,8.7
09/05/2021 03:00:00,9.2
09/05/2021 04:00:00,9.9
09/05/2021 05:00:00,10.6
09/05/2021 06:00:00,11.5
09/05/2021 07:00:00,11.7
09/05/2021 09:00:00,13.9
09/05/2021 10:00:00,13.5
09/05/2021 11:00:00,13.6
09/05/2021 12:00:00,13.0
09/05/2021 13:00:00,13.1
09/05/2021 14:00:00,12.6
09/05/2021 15:00:00,12.7
09/05/2021 16:00:00,12.6
09/05/2021 17:00:00,14.1
09/05/2021 18:00:00,15.0
09/05/2021 19:00:00,14.8
09/05/2021 20:00:00,13.8
09/05/2021 21:00:00,13.4
09/05/2021 22:00:00,13.2
09/05/2021 23:00:00,13.0
09/06/2021 00:00:00,12.7
09/06/2021 02:00:00,14.8
09/06/2021 03:00:00,16.7
09/06/2021 04:00:00,18.3
09/06/2021 06:00:00,15.8
09/06/2021 07:00:00,15.5
09/06/2021 09:00:00,15.0
09/06/2021 10:00:00,14.4
09/06/2021 11:00:00,13.9
09/06/2021 12:00:00,13.4
09/06/2021 13:00:00,12.9
09/06/2021 14:00:00,12.6
09/06/2021 15:00:00,12.9
09/06/2021 16:00:00,14.3
09/06/2021 17:00:00,15.2
09/06/2021 18:00:00,14.5
09/06/2021 19:00:00,16.0
09/06/2021 20:00:00,17.6
09/06/2021 21:00:00,17.3
09/06/2021 22:00:00,17.0
09/06/2021 23:00:00,15.8
09/07/2021 00:00:00,17.1
09/07/2021 01:00:00,19.1
09/07/2021 02:00:00,17.9
09/07/2021 03:00:00,19.9
09/07/2021 04:00:00,23.2
09/07/2021 06:00:00,24.9
09/07/2021 07:00:00,24.3
09/07/2021 09:00:00,23.2
09/07/2021 10:00:00,22.7
09/07/2021 11:00:00,22.4
09/07/2021 12:00:00,23.1
09/07/2021 13:00:00,23.5
09/07/2021 14:00:00,23.8
09/07/2021 15:00:00,29.8
