InstrumentName, La Casa NCORE
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
09/02/2021 13:16:00,0.331196,14.035697,62.720107999999996,0.019783,26.067135,15.671292,,74.004456,219.263309,0.652161
09/02/2021 13:17:00,0.315523,14.854802,62.735625999999996,0.020217,26.718745,15.616316,,74.106384,227.486848,0.651855
09/02/2021 13:18:00,0.319803,15.796999,62.7136535,0.018767,28.828127,15.597349,,74.242035,207.20212,0.652618
09/02/2021 13:19:00,0.321333,15.481536,62.791382,0.018833,28.825189,15.595077,,73.868805,209.496476,1.362457
09/02/2021 13:20:00,0.312155,15.314817,62.817337,0.01985,29.002272,15.604017,,73.254486,213.687263,5.37323
09/02/2021 13:21:00,0.321118,15.3003,62.760895000000005,0.019517,29.392888,15.608956,,73.614136,207.843323,3.646545
09/02/2021 13:22:00,0.334123,15.451316,62.735489,0.0188,29.576397,15.579665,,73.758026,215.975666,5.464172
09/02/2021 13:23:00,0.340066,15.01857,62.754577999999995,0.019517,29.233641,15.477962,,73.624664,220.497854,4.292908
09/02/2021 13:24:00,0.341713,15.453869,62.7310945,0.019383,28.681708,15.400758,,73.662659,215.911011,4.214783
09/02/2021 13:25:00,0.350651,16.121341,62.7860265,0.018567,27.550668,15.369392,,73.460785,211.095546,0.651398
09/02/2021 13:26:00,0.356153,16.499748,62.8408205,0.0184,27.927828,15.325431,,73.288971,213.359808,0.651855
09/02/2021 13:27:00,0.348104,16.888245,62.7996215,0.01745,28.576425,15.344745,,73.538452,213.419921,0.65155
09/02/2021 13:28:00,0.350243,18.094025,62.772842499999996,0.016117,28.364042,15.357389,,73.709808,214.240179,0.651703
09/02/2021 13:29:00,0.368242,18.883595,62.6624295,0.0156,25.995384,15.325283,,74.228149,210.154512,0.65155
09/02/2021 13:30:00,0.364898,19.447892,62.737274,0.015,25.389431,15.282902,,74.175201,212.756191,0.651093
09/02/2021 13:31:00,0.368708,20.373077,62.7360385,0.013483,26.012922,15.274703,,74.345337,218.10905,0.651855
09/02/2021 13:32:00,0.385727,20.962645,62.806762500000005,0.0128,26.33984,15.309526,,74.365631,209.020767,0.652161
09/02/2021 13:33:00,0.398938,21.775996,62.825165,0.012833,26.32156,15.390681,,74.484497,210.308291,0.651703
09/02/2021 13:34:00,0.413477,22.60196,62.8862765,0.01155,26.44856,15.425999,,74.335266,214.565604,5.043488
09/02/2021 13:35:00,0.427063,23.629502,62.9568635,0.010367,26.750566,15.474109,,74.148346,219.244667,5.502625
09/02/2021 13:36:00,0.43945,23.986471,62.990509,0.010483,26.976972,15.521133,,74.216705,208.598409,3.365479
09/02/2021 13:37:00,0.436455,23.960712,62.986664000000005,0.00975,27.142136,15.612513,,74.252869,212.048878,3.865662
09/02/2021 13:38:00,0.434224,24.208395,63.0477755,0.009483,27.069806,15.698163,,74.026581,206.706465,3.935242
09/02/2021 13:39:00,0.445885,24.371406,63.0626065,0.009467,28.146006,15.822786,,74.084869,217.840166,2.875214
09/02/2021 13:40:00,0.441086,24.343003,63.021682999999996,0.009217,28.845235,15.952595,,74.502197,190.603457,0.953827
09/02/2021 13:41:00,0.447704,23.838743,62.9649655,0.008367,29.168323,16.048124,,74.912811,179.729011,0.83313
09/02/2021 13:42:00,0.439188,23.734955,62.9568635,0.008517,28.919732,16.13659,,74.749847,213.50195,1.413116
09/02/2021 13:43:00,0.455775,23.955857,63.0323945,0.009283,28.264086,16.146568,,74.267975,220.725248,3.174896
09/02/2021 13:44:00,0.443857,22.978674,63.085815,0.011167,28.17186,16.139257,,74.300171,208.467995,3.699799
09/02/2021 13:45:00,0.433324,23.527681,63.1263275,0.01065,29.053273,16.231526,,73.486572,204.126996,3.556519
09/02/2021 13:46:00,0.441389,22.925371,63.1395115,0.010667,29.165074,16.2745,,73.507782,215.506902,4.399109
09/02/2021 13:47:00,0.421682,22.223087,63.252258499999996,0.011417,29.943793,16.295789,,73.76001,237.972005,3.415527
09/02/2021 13:48:00,0.430262,21.605534,63.3321835,0.011733,29.639453,16.30147,,73.495728,204.236921,4.793091
09/02/2021 13:49:00,0.447907,21.203015,63.41568,0.012883,29.795768,16.274154,,72.513672,210.852691,7.039185
09/02/2021 13:50:00,0.429737,19.727689,63.457291,0.01515,29.627213,16.189442,,71.784149,210.025542,6.220398
09/02/2021 13:51:00,0.423374,19.099018,63.514145,0.0169,30.517339,16.105472,,71.741577,205.75157,5.214539
09/02/2021 13:52:00,0.40808,18.396797,63.6241455,0.017333,30.608594,16.027477,,71.928497,198.603092,4.39621
09/02/2021 13:53:00,0.406305,18.190137,63.735930999999994,0.017217,30.565886,15.939505,,71.388031,200.89291,5.848694
09/02/2021 13:54:00,0.384599,18.098641,63.7604625,0.0169,31.310331,15.855319,,70.802535,218.453543,6.348941
09/02/2021 13:55:00,0.388085,17.960213,63.736893,0.018017,31.438673,15.852225,,70.182129,203.715339,8.014526
09/02/2021 13:56:00,0.399735,17.920549,63.709427000000005,0.018533,30.540906,15.721774,,70.39743,198.362497,6.642609
09/02/2021 13:57:00,0.383698,17.665993,63.668503,0.01845,30.347151,15.664772,,70.429321,202.78815,6.167603
09/02/2021 13:58:00,0.376796,17.545152,63.647354,0.018383,29.737974,15.629751,,70.316864,205.54876,5.54657
09/02/2021 13:59:00,0.385653,17.577307,63.5958555,0.017767,30.744466,15.566872,,70.611816,209.823078,4.280396
09/02/2021 14:00:00,0.384982,17.40211,63.6652065,0.018433,30.718273,15.520836,,70.362488,213.597877,4.332123
09/02/2021 14:01:00,0.367283,17.683424,63.715332000000004,0.019,31.017433,15.475443,,70.558258,213.686689,3.769226
09/02/2021 14:02:00,0.379763,18.004202,63.8014375,0.018067,29.255435,15.409698,,70.759827,197.846092,4.01886
09/02/2021 14:03:00,0.387783,17.919195,63.913498,0.016867,28.800598,15.365144,,70.720459,205.502849,2.293396
09/02/2021 14:04:00,0.385642,17.877159,64.0505525,0.01655,28.491366,15.30024,,70.619446,223.398959,3.912964
09/02/2021 14:05:00,0.388769,17.852221,64.2521515,0.017383,27.454372,15.272184,,70.647217,223.641616,2.738953
09/02/2021 14:06:00,0.386051,17.559211,64.33152749999999,0.017433,28.118655,15.231581,,69.615112,226.486397,3.19046
09/02/2021 14:07:00,0.349836,16.647903,64.4314965,0.018483,28.163972,15.182355,,69.050505,224.788471,0.850477
09/02/2021 14:08:00,0.365476,16.559222,64.3843995,0.019733,28.760905,15.166183,,67.073151,205.562935,2.803802
09/02/2021 14:09:00,0.375385,16.517894,64.3118895,0.019217,28.727901,15.075544,,66.717316,205.919428,4.448242
09/02/2021 14:10:00,0.372729,15.911567,64.41845699999999,0.02055,27.798978,15.038695,,67.574707,212.308474,4.046936
09/02/2021 14:11:00,0.363919,16.478866,64.591766,0.020067,27.403352,15.038349,,69.309937,197.095617,3.067627
09/02/2021 14:12:00,0.383919,17.280194,64.70382699999999,0.018617,26.841979,15.038992,,69.154907,170.777116,2.131348
09/02/2021 14:13:00,0.399183,17.461973,64.77510050000001,0.017767,27.02321,15.027285,,68.946777,189.274752,2.154083
09/02/2021 14:14:00,0.383187,16.907461,64.7712555,0.018433,26.881526,14.997105,,68.299042,185.81819,5.409241
09/02/2021 14:15:00,0.374504,16.661658,64.6148375,0.019867,26.872773,14.956009,,67.589661,174.073852,5.975342
09/02/2021 14:16:00,0.366519,16.496709,64.55942200000001,0.020333,27.078876,14.980805,,67.213553,184.239289,5.854434
09/02/2021 14:17:00,0.371689,16.392531,64.768234,0.020433,27.96721,15.019784,,68.361145,188.748089,4.469147
09/02/2021 14:18:00,0.377344,16.355637,64.98095699999999,0.020883,28.023755,15.072185,,67.908569,209.485596,2.057037
09/02/2021 14:19:00,0.370181,16.307133,65.226227,0.021217,28.053773,15.103402,,68.176819,212.464708,1.586609
09/02/2021 14:20:00,0.38039,16.269435,65.31892400000001,0.021217,28.585314,15.134027,,67.066589,205.902322,4.647064
