InstrumentName, Woods Park B
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,PM1.0,PM10.0,PM2.5
09/01/2021 00:01:01,0.84,1.35,1.18
09/01/2021 00:03:01,0.84,1.65,1.23
09/01/2021 00:05:01,0.81,1.75,1.34
09/01/2021 00:07:01,0.24,1.12,0.85
09/01/2021 00:09:01,0.38,0.52,0.52
09/01/2021 00:11:01,0.47,1.38,0.91
09/01/2021 00:13:01,0.41,0.88,0.59
09/01/2021 00:15:02,0.55,1.47,1.13
09/01/2021 00:17:07,0.05,1.11,0.77
09/01/2021 00:19:02,0.0,0.41,0.4
09/01/2021 00:21:02,0.7,1.18,0.97
09/01/2021 00:23:02,0.54,1.26,1.14
09/01/2021 00:25:02,0.34,0.79,0.52
09/01/2021 00:27:02,0.07,1.05,0.68
09/01/2021 00:29:02,0.12,0.48,0.48
09/01/2021 00:31:02,0.04,0.44,0.44
09/01/2021 00:33:02,0.0,0.39,0.27
09/01/2021 00:35:02,0.09,0.47,0.47
09/01/2021 00:37:02,0.0,0.51,0.42
09/01/2021 00:39:02,0.02,0.25,0.25
09/01/2021 00:41:02,0.07,0.52,0.3
09/01/2021 00:43:02,0.0,0.76,0.5
09/01/2021 00:45:02,0.02,0.91,0.57
09/01/2021 00:47:02,0.0,0.6,0.45
09/01/2021 00:49:02,0.32,0.68,0.68
09/01/2021 00:51:02,0.0,0.14,0.14
09/01/2021 00:53:02,0.2,0.81,0.69
09/01/2021 00:55:02,0.0,0.93,0.66
09/01/2021 00:57:02,0.07,0.74,0.42
09/01/2021 00:59:02,0.14,0.6,0.47
09/01/2021 01:01:02,0.12,0.71,0.57
09/01/2021 01:03:02,0.0,0.88,0.32
09/01/2021 01:05:02,0.09,0.53,0.3
09/01/2021 01:07:02,0.09,0.65,0.53
09/01/2021 01:09:02,0.0,0.46,0.32
09/01/2021 01:11:02,0.0,0.95,0.6
09/01/2021 01:13:02,0.41,0.93,0.64
09/01/2021 01:15:02,0.44,0.68,0.58
09/01/2021 01:17:02,0.33,1.63,0.82
09/01/2021 01:19:02,0.35,1.21,0.88
09/01/2021 01:21:02,0.0,0.55,0.54
09/01/2021 01:23:02,0.31,0.8,0.59
09/01/2021 01:25:02,0.69,0.93,0.93
09/01/2021 01:27:02,0.28,1.04,0.95
09/01/2021 01:29:02,0.36,0.82,0.82
09/01/2021 01:31:02,0.38,1.43,0.83
09/01/2021 01:33:02,0.73,1.2,0.97
09/01/2021 01:35:02,0.37,1.14,0.93
09/01/2021 01:37:02,0.51,0.98,0.84
09/01/2021 01:39:02,1.0,1.31,1.09
09/01/2021 01:41:02,0.42,0.86,0.75
09/01/2021 01:43:02,0.51,1.41,1.22
09/01/2021 01:45:02,0.38,1.27,1.07
09/01/2021 01:47:02,0.25,0.77,0.77
09/01/2021 01:49:02,0.84,1.43,1.16
09/01/2021 01:51:02,0.76,1.93,1.46
09/01/2021 01:53:02,0.24,0.85,0.82
09/01/2021 01:55:02,0.49,1.49,0.98
09/01/2021 01:57:02,0.91,2.26,1.81
09/01/2021 01:59:02,0.52,0.97,0.9
09/01/2021 02:01:02,0.54,1.11,0.91
09/01/2021 02:03:02,0.86,1.84,1.34
09/01/2021 02:05:02,0.5,1.48,1.1
09/01/2021 02:07:02,0.2,1.51,0.81
09/01/2021 02:09:02,0.81,1.66,1.1
09/01/2021 02:11:02,0.34,1.09,0.96
09/01/2021 02:13:02,0.32,0.82,0.56
09/01/2021 02:15:03,0.48,1.46,1.3
09/01/2021 02:17:03,0.62,1.05,1.04
09/01/2021 02:19:03,0.48,0.95,0.78
09/01/2021 02:21:03,0.58,0.92,0.88
09/01/2021 02:23:03,0.21,1.43,1.11
09/01/2021 02:25:03,0.77,1.52,1.09
09/01/2021 02:27:03,0.61,1.2,1.02
09/01/2021 02:29:03,0.47,1.44,1.34
09/01/2021 02:31:03,0.6,1.22,1.22
09/01/2021 02:33:03,0.77,1.64,1.05
09/01/2021 02:35:03,0.62,1.45,1.02
09/01/2021 02:37:03,0.75,1.15,1.07
09/01/2021 02:39:03,0.48,0.81,0.64
09/01/2021 02:41:03,0.86,1.62,1.54
09/01/2021 02:43:03,0.81,1.91,1.62
09/01/2021 02:45:03,0.48,0.98,0.81
09/01/2021 02:47:03,0.93,1.63,1.33
09/01/2021 02:49:03,0.74,1.56,1.16
09/01/2021 02:51:03,0.37,1.21,0.77
09/01/2021 02:53:03,0.95,1.85,1.56
09/01/2021 02:55:03,0.83,2.12,1.71
09/01/2021 02:57:03,0.58,1.82,1.4
09/01/2021 02:59:03,0.53,1.12,1.0
09/01/2021 03:01:03,0.86,2.0,1.61
09/01/2021 03:03:03,0.69,2.19,1.36
09/01/2021 03:05:03,0.83,1.72,1.34
09/01/2021 03:07:03,0.67,1.79,1.47
09/01/2021 03:09:03,1.31,2.16,1.9
09/01/2021 03:11:03,0.8,2.22,1.85
09/01/2021 03:13:03,0.72,1.74,1.34
09/01/2021 03:15:03,0.88,1.88,1.66
09/01/2021 03:17:03,0.86,1.64,1.59
09/01/2021 03:19:04,0.96,2.46,1.74
09/01/2021 03:21:03,1.14,2.25,2.11
09/01/2021 03:23:03,1.14,2.2,1.71
09/01/2021 03:25:03,1.1,2.32,2.2
09/01/2021 03:27:03,0.96,2.48,1.5
09/01/2021 03:29:03,1.0,2.11,1.48
09/01/2021 03:31:03,0.75,1.47,1.46
09/01/2021 03:33:04,1.07,2.27,2.03
09/01/2021 03:35:03,0.84,2.11,1.58
09/01/2021 03:37:03,0.59,1.7,1.34
09/01/2021 03:39:03,1.0,1.73,1.73
09/01/2021 03:41:03,1.17,1.81,1.8
09/01/2021 03:43:03,0.76,1.74,1.21
09/01/2021 03:45:04,0.82,1.82,1.62
09/01/2021 03:47:03,1.14,2.31,2.03
09/01/2021 03:49:03,0.9,2.22,1.9
09/01/2021 03:51:03,0.66,1.61,1.27
09/01/2021 03:53:03,0.95,1.75,1.65
09/01/2021 03:55:03,0.95,2.47,2.18
