InstrumentName, La Casa
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
09/02/2021 15:00:00,0.271,14.0,36.0,29.0,14.7,0.0
09/02/2021 16:00:00,0.263,12.0,43.0,33.8,15.9,0.0
09/02/2021 18:00:00,0.265,11.0,59.0,35.7,15.3,0.0
09/02/2021 19:00:00,0.262,9.0,66.0,35.4,14.2,0.0
09/02/2021 20:00:00,0.215,5.0,66.0,27.7,12.7,0.0
09/02/2021 21:00:00,0.244,6.0,65.0,28.6,15.4,0.0
09/02/2021 22:00:00,0.174,9.0,60.0,34.7,16.2,0.0
09/02/2021 23:00:00,0.177,7.0,59.0,33.9,18.1,0.0
09/03/2021 00:00:00,0.229,6.0,57.0,33.1,16.7,0.0
09/03/2021 01:00:00,0.239,6.0,51.0,26.9,16.1,0.0
09/03/2021 02:00:00,0.25,7.0,46.0,21.9,12.0,0.0
09/03/2021 06:00:00,0.25,8.0,30.0,18.9,11.3,0.0
09/03/2021 07:00:00,0.296,9.0,24.0,21.4,12.5,
09/03/2021 09:00:00,0.201,5.0,35.0,19.5,11.9,0.0
09/03/2021 10:00:00,0.181,4.0,39.0,15.7,9.4,0.0
09/03/2021 11:00:00,0.182,3.0,38.0,12.9,7.5,0.0
09/03/2021 12:00:00,0.242,12.0,28.0,17.9,7.5,0.0
09/03/2021 13:00:00,0.275,10.0,27.0,15.6,8.2,0.0
09/03/2021 14:00:00,0.378,19.0,16.0,31.8,12.2,0.0
09/03/2021 15:00:00,0.353,15.0,26.0,32.0,12.5,0.0
09/03/2021 16:00:00,0.38,19.0,33.0,43.9,14.7,0.0
09/03/2021 17:00:00,0.266,16.0,43.0,38.8,11.8,1.0
09/03/2021 18:00:00,0.262,12.0,53.0,30.1,10.8,0.0
09/03/2021 19:00:00,0.304,11.0,49.0,33.1,15.2,0.0
09/03/2021 20:00:00,0.187,5.0,49.0,20.9,11.1,0.0
09/03/2021 21:00:00,0.143,4.0,54.0,12.9,7.1,0.0
09/03/2021 22:00:00,0.268,9.0,48.0,21.1,10.2,0.0
09/04/2021 00:00:00,0.226,9.0,43.0,16.4,8.4,0.0
