InstrumentName, Chatfield Park
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,O3,PM2.5
09/01/2021 00:00:00,65.0,24.3
09/01/2021 07:00:00,44.0,19.2
09/01/2021 11:00:00,40.0,19.0
09/01/2021 12:00:00,40.0,19.3
09/01/2021 13:00:00,34.0,18.7
09/01/2021 14:00:00,51.0,15.9
09/01/2021 15:00:00,45.0,16.9
09/01/2021 16:00:00,53.0,25.5
09/01/2021 17:00:00,63.0,25.0
09/01/2021 18:00:00,71.0,24.4
09/01/2021 19:00:00,79.0,27.6
09/01/2021 20:00:00,79.0,26.1
09/02/2021 06:00:00,39.0,16.3
09/02/2021 07:00:00,28.0,16.1
09/02/2021 09:00:00,23.0,15.4
09/02/2021 10:00:00,21.0,14.8
09/02/2021 11:00:00,19.0,14.7
09/02/2021 12:00:00,19.0,15.1
09/02/2021 13:00:00,19.0,14.9
09/02/2021 14:00:00,25.0,14.3
09/02/2021 15:00:00,43.0,15.1
09/02/2021 16:00:00,58.0,15.5
09/02/2021 18:00:00,61.0,12.8
09/02/2021 19:00:00,60.0,12.0
09/02/2021 20:00:00,51.0,5.8
09/02/2021 21:00:00,60.0,9.4
09/02/2021 22:00:00,70.0,12.8
09/02/2021 23:00:00,59.0,15.0
09/03/2021 00:00:00,48.0,13.7
09/03/2021 01:00:00,43.0,10.1
09/03/2021 02:00:00,44.0,10.6
09/03/2021 06:00:00,40.0,10.5
09/03/2021 07:00:00,42.0,12.9
09/03/2021 09:00:00,45.0,8.4
09/03/2021 10:00:00,42.0,8.5
09/03/2021 11:00:00,36.0,9.3
09/03/2021 12:00:00,35.0,8.0
09/03/2021 13:00:00,33.0,8.5
09/03/2021 14:00:00,33.0,8.7
09/03/2021 15:00:00,43.0,8.3
09/03/2021 16:00:00,49.0,8.4
09/03/2021 17:00:00,58.0,8.3
09/03/2021 18:00:00,64.0,8.9
09/03/2021 19:00:00,53.0,13.7
09/03/2021 20:00:00,50.0,13.3
09/03/2021 21:00:00,42.0,11.7
09/03/2021 22:00:00,41.0,10.4
09/04/2021 00:00:00,47.0,7.1
09/04/2021 01:00:00,38.0,7.4
09/04/2021 02:00:00,29.0,8.2
09/04/2021 03:00:00,39.0,9.0
09/04/2021 05:00:00,42.0,8.7
09/04/2021 06:00:00,45.0,7.8
09/04/2021 07:00:00,33.0,6.2
09/04/2021 09:00:00,26.0,10.1
09/04/2021 10:00:00,21.0,9.9
09/04/2021 11:00:00,19.0,10.1
09/04/2021 12:00:00,16.0,10.3
09/04/2021 13:00:00,14.0,10.5
09/04/2021 14:00:00,19.0,10.3
09/04/2021 15:00:00,26.0,10.3
09/04/2021 16:00:00,35.0,10.7
09/04/2021 17:00:00,54.0,12.9
09/04/2021 18:00:00,61.0,15.0
09/04/2021 19:00:00,64.0,15.8
09/04/2021 20:00:00,68.0,15.2
09/04/2021 21:00:00,67.0,13.6
09/04/2021 22:00:00,66.0,12.9
09/04/2021 23:00:00,67.0,13.2
09/05/2021 00:00:00,66.0,13.0
09/05/2021 01:00:00,62.0,8.7
09/05/2021 02:00:00,53.0,8.3
09/05/2021 03:00:00,45.0,8.8
09/05/2021 04:00:00,44.0,9.8
09/05/2021 05:00:00,35.0,10.1
09/05/2021 06:00:00,37.0,11.4
09/05/2021 07:00:00,35.0,12.4
09/05/2021 09:00:00,35.0,12.1
09/05/2021 10:00:00,37.0,12.4
09/05/2021 11:00:00,38.0,12.6
09/05/2021 12:00:00,39.0,12.9
09/05/2021 13:00:00,36.0,12.4
09/05/2021 14:00:00,45.0,12.1
09/05/2021 15:00:00,52.0,11.7
09/05/2021 16:00:00,59.0,12.5
09/05/2021 17:00:00,68.0,13.1
09/05/2021 18:00:00,72.0,13.9
09/05/2021 19:00:00,75.0,14.1
09/05/2021 20:00:00,77.0,14.3
09/05/2021 21:00:00,78.0,14.1
09/05/2021 22:00:00,79.0,14.0
09/05/2021 23:00:00,82.0,14.1
09/06/2021 00:00:00,79.0,16.2
09/06/2021 02:00:00,60.0,14.1
09/06/2021 03:00:00,59.0,16.3
09/06/2021 04:00:00,54.0,15.2
09/06/2021 06:00:00,52.0,14.7
09/06/2021 07:00:00,44.0,15.5
09/06/2021 09:00:00,44.0,13.6
09/06/2021 10:00:00,51.0,13.5
09/06/2021 11:00:00,54.0,12.8
09/06/2021 12:00:00,46.0,12.7
09/06/2021 13:00:00,43.0,12.3
09/06/2021 14:00:00,49.0,12.1
09/06/2021 15:00:00,55.0,11.8
09/06/2021 16:00:00,59.0,12.8
09/06/2021 17:00:00,66.0,16.4
09/06/2021 18:00:00,67.0,15.2
09/06/2021 19:00:00,68.0,16.1
09/06/2021 20:00:00,69.0,16.4
09/06/2021 21:00:00,70.0,16.3
09/06/2021 22:00:00,71.0,14.8
09/06/2021 23:00:00,68.0,14.2
09/07/2021 00:00:00,57.0,17.1
09/07/2021 01:00:00,61.0,18.7
09/07/2021 02:00:00,68.0,20.2
09/07/2021 03:00:00,70.0,22.3
09/07/2021 04:00:00,57.0,22.2
09/07/2021 06:00:00,39.0,19.8
09/07/2021 07:00:00,39.0,20.5
09/07/2021 09:00:00,40.0,21.3
09/07/2021 10:00:00,43.0,21.4
09/07/2021 11:00:00,44.0,21.5
09/07/2021 12:00:00,42.0,22.2
09/07/2021 13:00:00,41.0,22.0
09/07/2021 14:00:00,,22.6
09/07/2021 15:00:00,39.0,23.0
09/07/2021 16:00:00,51.0,26.9
09/07/2021 18:00:00,59.0,38.6
09/07/2021 19:00:00,76.0,40.5
09/07/2021 20:00:00,91.0,41.3
09/07/2021 21:00:00,93.0,45.3
09/07/2021 22:00:00,88.0,45.0
09/07/2021 23:00:00,81.0,42.1
09/08/2021 00:00:00,72.0,42.8
09/08/2021 01:00:00,59.0,41.5
09/08/2021 02:00:00,62.0,43.4
09/08/2021 03:00:00,48.0,42.9
09/08/2021 04:00:00,52.0,42.4
09/08/2021 06:00:00,55.0,42.3
09/08/2021 07:00:00,53.0,41.6
09/08/2021 09:00:00,46.0,39.6
09/08/2021 10:00:00,43.0,39.5
09/08/2021 11:00:00,45.0,38.2
09/08/2021 12:00:00,38.0,38.5
09/08/2021 14:00:00,36.0,40.7
09/08/2021 15:00:00,48.0,39.3
09/08/2021 16:00:00,59.0,39.4
09/08/2021 17:00:00,69.0,40.2
09/08/2021 18:00:00,82.0,41.9
09/08/2021 19:00:00,89.0,44.2
09/08/2021 20:00:00,97.0,45.7
09/08/2021 21:00:00,104.0,46.3
09/08/2021 22:00:00,106.0,44.0
09/09/2021 00:00:00,97.0,40.6
09/09/2021 01:00:00,88.0,41.0
09/09/2021 02:00:00,83.0,42.0
09/09/2021 03:00:00,72.0,42.6
09/09/2021 05:00:00,62.0,40.5
09/09/2021 06:00:00,58.0,40.5
09/09/2021 11:00:00,50.0,38.1
09/09/2021 12:00:00,44.0,36.6
09/09/2021 13:00:00,33.0,35.0
09/09/2021 14:00:00,35.0,33.4
09/09/2021 15:00:00,52.0,32.1
09/09/2021 16:00:00,58.0,25.5
09/09/2021 17:00:00,63.0,22.4
09/09/2021 18:00:00,66.0,20.1
09/09/2021 20:00:00,71.0,19.7
09/09/2021 21:00:00,75.0,19.5
09/09/2021 22:00:00,77.0,19.9
09/09/2021 23:00:00,78.0,19.4
09/10/2021 00:00:00,63.0,20.8
09/10/2021 01:00:00,58.0,20.9
09/10/2021 02:00:00,57.0,21.4
09/10/2021 03:00:00,54.0,21.4
09/10/2021 04:00:00,50.0,21.0
09/10/2021 06:00:00,43.0,21.5
09/10/2021 07:00:00,42.0,22.1
09/10/2021 09:00:00,58.0,22.0
09/10/2021 11:00:00,54.0,21.8
09/10/2021 12:00:00,50.0,21.4
09/10/2021 13:00:00,45.0,20.8
09/10/2021 14:00:00,45.0,20.3
09/10/2021 15:00:00,44.0,20.6
09/10/2021 16:00:00,55.0,18.2
09/10/2021 17:00:00,63.0,17.2
09/10/2021 18:00:00,71.0,17.6
09/10/2021 19:00:00,71.0,16.5
09/10/2021 21:00:00,73.0,15.3
09/10/2021 22:00:00,78.0,15.4
09/10/2021 23:00:00,79.0,15.7
09/11/2021 00:00:00,69.0,16.3
09/11/2021 02:00:00,59.0,16.7
09/11/2021 03:00:00,54.0,21.2
09/11/2021 04:00:00,49.0,16.8
09/11/2021 07:00:00,43.0,17.5
09/11/2021 09:00:00,42.0,16.0
09/11/2021 10:00:00,44.0,15.5
09/11/2021 11:00:00,40.0,15.7
09/11/2021 12:00:00,36.0,15.5
09/11/2021 13:00:00,26.0,16.1
09/11/2021 14:00:00,33.0,15.2
09/11/2021 15:00:00,44.0,12.9
09/11/2021 16:00:00,51.0,12.0
09/11/2021 17:00:00,56.0,10.7
09/11/2021 18:00:00,54.0,8.9
09/11/2021 19:00:00,53.0,8.7
09/11/2021 20:00:00,58.0,9.0
09/11/2021 21:00:00,53.0,8.8
09/11/2021 22:00:00,54.0,8.9
09/11/2021 23:00:00,53.0,9.2
09/12/2021 00:00:00,53.0,9.2
09/12/2021 01:00:00,53.0,7.6
09/12/2021 02:00:00,50.0,6.8
09/12/2021 03:00:00,46.0,7.5
09/12/2021 04:00:00,45.0,7.7
09/12/2021 05:00:00,46.0,8.5
09/12/2021 06:00:00,44.0,8.6
09/12/2021 07:00:00,41.0,8.1
09/12/2021 09:00:00,36.0,8.1
09/12/2021 10:00:00,35.0,7.9
09/12/2021 11:00:00,33.0,8.1
09/12/2021 13:00:00,33.0,8.1
09/12/2021 14:00:00,34.0,8.5
09/12/2021 15:00:00,35.0,8.6
09/12/2021 16:00:00,47.0,8.5
09/12/2021 17:00:00,57.0,8.5
09/12/2021 18:00:00,65.0,7.1
09/12/2021 19:00:00,69.0,7.6
09/12/2021 20:00:00,74.0,7.2
09/12/2021 21:00:00,73.0,6.7
09/12/2021 22:00:00,61.0,6.1
09/12/2021 23:00:00,61.0,6.3
09/13/2021 00:00:00,58.0,6.3
09/13/2021 01:00:00,52.0,6.8
09/13/2021 02:00:00,52.0,10.7
09/13/2021 04:00:00,46.0,7.1
09/13/2021 06:00:00,43.0,6.7
09/13/2021 07:00:00,38.0,11.1
09/13/2021 09:00:00,44.0,6.6
09/13/2021 10:00:00,45.0,7.0
09/13/2021 11:00:00,43.0,5.9
09/13/2021 12:00:00,44.0,6.0
09/13/2021 13:00:00,,6.2
09/13/2021 14:00:00,42.0,6.0
09/13/2021 15:00:00,38.0,6.4
09/13/2021 16:00:00,41.0,7.4
09/13/2021 17:00:00,49.0,6.5
09/13/2021 19:00:00,62.0,5.0
09/13/2021 20:00:00,66.0,5.0
09/13/2021 21:00:00,67.0,5.2
09/13/2021 22:00:00,63.0,6.3
09/14/2021 00:00:00,56.0,4.8
09/14/2021 01:00:00,51.0,4.9
09/14/2021 02:00:00,47.0,5.8
09/14/2021 03:00:00,41.0,5.5
09/14/2021 06:00:00,36.0,6.0
09/14/2021 07:00:00,38.0,5.7
