InstrumentName, Pedestrian Bridge
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
09/01/2021 00:01:00,,6.47,94.34,834.79,53.22,23.05,41.2,,-1.0,-1.0
09/01/2021 00:02:00,,6.51,94.21,834.79,54.78,24.37,41.55,,-1.0,-1.0
09/01/2021 00:03:00,,6.56,94.06,834.81,52.65,23.4,41.02,,-1.0,-1.0
09/01/2021 00:04:00,,6.63,93.92,834.78,51.03,23.87,38.98,,-1.0,-1.0
09/01/2021 00:05:00,,6.77,93.8,834.79,53.03,24.12,41.2,,-1.0,-1.0
09/01/2021 00:06:00,,6.76,93.68,834.78,51.97,23.0,41.28,,-1.0,-1.0
09/01/2021 00:07:00,,6.74,93.56,834.78,52.42,24.27,41.4,,-1.0,-1.0
09/01/2021 00:08:00,,6.77,93.44,834.75,52.52,23.9,41.57,,-1.0,-1.0
09/01/2021 00:09:00,,6.75,93.35,834.73,51.17,23.5,39.8,,-1.0,-1.0
09/01/2021 00:10:00,,6.74,93.26,834.7,50.13,22.57,40.43,,-1.0,-1.0
09/01/2021 00:11:00,,6.84,93.15,834.7,52.35,23.72,41.23,,-1.0,-1.0
09/01/2021 00:12:00,,6.9,93.08,834.71,49.43,23.6,39.85,,-1.0,-1.0
09/01/2021 00:13:00,,7.03,93.0,834.73,50.43,23.53,40.58,,-1.0,-1.0
09/01/2021 00:14:00,,7.02,92.97,834.72,51.03,23.72,41.4,,-1.0,-1.0
09/01/2021 00:15:00,,7.09,92.94,834.72,48.83,20.53,38.72,,-1.0,-1.0
09/01/2021 00:16:00,,7.16,92.86,834.71,54.05,23.83,39.75,,-1.0,-1.0
09/01/2021 00:17:00,,7.22,92.77,834.7,49.2,22.6,38.73,,-1.0,-1.0
09/01/2021 00:18:00,,7.28,92.76,834.71,51.78,23.08,41.23,,-1.0,-1.0
09/01/2021 00:19:00,,7.46,92.72,834.73,52.0,24.95,41.55,,-1.0,-1.0
09/01/2021 00:20:00,,7.47,92.62,834.73,53.43,23.45,40.78,,-1.0,-1.0
09/01/2021 00:21:00,,7.47,92.58,834.72,51.67,23.08,41.13,,-1.0,-1.0
09/01/2021 00:22:00,,7.61,92.48,834.73,52.77,23.15,40.5,,-1.0,-1.0
09/01/2021 00:23:01,,7.5,92.45,834.73,52.78,23.65,41.48,,-1.0,-1.0
09/01/2021 00:24:00,,7.52,92.42,834.74,50.05,22.33,40.45,,-1.0,-1.0
09/01/2021 00:25:00,,7.68,92.32,834.75,52.67,23.28,40.17,,-1.0,-1.0
09/01/2021 00:26:00,,7.7,92.26,834.74,51.08,23.37,39.57,,-1.0,-1.0
09/01/2021 00:27:01,,7.72,92.19,834.74,52.18,24.23,41.28,,-1.0,-1.0
09/01/2021 00:28:00,,7.71,92.21,834.74,52.22,22.93,41.47,,-1.0,-1.0
09/01/2021 00:29:00,,7.84,92.17,834.75,52.0,22.83,40.83,,-1.0,-1.0
09/01/2021 00:30:00,,7.95,92.09,834.74,53.42,23.12,41.2,,-1.0,-1.0
09/01/2021 00:31:00,,7.9,92.07,834.74,49.73,23.85,40.65,,-1.0,-1.0
09/01/2021 00:32:00,,7.94,92.0,834.75,49.57,23.67,38.93,,-1.0,-1.0
09/01/2021 00:33:00,,8.02,91.92,834.75,53.32,23.33,40.93,,-1.0,-1.0
09/01/2021 00:34:00,,7.93,91.89,834.75,50.08,22.85,39.93,,-1.0,-1.0
