InstrumentName, APCD,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:25.356666,25.37,62.0,21.0
01/01/2018 04:47:25.220000,24.38,60.0,19.0
01/01/2018 04:48:45.113333,28.26,59.0,19.0
01/01/2018 04:51:24.953333,28.74,59.0,19.0
01/01/2018 04:52:44.946666,29.9,59.0,19.0
01/01/2018 04:55:25.433333,27.74,59.0,19.0
01/01/2018 04:56:45.043333,27.1,59.0,19.0
01/01/2018 04:59:25.516666,25.42,58.0,20.0
01/01/2018 05:00:45.216666,26.89,58.0,20.0
01/01/2018 05:03:25.076666,25.34,57.0,20.0
01/01/2018 05:06:05.470000,27.5,57.0,21.0
01/01/2018 05:07:25.136666,28.15,58.0,21.0
01/01/2018 05:08:45.023333,27.72,58.0,21.0
01/01/2018 05:11:25.033333,29.49,59.0,21.0
01/01/2018 05:12:45.213333,27.15,58.0,20.0
01/01/2018 05:15:24.996666,29.54,59.0,21.0
01/01/2018 05:18:05.023333,25.55,58.0,21.0
01/01/2018 05:19:25.306666,23.74,59.0,21.0
01/01/2018 07:54:02.053333,29.64,56.0,19.0
01/01/2018 07:55:21.786666,27.81,56.0,19.0
01/01/2018 07:56:41.936666,31.53,57.0,19.0
01/01/2018 07:59:21.790000,28.82,57.0,20.0
01/01/2018 08:00:41.753333,30.64,57.0,20.0
01/01/2018 08:03:21.846666,29.66,57.0,20.0
01/01/2018 08:04:41.703333,30.82,56.0,20.0
01/01/2018 08:07:21.973333,31.22,56.0,20.0
01/01/2018 08:08:41.830000,34.36,56.0,21.0
01/01/2018 08:11:21.983333,30.05,55.0,21.0
01/01/2018 08:12:41.756666,30.5,55.0,21.0
01/01/2018 08:15:21.993333,30.5,55.0,21.0
01/01/2018 08:16:41.913333,33.31,55.0,21.0
01/01/2018 08:19:22.006666,34.63,55.0,21.0
01/01/2018 08:20:41.716666,35.47,55.0,21.0
01/01/2018 08:23:23.373333,32.62,55.0,22.0
01/01/2018 08:24:42.726666,32.45,55.0,22.0
01/01/2018 08:27:21.800000,34.43,54.0,22.0
01/01/2018 08:28:41.816666,36.25,54.0,22.0
01/01/2018 08:31:23.303333,37.85,54.0,22.0
01/01/2018 08:32:42.060000,36.03,53.0,22.0
01/01/2018 08:35:22.020000,38.38,53.0,22.0
01/01/2018 08:36:42.016666,38.95,53.0,22.0
01/01/2018 08:39:22.746666,40.17,53.0,22.0
01/01/2018 08:40:43.146666,39.62,53.0,22.0
01/01/2018 08:43:22.026666,39.06,53.0,23.0
01/01/2018 08:44:41.746666,39.68,53.0,23.0
01/01/2018 08:47:21.910000,38.61,53.0,23.0
01/01/2018 08:48:42.153333,38.77,52.0,23.0
01/01/2018 08:51:21.826666,39.22,52.0,22.0
01/01/2018 08:52:41.666666,35.0,52.0,22.0
01/01/2018 08:55:21.866666,40.5,52.0,23.0
01/01/2018 08:56:41.756666,41.15,52.0,22.0
01/01/2018 08:59:21.923333,41.62,53.0,23.0
01/01/2018 09:00:41.990000,44.74,53.0,23.0
01/01/2018 09:03:21.776666,41.45,53.0,22.0
01/01/2018 09:04:41.786666,40.26,53.0,22.0
01/01/2018 09:07:22.400000,39.92,53.0,22.0
01/01/2018 09:08:41.810000,42.53,53.0,22.0
01/01/2018 09:11:21.873333,42.57,53.0,22.0
01/01/2018 09:12:42.156666,39.49,53.0,23.0
01/01/2018 09:15:21.830000,39.58,53.0,22.0
01/01/2018 09:16:41.690000,40.21,52.0,22.0
01/01/2018 09:19:22.423333,41.76,53.0,22.0
01/01/2018 09:20:41.926666,39.76,53.0,22.0
01/01/2018 09:23:21.800000,40.95,53.0,22.0
01/01/2018 09:24:41.626666,43.66,54.0,22.0
01/01/2018 09:27:21.730000,43.12,55.0,22.0
01/01/2018 09:28:41.656666,44.23,54.0,22.0
01/01/2018 09:31:23.283333,43.76,54.0,23.0
01/01/2018 09:32:41.713333,42.3,54.0,23.0
01/01/2018 09:35:21.786666,44.36,54.0,23.0
01/01/2018 09:36:41.896666,43.39,54.0,23.0
01/01/2018 09:39:21.820000,45.41,54.0,23.0
01/01/2018 09:40:43.900000,43.26,54.0,23.0
01/01/2018 09:43:23.413333,49.21,53.0,23.0
01/01/2018 09:44:41.753333,47.92,53.0,23.0
01/01/2018 09:47:21.733333,45.73,53.0,23.0
01/01/2018 09:48:41.716666,45.84,53.0,23.0
01/01/2018 09:51:21.896666,46.03,53.0,23.0
01/01/2018 09:52:41.966666,45.83,53.0,23.0
01/01/2018 09:55:21.953333,45.78,53.0,23.0
01/01/2018 09:56:41.643333,46.16,53.0,23.0
01/01/2018 09:59:22.436666,46.32,53.0,23.0
01/01/2018 10:00:43.740000,45.62,53.0,23.0
01/01/2018 10:03:21.616666,44.97,53.0,23.0
01/01/2018 10:04:41.996666,44.29,53.0,23.0
01/01/2018 10:07:21.830000,44.92,53.0,23.0
01/01/2018 10:08:42.160000,44.18,53.0,23.0
01/01/2018 10:11:21.720000,44.77,53.0,23.0
01/01/2018 10:12:41.743333,44.3,53.0,23.0
01/01/2018 10:15:21.956666,45.23,53.0,23.0
01/01/2018 10:16:41.636666,43.08,53.0,22.0
01/01/2018 10:19:23.033333,44.0,54.0,22.0
01/01/2018 10:20:42.296666,44.37,54.0,22.0
01/01/2018 10:23:21.630000,44.62,54.0,22.0
01/01/2018 10:24:41.893333,43.87,54.0,23.0
01/01/2018 10:27:21.636666,44.91,54.0,22.0
01/01/2018 10:28:41.646666,44.24,54.0,22.0
01/01/2018 10:31:21.683333,45.24,53.0,22.0
01/01/2018 10:34:03.296666,83.23,55.0,22.0
01/01/2018 10:35:21.716666,173.76,56.0,22.0
01/01/2018 10:36:41.673333,409.29,59.0,23.0
01/01/2018 10:39:21.820000,49.87,60.0,23.0
01/01/2018 10:40:41.796666,44.74,59.0,23.0
01/01/2018 10:43:21.776666,46.13,58.0,23.0
01/01/2018 10:44:41.820000,44.71,57.0,23.0
01/01/2018 10:47:21.653333,44.26,56.0,23.0
01/01/2018 10:48:41.623333,44.79,56.0,23.0
01/01/2018 10:51:21.750000,43.5,55.0,23.0
01/01/2018 10:52:41.703333,47.45,55.0,23.0
01/01/2018 10:55:21.866666,44.62,55.0,23.0
01/01/2018 10:58:01.676666,44.44,55.0,23.0
01/01/2018 10:59:21.980000,42.56,55.0,22.0
01/01/2018 11:00:41.980000,44.71,55.0,23.0
01/01/2018 11:03:21.840000,44.05,54.0,22.0
01/01/2018 11:04:41.703333,44.36,54.0,22.0
01/01/2018 11:07:21.696666,42.92,54.0,22.0
01/01/2018 11:08:41.853333,43.33,54.0,22.0
01/01/2018 11:11:21.833333,44.14,54.0,22.0
01/01/2018 11:12:41.723333,44.1,54.0,22.0
01/01/2018 11:15:21.540000,43.56,54.0,22.0
01/01/2018 11:16:41.753333,41.84,54.0,22.0
01/01/2018 11:19:22.223333,44.08,54.0,22.0
01/01/2018 11:20:41.946666,44.92,54.0,22.0
01/01/2018 11:23:21.676666,45.08,55.0,22.0
01/01/2018 11:24:41.710000,43.72,55.0,22.0
01/01/2018 11:27:25.646666,42.7,54.0,22.0
01/01/2018 11:28:41.736666,42.78,54.0,22.0
01/01/2018 11:31:21.643333,42.44,54.0,22.0
01/01/2018 11:32:41.713333,44.64,54.0,22.0
01/01/2018 11:35:21.996666,43.61,54.0,22.0
01/01/2018 11:36:41.903333,44.22,54.0,21.0
01/01/2018 11:39:21.663333,45.28,55.0,22.0
01/01/2018 11:40:41.720000,42.95,55.0,22.0
01/01/2018 11:43:21.636666,43.61,55.0,22.0
01/01/2018 11:46:01.650000,44.19,55.0,21.0
01/01/2018 11:47:21.626666,45.15,55.0,21.0
01/01/2018 11:48:42.010000,42.69,55.0,22.0
01/01/2018 11:51:21.623333,45.03,55.0,22.0
01/01/2018 11:52:43.360000,44.17,55.0,21.0
01/01/2018 11:55:21.796666,45.69,55.0,22.0
01/01/2018 11:56:41.530000,44.13,55.0,21.0
01/01/2018 11:59:22.743333,45.87,55.0,21.0
01/01/2018 12:00:42.066666,44.39,56.0,21.0
01/01/2018 12:03:21.686666,43.24,56.0,21.0
01/01/2018 12:04:41.726666,44.05,56.0,21.0
01/01/2018 12:07:21.623333,45.19,56.0,22.0
01/01/2018 12:08:45.153333,45.38,56.0,21.0
01/01/2018 12:11:22.360000,44.71,55.0,21.0
01/01/2018 12:12:41.606666,44.79,56.0,21.0
01/01/2018 12:15:22.716666,44.64,56.0,21.0
01/01/2018 12:16:41.656666,44.8,55.0,21.0
01/01/2018 12:19:21.926666,44.42,56.0,21.0
01/01/2018 12:20:41.906666,42.97,56.0,21.0
01/01/2018 12:23:23.200000,44.3,56.0,21.0
01/01/2018 12:24:41.733333,44.39,56.0,21.0
01/01/2018 12:27:21.633333,43.73,56.0,21.0
01/01/2018 12:28:41.826666,44.58,56.0,21.0
01/01/2018 12:31:21.696666,43.78,56.0,21.0
01/01/2018 12:32:41.710000,43.31,56.0,21.0
01/01/2018 12:35:22.096666,43.53,56.0,21.0
01/01/2018 12:36:41.733333,43.0,56.0,21.0
01/01/2018 12:39:22.160000,42.59,56.0,21.0
01/01/2018 12:40:42.096666,41.29,56.0,21.0
01/01/2018 12:43:21.860000,43.82,56.0,21.0
01/01/2018 12:44:41.603333,44.79,56.0,21.0
01/01/2018 12:47:21.676666,43.55,56.0,21.0
01/01/2018 12:48:41.816666,44.63,56.0,21.0
01/01/2018 12:51:21.496666,45.28,56.0,21.0
01/01/2018 12:52:41.706666,44.31,56.0,21.0
01/01/2018 12:55:21.660000,43.67,56.0,21.0
01/01/2018 12:56:41.840000,45.7,56.0,21.0
01/01/2018 12:59:22.183333,45.05,56.0,21.0
01/01/2018 13:00:41.586666,44.59,56.0,21.0
01/01/2018 13:03:21.730000,44.36,56.0,21.0
01/01/2018 13:04:41.730000,43.51,56.0,21.0
01/01/2018 13:07:23.193333,45.45,56.0,21.0
01/01/2018 13:08:41.976666,43.89,56.0,21.0
01/01/2018 13:11:21.620000,42.37,57.0,21.0
01/01/2018 13:12:41.800000,45.55,57.0,21.0
01/01/2018 13:15:21.890000,44.66,56.0,21.0
01/01/2018 13:16:41.813333,45.16,56.0,21.0
01/01/2018 13:19:21.640000,45.16,56.0,21.0
01/01/2018 13:20:41.656666,45.08,56.0,21.0
01/01/2018 13:23:21.876666,44.59,56.0,21.0
01/01/2018 13:24:41.790000,44.3,57.0,21.0
01/01/2018 13:27:21.613333,44.3,57.0,21.0
01/01/2018 13:28:42.010000,44.79,57.0,21.0
01/01/2018 13:31:21.680000,43.06,56.0,21.0
01/01/2018 13:32:41.866666,44.77,57.0,21.0
01/01/2018 13:35:22.136666,45.86,57.0,21.0
01/01/2018 13:36:41.493333,44.27,57.0,21.0
01/01/2018 13:39:21.763333,45.41,57.0,21.0
01/01/2018 13:40:42.073333,44.63,56.0,21.0
01/01/2018 13:43:21.596666,45.32,56.0,21.0
01/01/2018 13:44:41.730000,43.21,56.0,21.0
01/01/2018 13:47:21.643333,45.11,56.0,22.0
01/01/2018 13:48:42.716666,42.92,56.0,21.0
