InstrumentName, Lake Arbot B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:15:17.676666,31.88,37.0,28.0
01/01/2018 04:47:17.893333,25.36,38.0,26.0
01/01/2018 04:48:38.020000,26.28,38.0,26.0
01/01/2018 04:51:17.926666,21.93,38.0,26.0
01/01/2018 04:52:37.893333,22.67,38.0,26.0
01/01/2018 04:55:18.943333,25.63,38.0,26.0
01/01/2018 04:56:37.996666,24.07,38.0,25.0
01/01/2018 04:59:17.870000,26.09,39.0,25.0
01/01/2018 05:00:38.150000,27.5,39.0,25.0
01/01/2018 05:03:18.600000,24.67,39.0,25.0
01/01/2018 05:05:57.896666,25.7,39.0,25.0
01/01/2018 05:07:18.106666,26.28,39.0,25.0
01/01/2018 05:08:37.913333,25.93,39.0,25.0
01/01/2018 05:11:18.160000,26.09,39.0,25.0
01/01/2018 05:12:37.893333,27.07,39.0,25.0
01/01/2018 05:15:18.166666,24.93,39.0,25.0
01/01/2018 05:17:57.893333,25.16,39.0,25.0
01/01/2018 05:19:17.946666,26.79,39.0,25.0
01/01/2018 07:53:58.013333,32.14,40.0,25.0
01/01/2018 07:55:18.000000,33.58,40.0,25.0
01/01/2018 07:56:38.250000,30.65,40.0,25.0
01/01/2018 07:59:18.586666,32.26,40.0,24.0
01/01/2018 08:00:38.056666,28.83,40.0,24.0
01/01/2018 08:03:18.146666,29.08,40.0,25.0
01/01/2018 08:04:38.246666,28.98,40.0,25.0
01/01/2018 08:07:18.806666,28.76,40.0,25.0
01/01/2018 08:08:38.100000,28.0,40.0,25.0
01/01/2018 08:11:18.096666,28.38,40.0,25.0
01/01/2018 08:12:38.030000,29.24,40.0,25.0
01/01/2018 08:15:18.190000,26.29,40.0,25.0
01/01/2018 08:16:38.036666,26.21,40.0,25.0
01/01/2018 08:19:18.016666,27.9,40.0,25.0
01/01/2018 08:20:38.076666,30.38,40.0,25.0
01/01/2018 08:23:18.096666,30.8,40.0,25.0
01/01/2018 08:24:38.033333,32.09,40.0,25.0
01/01/2018 08:27:18.036666,29.48,40.0,25.0
01/01/2018 08:28:38.596666,33.12,40.0,25.0
01/01/2018 08:31:18.073333,31.65,40.0,25.0
01/01/2018 08:32:38.833333,33.19,40.0,25.0
01/01/2018 08:35:18.066666,33.95,40.0,25.0
01/01/2018 08:36:38.056666,34.38,40.0,25.0
01/01/2018 08:39:18.036666,34.83,40.0,25.0
01/01/2018 08:40:38.153333,36.95,40.0,25.0
01/01/2018 08:43:18.113333,37.07,40.0,25.0
01/01/2018 08:44:38.086666,37.0,40.0,25.0
01/01/2018 08:47:18.166666,34.79,40.0,26.0
01/01/2018 08:48:38.270000,37.72,40.0,26.0
01/01/2018 08:51:18.123333,34.0,40.0,26.0
01/01/2018 08:52:38.130000,33.5,40.0,26.0
01/01/2018 08:55:18.050000,35.31,40.0,26.0
01/01/2018 08:56:38.190000,35.83,40.0,26.0
01/01/2018 08:59:18.396666,36.67,40.0,26.0
01/01/2018 09:00:38.826666,34.07,40.0,26.0
01/01/2018 09:03:18.113333,37.05,40.0,26.0
01/01/2018 09:04:38.426666,37.17,40.0,26.0
01/01/2018 09:07:18.096666,39.07,40.0,26.0
01/01/2018 09:08:38.076666,37.98,40.0,26.0
01/01/2018 09:11:18.210000,36.52,40.0,26.0
01/01/2018 09:12:38.496666,37.43,40.0,26.0
01/01/2018 09:15:18.110000,37.22,40.0,26.0
01/01/2018 09:16:38.170000,39.4,41.0,26.0
01/01/2018 09:19:18.366666,37.81,41.0,26.0
01/01/2018 09:20:38.296666,38.05,41.0,26.0
01/01/2018 09:23:18.116666,35.0,41.0,26.0
01/01/2018 09:25:58.193333,36.7,41.0,26.0
01/01/2018 09:27:18.140000,37.9,41.0,26.0
01/01/2018 09:28:38.316666,39.1,41.0,26.0
01/01/2018 09:31:18.056666,39.44,41.0,26.0
01/01/2018 09:32:38.130000,36.24,41.0,26.0
01/01/2018 09:35:18.083333,37.86,41.0,26.0
01/01/2018 09:36:38.140000,37.67,41.0,26.0
01/01/2018 09:39:18.146666,40.68,41.0,27.0
01/01/2018 09:40:38.100000,40.56,41.0,27.0
01/01/2018 09:43:18.193333,41.85,41.0,27.0
01/01/2018 09:44:38.130000,42.58,41.0,27.0
01/01/2018 09:47:18.150000,41.57,41.0,27.0
01/01/2018 09:49:58.136666,41.98,41.0,27.0
01/01/2018 09:51:18.110000,42.35,41.0,27.0
01/01/2018 09:52:38.103333,40.98,41.0,27.0
01/01/2018 09:55:18.150000,39.71,41.0,27.0
01/01/2018 09:56:38.126666,39.51,41.0,27.0
01/01/2018 09:59:18.316666,42.15,41.0,27.0
01/01/2018 10:00:38.103333,39.95,41.0,27.0
01/01/2018 10:03:18.123333,40.12,41.0,27.0
01/01/2018 10:04:38.146666,39.6,41.0,27.0
01/01/2018 10:07:18.356666,40.84,41.0,27.0
01/01/2018 10:08:38.156666,39.67,41.0,28.0
01/01/2018 10:11:18.133333,41.0,40.0,27.0
01/01/2018 10:12:38.326666,40.45,40.0,27.0
01/01/2018 10:15:18.116666,41.49,41.0,27.0
01/01/2018 10:16:38.163333,40.48,41.0,28.0
01/01/2018 10:19:18.096666,41.62,40.0,27.0
01/01/2018 10:20:38.103333,39.42,40.0,28.0
01/01/2018 10:23:18.126666,42.28,40.0,28.0
01/01/2018 10:24:38.293333,42.85,40.0,28.0
01/01/2018 10:27:18.106666,40.6,40.0,28.0
01/01/2018 10:28:38.263333,42.61,40.0,28.0
01/01/2018 10:31:18.206666,43.64,40.0,28.0
01/01/2018 10:33:58.223333,44.83,40.0,28.0
01/01/2018 10:35:18.203333,40.53,40.0,28.0
01/01/2018 10:36:38.113333,41.81,40.0,28.0
01/01/2018 10:39:18.176666,42.76,40.0,28.0
01/01/2018 10:40:38.106666,42.14,40.0,28.0
01/01/2018 10:43:18.156666,41.44,40.0,28.0
01/01/2018 10:44:38.126666,42.61,40.0,28.0
01/01/2018 10:47:18.250000,40.64,40.0,28.0
01/01/2018 10:48:38.260000,42.36,40.0,27.0
01/01/2018 10:51:18.223333,41.74,40.0,27.0
01/01/2018 10:52:38.146666,42.34,40.0,27.0
01/01/2018 10:55:18.136666,42.37,40.0,27.0
01/01/2018 10:57:58.183333,42.71,40.0,27.0
01/01/2018 10:59:18.496666,42.88,40.0,27.0
01/01/2018 11:00:38.296666,41.74,40.0,27.0
01/01/2018 11:03:18.426666,42.81,40.0,27.0
01/01/2018 11:04:38.203333,41.35,40.0,27.0
01/01/2018 11:07:18.183333,41.93,40.0,27.0
01/01/2018 11:08:38.216666,41.98,40.0,27.0
01/01/2018 11:11:18.213333,40.88,40.0,27.0
01/01/2018 11:12:38.213333,42.3,40.0,27.0
01/01/2018 11:15:18.206666,41.44,40.0,27.0
01/01/2018 11:16:38.596666,42.83,40.0,27.0
01/01/2018 11:19:18.360000,42.05,40.0,27.0
01/01/2018 11:20:38.153333,42.71,40.0,27.0
01/01/2018 11:23:18.396666,41.95,40.0,26.0
01/01/2018 11:24:38.173333,40.19,40.0,26.0
01/01/2018 11:27:18.236666,45.24,40.0,26.0
01/01/2018 11:28:38.146666,43.42,40.0,26.0
01/01/2018 11:31:18.173333,42.29,40.0,27.0
01/01/2018 11:32:38.583333,42.93,40.0,27.0
01/01/2018 11:35:18.213333,42.5,40.0,27.0
01/01/2018 11:36:38.193333,43.12,40.0,27.0
01/01/2018 11:39:18.170000,43.16,40.0,26.0
01/01/2018 11:40:38.450000,43.07,40.0,26.0
01/01/2018 11:43:18.573333,43.22,40.0,26.0
01/01/2018 11:45:58.243333,41.86,41.0,26.0
01/01/2018 11:47:18.190000,42.73,41.0,26.0
01/01/2018 11:48:38.466666,44.74,41.0,26.0
01/01/2018 11:51:18.253333,42.76,41.0,26.0
01/01/2018 11:52:38.486666,42.6,41.0,26.0
01/01/2018 11:55:18.253333,42.09,41.0,25.0
01/01/2018 11:56:38.596666,45.44,41.0,26.0
01/01/2018 11:59:18.363333,44.86,41.0,26.0
01/01/2018 12:00:38.333333,43.85,41.0,25.0
01/01/2018 12:03:18.253333,41.93,41.0,26.0
01/01/2018 12:04:38.333333,43.21,41.0,26.0
01/01/2018 12:07:18.923333,41.98,41.0,25.0
01/01/2018 12:08:38.203333,40.17,41.0,25.0
01/01/2018 12:11:18.486666,41.6,41.0,25.0
01/01/2018 12:12:38.343333,44.39,41.0,25.0
01/01/2018 12:15:18.360000,42.7,41.0,25.0
01/01/2018 12:16:38.190000,42.34,41.0,25.0
01/01/2018 12:19:18.226666,42.07,41.0,25.0
01/01/2018 12:20:38.213333,39.67,41.0,25.0
01/01/2018 12:23:18.696666,42.98,41.0,25.0
01/01/2018 12:24:38.190000,39.9,41.0,25.0
01/01/2018 12:27:18.346666,41.27,42.0,25.0
01/01/2018 12:28:38.253333,43.7,42.0,25.0
01/01/2018 12:31:18.696666,40.63,42.0,25.0
01/01/2018 12:32:38.206666,40.81,42.0,25.0
01/01/2018 12:35:18.280000,42.49,42.0,25.0
01/01/2018 12:36:38.260000,41.12,42.0,25.0
01/01/2018 12:39:18.470000,42.17,42.0,25.0
01/01/2018 12:40:38.436666,45.5,42.0,25.0
01/01/2018 12:43:18.226666,41.31,42.0,25.0
01/01/2018 12:44:38.323333,42.3,41.0,25.0
01/01/2018 12:47:18.396666,40.39,42.0,25.0
01/01/2018 12:48:38.296666,43.28,42.0,25.0
01/01/2018 12:51:18.223333,42.71,42.0,25.0
01/01/2018 12:52:38.256666,41.38,42.0,25.0
01/01/2018 12:55:18.273333,41.27,42.0,25.0
01/01/2018 12:56:38.246666,41.9,42.0,25.0
01/01/2018 12:59:18.290000,41.57,42.0,25.0
01/01/2018 13:00:38.860000,41.67,42.0,25.0
01/01/2018 13:03:18.353333,41.55,42.0,25.0
01/01/2018 13:04:38.350000,41.58,42.0,25.0
01/01/2018 13:07:18.226666,42.26,42.0,25.0
01/01/2018 13:08:38.260000,43.09,42.0,25.0
01/01/2018 13:11:18.486666,40.88,42.0,26.0
01/01/2018 13:12:38.243333,41.56,42.0,26.0
01/01/2018 13:15:18.376666,41.95,41.0,26.0
01/01/2018 13:16:38.376666,40.38,41.0,25.0
01/01/2018 13:19:18.233333,41.84,42.0,26.0
01/01/2018 13:20:38.490000,42.29,42.0,26.0
01/01/2018 13:23:18.240000,41.69,41.0,26.0
01/01/2018 13:24:38.796666,44.49,41.0,26.0
01/01/2018 13:27:18.306666,41.7,41.0,26.0
01/01/2018 13:28:38.333333,40.48,41.0,26.0
01/01/2018 13:31:18.263333,39.9,41.0,26.0
01/01/2018 13:32:38.280000,40.48,41.0,26.0
01/01/2018 13:35:18.876666,43.49,41.0,26.0
01/01/2018 13:36:38.356666,40.98,41.0,26.0
01/01/2018 13:39:18.343333,43.29,42.0,26.0
01/01/2018 13:40:38.300000,43.59,42.0,26.0
01/01/2018 13:43:18.713333,42.16,42.0,26.0
01/01/2018 13:44:38.303333,41.76,42.0,26.0
01/01/2018 13:47:18.320000,39.64,42.0,26.0
01/01/2018 13:48:38.276666,41.86,42.0,26.0
