InstrumentName, 26th and Williams B,,
StartTime, 2018-01-01 00:00:00,,
EndTime, 2018-01-31 23:59:59,,
Date,PM2.5,humidity,temp_f
01/01/2018 01:16:06.036666,19.63,36.0,31.0
01/01/2018 04:48:16.216666,18.77,38.0,29.0
01/01/2018 04:49:36.496666,22.33,37.0,29.0
01/01/2018 04:50:56.326666,20.81,37.0,29.0
01/01/2018 04:53:36.340000,18.19,37.0,29.0
01/01/2018 04:54:56.410000,18.05,37.0,29.0
01/01/2018 04:57:36.216666,20.44,37.0,29.0
01/01/2018 04:58:56.446666,19.38,37.0,29.0
01/01/2018 05:01:36.323333,19.77,37.0,29.0
01/01/2018 05:02:56.336666,20.0,37.0,29.0
01/01/2018 05:05:36.216666,19.76,38.0,28.0
01/01/2018 05:06:56.800000,20.31,38.0,29.0
01/01/2018 05:09:36.293333,21.12,38.0,29.0
01/01/2018 05:10:56.556666,19.07,38.0,29.0
01/01/2018 05:13:36.343333,20.23,38.0,28.0
01/01/2018 05:14:56.576666,20.37,38.0,28.0
01/01/2018 05:17:36.286666,19.93,38.0,29.0
01/01/2018 05:18:56.260000,19.6,38.0,29.0
01/01/2018 07:53:36.553333,23.48,40.0,28.0
01/01/2018 07:54:56.503333,25.5,40.0,28.0
01/01/2018 07:57:37.430000,22.98,40.0,28.0
01/01/2018 07:58:56.406666,23.24,40.0,28.0
01/01/2018 08:01:36.683333,25.07,41.0,28.0
01/01/2018 08:02:56.443333,27.53,41.0,28.0
01/01/2018 08:05:36.486666,28.36,41.0,28.0
01/01/2018 08:06:56.593333,28.95,41.0,29.0
01/01/2018 08:09:37.366666,24.33,40.0,29.0
01/01/2018 08:10:56.496666,23.85,40.0,29.0
01/01/2018 08:13:36.430000,24.67,40.0,29.0
01/01/2018 08:14:56.466666,26.59,40.0,28.0
01/01/2018 08:17:36.396666,24.37,40.0,28.0
01/01/2018 08:18:56.396666,24.91,40.0,29.0
01/01/2018 08:21:36.566666,25.13,40.0,28.0
01/01/2018 08:22:56.546666,25.86,40.0,28.0
01/01/2018 08:25:36.513333,26.33,40.0,28.0
01/01/2018 08:26:56.470000,25.21,41.0,28.0
01/01/2018 08:29:36.600000,22.52,40.0,28.0
01/01/2018 08:30:56.523333,24.43,40.0,28.0
01/01/2018 08:33:37.166666,26.07,40.0,28.0
01/01/2018 08:34:56.463333,24.0,40.0,29.0
01/01/2018 08:37:36.473333,25.88,40.0,29.0
01/01/2018 08:38:56.953333,25.05,40.0,29.0
01/01/2018 08:41:36.606666,24.02,40.0,29.0
01/01/2018 08:42:56.500000,24.64,40.0,29.0
01/01/2018 08:45:36.446666,25.0,40.0,29.0
01/01/2018 08:46:56.580000,27.14,40.0,29.0
01/01/2018 08:49:36.633333,25.93,40.0,29.0
01/01/2018 08:50:56.440000,26.79,40.0,29.0
01/01/2018 08:53:36.530000,28.23,40.0,28.0
01/01/2018 08:54:56.456666,30.02,41.0,28.0
01/01/2018 08:57:36.466666,27.27,41.0,29.0
01/01/2018 08:58:56.500000,28.23,41.0,29.0
01/01/2018 09:01:36.570000,28.48,41.0,29.0
01/01/2018 09:02:56.500000,29.85,41.0,28.0
01/01/2018 09:05:36.556666,29.81,42.0,28.0
01/01/2018 09:06:56.916666,31.28,42.0,28.0
01/01/2018 09:09:36.426666,30.11,42.0,29.0
01/01/2018 09:10:56.696666,31.86,42.0,29.0
01/01/2018 09:13:36.576666,32.93,42.0,29.0
01/01/2018 09:14:56.696666,32.66,41.0,29.0
01/01/2018 09:17:36.476666,32.87,41.0,29.0
01/01/2018 09:18:56.826666,32.66,41.0,29.0
01/01/2018 09:21:36.566666,32.1,41.0,29.0
01/01/2018 09:22:56.696666,33.05,41.0,29.0
01/01/2018 09:25:36.623333,31.6,41.0,29.0
01/01/2018 09:26:57.153333,33.84,41.0,29.0
01/01/2018 09:29:36.483333,34.29,41.0,29.0
01/01/2018 09:30:56.493333,35.89,41.0,29.0
01/01/2018 09:33:37.186666,37.36,41.0,29.0
01/01/2018 09:34:56.590000,35.97,41.0,29.0
01/01/2018 09:37:36.543333,36.5,41.0,29.0
01/01/2018 09:38:56.530000,36.4,41.0,29.0
01/01/2018 09:41:36.813333,36.79,41.0,29.0
01/01/2018 09:42:56.590000,34.57,41.0,29.0
01/01/2018 09:45:36.513333,40.25,41.0,29.0
01/01/2018 09:46:56.620000,36.44,41.0,29.0
01/01/2018 09:49:37.813333,38.49,41.0,30.0
01/01/2018 09:50:56.696666,35.67,41.0,29.0
01/01/2018 09:53:36.596666,34.12,40.0,30.0
01/01/2018 09:54:56.766666,36.57,40.0,30.0
01/01/2018 09:57:36.566666,37.23,40.0,29.0
01/01/2018 09:58:56.830000,36.17,40.0,30.0
01/01/2018 10:01:36.706666,38.4,40.0,30.0
01/01/2018 10:02:58.430000,37.56,40.0,30.0
01/01/2018 10:05:36.696666,39.91,40.0,30.0
01/01/2018 10:06:56.516666,39.67,40.0,30.0
01/01/2018 10:09:36.523333,36.81,40.0,30.0
01/01/2018 10:10:56.773333,38.37,40.0,30.0
01/01/2018 10:13:36.486666,38.95,40.0,30.0
01/01/2018 10:14:56.496666,38.0,40.0,30.0
01/01/2018 10:17:36.553333,36.74,40.0,30.0
01/01/2018 10:18:56.520000,37.38,40.0,30.0
01/01/2018 10:21:36.583333,38.07,40.0,30.0
01/01/2018 10:22:56.513333,36.21,40.0,30.0
01/01/2018 10:25:36.520000,39.26,40.0,30.0
01/01/2018 10:26:56.566666,38.84,40.0,30.0
01/01/2018 10:29:36.553333,37.57,40.0,30.0
01/01/2018 10:30:56.816666,39.95,40.0,30.0
01/01/2018 10:33:36.543333,37.07,40.0,30.0
01/01/2018 10:34:56.550000,36.12,40.0,30.0
01/01/2018 10:37:36.540000,38.28,40.0,29.0
01/01/2018 10:38:56.530000,41.33,40.0,29.0
01/01/2018 10:41:36.633333,35.81,40.0,29.0
01/01/2018 10:42:56.580000,37.13,40.0,29.0
01/01/2018 10:45:36.600000,37.47,40.0,29.0
01/01/2018 10:46:56.533333,40.15,40.0,29.0
01/01/2018 10:49:36.610000,40.14,40.0,29.0
01/01/2018 10:50:56.880000,37.33,40.0,29.0
01/01/2018 10:53:36.623333,36.6,40.0,29.0
01/01/2018 10:54:56.623333,36.93,40.0,29.0
01/01/2018 10:57:36.606666,39.91,40.0,29.0
01/01/2018 10:58:56.800000,40.64,40.0,28.0
01/01/2018 11:01:36.536666,39.32,41.0,29.0
01/01/2018 11:02:56.760000,38.95,41.0,29.0
01/01/2018 11:05:36.633333,39.49,40.0,29.0
01/01/2018 11:06:56.573333,39.19,41.0,28.0
01/01/2018 11:09:36.576666,39.3,41.0,29.0
01/01/2018 11:10:56.813333,38.74,41.0,29.0
01/01/2018 11:13:36.550000,38.12,41.0,29.0
01/01/2018 11:14:56.543333,39.6,41.0,29.0
01/01/2018 11:17:36.580000,40.76,41.0,29.0
01/01/2018 11:18:56.643333,38.27,41.0,29.0
01/01/2018 11:21:36.566666,38.83,41.0,29.0
01/01/2018 11:22:56.720000,39.62,41.0,28.0
01/01/2018 11:25:36.563333,39.6,41.0,28.0
01/01/2018 11:26:57.266666,41.69,41.0,28.0
01/01/2018 11:29:36.553333,42.05,41.0,29.0
01/01/2018 11:30:56.603333,39.07,41.0,28.0
01/01/2018 11:33:36.680000,39.98,41.0,29.0
01/01/2018 11:34:56.960000,40.78,41.0,29.0
01/01/2018 11:37:36.606666,42.62,41.0,29.0
01/01/2018 11:38:56.630000,42.7,41.0,29.0
01/01/2018 11:41:36.583333,44.02,41.0,27.0
01/01/2018 11:42:56.616666,43.81,42.0,28.0
01/01/2018 11:45:36.586666,43.72,42.0,28.0
01/01/2018 11:46:56.700000,42.75,42.0,29.0
01/01/2018 11:49:36.586666,43.88,42.0,29.0
01/01/2018 11:50:56.796666,43.38,42.0,28.0
01/01/2018 11:53:36.623333,41.41,42.0,28.0
01/01/2018 11:54:56.646666,41.61,42.0,28.0
01/01/2018 11:57:36.746666,42.11,42.0,28.0
01/01/2018 11:58:56.666666,41.69,42.0,28.0
01/01/2018 12:01:36.733333,40.41,42.0,29.0
01/01/2018 12:02:56.826666,41.09,42.0,28.0
01/01/2018 12:05:38.506666,39.37,42.0,28.0
01/01/2018 12:06:56.666666,39.76,43.0,28.0
01/01/2018 12:09:38.576666,42.13,43.0,27.0
01/01/2018 12:10:56.660000,41.68,43.0,27.0
01/01/2018 12:13:36.656666,42.52,43.0,28.0
01/01/2018 12:14:56.766666,40.14,43.0,28.0
01/01/2018 12:17:36.663333,42.19,43.0,28.0
01/01/2018 12:18:56.633333,42.0,43.0,28.0
01/01/2018 12:21:37.380000,41.47,43.0,28.0
01/01/2018 12:22:56.606666,38.33,43.0,29.0
01/01/2018 12:25:36.966666,39.81,42.0,29.0
01/01/2018 12:26:56.623333,37.88,42.0,28.0
01/01/2018 12:29:36.693333,41.02,42.0,28.0
01/01/2018 12:30:56.696666,40.12,42.0,28.0
01/01/2018 12:33:36.656666,38.3,42.0,29.0
01/01/2018 12:34:56.866666,38.51,42.0,29.0
01/01/2018 12:37:36.646666,40.83,42.0,28.0
01/01/2018 12:38:56.646666,36.23,42.0,28.0
01/01/2018 12:41:36.646666,39.74,42.0,27.0
01/01/2018 12:42:56.710000,41.1,43.0,27.0
01/01/2018 12:45:36.680000,39.59,44.0,28.0
01/01/2018 12:46:56.633333,38.45,43.0,28.0
01/01/2018 12:49:36.666666,39.49,43.0,28.0
01/01/2018 12:50:56.646666,39.37,43.0,28.0
01/01/2018 12:53:36.816666,38.44,43.0,28.0
01/01/2018 12:54:56.653333,39.34,43.0,28.0
01/01/2018 12:57:36.753333,41.95,43.0,28.0
01/01/2018 12:58:56.673333,39.81,43.0,28.0
01/01/2018 13:01:36.850000,38.0,44.0,28.0
01/01/2018 13:02:56.636666,39.17,43.0,28.0
01/01/2018 13:05:37.013333,42.61,43.0,28.0
01/01/2018 13:06:56.636666,41.43,43.0,28.0
01/01/2018 13:09:36.776666,40.93,43.0,28.0
01/01/2018 13:10:57.376666,40.17,42.0,28.0
01/01/2018 13:13:36.776666,43.17,43.0,28.0
01/01/2018 13:14:56.763333,41.51,43.0,29.0
01/01/2018 13:17:36.656666,38.9,42.0,28.0
01/01/2018 13:18:57.736666,40.55,43.0,28.0
01/01/2018 13:21:36.720000,38.93,43.0,28.0
01/01/2018 13:22:56.673333,39.83,43.0,28.0
01/01/2018 13:25:36.740000,41.9,43.0,29.0
01/01/2018 13:26:56.796666,41.46,42.0,29.0
01/01/2018 13:29:36.766666,41.21,42.0,28.0
01/01/2018 13:30:56.650000,41.07,43.0,28.0
01/01/2018 13:33:37.060000,37.55,43.0,29.0
01/01/2018 13:34:56.736666,42.39,43.0,29.0
01/01/2018 13:37:36.683333,40.29,43.0,28.0
01/01/2018 13:38:56.720000,41.63,43.0,27.0
01/01/2018 13:41:36.743333,43.76,46.0,25.0
01/01/2018 13:42:56.736666,42.2,46.0,27.0
01/01/2018 13:45:36.720000,42.0,45.0,27.0
01/01/2018 13:46:56.820000,41.0,45.0,28.0
01/01/2018 13:49:36.693333,41.17,45.0,28.0
