InstrumentName, La Casa,,,,,
StartTime, 2018-01-01 00:00:00,,,,,
EndTime, 2018-01-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
01/01/2018 03:00:00.000000,0.2,23.0,8.0,18.0,14.9,0.0
01/01/2018 06:00:00.000000,0.2,23.0,3.0,18.0,14.9,0.0
01/01/2018 07:00:00.000000,0.2,23.0,1.0,18.0,15.0,
01/01/2018 08:00:00.000000,0.2,23.0,1.0,20.0,15.9,0.0
01/01/2018 09:00:00.000000,0.2,22.0,1.0,20.0,15.9,0.0
01/01/2018 10:00:00.000000,0.3,24.0,1.0,25.0,21.6,0.0
01/01/2018 11:00:00.000000,0.3,25.0,0.0,27.0,23.0,0.0
01/01/2018 12:00:00.000000,0.4,25.0,0.0,28.0,23.6,0.0
01/01/2018 13:00:00.000000,0.3,23.0,0.0,28.0,23.9,0.0
01/01/2018 14:00:00.000000,0.4,25.0,0.0,31.0,24.8,0.0
01/01/2018 15:00:00.000000,0.3,23.0,4.0,30.0,24.7,0.0
01/01/2018 16:00:00.000000,0.3,23.0,6.0,31.0,24.9,1.0
01/01/2018 17:00:00.000000,0.3,19.0,5.0,32.0,25.6,0.0
01/01/2018 18:00:00.000000,0.3,16.0,12.0,33.0,25.9,0.0
01/01/2018 19:00:00.000000,0.3,16.0,13.0,32.0,26.0,0.0
01/01/2018 20:00:00.000000,0.3,19.0,13.0,32.0,25.5,0.0
01/01/2018 21:00:00.000000,0.3,20.0,11.0,33.0,25.6,1.0
01/01/2018 22:00:00.000000,0.3,25.0,10.0,35.0,25.8,1.0
01/01/2018 23:00:00.000000,0.3,26.0,9.0,35.0,25.7,1.0
01/02/2018 00:00:00.000000,0.2,23.0,3.0,34.0,25.6,0.0
01/02/2018 01:00:00.000000,0.2,19.0,5.0,33.0,25.2,0.0
01/02/2018 02:00:00.000000,0.2,18.0,3.0,32.0,24.8,0.0
01/02/2018 03:00:00.000000,0.3,25.0,0.0,33.0,24.8,1.0
01/02/2018 04:00:00.000000,0.4,,2.0,33.0,24.9,1.0
01/02/2018 05:00:00.000000,0.6,24.0,1.0,34.0,25.3,1.0
01/02/2018 06:00:00.000000,0.6,23.0,0.0,35.0,25.8,1.0
01/02/2018 07:00:00.000000,0.5,22.0,1.0,36.0,27.0,
01/02/2018 08:00:00.000000,0.3,20.0,1.0,35.0,26.9,0.0
01/02/2018 09:00:00.000000,0.3,22.0,0.0,34.0,26.9,0.0
01/02/2018 10:00:00.000000,0.4,23.0,0.0,34.0,26.9,0.0
01/02/2018 11:00:00.000000,0.5,25.0,0.0,34.0,27.1,1.0
01/02/2018 12:00:00.000000,0.7,25.0,0.0,35.0,27.6,2.0
01/02/2018 13:00:00.000000,0.9,28.0,0.0,36.0,28.0,2.0
01/02/2018 14:00:00.000000,0.9,30.0,1.0,35.0,27.3,
01/02/2018 15:00:00.000000,0.6,31.0,4.0,35.0,23.6,1.0
01/02/2018 16:00:00.000000,0.3,26.0,15.0,31.0,16.5,
01/02/2018 17:00:00.000000,0.2,18.0,26.0,27.0,11.9,
01/02/2018 18:00:00.000000,0.1,12.0,34.0,22.0,8.2,0.0
01/02/2018 19:00:00.000000,0.1,15.0,34.0,21.0,6.4,0.0
01/02/2018 20:00:00.000000,0.2,21.0,28.0,23.0,5.8,0.0
01/02/2018 21:00:00.000000,0.2,24.0,29.0,25.0,5.6,0.0
01/02/2018 22:00:00.000000,0.2,25.0,28.0,28.0,5.2,0.0
01/02/2018 23:00:00.000000,0.3,40.0,22.0,36.0,6.2,0.0
01/03/2018 00:00:00.000000,0.6,52.0,1.0,51.0,9.1,1.0
01/03/2018 01:00:00.000000,0.7,50.0,12.0,52.0,10.1,1.0
01/03/2018 02:00:00.000000,1.2,51.0,7.0,59.0,14.6,3.0
01/03/2018 03:00:00.000000,0.9,48.0,1.0,52.0,15.1,2.0
01/03/2018 04:00:00.000000,0.7,,1.0,44.0,13.7,1.0
01/03/2018 05:00:00.000000,0.6,43.0,0.0,39.0,11.6,1.0
01/03/2018 06:00:00.000000,0.6,42.0,0.0,36.0,10.2,1.0
01/03/2018 07:00:00.000000,0.5,42.0,1.0,31.0,9.3,
01/03/2018 08:00:00.000000,0.5,41.0,0.0,25.0,8.3,1.0
01/03/2018 09:00:00.000000,0.4,38.0,1.0,20.0,8.3,1.0
01/03/2018 10:00:00.000000,0.4,39.0,1.0,20.0,7.3,0.0
01/03/2018 11:00:00.000000,0.3,39.0,1.0,19.0,9.0,1.0
01/03/2018 12:00:00.000000,0.4,41.0,1.0,19.0,8.8,1.0
01/03/2018 13:00:00.000000,0.5,44.0,1.0,21.0,7.9,1.0
01/03/2018 14:00:00.000000,0.7,45.0,3.0,30.0,8.2,2.0
01/03/2018 15:00:00.000000,0.2,29.0,18.0,28.0,6.5,0.0
01/03/2018 16:00:00.000000,0.2,,12.0,25.0,5.3,0.0
01/03/2018 17:00:00.000000,0.2,,17.0,30.0,4.8,0.0
01/03/2018 18:00:00.000000,0.2,,21.0,26.0,4.2,0.0
01/03/2018 19:00:00.000000,0.2,23.0,25.0,26.0,4.2,0.0
01/03/2018 20:00:00.000000,0.3,35.0,20.0,31.0,5.0,0.0
01/03/2018 21:00:00.000000,0.3,27.0,24.0,34.0,5.4,0.0
01/03/2018 22:00:00.000000,0.4,35.0,18.0,42.0,7.0,0.0
01/03/2018 23:00:00.000000,0.4,41.0,7.0,45.0,8.0,0.0
01/04/2018 00:00:00.000000,0.6,45.0,11.0,46.0,9.3,1.0
01/04/2018 01:00:00.000000,0.6,44.0,1.0,46.0,10.0,1.0
01/04/2018 02:00:00.000000,0.5,42.0,1.0,43.0,9.7,0.0
01/04/2018 03:00:00.000000,0.6,42.0,1.0,41.0,9.7,1.0
01/04/2018 04:00:00.000000,0.6,,1.0,36.0,10.0,1.0
01/04/2018 05:00:00.000000,0.8,43.0,0.0,33.0,10.7,2.0
01/04/2018 06:00:00.000000,0.7,42.0,0.0,29.0,9.8,2.0
01/04/2018 07:00:00.000000,0.6,41.0,0.0,28.0,9.3,
01/04/2018 08:00:00.000000,0.8,40.0,1.0,31.0,10.5,2.0
01/04/2018 09:00:00.000000,0.6,39.0,0.0,31.0,10.5,2.0
01/04/2018 10:00:00.000000,0.6,38.0,0.0,31.0,10.5,1.0
01/04/2018 11:00:00.000000,0.3,30.0,1.0,24.0,8.0,0.0
01/04/2018 12:00:00.000000,0.3,33.0,1.0,20.0,6.6,0.0
01/04/2018 13:00:00.000000,0.5,36.0,1.0,22.0,6.4,1.0
01/04/2018 14:00:00.000000,0.6,38.0,2.0,30.0,7.4,2.0
01/04/2018 15:00:00.000000,0.5,35.0,6.0,32.0,7.5,1.0
01/04/2018 16:00:00.000000,0.3,27.0,15.0,30.0,6.6,1.0
01/04/2018 17:00:00.000000,0.2,22.0,23.0,29.0,5.8,0.0
01/04/2018 18:00:00.000000,0.3,29.0,16.0,29.0,6.2,0.0
01/04/2018 19:00:00.000000,0.2,20.0,29.0,25.0,5.2,0.0
01/04/2018 20:00:00.000000,0.2,16.0,33.0,21.0,4.1,0.0
01/04/2018 21:00:00.000000,0.2,17.0,34.0,24.0,3.9,0.0
01/04/2018 22:00:00.000000,0.1,21.0,27.0,27.0,4.1,0.0
01/04/2018 23:00:00.000000,0.2,35.0,22.0,37.0,5.1,0.0
01/05/2018 00:00:00.000000,0.5,44.0,8.0,44.0,6.3,0.0
01/05/2018 01:00:00.000000,0.5,48.0,14.0,46.0,8.1,1.0
01/05/2018 02:00:00.000000,0.9,47.0,1.0,50.0,10.6,2.0
01/05/2018 03:00:00.000000,0.8,46.0,1.0,49.0,12.1,2.0
01/05/2018 04:00:00.000000,0.5,,1.0,39.0,10.8,1.0
01/05/2018 05:00:00.000000,1.0,44.0,1.0,42.0,12.9,2.0
01/05/2018 06:00:00.000000,1.2,44.0,1.0,41.0,14.8,3.0
01/05/2018 07:00:00.000000,1.0,42.0,0.0,41.0,15.2,
01/05/2018 08:00:00.000000,0.5,38.0,0.0,35.0,12.3,2.0
01/05/2018 09:00:00.000000,0.6,39.0,0.0,36.0,12.3,2.0
01/05/2018 10:00:00.000000,0.7,39.0,0.0,27.0,10.0,2.0
01/05/2018 11:00:00.000000,0.7,38.0,0.0,28.0,9.9,2.0
01/05/2018 12:00:00.000000,0.9,39.0,0.0,27.0,9.9,2.0
01/05/2018 13:00:00.000000,1.1,41.0,0.0,25.0,9.4,2.0
01/05/2018 14:00:00.000000,1.4,44.0,1.0,38.0,10.6,4.0
01/05/2018 15:00:00.000000,1.2,45.0,1.0,54.0,12.0,4.0
01/05/2018 16:00:00.000000,0.9,42.0,1.0,51.0,11.1,3.0
01/05/2018 17:00:00.000000,0.6,41.0,5.0,57.0,10.9,2.0
01/05/2018 18:00:00.000000,0.5,36.0,8.0,57.0,10.2,2.0
01/05/2018 19:00:00.000000,0.5,37.0,8.0,55.0,9.9,1.0
01/05/2018 20:00:00.000000,0.7,43.0,5.0,64.0,10.9,1.0
01/05/2018 21:00:00.000000,0.9,58.0,4.0,117.0,18.4,4.0
01/05/2018 22:00:00.000000,1.0,59.0,3.0,157.0,24.5,4.0
01/05/2018 23:00:00.000000,0.9,55.0,3.0,146.0,23.9,3.0
01/06/2018 00:00:00.000000,1.7,58.0,2.0,149.0,27.8,6.0
01/06/2018 01:00:00.000000,1.4,51.0,0.0,132.0,27.5,4.0
01/06/2018 02:00:00.000000,1.3,49.0,1.0,110.0,25.2,4.0
01/06/2018 03:00:00.000000,1.4,50.0,1.0,94.0,24.0,4.0
01/06/2018 04:00:00.000000,1.5,,0.0,86.0,24.8,5.0
01/06/2018 05:00:00.000000,1.1,42.0,0.0,64.0,20.2,4.0
01/06/2018 06:00:00.000000,0.7,37.0,0.0,45.0,15.3,2.0
01/06/2018 07:00:00.000000,1.0,37.0,0.0,37.0,13.8,
01/06/2018 08:00:00.000000,1.0,37.0,1.0,31.0,12.8,3.0
01/06/2018 09:00:00.000000,0.8,36.0,0.0,31.0,11.6,2.0
01/06/2018 10:00:00.000000,0.5,35.0,0.0,20.0,9.3,2.0
01/06/2018 11:00:00.000000,0.7,35.0,0.0,17.0,8.3,2.0
01/06/2018 12:00:00.000000,0.8,36.0,0.0,17.0,8.5,3.0
01/06/2018 13:00:00.000000,0.7,35.0,0.0,15.0,8.1,2.0
01/06/2018 14:00:00.000000,0.8,37.0,0.0,17.0,8.1,2.0
01/06/2018 15:00:00.000000,1.1,40.0,1.0,21.0,8.8,3.0
01/06/2018 16:00:00.000000,0.8,39.0,2.0,25.0,10.4,3.0
01/06/2018 17:00:00.000000,0.7,38.0,7.0,30.0,11.9,2.0
01/06/2018 18:00:00.000000,0.4,32.0,13.0,32.0,12.0,1.0
01/06/2018 19:00:00.000000,0.5,39.0,8.0,37.0,13.2,1.0
01/06/2018 20:00:00.000000,0.6,46.0,10.0,48.0,16.2,2.0
01/06/2018 21:00:00.000000,0.5,47.0,12.0,53.0,17.5,3.0
01/06/2018 22:00:00.000000,0.4,42.0,11.0,52.0,15.8,2.0
